movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.7288532,0.31743675,1.4357846,1.3546839,1.3297328,0.90398794,1.2215284,1.19574,1.1998806,0.68516,0.868776,1.4371946,1.1164845,1.5467659,0.9861745
47metersdown,1.2710792,0.29762536,0.98831254,0.94126207,0.65021574,0.0965656,0.92525655,1.4039602,1.0720451,0.5878928,0.33241296,0.91001916,0.7975425,1.746428,1.2788225
abeautifuldaymovie,1.4835904,0.37065348,1.5018117,1.0755568,1.1307327,0.80321187,1.0988561,0.9860626,0.9960138,0.42500728,0.7208686,1.1224159,1.117999,1.5365269,1.1050893
abominablemovie,0.9477986,0.53038657,1.1289783,1.0028539,0.62546986,1.2861133,1.4818778,0.338188,0.6588322,0.34079686,0.0,1.1020508,0.6145513,1.7669379,1.177232
adastramovie,1.4874399,0.2608555,0.9199202,1.057606,0.8027835,1.1376164,1.1545341,1.2631384,1.1546744,0.60748017,0.97248936,1.2075334,0.9923927,1.2981167,1.2308662
adogsjourneymovie,1.7331136,0.068506494,0.3294505,0.076390065,2.2264085,0.5836929,0.82229584,0.0,0.0,0.2506729,1.2404407,1.0765567,0.93277085,0.7348992,0.25392336
aftermathmovie,1.4828106,0.0,1.0468746,0.9628018,0.87438625,0.7661624,0.97319394,1.0299699,0.9705072,0.49517864,0.98660654,1.1303176,1.275799,1.4011854,1.0365369
aftermovie,1.436573,0.23517627,1.2502841,0.8914001,1.1220946,0.95933115,1.150191,1.1690217,1.1510991,0.86458325,0.9044365,1.4440136,1.4451784,1.2678353,1.3354886
ahiddenlifefilm,0.9356273,0.08615409,0.783456,0.6585002,0.6638977,0.58597183,0.7315952,0.73395973,0.6937033,0.40029466,0.7042215,0.7555684,0.7967494,0.83968127,0.6777288
alitamovie,1.0611793,0.24635547,0.5962352,0.7046424,0.4211423,0.87679076,1.0121138,0.9962251,1.2726446,0.66089493,0.5172235,0.7239265,0.5324025,0.8480808,0.9286099
angelhasfallen,1.3914411,0.17096017,0.7848223,1.592259,0.68493575,0.7571831,1.008833,0.9835398,1.0657557,0.4681276,0.9700747,1.3718354,0.6508269,1.427901,0.85947835
angrybirdsmovie,1.0635763,2.2482102,2.3719158,0.937717,1.6056617,0.33643824,0.90619296,0.38759303,0.5197534,0.0,0.1269927,0.3813034,0.52581906,1.5742284,0.8909548
annabellemovie,1.7949966,0.36755824,1.4789976,1.4464979,0.49126476,0.8955099,1.0803372,1.6547621,1.4208679,0.6749864,0.64907897,1.4476209,0.90775114,1.6945264,1.1069261
annamovie,1.499982,0.051635098,1.3389589,1.1284353,0.8013452,0.88194495,1.3320436,1.3205976,1.4327236,0.6409035,0.85737514,1.0546106,1.2719871,1.5248734,1.0729076
apollo11movie,1.2464899,0.013492152,1.0517882,0.93903244,0.9879554,0.8051034,1.1680764,0.9673312,0.81867534,0.52773315,1.1103666,1.05947,1.3006094,1.1126882,0.9887321
arcticdogsmovie,0.92090476,0.48086834,0.8494721,0.81197757,0.6514647,0.3586181,0.9755799,0.8847007,0.8870802,0.32095647,0.45796496,0.5606788,0.7529531,1.321,0.81020355
arcticmovie,0.97560817,0.13450348,0.6918405,0.543443,0.7633349,0.38150138,0.67655635,0.52282697,0.8674907,0.42201167,0.4611678,0.84769475,0.78893167,0.67085475,0.792981
artofracingmovie,1.5432122,0.2959932,0.98446846,1.3524412,0.5544838,0.95821756,1.0052587,1.335425,1.2824905,0.6434875,0.4206084,1.5092344,0.92788625,1.5806789,1.3370578
avengers,1.0693289,0.0796679,0.91607815,0.8178553,0.8298941,0.69797325,0.64401317,0.5078566,0.78024095,0.6403511,0.6381602,0.72772366,0.7876205,0.7390087,0.41815704
beachbummovie,0.91310257,0.0,1.0742298,0.71734524,0.9753094,0.89660496,1.1259753,1.1838171,0.59762,0.6644409,1.0167824,1.0545001,1.5488377,1.0329486,1.0592902
bernadettefilm,1.6590029,0.43792742,1.1849887,1.4363195,1.1571981,0.98800087,1.0985656,0.9579178,1.029607,0.14717743,0.69296443,1.3963411,0.74804395,1.4272566,1.0074824
blackandbluemovie,1.2076299,1.1175436,1.4959054,0.5990833,1.7376003,0.75721705,1.1671213,0.55758625,0.07178878,0.0,0.101514876,0.9304963,1.161764,1.7078127,1.2206807
blackchristmas,1.6209493,0.0,1.0148231,1.0416503,0.9719153,1.0299356,1.094187,1.0685917,1.2822521,0.35097215,0.8259548,1.5334985,1.280465,1.5074646,1.2985696
blindedbythelightmovie,1.4907937,0.0,0.87228006,1.0537323,0.9879798,0.83244514,0.8492107,0.9381496,0.9157941,0.5170731,1.2757986,1.1467253,1.2220684,0.9425212,0.8357098
bombshellmovie,0.63885427,0.54836535,0.49387962,0.62555534,0.25014317,0.16962826,0.58889914,0.7365657,0.64587355,0.33021584,0.06784077,0.7980251,0.17509183,0.65473086,0.3429977
booksmart,0.0,3.2873578,0.0,0.0040134937,0.0,2.3757691,0.0,0.0,0.0,3.849705,0.008067086,0.0,0.0,0.92474264,1.621722
breakthroughmovie,0.7854036,0.86821616,0.43227673,0.9854205,0.53914744,1.6198528,1.1501646,0.41947395,0.3494925,0.27007517,0.0,1.068873,0.62682635,2.0561626,1.2535318
