movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.55831385,0.87006336,0.3831852,0.0,0.8257382,1.4130071,0.7506553,0.8162804,1.1218765,0.8066808,1.3871956,0.49051645,0.39229476,1.2400343,0.6554685
47metersdown,1.3656768,0.986909,0.3147364,0.0,0.8020154,1.1358422,1.1506121,0.47364187,1.2530814,0.6873063,1.2030283,0.8083164,0.48273343,1.1272968,0.85877395
abeautifuldaymovie,0.46153718,0.6414642,0.17446063,0.0,0.80576617,1.0893234,0.8549924,0.6253047,0.765013,0.72895813,1.0683885,0.79451394,0.16549489,0.9868328,0.76956415
abominablemovie,0.28325376,0.3851211,0.0,0.0,0.8771696,1.6848735,1.2842565,1.2373499,0.80404437,1.4603918,1.3675208,0.767081,0.482271,1.522292,1.0442493
adastramovie,0.22333424,0.33365023,0.14161593,0.0,0.7164736,0.8753542,0.67971456,0.6792284,0.7520752,0.8686702,0.74160564,0.5335145,0.23197237,0.9086217,0.77716166
adogsjourneymovie,0.51299727,0.71431065,0.045891196,0.0,1.1897941,2.5936465,1.2375146,1.8168224,1.9479389,1.014058,2.452332,0.7345781,0.5673798,1.7587676,1.3731648
aftermathmovie,0.5476324,0.44128698,0.0,0.0,0.6595621,0.8578764,0.86699355,0.7044105,0.8257317,0.56327343,1.175345,0.6930509,0.4180131,0.879749,0.6853296
aftermovie,0.4206497,0.56458783,0.123740554,0.0,0.72636795,1.0661976,0.6702597,0.7012543,0.8388855,0.65714705,0.95682746,0.74359137,0.48006806,0.94122916,0.83859235
ahiddenlifefilm,0.29576218,0.35832685,0.12616241,0.0,0.45218888,0.6705119,0.5034496,0.47478527,0.46574104,0.44114015,0.600215,0.41475362,0.18730268,0.58136874,0.41423103
alitamovie,0.43587136,0.5641694,0.3261679,0.0,1.1086261,1.6547185,1.3216877,0.9880481,0.73630077,0.80173385,1.1793299,0.68739384,0.20872393,1.2748868,0.8554344
angelhasfallen,0.65905905,0.9573739,0.51957875,0.0,0.9165085,1.4517772,1.0297849,0.71961737,1.0199304,1.2605877,1.2555692,0.69333655,0.019095305,1.874273,0.8778133
angrybirdsmovie,0.51464945,0.8836421,0.2519094,0.0,1.5760686,2.951285,1.5456611,1.5410922,1.7175409,1.259607,1.5762722,1.1216441,0.44197088,2.0251946,1.8006557
annabellemovie,0.8004295,0.81902385,0.39239195,0.0,1.8133955,1.9651213,1.6369904,1.5453265,1.6780534,1.7564342,2.1517982,1.2525544,0.9324851,2.132948,1.2522253
annamovie,0.47161102,0.683361,0.17227398,0.0,1.0170357,1.4414866,0.9308076,0.9736962,0.9781797,0.93144584,1.2667015,0.7098202,0.36340338,1.0250119,0.74145144
apollo11movie,0.44342512,0.4528457,0.23416735,0.0,0.5832778,0.6631465,0.63970006,0.526217,0.60600126,0.55526805,0.7468169,0.5891083,0.19785142,0.61875045,0.44546384
arcticdogsmovie,0.48679096,0.5719458,0.22340782,0.0,0.6564399,1.1506255,0.7286216,0.60555273,0.7508167,0.7536973,0.91370595,0.5485406,0.25009534,0.9397013,0.722035
arcticmovie,0.42849052,0.68331736,0.13542435,0.0,0.5362567,0.96241003,0.6635637,0.47318828,0.73931664,0.49102667,0.70984113,0.5502649,0.25940236,0.72391963,0.6334018
artofracingmovie,0.31427062,0.27032888,0.20201004,0.0,0.9184158,1.152286,0.9916475,1.1078458,0.951678,1.0648205,1.1795974,0.6356302,0.29924935,1.344091,0.9240441
avengers,0.34299278,0.5161447,0.20229886,0.0,0.5044119,0.82211995,0.5390928,0.496661,0.57785916,0.47541386,0.83675563,0.40345564,0.05085233,0.5899865,0.23133811
beachbummovie,0.62358403,0.5199554,0.05553426,0.0,0.7408622,0.76670307,0.8169049,0.38844484,0.6470211,0.7141919,0.94084996,0.8315314,0.12710321,0.7775225,0.80652034
bernadettefilm,0.5830115,0.72669244,0.28046802,0.0,1.0805011,1.953489,1.2764271,1.0606095,1.0868039,0.7287326,1.2591662,0.7916463,0.31682625,1.1764632,0.77481234
blackandbluemovie,0.82955396,0.85727626,0.07530373,0.0,1.5716038,2.0335836,1.5352482,1.0469791,1.4711792,1.5487775,2.4686131,1.1516616,0.49403656,2.1784477,1.9904058
blackchristmas,0.5214171,0.5707377,0.099320464,0.0,0.8893387,1.261366,0.9046917,0.9855213,1.0536925,1.2333257,1.3478876,0.97366655,0.4585307,1.210371,1.0152996
blindedbythelightmovie,0.52426684,0.41098952,0.12672445,0.0,0.47044197,0.78413653,0.57689106,0.6046769,0.666416,0.5489049,0.76997894,0.5289961,0.15977858,0.71964353,0.4300895
bombshellmovie,0.32893115,0.7261376,0.32379842,0.0,0.99719036,1.3164674,0.8193202,0.82763743,0.78089535,0.43652117,0.95765513,1.012926,0.19418731,1.0811547,0.6594689
booksmart,0.047738638,0.0,0.01384034,0.0,0.7255649,0.0,0.0,0.41118324,0.20208248,0.0,0.8828093,0.0,1.3068194,0.0,0.0
breakthroughmovie,0.7649413,0.69817585,0.36797884,0.0,1.7537916,1.9798378,1.4774603,1.420642,1.1767915,2.3416164,1.4622549,1.6717448,0.531227,1.8410158,1.7437319
brianbanksmovie,0.1642591,0.9987179,0.4685191,0.0,1.3008349,1.7677035,1.1366781,1.0902997,1.1791093,0.86375666,1.2372644,1.0312175,0.21341062,1.5184114,0.94175196
brightburnmovie,0.33478642,0.5791856,0.16606073,0.0,1.1035922,1.3718108,0.9307351,0.867036,0.8061061,1.051776,1.3451395,0.6275287,0.380592,1.2454443,1.1053618
brittanyrunsmov,0.04379085,0.33456916,0.088768244,0.0,0.39536843,0.6852829,0.41334918,0.6716566,0.5494389,0.5332449,0.41762167,0.42367825,0.13102838,0.39222828,0.33302924
captainmarvelofficial,0.19316477,0.6518066,0.10827017,0.0,0.6399214,0.9516808,0.70187354,0.70240813,0.40099838,0.48750648,0.86858994,0.6609952,0.15253487,0.81617016,0.4158619
captivestatemovie,0.5961151,0.9702183,0.36041158,0.0,0.84771854,1.3494653,0.9291192,0.78435147,1.1059905,1.2756052,1.2676916,0.7376717,0.60064894,1.2896781,0.84849733
catsmovie,0.40307462,0.8929992,0.33099648,0.0,1.1860607,1.9281629,1.2181466,1.6516894,1.3115802,1.2199225,1.3706124,1.3267999,0.09850318,1.0010602,0.63331217
charliesangels,0.3267056,0.62824214,0.29103932,0.0,1.8229163,1.8380423,1.0046699,1.5218607,1.4361327,1.6551381,1.8224475,1.062782,0.18700115,1.4750048,1.5017717
