movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.9398838,1.1612065,1.284647,0.9130323,0.8588322,0.85956657,1.0394033,0.9161691,1.1162759,0.91872877,1.2445279,0.5171989,1.2322658,0.66984445,0.75208,0.18756503,0.911539,1.4867342,0.70518506,0.62705046,0.043704905,0.47297555,0.7174559,0.9017669,0.0
47metersdown,0.28921658,0.8094452,0.8871565,0.5226523,0.68749076,0.7520886,0.72015834,0.73996013,0.9808455,0.59959614,0.70967925,0.38560647,0.66345435,0.85825384,0.39789858,0.0,0.8998312,0.9174856,0.7603689,0.3571611,0.027015887,0.05328971,0.5319955,0.5031123,0.045625985
abeautifuldaymovie,1.0009627,0.68080014,1.4530246,0.5991055,1.0140146,0.75276643,0.76305515,0.7592458,0.67358637,1.0775629,1.033138,0.75715286,0.83063585,0.50187534,0.56438076,0.0,0.90108997,0.8388466,0.5656963,0.70685273,0.0,0.46811706,0.7401296,0.7044091,0.0047681145
abominablemovie,0.72198904,1.1090716,1.0385523,0.38895065,0.8877198,0.23197678,1.424538,0.2832348,0.9011274,1.4196162,0.67838174,0.08304441,0.9380376,0.6495351,0.0,0.89862746,1.0520015,1.2095814,0.39926347,0.88261014,0.7313221,0.17711613,1.00021,0.60482806,1.5860491
adastramovie,1.0558835,0.88669205,1.1183355,0.22819994,0.6870331,0.8092179,0.95714843,0.983135,1.0358809,0.9039326,0.76523805,1.291085,0.8194833,0.14797258,0.45028722,0.25859162,0.81082815,0.88373184,0.3390639,0.5961293,0.0,0.51805776,0.89592385,0.7891494,0.1532771
adogsjourneymovie,1.122962,0.76877314,1.1882665,0.67457885,0.6061614,0.13961452,0.3841086,0.44182256,0.44636935,0.5638734,0.84163475,0.4037636,0.74351823,0.0,0.57272106,0.042014107,0.5136105,0.79319394,0.8282475,0.25399545,0.0,0.36973104,0.00201156,0.19718787,0.0
aftermathmovie,0.9921207,0.9524951,1.1635076,0.5706614,0.8581904,0.6688705,0.7308439,0.9703602,0.93098235,0.8798034,1.0168991,0.87185925,0.86730015,0.6046857,0.5338894,0.0,0.6333914,0.97129273,0.5275821,0.681076,0.0,0.28421044,0.824389,0.7173759,0.14507246
aftermovie,1.2164532,1.1524029,1.1945027,0.6018713,0.49506104,0.41114625,0.8647572,0.75723296,1.1863209,1.1609175,1.3242537,0.9819968,1.0896065,0.42859405,0.7743764,0.04315784,0.37023824,0.95146793,0.6514237,0.70285994,0.0,0.39414975,0.75085336,0.9455712,0.10242838
ahiddenlifefilm,0.648364,0.60309684,0.72870404,0.37968192,0.55728483,0.47894436,0.54385805,0.6173878,0.5831344,0.5701692,0.6507306,0.66900504,0.6112745,0.3910885,0.4251217,0.034659233,0.50240284,0.62281793,0.393822,0.46586925,0.0025814474,0.34887898,0.5401658,0.57155514,0.021774868
alitamovie,0.82797205,0.74865043,0.9160672,0.70922875,0.9384819,0.5952929,0.8693699,0.6059939,0.82043993,0.8835022,0.8048051,0.62295103,0.70091766,0.45606402,0.57952315,0.26937923,0.7789914,0.7886322,0.37924665,0.53812075,0.0,0.26496905,0.94325376,0.16221285,0.40085417
