movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.6335208,0.6294301,0.8742402,0.8246055,0.0,0.3601539,0.0,0.26946148,0.2569173,0.74425745,0.25733453,0.0,0.4581496,0.7313165,0.72442174,1.2289762,0.7860858,0.72786623,0.49467197,0.42464215,0.1297727,0.3882666,0.25261015,0.39800543,0.901101,0.009912617,0.0,0.9166565,0.0,0.22099704,0.0,0.5406373,0.0,0.0,0.31412163,0.65489674,0.53458345,0.0,1.0845039,1.0167503
47metersdown,0.82990324,0.41298744,0.8025283,0.8161393,0.0,0.5028192,0.0,0.18041241,0.1679674,0.5425321,0.20343016,0.0,0.5817825,0.62845856,0.95956796,0.8859154,0.7198726,0.669988,0.6052891,0.67626524,0.0,0.68321294,0.12442581,0.35447416,1.2875497,0.0,0.0,1.0137863,0.0,0.40122563,0.0,0.395002,0.0,0.0,0.45465177,0.46448672,0.73118067,0.0,1.273382,1.2975414
abeautifuldaymovie,0.5111787,0.49371263,0.7422988,0.7464285,0.0,0.6216691,0.0,0.28143328,0.22452897,0.6106076,0.45914716,0.0,0.50078416,0.7075183,0.70430535,0.8909809,0.7367015,0.58072406,0.5172916,0.22465579,0.0,0.2051031,0.21711358,0.35827807,0.6435851,0.0,0.0,0.85573983,0.0,0.2253466,0.0,0.61663026,0.0,0.0,0.514673,0.4952721,0.76524836,0.0,1.050155,0.89833474
abominablemovie,1.0138122,0.8268408,1.1242057,0.74375963,0.0,0.4936019,0.040180515,0.4056271,0.16010651,1.0882369,0.33951828,0.0,0.5562877,0.6874075,1.0778737,1.1187285,0.7845564,0.3697854,1.134593,0.5568904,0.34776208,0.47496116,0.0,0.5005861,1.1635666,0.0,0.0,1.3593769,0.0,0.69122314,0.0,0.81785285,0.0,0.0,0.5708766,0.51846546,0.724053,0.0,1.2987196,1.2805007
adastramovie,0.77263856,0.56646836,0.781252,0.47643209,0.0,0.64282036,0.18253149,0.3311639,0.15176067,0.3758415,0.2707795,0.0,0.3256247,0.4584981,0.64669096,0.70687765,0.40255147,0.578442,0.5989195,0.5451321,0.15416217,0.13330211,0.14957896,0.40239066,0.7500639,0.0,0.0,0.99160415,0.0,0.45796406,0.0,0.4762004,0.0,0.0,0.7547558,0.3355865,0.52813286,0.0,0.71743697,0.8095213
adogsjourneymovie,1.3127513,1.5912552,1.2630177,1.4001716,0.0,0.7036053,0.41190457,0.17353575,0.032605425,1.0797831,0.92923105,0.0,0.4990688,1.3258746,0.741659,1.949554,1.2546868,1.1361035,0.7049593,0.24941617,0.118478104,0.088312894,0.11624766,0.4144689,0.97946626,0.0,0.0,1.897954,0.0,0.4630062,0.0,0.5586082,0.0,0.0,1.156253,0.4037393,0.57805055,0.0,1.3917165,2.004137
aftermathmovie,0.56242514,0.57508063,0.5749079,0.6628403,0.0,0.33775893,0.068692885,0.27093458,0.15481555,0.5573753,0.16205963,0.0,0.4755299,0.6003618,0.5348838,0.8345332,0.46389043,0.4780012,0.36701304,0.3917686,0.08083412,0.34582767,0.06421611,0.31512818,0.7262328,0.0,0.0,0.64193463,0.0,0.14985791,0.0,0.39557576,0.0,0.0,0.25349617,0.21019182,0.58816326,0.0,0.7967171,0.79570246
aftermovie,0.74780834,0.54403627,0.82203144,0.6524833,0.0,0.45227677,0.10104417,0.3541452,0.17145848,0.5111818,0.13809843,0.0,0.5129258,0.590988,0.7020049,0.7914171,0.5278719,0.8304545,0.51751614,0.34259346,0.32361585,0.25605673,0.12067388,0.52440464,0.6784897,0.011932757,0.0,0.7901285,0.0,0.17787412,0.0,0.20416698,0.0,0.0,0.40640715,0.3943682,0.71110195,0.0,0.91248465,0.9080953
ahiddenlifefilm,0.3098222,0.33947945,0.3825556,0.34722015,0.0,0.22744209,0.023418382,0.12583172,0.17632712,0.31284717,0.16053012,0.0,0.2585938,0.34104142,0.3285874,0.4841659,0.29921794,0.35216144,0.31028262,0.19990614,0.09232951,0.19619071,0.10926547,0.25003684,0.413623,0.0043304022,0.0,0.44731987,0.0,0.20612887,0.0,0.25125122,0.0,0.0,0.25289837,0.23229401,0.34393847,0.0,0.43234032,0.53034616
alitamovie,0.90480894,0.7842708,0.87893784,0.89111936,0.0,0.7017578,0.13542035,0.7190821,0.334823,0.40914628,0.35885754,0.0,0.44170982,0.78177387,0.8051639,0.90212005,0.48362494,0.6393091,0.7115296,0.458842,0.0,0.22671519,0.13451302,0.6173152,0.9234237,0.0,0.0,1.2445965,0.0,0.37432936,0.0,0.6487495,0.0,0.0,0.84306985,0.15835826,0.6381272,0.0,0.6422284,0.90447426
angelhasfallen,0.7164168,0.74741864,1.101258,0.97027797,0.0,0.40907386,0.18322635,0.219027,0.20720008,0.64009666,0.28496405,0.0,0.7541257,0.6525076,0.61257166,0.93626124,0.6619226,0.8100982,0.79594606,0.116540916,0.2786198,0.4773894,0.40213776,0.35630774,0.9379275,0.0,0.0,1.019773,0.0,0.65491843,0.0,0.7922744,0.0,0.0,0.29371,0.46250427,0.76739734,0.0,1.4328847,1.1735026
angrybirdsmovie,0.8240048,1.3171444,1.3759761,1.6814038,0.0,0.8443952,0.0,0.5607789,1.1913674,1.625139,0.39407566,0.0,0.95230305,1.683485,0.94839716,1.8175443,0.9724024,1.0732566,1.225508,0.2745032,0.036086123,1.186244,0.18388315,1.4950665,1.2631198,0.120486125,0.0,2.1015408,0.0,0.7108591,0.0,0.8689475,0.0,0.0,0.87953264,1.0012286,0.94314396,0.0,1.8970094,1.7042339
annabellemovie,0.7226948,1.0661683,0.95523584,1.040215,0.0,0.42702755,0.0,0.5858854,0.53494996,0.99681884,0.4284785,0.0,0.4628315,0.9549462,0.8378867,1.4948766,0.7180051,0.96213806,1.2260587,0.5239342,0.34349823,0.3516067,0.2189815,0.6188736,1.3908563,0.22444697,0.0,1.381096,0.0,0.7648897,0.0,1.0016009,0.0,0.0,0.77418,0.59267265,0.7133238,0.0,1.1650407,1.5102458
annamovie,0.62171817,0.6402787,0.93633145,0.65031683,0.0,0.3528299,0.08867617,0.24420704,0.45010388,0.7266196,0.19259436,0.0,0.6384956,0.87843937,0.7926577,1.1682556,0.72054017,0.7871567,0.78154504,0.29861158,0.30843997,0.5033126,0.2492135,0.48762858,0.9561164,0.026576633,0.0,0.8651171,0.0,0.3165294,0.0,0.6806753,0.0,0.0,0.40727013,0.45974988,0.65148216,0.0,0.97803223,1.2329005
apollo11movie,0.22746384,0.4479522,0.3474362,0.33619377,0.0,0.18033922,0.0,0.16925824,0.26439252,0.22764307,0.18646528,0.0,0.318429,0.42101115,0.2703125,0.36683708,0.2856898,0.42929292,0.47867906,0.06754106,0.0670014,0.16599014,0.34535444,0.26414368,0.2954491,0.0,0.0,0.4602857,0.0,0.3142589,0.0,0.18630952,0.0,0.0,0.42102236,0.28610778,0.260842,0.0,0.38723254,0.42040458
arcticdogsmovie,0.5819507,0.6125182,0.95827955,0.73465675,0.0,0.38492796,0.07126391,0.14873345,0.2786555,0.46550077,0.42897096,0.0,0.5472025,0.58118105,0.8834412,0.9873146,0.5956314,0.8116878,0.7378799,0.42952672,0.15925458,0.53082085,0.30919406,0.4600363,0.96387243,0.0,0.0,1.1837624,0.0,0.45898548,0.0,0.55368906,0.0,0.0,0.8219763,0.6430857,0.67580116,0.0,0.8902477,1.2632954
arcticmovie,0.40316057,0.39187416,0.4338268,0.30393422,0.0,0.29704094,0.02077606,0.24694678,0.21284246,0.3607613,0.30241495,0.0,0.38845307,0.2702623,0.32409006,0.5320567,0.19747823,0.45654622,0.27734697,0.2969056,0.016787652,0.15577826,0.04624074,0.24319583,0.45461783,0.09195088,0.0,0.4701621,0.0,0.24165323,0.0,0.4024886,0.0,0.0,0.3367203,0.19500232,0.48425716,0.0,0.37238842,0.69069135
artofracingmovie,0.6677644,0.49759927,0.82276416,0.51717424,0.0,0.6823102,0.0,0.3612503,0.25729948,0.39773598,0.13790655,0.0,0.41305375,0.7513696,0.62589514,0.970055,0.5735486,0.86349016,0.7387162,0.48782563,0.12732507,0.3192896,0.13784237,0.53055036,0.7393214,0.022643046,0.0,1.0648614,0.0,0.33267862,0.0,0.57664365,0.0,0.0,0.5554125,0.3933441,0.7932944,0.0,0.8329909,1.0666571
avengers,0.5708705,0.43760413,0.55838734,0.57436115,0.0,0.24399033,0.013402065,0.15858552,0.26334998,0.5510235,0.31536722,0.0,0.48434693,0.5566772,0.563604,0.872811,0.53461266,0.5160893,0.41803062,0.24460071,0.0,0.29156166,0.20421149,0.32447794,0.7342023,0.09909114,0.0,0.5490431,0.0,0.24894914,0.0,0.44088173,0.0,0.0,0.18324687,0.48231405,0.6411169,0.0,0.88192916,0.8044131
beachbummovie,0.24732897,0.50291157,0.2622025,0.50756055,0.0,0.2831392,0.024459654,0.1865259,0.45627025,0.3847473,0.16453496,0.0,0.51219034,0.6107036,0.48126066,0.445087,0.5240403,0.46265107,0.6129922,0.1631962,0.08030221,0.30709344,0.36391768,0.38742906,0.40004656,0.0,0.0,0.70839936,0.0,0.38170493,0.0,0.2698672,0.008871095,0.0,0.35886666,0.32300946,0.33463073,0.0,0.43913013,0.68209535
bernadettefilm,0.5216317,0.87678707,0.7188184,0.8604904,0.0,0.2730467,0.5466761,0.23942691,0.3265258,0.49476135,0.39691487,0.0,0.68341315,0.7814568,0.48691958,0.9640081,0.5087642,0.81200534,0.43984097,0.22901973,0.33064404,0.42742878,0.36864352,0.28736997,0.9062598,0.046039514,0.0,0.885467,0.0,0.49378434,0.0,0.51804906,0.0,0.0,0.4137144,0.53227115,0.90057474,0.0,0.74493736,1.1946163
blackandbluemovie,1.2539464,0.9687735,1.557223,1.2089095,0.0,1.1599053,0.0,0.6231552,0.41296223,1.643893,0.63980234,0.0,0.9336597,1.6735113,1.0849926,2.4519217,1.7001066,1.4571441,0.44857454,0.92962474,0.41250253,0.5542565,0.23436895,0.5704005,1.5768025,0.07322886,0.0,1.9507496,0.0,0.055282302,0.0,0.98812085,0.0,0.0,0.6271467,0.82826024,1.6100688,0.0,2.0069299,2.2931514
blackchristmas,0.5558632,0.8136398,0.7312024,0.68756384,0.0,0.51128536,0.08405352,0.2718995,0.27880424,0.51093894,0.32508847,0.0,0.5558147,0.6603752,0.78251445,0.93911827,0.5398717,0.7054116,0.55737734,0.23342215,0.2946858,0.22506738,0.35935038,0.343889,0.65837604,0.017551482,0.0,1.1408173,0.0,0.31850246,0.0,0.45594472,0.0,0.0,0.7615714,0.51050043,0.6354493,0.0,0.7847764,1.2266755
blindedbythelightmovie,0.4472288,0.38832402,0.52490795,0.30536926,0.0,0.39425892,0.057668455,0.13221978,0.18473825,0.36337247,0.20099153,0.0,0.32076496,0.4307933,0.37523198,0.5326368,0.38330513,0.42306778,0.26141468,0.39578527,0.06402274,0.2582992,0.14616975,0.1942214,0.45865247,0.008928712,0.0,0.6038798,0.0,0.23378986,0.0,0.29948854,0.0,0.0,0.20848049,0.23301028,0.51727086,0.0,0.6116807,0.5362855
bombshellmovie,0.4896779,0.6552973,0.55826163,0.60546523,0.0,0.2659043,0.00085241534,0.29050386,0.17230064,0.5590479,0.21473037,0.0,0.42321378,0.5098143,0.66373277,0.58553857,0.3977687,0.5744763,0.4367577,0.17528602,0.1792975,0.14173782,0.35472596,0.17239556,0.52303565,0.0,0.0,0.8900179,0.0,0.3319293,0.0,0.38986236,0.0,0.07538771,0.45283338,0.33367914,0.3742627,0.0,0.4177292,0.89110965
booksmart,0.05039095,0.10226745,0.038217783,0.071048535,0.0,0.18366551,0.0,0.014867863,0.08109737,0.125371,0.109286815,0.0,0.0036340132,0.030691132,0.07154109,0.10235536,0.100706846,0.1250554,0.06945958,0.0,0.0,0.0,0.14099175,0.037397485,0.17065834,0.0,0.0,0.20834783,0.0,0.040537566,0.0,0.09395467,0.0,0.07621807,0.13940609,0.072382405,0.12710881,0.0,0.06738599,0.11151864
breakthroughmovie,1.5486681,0.926753,1.2577779,1.4508235,0.0,1.3941802,0.064316034,0.33977357,0.325352,0.915955,0.86231506,0.0,0.61253065,1.4835935,1.1615163,1.3841902,1.0700905,0.9612881,0.5815471,0.7794267,0.11284348,0.5719023,0.20844966,0.7122216,1.1305635,0.0,0.0,2.3827019,0.0,0.46634874,0.0,0.8356099,0.0,0.0,1.2234795,0.8097236,1.8014851,0.0,1.4652314,1.6019566
brianbanksmovie,0.6931082,0.47384655,0.94291085,0.96667564,0.0,0.3798273,0.0,0.43038368,0.4448716,0.85476154,0.11306082,0.0,0.69148666,0.52343,0.8524888,1.1029212,0.543177,0.5562492,0.66309667,0.5122307,0.19407475,0.32725617,0.18505026,0.5047447,0.792638,0.0,0.0,0.8800845,0.0,0.28360856,0.0,0.7671302,0.0,0.0,0.49512684,0.37311944,0.6913717,0.0,0.99401873,1.0924789
