movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.57993835,0.8176173,0.14604416,0.7184106,0.44895434,0.384069,0.6110053,0.47251296,0.92001665,0.0,0.5961324,0.25051567,0.77014637,0.84820384,0.5588221,0.48532036,0.5177238,0.9517604,0.0,0.59070075,0.31461525,0.5026244,0.931828,0.0,0.6296311,0.71200687,0.3887884,0.85291433,0.98590666,0.3066283,0.53568226,0.75944453,0.55071414,0.39446563,0.0
47metersdown,0.51508236,0.96058226,0.4776447,0.34862906,0.4881996,0.3249249,0.5711574,0.5700802,0.69219387,0.0,0.6025693,0.28286347,0.6666623,0.5604608,0.75022537,0.43384057,0.5717252,0.7671777,0.0,0.46782374,0.5350405,0.46850193,0.87551427,0.0,0.55449075,0.55945855,0.30934635,0.7221773,0.5817456,0.22716561,0.60202307,0.3490815,0.42168224,0.22393256,0.0
abeautifuldaymovie,0.71121705,0.8276071,0.42691934,0.57168585,0.3823969,0.37157133,0.580541,0.35370272,0.71302485,0.0,0.7431887,0.0,0.8037703,0.72864467,0.70164025,0.6593452,0.57905567,0.7638037,0.0,0.26305106,0.35945737,0.6901241,0.8764612,0.0,0.37085643,0.68555844,0.49432355,0.776834,0.987642,0.2782796,0.57030755,0.86873937,0.52139705,0.30438638,0.0
abominablemovie,1.1460121,0.7987968,0.53849566,0.7503524,0.41042987,0.5149858,0.85393393,0.1119415,0.7883271,0.0,0.7993147,0.20925835,1.2283199,0.96487826,0.6747357,0.52071404,1.0115768,0.95392025,0.0,0.7358024,0.67311585,0.86586314,0.8390933,0.0,0.88503015,0.8409984,0.6585376,0.72324985,1.201171,0.31063652,0.9186098,1.1559721,0.6600861,0.3992658,0.0
adastramovie,0.49035794,0.6151076,0.33618408,0.29850724,0.33512852,0.39766696,0.4082917,0.2984254,0.40129137,0.0,0.41876936,0.17263713,0.64154106,0.46880883,0.4380916,0.4372334,0.38545898,0.6812916,0.0,0.60824007,0.2864673,0.44529134,0.457183,0.0,0.26855382,0.44793212,0.19308724,0.39267647,0.6593555,0.26918948,0.33702543,0.4632477,0.3005581,0.40423375,0.0
adogsjourneymovie,0.9407811,1.554739,0.0,1.3054812,0.8389969,0.8460547,0.675063,0.6908762,1.3782513,0.0,0.9776035,0.026478337,1.8387922,1.2396336,0.6236738,0.88630146,1.1388428,1.5063875,0.0,0.85794157,0.3396988,0.9337313,1.0861574,0.0,1.2899203,1.3140409,0.5470434,1.6214666,1.4877433,0.42796922,0.7890809,1.3771152,0.847895,0.6553185,0.0
aftermathmovie,0.48510137,0.5691402,0.18557909,0.4391507,0.32882407,0.42665243,0.5240488,0.25316167,0.4901541,0.0,0.44642892,0.15408774,0.64157045,0.509794,0.46781462,0.40634185,0.5158244,0.546409,0.0,0.4723894,0.27238682,0.4987515,0.6646406,0.0,0.47717348,0.47646785,0.3311458,0.5136348,0.51451457,0.269936,0.43596283,0.45409617,0.34568614,0.37622914,0.0
aftermovie,0.44080624,0.7732968,0.5084665,0.4738382,0.36564657,0.39235222,0.46380422,0.31841278,0.7276159,0.0,0.62165123,0.05672848,0.74551207,0.88044345,0.654322,0.48826346,0.49021253,0.57593155,0.0,0.55100006,0.53116953,0.68148565,0.75942045,0.0,0.3795699,0.69537884,0.3771289,0.7585344,0.7958987,0.12453523,0.48997805,0.7085003,0.21469401,0.3444115,0.0
ahiddenlifefilm,0.31458247,0.41402188,0.1743049,0.31414017,0.27233684,0.23366086,0.30249587,0.1995573,0.376475,0.0,0.3065327,0.16268495,0.42367858,0.3915391,0.3425696,0.28309375,0.34051764,0.39671537,0.0,0.28720412,0.2679476,0.33171153,0.40162998,0.0,0.2869258,0.33249438,0.24048787,0.3511458,0.44384143,0.13790683,0.32698232,0.3860899,0.27431065,0.20747663,0.0
alitamovie,0.6091533,0.9239336,0.2532882,0.75517285,0.75210565,0.6842865,0.5120304,0.2563747,0.6753131,0.0,0.66923195,0.3606235,0.8374189,0.81099933,0.6593531,0.4927552,0.7345837,0.86509097,0.0,0.6988434,0.65736425,0.6035918,0.8200772,0.0,0.24591684,0.18041082,0.39769801,0.67139804,0.84530056,0.30082482,0.46123594,0.7003872,0.70519185,0.4136409,0.0
angelhasfallen,0.9866658,0.7399705,0.33695838,1.0465695,0.61216825,0.75368154,0.88113207,0.2542053,1.2477726,0.0,0.87916285,0.5807179,1.0114225,0.7362167,0.93484265,0.64533985,0.53496605,1.1208858,0.0,0.6057544,0.4656943,0.737666,0.86594355,0.0,0.64194167,0.7902699,0.5760821,1.0242146,1.0556133,0.29810685,0.72814155,1.0590123,0.58659315,0.3852115,0.0
angrybirdsmovie,1.3062484,0.8911318,0.3814443,0.89131546,1.6187913,0.9252257,1.4178724,0.85483974,1.2615285,0.0,1.4945787,0.5715153,1.5836179,1.8506579,0.0,0.6317237,1.2362922,1.3861182,0.0,1.320701,0.355008,1.0753624,1.3517991,0.0,0.78767073,0.9084254,1.0715654,1.2488409,1.7121336,0.040599,1.4305775,1.2015576,1.042745,0.84299135,0.0
annabellemovie,1.2941821,1.2291607,0.4397225,0.8626698,0.8589725,0.64789563,0.9188495,0.3039499,0.99638134,0.0,0.6400768,0.17993036,1.483583,1.4644816,1.0869912,0.5887131,1.0735788,1.0430297,0.0,0.6476431,0.803069,1.1996808,1.0076475,0.0,0.8374674,0.902258,0.53642637,0.9879185,1.6769347,0.3029784,1.2642303,1.1215739,0.9645254,0.6662098,0.0
annamovie,0.46628094,0.8160011,0.29146954,0.6727387,0.56689525,0.36173087,0.46448302,0.30321953,0.6067273,0.0,0.33529773,0.24688977,0.7861983,1.0253073,0.6537728,0.55993444,0.6273147,0.8430109,0.0,0.37525907,0.36634612,0.68384254,0.7048317,0.0,0.5400251,0.64742905,0.47415107,0.7454343,0.67094576,0.42194593,0.54559296,0.7442853,0.53366965,0.5500146,0.0
apollo11movie,0.41667607,0.6513917,0.31628013,0.32912946,0.2115947,0.3427324,0.29158586,0.20852186,0.42405254,0.006347548,0.40041804,0.21353106,0.340392,0.6371196,0.4011533,0.27513373,0.35197827,0.6220374,0.0,0.4609898,0.33643275,0.33744133,0.46104875,0.0,0.3479019,0.45597214,0.33620802,0.42080975,0.57086825,0.18701993,0.45093885,0.4801063,0.26092404,0.25193524,0.0
arcticdogsmovie,0.6990097,0.84721893,0.40616974,0.68557453,0.56504315,0.61737144,0.41494763,0.30528307,0.6397109,0.0,0.6313585,0.22999884,0.83338803,0.99745333,0.6250276,0.63238096,0.6382692,0.74602294,0.0,0.69888014,0.4854545,0.62054574,0.83328956,0.0,0.71651644,0.67032063,0.44263515,0.5649349,0.8168536,0.17656812,0.556391,0.7215889,0.55354637,0.4599543,0.0
arcticmovie,0.37730184,0.6388733,0.18047775,0.6041124,0.354966,0.35933888,0.49457183,0.18560836,0.6476583,0.0,0.4827191,0.118129075,0.63540196,0.5408628,0.45346713,0.47398922,0.43006262,0.78861856,0.0,0.37240368,0.3077938,0.58539087,0.54653424,0.0,0.47874177,0.4708832,0.4174038,0.68355656,0.6486578,0.18744303,0.48686457,0.5622629,0.4461897,0.40541327,0.0
artofracingmovie,0.61754835,0.8099054,0.4074853,0.34098294,0.7024653,0.51606196,0.63184905,0.45020095,0.7307862,0.0,0.74264055,0.296821,0.8655748,0.7113982,0.43449908,0.28346527,0.5851178,1.0545022,0.0,0.53899044,0.5740957,0.8292803,0.59709585,0.0,0.41626084,0.630563,0.5863655,0.29403147,0.89872295,0.1839262,0.96005803,0.8831453,0.41750556,0.45237988,0.0
avengers,0.2144994,0.52453834,0.095692486,0.29026777,0.40771902,0.28931224,0.30076593,0.28136915,0.48841885,0.0,0.32353598,0.13722919,0.50034344,0.42272344,0.3661142,0.39960343,0.2179634,0.5914141,0.0,0.29056236,0.29217905,0.51526743,0.411518,0.0,0.20129228,0.38835406,0.2878925,0.4627012,0.60903287,0.12595531,0.5616638,0.6682889,0.40616792,0.20877297,0.0
beachbummovie,0.29109305,0.6096881,0.18996274,0.28825822,0.21281439,0.34624815,0.2922603,0.2234505,0.2208551,0.0,0.22476089,0.074140444,0.5196955,0.5719179,0.46410373,0.32441384,0.26708472,0.38380158,0.00557575,0.4544879,0.3489505,0.32250282,0.37200415,0.0,0.37180695,0.2559936,0.12235765,0.42522335,0.62887055,0.17004596,0.42785546,0.56300145,0.2511782,0.21486646,0.0
bernadettefilm,0.69086754,0.78171146,0.012591179,0.6263631,0.51054835,0.30914426,0.5156512,0.40370512,0.84797496,0.0,0.61314845,0.1640374,0.9041221,0.70575124,0.52905786,0.61752975,0.7713818,0.94568086,0.0,0.6579071,0.51308155,0.7462245,0.9029503,0.0,0.67598504,0.65699714,0.43541563,0.8283724,0.8941269,0.27542812,0.8994182,0.72171646,0.49645728,0.1094645,0.0
blackandbluemovie,0.6777868,1.7933695,0.22129852,1.2518231,1.0588707,0.7253218,1.2436178,0.4082364,1.1147109,0.0,0.9162348,0.26328576,1.3221093,1.4986413,1.2347742,1.2622503,0.8812459,1.4075208,0.0,0.6549399,0.769317,1.1162883,1.1575263,0.0,0.84732157,0.6964879,0.51395833,1.5992384,1.8664058,0.5501685,1.0668374,1.3650987,0.9386755,0.47411934,0.0
blackchristmas,0.3170952,0.9158167,0.033394374,0.7400189,0.45067626,0.36466762,0.60986507,0.464834,0.8770443,0.0,0.62435514,0.21223897,0.7489041,0.73981565,0.7771641,0.691531,0.7679692,0.67679715,0.0,0.31232914,0.5257009,0.38025224,0.8758784,0.0,0.57758486,0.7264674,0.43595085,0.8291225,1.0329674,0.13718182,0.57342935,0.93841213,0.4312256,0.38861656,0.0
blindedbythelightmovie,0.5634591,0.5004751,0.32312542,0.38381743,0.4603156,0.4001735,0.36022875,0.24810803,0.44029966,0.0,0.33530357,0.24509,0.5920547,0.51673585,0.3073722,0.18243682,0.44280094,0.52538615,0.0,0.62924147,0.37211865,0.47453612,0.5076819,0.0,0.27290645,0.35698968,0.23971781,0.36411637,0.5602033,0.28724208,0.44828296,0.49623057,0.29348046,0.23760736,0.0
bombshellmovie,0.48810804,0.56079453,0.43228704,0.38708115,0.7137055,0.49956656,0.6662304,0.4955118,0.7703521,0.0,0.6925982,0.44783345,0.83050853,0.6167185,0.7707573,0.5902522,0.65773,0.68921757,0.0,0.6285458,0.31127787,0.6041142,0.8157918,0.0,0.41198218,0.64234513,0.37207845,0.54787445,1.0365547,0.25539076,0.71181065,0.67060703,0.48883408,0.46162736,0.0
