movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,1.1514206,0.56086606,0.0,0.0,0.12653969,0.8922337,0.85839474,0.953648,1.2700523,1.0998821,0.50984764,0.6806918,0.6231436,0.42462498,0.37846798,0.6104955,0.8151284,1.5152606,0.6885713,0.49874026
47metersdown,1.0358541,0.64816046,0.0,0.0,0.2801366,0.256652,1.2115943,0.9045506,0.54174155,1.2083638,0.3600698,0.6986282,0.36930853,0.69931924,0.16969216,0.8278218,1.2212806,0.8377057,0.86925864,0.5268066
abeautifuldaymovie,0.85287714,0.62643546,0.0,0.0,0.041578695,0.52160317,0.92711157,1.0065713,0.9445752,0.9995103,0.42539996,0.569323,0.58637065,0.5305164,0.2484481,0.6818392,0.6761674,0.9336216,0.49215615,0.7515224
abominablemovie,1.4254766,0.3766032,0.0,0.0,0.0,0.7334316,0.9936014,1.0536748,1.7704102,1.6310518,0.46689704,0.6139694,0.99666005,0.458863,0.5011043,0.7888196,0.65110874,2.2247741,0.496082,0.47163033
adastramovie,0.61491776,0.50185394,0.0,0.0,0.0,0.6695733,0.50408214,0.70903367,0.7475491,0.7870347,0.39810368,0.28744233,0.43301812,0.45405376,0.259248,0.48003906,0.5320145,0.8481378,0.4090413,0.4168237
adogsjourneymovie,0.8930879,1.1168517,0.0,0.0,0.25910482,1.1688526,2.10761,1.0366901,0.6979218,1.2368987,0.39274818,1.4295268,0.6725635,1.2437769,0.18283817,0.9340627,1.514695,1.6834193,0.77574027,1.9095887
aftermathmovie,0.745077,0.618925,0.0,0.0,0.07082258,0.5971302,0.64321333,0.75636864,0.710866,0.75427836,0.4658843,0.6163293,0.45987475,0.4710782,0.38785428,0.4977684,0.6792431,0.9185859,0.33461332,0.5901336
aftermovie,1.0791727,0.5053395,0.0,0.0,0.014543474,0.76886034,0.6226948,0.7031948,0.989399,0.9828132,0.102434225,0.649611,0.5333194,0.32142907,0.318224,0.5190373,0.74447376,1.021891,0.18932857,0.64550275
ahiddenlifefilm,0.48576778,0.35810053,0.0,0.0,0.093267344,0.40508875,0.5017551,0.5971871,0.4997508,0.5357379,0.26795805,0.39599603,0.34018353,0.31627324,0.2635585,0.36488187,0.38268554,0.6075152,0.3294928,0.39551318
alitamovie,0.43376252,0.54758745,0.0,0.0,0.0,0.7046348,0.6457635,0.76723963,0.9012116,0.7175672,0.28897604,0.56962854,0.56251174,0.29694307,0.23665121,0.574909,0.74628836,0.48930874,0.47339922,0.20960729
