movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.9779824,0.8183511,1.5019058,2.1973245,1.1801689
47metersdown,2.31421,0.7464612,1.6610227,1.8230833,0.70817864
abeautifuldaymovie,1.9829131,0.7371974,1.1296871,2.1620429,0.803288
abominablemovie,2.6587238,0.9310753,1.3508039,2.586721,0.7473246
adastramovie,1.7961655,0.7439608,1.3254377,1.8509235,0.6670803
adogsjourneymovie,2.4000335,0.9409229,0.9304911,2.4616358,0.69163716
aftermathmovie,1.7516012,0.7558198,1.104926,1.9316875,0.7580798
aftermovie,1.8794767,0.6821718,1.2965889,1.9321436,0.71971357
ahiddenlifefilm,1.0389521,0.5339995,0.7210139,1.1132524,0.5600089
alitamovie,1.4456913,0.4822622,1.1302495,1.1393552,0.47882786
angelhasfallen,2.4291978,0.94188213,1.248316,2.593095,0.8186417
angrybirdsmovie,2.8567767,0.72773147,1.0335377,2.5952792,1.0990663
annabellemovie,2.693579,0.957598,1.8414505,2.965735,0.66003275
annamovie,2.1969564,0.90967005,1.2997435,2.4308243,1.1079489
apollo11movie,1.3968835,0.5704417,0.96760106,1.4457916,0.3681633
arcticdogsmovie,1.9210594,0.7894509,1.4413081,1.8343525,1.125843
arcticmovie,1.4217854,0.4771375,0.9224975,1.314424,0.7115142
artofracingmovie,2.155954,0.7695186,1.528895,2.3654556,1.2103565
avengers,1.3518548,0.29406416,0.82825154,1.1158454,0.74955964
beachbummovie,1.5216341,0.7217309,0.9567913,1.689603,0.54123986
bernadettefilm,2.173592,0.9576949,1.2346318,2.3348005,1.0489793
blackandbluemovie,3.2556696,1.2108157,2.0479565,3.7627804,1.4397521
blackchristmas,1.9959587,0.9684864,1.149208,2.0937893,0.9716621
blindedbythelightmovie,1.5047176,0.6190663,0.9612824,1.5316383,0.6929085
bombshellmovie,1.9608296,0.54708695,1.3341862,1.7438257,0.7310275
booksmart,0.0,0.19624794,0.0,0.0,3.5718672
breakthroughmovie,3.5671186,0.5162879,1.6446483,3.1920218,0.7737748
brianbanksmovie,2.4005644,0.69670355,1.4291728,2.6144488,1.3318305
brightburnmovie,2.233637,0.90420026,1.3290986,2.3043334,0.87035996
brittanyrunsmov,0.88445425,0.5023731,0.6093291,0.9378896,0.6618153
captainmarvelofficial,1.7588478,0.48504454,0.9210963,1.5600855,0.8162748
captivestatemovie,1.651927,0.78909934,0.9036494,1.49599,0.71881706
catsmovie,3.2482665,0.7930183,1.2207049,3.0043843,1.3151464
charliesangels,2.5427372,1.1854835,0.94696414,1.9616857,1.6383522
childsplaymovie,2.8465362,0.36920696,0.35098946,1.3304632,0.9173463
clarathefilm,0.6570654,1.5038,0.0,0.49528694,2.520947
coldpursuitmovie,1.4619137,0.73772407,1.0005236,1.5304625,0.6709627
countdown,2.5311944,0.98333657,2.0993035,3.0035713,0.61277306
currentwarmovie,2.4473083,0.99855924,1.5455737,2.640086,1.3356607
darkwatersmovie,2.0471385,1.2769955,1.2450459,2.4018745,1.8046353
detectivepikachumovie,2.5541599,1.0143073,1.7274723,2.9541287,1.0099635
disneyaladdin,2.6290135,1.0992281,1.5486152,3.025054,1.4535439
disneyfrozen,2.8571992,0.5818242,0.27973753,2.6234133,1.1409597
disneymaleficent,2.3393033,1.0191927,1.4993092,2.5373704,1.281683
doctorsleepmovie,2.072308,0.9749219,1.3630632,2.2718697,1.0440259
dolemiteismyname,2.498702,0.91635,1.4399735,2.8179653,1.5060148
dontletgomovie,2.2994196,1.103176,1.3661362,2.4445379,1.1665518
doramovie,2.2682014,0.8360589,1.2288802,2.264376,0.8970038
downtonabbey_official,3.1025975,0.6578264,1.6062582,2.9608386,1.4044449
