movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,2.7410502,2.8433325,0.559973,2.311865,0.0
47metersdown,2.7423222,2.6179385,0.0,1.5815481,0.22261508
abeautifuldaymovie,1.9985391,2.4327319,0.3760635,1.9574962,0.0
abominablemovie,1.723486,2.688006,0.881312,1.6051719,0.0
adastramovie,2.3208086,2.540053,0.28948137,1.8219206,0.0
adogsjourneymovie,2.0535293,2.2174351,0.0,1.0676149,0.29972214
aftermathmovie,2.1148162,2.2848787,0.5547252,1.8492374,0.0
aftermovie,2.409834,2.55589,0.078627154,2.0784712,0.0
ahiddenlifefilm,1.2847918,1.4097556,0.31854925,1.1725228,0.0
alitamovie,2.0366902,1.7028422,0.0,1.2498597,0.0
angelhasfallen,2.2154033,2.9753718,0.5757198,1.9433235,0.0
angrybirdsmovie,0.13814951,1.6220044,1.7621293,2.8776007,0.0
annabellemovie,3.1677845,3.2859066,0.0,2.6950235,0.0
annamovie,2.6587296,2.4527931,0.43110052,2.1342065,0.0
apollo11movie,1.9190831,2.1474025,0.3069149,1.7049704,0.0
arcticdogsmovie,2.176478,1.9580739,0.0,1.3431048,0.0
arcticmovie,1.2943592,1.722581,0.5753458,1.6140126,0.0
artofracingmovie,2.8687203,2.8548634,0.08475832,2.3265638,0.0
avengers,1.704313,1.7682025,0.63882625,1.4726586,0.0
beachbummovie,1.7318213,1.7665727,0.3027839,1.3574822,0.0
bernadettefilm,2.8323567,2.5905726,0.5945044,2.1068122,0.0
blackandbluemovie,1.7526891,2.6473908,0.39372435,1.8845278,0.3195054
blackchristmas,2.5024672,2.462266,0.23379499,2.0178516,0.0
blindedbythelightmovie,1.6676913,1.9502159,0.8172617,1.4816912,0.0
bombshellmovie,1.3573495,1.4473681,0.64986783,1.2694147,0.0
booksmart,0.0,0.0,3.0819528,0.4906243,2.409799
breakthroughmovie,2.2771714,2.400532,0.0,0.7434367,0.03825578
brianbanksmovie,2.4381907,2.8474681,0.74180853,2.3391435,0.0
brightburnmovie,2.1667333,2.6967297,0.7121412,2.2273018,0.0
brittanyrunsmov,0.78642666,1.0420964,0.6018695,0.9728859,0.0
captainmarvelofficial,2.145392,2.0649986,0.7332568,1.8456485,0.0
