movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.3633486,0.84475535,0.5478245,0.6790404,1.0599508,0.5022501,0.0,0.0,0.8471842,0.8462006,0.8532298,0.23911142,0.74883705,0.32307503,0.49607205,0.26759803,0.60754097,0.5564666,0.80331177,0.020053105,0.48899382,0.0,0.20753966,0.6327499,0.11403063,0.3677588,0.890399,0.61819255,0.0,0.4832074,0.78285825,0.7464714,0.4404721,0.0,0.4242124
47metersdown,0.6751881,1.1422348,0.8152703,0.7422556,1.00378,0.4648738,0.0,0.0,0.5645269,0.3815304,0.8562162,0.4791032,0.78568965,0.45389545,0.12853351,0.20871958,0.8187716,0.45313552,0.7893851,0.18447787,0.46434933,0.0,0.277772,0.6621684,0.06209708,0.54427147,0.95635056,0.39169183,0.0,0.5267387,1.0413529,1.0309501,0.47375694,0.0,0.17375994
abeautifuldaymovie,0.5200832,0.78020954,0.5034077,0.6213688,0.9639764,0.6182022,0.0,0.0,0.7500031,0.54065007,0.538153,0.54478586,0.7323727,0.5675309,0.5496733,0.19032015,0.8748588,0.6579398,0.788513,0.109798364,0.44376165,0.0,0.31270027,0.5384715,0.21786076,0.56602085,0.98890936,0.6375741,0.0,0.6152716,0.73524344,0.66566503,0.34948197,0.0,0.3422359
abominablemovie,0.904018,1.5735873,0.60529053,0.7946211,0.87082183,0.7137463,0.0,0.0,1.0579535,0.36403888,0.8677183,0.35063863,0.7813355,0.48453113,0.998779,0.69991225,0.96798897,0.8273722,1.2290249,0.14139941,0.6648572,0.0,0.2957063,0.6179617,0.41767475,1.3245337,0.9542942,0.7527901,0.0,0.6496802,1.371653,1.3163685,0.50517493,0.0,0.25710124
adastramovie,0.26298064,0.6509011,0.5458727,0.55820894,0.66149086,0.527103,0.0,0.0,0.7397573,0.60028845,0.5928441,0.35083845,0.51309544,0.31732604,0.49460107,0.1956459,0.55054545,0.63638353,0.41755104,0.081381425,0.3020258,0.0,0.20085964,0.41800565,0.47322047,0.40620035,0.67418754,0.5583147,0.0,0.5891752,0.5688818,0.650678,0.33122197,0.0,0.25747624
adogsjourneymovie,0.81139,1.7798016,1.1535453,1.3362324,1.7152479,1.4458228,0.0,0.0,1.7194374,1.6121159,1.1720062,0.8310185,1.4813888,0.94446844,1.3563526,0.49393654,1.2801391,0.9568256,1.5090245,0.0,0.17117329,0.0,0.6902895,0.91235,0.4657949,1.1534556,1.9901109,1.2709092,0.0,0.9987731,1.4774251,1.975995,0.7464629,0.0,0.7886558
aftermathmovie,0.31557095,0.5605462,0.51923025,0.47192475,0.47673196,0.49475145,0.0,0.0,0.7332827,0.40212047,0.6494158,0.36147812,0.61391056,0.36739123,0.47141504,0.15381598,0.457054,0.43508896,0.7215765,0.1110458,0.35505134,0.0,0.14153668,0.4153376,0.24327853,0.39810327,0.6382415,0.4697857,0.0,0.433642,0.65821445,0.656708,0.32760695,0.0,0.18359259
aftermovie,0.4884562,0.6604124,0.6085449,0.46596083,0.5909154,0.3554753,0.0,0.0,0.4040378,0.471586,0.6258934,0.45125428,0.5927632,0.44269395,0.48885506,0.22502288,0.59276164,0.50290215,0.83773714,0.08148341,0.41212076,0.0,0.28987706,0.4684486,0.11815553,0.7000876,0.7765968,0.39876893,0.0,0.60005814,0.8628113,0.7426653,0.32040605,0.0,0.33122435
ahiddenlifefilm,0.27291095,0.43631154,0.3164998,0.32685652,0.4130348,0.31306285,0.0,0.0,0.41492376,0.3510425,0.34130892,0.24631089,0.36671254,0.233239,0.29629755,0.15963429,0.32427323,0.29664457,0.36953568,0.064733975,0.24451426,0.0,0.14511092,0.2720458,0.15771413,0.31246665,0.41324607,0.28179687,0.0,0.29969677,0.4194877,0.39200965,0.24536419,0.0,0.19655117
alitamovie,0.52711165,0.76918924,0.646302,0.88955224,0.7375844,0.79464036,0.0,0.0,0.79475296,0.61344784,1.1505443,0.6166474,1.0039139,0.47773713,0.6358123,0.35663682,0.8203383,0.7260027,1.1192513,0.0,0.54755574,0.0,0.42223564,0.628748,0.094015725,0.6000771,0.7742504,0.4782174,0.0,0.61002684,0.99594045,0.9797162,0.5395829,0.0,0.19395301
angelhasfallen,0.3803973,1.0676891,0.7238935,0.9247878,1.1155411,0.5944329,0.0,0.0,0.8703487,0.50825703,0.98644674,0.7430031,0.8244693,0.6020287,0.9172902,0.13704193,0.94135237,0.7003262,0.62796855,0.3786924,0.52805114,0.0,0.32502455,0.45468506,0.51227427,0.5492127,0.9510249,0.7647152,0.0,0.6309916,1.1146036,0.45397308,0.43704548,0.0,0.17692342
angrybirdsmovie,1.1024878,1.0251876,0.96194065,0.97035897,2.1690714,1.505295,0.0,0.0,2.2000628,1.8837203,1.5014602,1.201735,2.059722,0.554174,1.589192,0.14580882,1.4968486,1.26568,1.3072469,0.0,0.74282956,0.0,0.2113457,1.0705767,0.3851329,1.2210019,1.2636453,1.110249,0.0,1.0109016,1.718734,1.8572588,0.74792165,0.0,0.6502276
annabellemovie,0.8257601,1.4957813,0.58084303,0.95950526,1.0939921,1.0513161,0.0,0.0,1.3371772,1.2170444,0.94101906,0.9617433,1.2815939,0.6783818,0.76496935,0.39782947,1.0075425,0.8908527,1.1217226,0.34657297,0.57867265,0.0,0.31969345,1.1665092,0.64564574,1.2747085,1.1842741,0.71767735,0.0,1.1087339,1.2661794,1.3404896,0.45338365,0.0,0.4197507
annamovie,0.45883435,1.0168864,0.5987379,0.6488675,0.9027421,0.659637,0.0,0.0,1.0427613,0.80619234,0.86226565,0.41402328,0.86056167,0.4136365,0.64769536,0.13553084,0.8294724,0.5724962,0.79552615,0.0067612957,0.6275647,0.0,0.24929206,0.715326,0.29916233,0.72038543,0.7438644,0.6296303,0.0,0.72712255,0.9352017,1.0242068,0.62144166,0.0,0.3097034
apollo11movie,0.48884052,0.5104324,0.44739026,0.39045617,0.5061498,0.4356181,0.0,0.0,0.66807497,0.47332686,0.4554612,0.40096593,0.48486578,0.19911534,0.40592295,0.25160968,0.34549704,0.44027537,0.48947772,0.13138703,0.3382988,0.0,0.24546,0.4062753,0.29384646,0.59246576,0.5046633,0.31759104,0.0,0.35933262,0.50147235,0.60491747,0.48039752,0.0,0.26698634
arcticdogsmovie,0.46414322,0.6882085,0.5699207,0.6566135,0.82381004,0.5588721,0.0,0.0,0.7322756,0.6425864,0.73559433,0.19833726,0.540613,0.5660676,0.4445082,0.22941747,0.55315053,0.6467221,0.7111541,0.017267933,0.4829532,0.0,0.09030181,0.29342028,0.24064171,0.3457005,0.8458873,0.45600393,0.0,0.43933365,0.7529087,0.806553,0.40208554,0.0,0.2806953
arcticmovie,0.31928727,0.43367636,0.37695557,0.46315598,0.42493874,0.36207193,0.0,0.0,0.5373658,0.5729764,0.16027431,0.24953058,0.47211382,0.22226769,0.4293347,0.1752992,0.3803479,0.24725339,0.48932424,0.22363538,0.40428877,0.0,0.24129778,0.31295857,0.006300874,0.37841707,0.41424704,0.22310795,0.0,0.38850373,0.5697511,0.6751124,0.2403939,0.0,0.16385868
artofracingmovie,0.3566253,0.91924953,0.74606156,0.9072874,1.0148392,0.6856923,0.0,0.0,0.97493696,0.70921457,0.9125526,0.45195776,0.9075203,0.6021918,0.5555062,0.4549082,0.6963713,0.63056827,0.81509113,0.0,0.45963895,0.0,0.16930936,0.46779692,0.29765657,0.58364755,1.1271775,0.41199765,0.0,0.7469344,1.02394,1.0359421,0.2995265,0.0,0.18617928
