movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.6494907,1.8879595,1.9236746,1.9936427,1.5111774
47metersdown,0.93615997,1.747334,0.9685555,1.6418617,1.218776
abeautifuldaymovie,1.4871163,1.402077,1.537517,1.7604545,1.299856
abominablemovie,0.74940324,1.5841284,0.7645624,1.8911128,1.0018687
adastramovie,1.4559089,1.4308324,1.6236688,1.8252469,1.0141486
adogsjourneymovie,0.38933688,1.175247,0.7781602,1.7631747,0.92841244
aftermathmovie,1.3118602,1.4303589,1.3825725,1.6795709,1.1775355
aftermovie,1.6121347,1.6806059,1.462938,1.935563,1.4804857
ahiddenlifefilm,0.8788878,0.95825875,0.84021187,1.02693,0.76075256
alitamovie,1.4414098,0.8730261,0.8686541,1.6222204,0.84972537
angelhasfallen,1.475771,1.851435,1.2593313,1.4363608,1.175335
angrybirdsmovie,1.2861323,0.7032359,0.41621912,0.9126005,1.8512197
annabellemovie,1.5100087,2.1150963,1.409941,2.328945,1.3547546
annamovie,1.6202792,1.6987302,1.2915702,1.730915,1.4432728
apollo11movie,1.3494284,1.3981411,1.4266886,1.5651617,1.1417583
arcticdogsmovie,1.0907152,1.4000454,1.0176394,1.5888249,1.082826
arcticmovie,0.8652178,0.9362803,0.7931161,1.2655476,0.953764
artofracingmovie,1.7093223,1.2633214,2.2097092,2.0634975,1.0139766
avengers,1.0057715,1.2782004,1.0565226,1.2025514,0.9702536
beachbummovie,1.1868095,1.3116541,1.3333019,1.4875121,0.9820406
bernadettefilm,1.4886328,1.8349872,1.4920591,2.0870905,1.1449132
blackandbluemovie,1.1215239,1.6869388,0.7184763,1.6982403,0.98585665
blackchristmas,1.4797473,1.893256,1.0177474,1.8050672,1.350526
blindedbythelightmovie,1.2447032,1.2214491,1.0585569,1.3791178,1.1624631
bombshellmovie,0.79121566,0.86808884,0.66312337,0.97550565,0.4482322
booksmart,1.6683735,0.01196593,0.0,0.1549546,0.0
breakthroughmovie,0.47118288,1.1441793,1.4855088,1.6856564,0.46797734
brianbanksmovie,1.6739761,1.8954926,1.0054237,2.215418,1.0331103
brightburnmovie,1.7399381,1.5978186,1.4245595,1.3927878,1.4295621
brittanyrunsmov,0.64944196,0.65462846,0.42924452,0.79416084,0.6063615
captainmarvelofficial,1.241429,1.7307999,1.3228642,1.5548147,0.96994984
captivestatemovie,1.0069727,1.3950071,0.84937835,1.4277006,1.1464266
catsmovie,0.7382463,1.441633,0.21342094,1.8295722,1.4774029
charliesangels,1.634978,0.7894074,0.5730677,0.76513463,1.8070484
childsplaymovie,0.5051894,1.5334804,0.0,1.7811686,0.29067007
clarathefilm,0.007598214,1.348774,0.29221147,1.4901105,0.0
coldpursuitmovie,1.3421392,1.4197004,1.2101645,1.418181,1.1386831
countdown,1.1274024,1.1390343,1.4776936,1.8501444,1.0589755
