movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.2429212,0.80092585,0.8556781,0.53241974,1.2980472,0.9898282,0.9141969,1.2880087,1.3074245,1.5455239,1.2037005,0.26497182,1.1148515,0.6107818,1.5315466
47metersdown,1.0139842,0.7534115,0.5612807,0.20116556,0.61098796,1.0757734,0.5365921,0.7616641,1.260442,1.3308167,1.0014952,0.26982376,0.6906055,0.24685998,1.1858611
abeautifuldaymovie,0.9868554,0.23366918,1.1685327,0.87264,0.9746761,1.2203871,0.86462694,0.877115,1.05627,1.0122036,1.2437379,0.16054657,0.87947774,0.59351635,1.037857
abominablemovie,0.46149462,0.9739967,0.5273081,0.8116326,1.3656212,0.27008107,1.3344685,0.4399104,1.0373206,1.313638,0.21226627,0.38446125,0.35889345,0.32329938,1.155136
adastramovie,0.8974461,0.744067,1.1748319,1.1709256,1.3466432,0.896287,1.2268089,1.0287496,1.1006129,1.0066781,0.8965763,0.09806788,0.7665557,0.789739,0.8492207
adogsjourneymovie,1.0850084,0.0008170679,0.0,0.0,0.61245096,0.77267283,1.0692497,0.6964122,1.1639117,1.3079475,0.40034753,0.44455713,0.24998748,0.5727247,1.5391703
aftermathmovie,1.0684464,0.75474143,0.9936812,0.87666607,1.0757499,0.9114591,0.9428223,1.1290112,1.0312536,1.2916783,0.8983682,0.01478413,0.8756807,0.5997535,0.96517414
aftermovie,1.0216668,0.5504098,0.9892839,0.8494347,1.4326737,1.0656189,0.782902,1.0275675,0.89641744,1.5325094,1.1473668,0.06410726,0.8084907,0.70355976,1.0442123
ahiddenlifefilm,0.5806845,0.3746506,0.7149854,0.60863864,0.68912446,0.63441485,0.6418126,0.66567594,0.74276125,0.7401206,0.6422674,0.07764586,0.5589032,0.46897274,0.66001695
alitamovie,0.85666364,0.5248783,0.6268729,0.5331594,0.48966867,0.82201433,0.71749866,0.9494983,0.8374922,0.81560886,0.75016475,0.25330904,0.62529683,0.53006876,0.89730775
angelhasfallen,1.0990862,0.3033614,0.8944274,0.7453075,1.4134567,0.87579954,0.96426064,0.9210554,0.8833552,1.4236664,1.0222571,0.17567015,0.6084291,0.33226374,0.66222787
angrybirdsmovie,1.363278,0.0,0.5339875,0.0,1.4282703,1.4331692,0.45659977,0.0,0.1773637,1.5341885,1.1429368,0.61004376,0.25173682,0.0,0.4088226
annabellemovie,0.8684469,0.8472703,0.80150557,0.7680732,1.6081873,1.0720538,0.74195176,1.1484039,1.2582768,1.5476714,1.1867914,0.0,0.824019,0.59104514,1.3787222
annamovie,1.0791768,0.65594316,1.1957021,0.8197754,1.0135013,0.9861247,1.1525041,0.8715151,1.273306,1.2831299,0.9442384,0.0,0.9386379,0.68852246,1.2626482
apollo11movie,0.86839014,0.6498749,1.2081313,0.94466513,0.86574006,0.9212975,0.86938524,0.8616899,1.0684073,0.9725784,1.0807099,0.0,0.8757313,0.7115865,0.851632
arcticdogsmovie,0.93582886,0.49299377,0.430731,0.51429844,0.9859096,0.9611078,0.69113666,0.57216555,1.1078123,1.0622262,0.55218816,0.24444556,0.5411063,0.103817314,0.7169694
arcticmovie,0.55779856,0.31627625,0.7398548,0.5697695,0.65276784,0.73202723,0.7024444,0.5187104,0.6964833,0.85690635,0.5858261,0.04790312,0.5979032,0.1960307,0.5248516
artofracingmovie,0.960403,0.49996573,1.2274024,0.84174633,1.214553,0.9877229,1.1469482,0.9334492,1.3683763,1.4672747,0.9011141,0.39282635,0.7734286,0.2884354,0.8910029
avengers,0.6772742,0.61624384,0.43017957,0.39933982,0.56911296,0.460846,0.56884325,0.66116333,1.0053524,0.62482876,0.7840835,0.051281143,0.5100667,0.4058098,0.9968168
beachbummovie,0.8535208,0.5609492,1.0846343,0.81710637,0.74756604,0.8159039,0.84948957,1.0106137,0.9047636,0.9470332,1.0914693,0.05358822,0.81946415,0.789932,1.1167523
