movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,1.2003013,1.064875,0.1740456,0.8444009,0.6620329,1.1861408,0.9151418,0.85977805,1.4619788,0.91817987,1.0266775,0.70294464,1.0985554,1.1914332,0.7499876,0.51709473,0.6721038,0.99036217,0.833883,1.0397203,0.0,0.0,0.90836525,0.7410867,0.35887206,1.1416193,0.0,0.0,1.0428433,0.9973791
47metersdown,0.86776626,0.7090507,0.0,0.85544986,0.61892587,0.47638094,0.51297057,0.49762028,0.91046095,0.8777259,0.469055,0.11729104,0.9748632,1.2366574,0.7424802,0.24540025,0.29793337,0.76880753,0.20911774,1.1787362,0.0,0.0,0.89098704,0.7538905,0.0,1.0402315,0.0,0.0,0.9249527,1.0741028
abeautifuldaymovie,1.0974592,1.0288262,0.09634151,0.76357937,0.75225943,1.0391737,0.8572477,0.80421615,1.2017733,0.9249994,0.35953456,0.6811304,0.84512746,0.9390099,0.64766127,0.6046789,0.7286637,0.7787256,0.93789935,0.76885676,0.0,0.0,0.7053629,0.51552695,0.3678083,1.023684,0.0,0.0,0.6942516,0.93432677
abominablemovie,0.6994764,0.9134323,0.0,0.85611326,0.6176108,0.7019074,0.4050538,0.79948187,1.0556884,0.54512596,0.83876395,0.4798242,0.76974237,0.8067618,0.8545036,0.64896417,0.34453982,0.59318316,0.61140376,0.5965032,0.0,0.20181033,0.59833515,0.22766864,0.6095573,0.85768634,0.0,0.0,0.5027825,0.20270039
adastramovie,1.0356653,0.88177574,0.018752975,0.95153934,0.7617979,0.7572196,0.79034424,0.75976443,1.1405971,0.8678068,0.561173,0.72085375,0.9204582,0.811487,0.6167613,0.8341862,0.64305717,0.84272873,0.9034582,0.3452047,0.0,0.0,0.9285393,0.49379915,0.5092193,0.8795519,0.0,0.035640914,0.7603557,1.0161705
adogsjourneymovie,0.76775324,0.81919354,0.0,0.6428005,0.18280247,0.47557113,0.28684574,0.52035916,0.86608326,0.47412604,0.69813216,0.0,0.5590732,0.4851043,0.14972371,0.50144166,0.49819624,1.0216953,0.22976723,0.7320343,0.0,0.28766724,0.7913854,0.7884083,0.026367815,1.1369263,0.0,0.22396505,1.0898578,0.9097384
aftermathmovie,1.0429777,0.781765,0.12383901,0.86681026,0.7362216,0.935689,0.7447598,0.7393633,1.0174137,0.8548305,0.69642055,0.8288744,0.9597956,0.79083276,0.615319,0.5480945,0.62517226,0.7100407,0.814766,0.6327647,0.0,0.0,0.89072347,0.60132253,0.27215648,0.88831306,0.0,0.0,0.75296116,0.69362867
aftermovie,1.1716132,1.2002417,0.0,1.0101869,0.6253446,0.97718054,0.8018166,1.049397,1.2579907,1.0258878,0.43125498,0.5312798,0.7961737,0.8529263,0.6154191,0.75403476,0.76661956,0.91489315,1.1664819,0.70127726,0.0,0.017012663,0.7242631,0.6347914,0.15272053,1.1563654,0.0,0.0,0.91093475,1.0773634
ahiddenlifefilm,0.6744483,0.60523653,0.06116859,0.5600089,0.46316367,0.5355985,0.4890203,0.44857457,0.6904065,0.5316348,0.4663061,0.4470636,0.5979686,0.5771569,0.43761802,0.37396586,0.4112783,0.5478275,0.5358347,0.46979403,0.0,0.006206438,0.5272484,0.43406177,0.13118629,0.5861787,0.0,0.0,0.5191438,0.55269533
alitamovie,0.5930468,0.46673146,0.0,0.5152408,0.36412686,0.48402795,0.44935307,0.714553,0.7147842,0.5366737,0.62672293,0.43703058,0.57063186,0.484015,0.61214846,0.53899443,0.43025765,0.65610313,0.4302168,0.2894817,0.0,0.05515696,0.46716377,0.37828928,0.30534858,0.6992291,0.0,0.11580557,0.58075315,0.5369343
