movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.89617556,0.87995106,0.7013567,0.43977833,1.0472121,0.3305815,0.7037414,0.9351368,0.35247284,0.42380556,0.0,0.54547954,0.38785318,0.5997785,0.66159976,0.8581134,0.74298936,0.13538043,0.750565,0.7429948,0.5980656,0.0,0.6977627,0.43031946,0.6386781
47metersdown,1.0272572,0.884211,0.97325087,0.35663086,1.5035639,0.62823504,1.0853822,0.9124032,0.8066293,0.70901227,0.0,0.79474527,0.6821268,0.57926804,1.1018331,1.0711994,1.280757,0.24121587,1.3284823,0.89650804,0.71136487,0.0,0.7120703,0.36997035,0.93573284
abeautifuldaymovie,1.0532507,0.9595137,0.6173652,0.25900054,0.98902625,0.172815,0.6562503,0.8586035,0.42267036,0.465067,0.0,0.62080425,0.47713017,0.58027095,0.6642451,1.1142421,0.6788167,0.359879,0.7867904,0.8530044,0.6301107,0.0,0.7727007,0.35834223,0.66125536
abominablemovie,0.98506737,1.4647632,0.52821463,0.6026262,1.498994,0.18595855,1.1677922,1.3594974,0.57195514,0.5699415,0.0,0.7872322,0.56864303,0.85391384,0.7728923,1.1283177,0.9107325,0.2286927,0.9256243,0.9739441,0.82635295,0.0,1.0484487,0.12041895,0.81078655
adastramovie,0.7262018,0.6706228,0.60052776,0.26150775,0.8787155,0.08458404,0.62504166,0.77274024,0.29374725,0.36919418,0.0,0.5086902,0.39849713,0.7512317,0.22131316,0.59309113,0.65087503,0.38648754,0.52302426,0.57750744,0.6082667,0.0,0.789588,0.5115903,0.6008584
adogsjourneymovie,1.5922619,1.7509732,1.0113993,0.1709956,1.778885,0.11567426,1.320896,1.4959428,0.5065711,1.0071176,0.0,0.8423958,1.1662847,0.8921165,1.2073156,1.5275645,1.0466552,0.7149607,1.3523277,1.2228591,1.1369168,0.0,1.7524942,0.37398896,1.0766752
aftermathmovie,0.8759474,0.84224164,0.42186338,0.2620619,0.81828636,0.1005451,0.5950315,0.79414904,0.30940992,0.45072532,0.0,0.5853829,0.43820065,0.4986459,0.6014278,0.7788944,0.57576853,0.43180117,0.6972721,0.62763965,0.49751535,0.0,0.6783724,0.334036,0.6365494
aftermovie,0.82815665,0.7427292,0.58809936,0.47296575,1.0364238,0.0,0.5769203,0.74733317,0.59550977,0.5885792,0.0,0.7032274,0.22084443,0.63677037,0.4129523,0.5873177,0.51548475,0.41738454,0.50598365,0.56773597,0.5115324,0.0,0.7484023,0.43458268,0.66022855
ahiddenlifefilm,0.5010681,0.47101864,0.29097253,0.16729689,0.48328623,0.086365044,0.35433325,0.44552732,0.22708127,0.25122598,0.0,0.3394823,0.23439208,0.32422614,0.2952019,0.43735462,0.33957094,0.22356826,0.3916158,0.39675802,0.35049286,0.0,0.4034667,0.18015014,0.37399966
alitamovie,1.146967,0.9092074,1.2037362,0.39587307,1.080222,0.0,0.6030324,0.88699245,0.59307957,0.38543385,0.0,0.6397696,0.5888583,1.2330291,0.6466706,0.5520086,0.90157413,0.4185906,0.9548062,0.84611726,0.780626,0.0,0.99003434,0.55347526,0.5816927
angelhasfallen,1.2015849,1.0623894,0.73000324,0.2534456,1.0520937,0.048263162,0.9068326,1.0393418,0.21742278,0.55319655,0.0,0.47330153,0.45648125,0.9526486,0.9049073,1.2120211,1.1218958,0.22492956,1.0791513,1.0097599,0.56941265,0.0,1.1093652,0.54008645,1.1597706
angrybirdsmovie,2.3295944,1.9393364,1.1905218,0.29090354,1.8779745,0.1919624,1.2322444,1.646506,0.85107493,1.0631566,0.0,1.2593395,1.2306259,0.897653,1.1648637,1.0162451,1.8316944,0.9221914,1.8012681,1.5922645,1.1774576,0.0,2.0793037,0.46628642,1.4611623
annabellemovie,1.8249798,1.4566844,0.86542493,0.62179106,1.2869517,0.23883647,0.72053033,1.5538356,0.6744176,0.8049704,0.0,0.72595346,0.65257895,1.3409168,0.7828946,1.0795709,0.94615084,0.5301608,1.271985,1.0929836,1.2875983,0.0,1.3235531,0.80256826,0.97433484
annamovie,1.0567245,0.94558895,0.53054667,0.24989417,0.8744974,0.2253071,0.7747242,0.8943049,0.41105878,0.70555145,0.0,0.748108,0.3268265,0.54410696,0.6316788,0.8190497,0.44605666,0.40611064,1.0114576,0.72036266,0.65100765,0.0,0.8385151,0.33667767,0.7146759
apollo11movie,0.5761462,0.54020894,0.5348335,0.17637068,0.5436589,0.0803007,0.46416888,0.5735662,0.33482158,0.32388425,0.0,0.34759337,0.21422088,0.31089827,0.56204456,0.50188875,0.44638067,0.2812561,0.54023623,0.45732874,0.3830935,0.0,0.37263983,0.29012343,0.4097547
arcticdogsmovie,1.051641,0.82175344,0.81429785,0.08955288,0.90505767,0.14780377,0.62204105,0.72289586,0.61856794,0.5655635,0.0,0.4189711,0.6142304,0.68499184,0.6358818,0.73519325,0.72572815,0.43537655,0.7569246,0.67267406,0.7148917,0.0,0.7973548,0.33195353,0.6676691
arcticmovie,0.6573959,0.6536477,0.32347763,0.21045399,0.6997044,0.24130537,0.4975942,0.6655948,0.23983765,0.34893817,0.0,0.4667927,0.29014328,0.41357824,0.54322934,0.5951897,0.38371065,0.32279137,0.59718764,0.6468529,0.38174823,0.0,0.52952695,0.23557176,0.5657563
artofracingmovie,1.0536978,0.8166977,0.7958106,0.46326914,1.2485421,0.129524,0.93298423,0.9398917,0.48986536,0.65903324,0.0,0.74987155,0.41501728,0.79311055,0.7337771,0.9007311,0.9847868,0.651607,0.90500516,0.6771718,0.85033756,0.0,0.8958449,0.51052684,0.98195565
avengers,0.8789767,0.79483896,0.4997909,0.508852,0.92064047,0.24112242,0.47276524,0.86202526,0.457931,0.41653627,0.0,0.38308865,0.448608,0.48244846,0.58839387,0.8691369,0.74280995,0.01808324,0.5607772,0.67657596,0.37880817,0.0,0.821472,0.26602256,0.62848073
beachbummovie,0.8612635,0.87024,0.6743177,0.32300714,0.7139644,0.0,0.6724386,0.850235,0.502723,0.3817168,0.0,0.6154857,0.20417391,0.55934834,0.6911394,0.6178833,0.56694853,0.41577667,0.6576488,1.0245696,0.49262652,0.0,0.6591145,0.40551826,0.6797597
bernadettefilm,1.1212615,0.87388504,0.28796387,0.24381465,0.6522232,0.025165971,0.37036285,0.8167051,0.37838334,0.5998562,0.0,0.70038956,0.5185819,0.53528297,0.5085508,0.7433629,0.67135364,0.2988043,0.81033534,0.9973502,0.67849326,0.0,0.8908422,0.30545887,0.890064
blackandbluemovie,1.9227029,1.5958387,1.3124552,0.7524627,2.0328548,0.112670526,1.1988583,1.6817428,0.92178327,0.90793663,0.0,1.3985264,1.0758367,1.3750167,1.1802802,1.6470927,1.1795458,0.78615916,1.7170837,1.8579652,1.0463853,0.0,1.4183931,0.58303726,1.6082969
