movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.7139761,1.2402115,1.3118824,1.8746467,0.0,1.283766,1.251557,1.92169,1.1816484,1.2875302
47metersdown,1.180145,1.1103307,0.9609655,1.3297777,0.0,0.98750234,1.1617092,2.2965097,1.0997857,0.2958091
abeautifuldaymovie,1.4823428,1.4375833,0.96489894,1.1909094,0.06961106,1.070167,1.2114589,1.6875708,1.0765599,0.9998461
abominablemovie,0.9636034,0.7931699,1.6977675,0.59300166,0.1970833,1.515014,0.69023913,1.9461429,0.21748847,0.83562756
adastramovie,1.1995771,1.1590337,1.1793817,1.1088604,0.0,1.1022114,1.2768847,1.6854581,0.77550644,0.9308319
adogsjourneymovie,0.86954147,0.5801248,1.3646885,0.43888566,0.0,1.2899884,0.7639266,1.3242239,0.35156468,1.1126977
aftermathmovie,1.2015625,0.9962912,0.87766314,1.1433015,0.0,0.948587,1.141064,1.8007205,0.99371606,0.84703803
aftermovie,1.671762,1.2144299,0.93869245,1.2908739,0.0,1.3310055,1.2635231,1.9121264,1.0849035,1.2966067
ahiddenlifefilm,0.8017875,0.6904199,0.63430893,0.7405248,0.008870333,0.72519517,0.68362635,1.039995,0.65142816,0.6467445
alitamovie,0.82843006,0.56796414,0.9758594,1.1418016,0.0,0.8324557,1.1025282,1.0253072,1.0006338,1.0018053
angelhasfallen,1.233649,0.94368976,1.5854203,1.9597119,0.36900508,1.0911775,0.9164252,1.9594836,0.9788591,0.6937692
angrybirdsmovie,0.9830214,0.77110094,0.42185166,0.6388793,0.0,1.0092833,0.860007,1.1913493,0.97598946,0.5887017
annabellemovie,1.3250628,1.021824,1.369593,1.930953,0.20598966,1.2183517,0.98365283,1.9583868,1.2274017,1.4904361
annamovie,1.505665,1.2681979,1.0299407,1.431451,0.0,1.2883343,1.2971578,1.6631576,1.097732,1.1663024
apollo11movie,1.1243944,0.998085,0.93405163,1.0875764,0.0,1.0239187,0.7757202,1.2816002,0.6483992,0.8837992
arcticdogsmovie,1.1258059,0.80909914,0.69236517,1.3519745,0.0,0.7316737,0.886358,1.5709839,0.8135959,0.6798651
arcticmovie,0.8027564,0.5293257,0.74621487,0.7746482,0.0,0.83715427,0.9072357,1.2155042,0.84948325,0.7635994
artofracingmovie,1.4657121,1.3128933,1.2073753,1.5476745,0.0,1.2408679,1.3724588,1.8584939,1.0956593,1.1945213
avengers,0.63996506,0.43302643,0.9521358,1.0087761,0.07441298,0.8545117,0.96627086,1.2062068,0.8288305,0.7088721
beachbummovie,1.0183734,0.8754949,0.65230775,0.9698665,0.0,0.91803837,0.7923349,1.3003558,0.76483184,0.69371414
bernadettefilm,1.566087,1.2944609,1.392385,1.5202404,0.0,1.3720876,0.97193176,2.2266767,1.0671761,1.2054476
blackandbluemovie,1.2443736,0.8801791,0.9145479,1.4747225,0.26665783,0.51894647,1.1010687,2.191987,0.81443447,0.3389341
blackchristmas,1.4130347,1.1322199,1.271549,1.1247027,0.0,1.348024,1.3108549,1.6683723,0.9733952,1.1529576
blindedbythelightmovie,1.1273282,0.83690757,0.85953104,0.96598965,0.12173641,1.1687088,0.9739031,1.4058678,0.7753922,1.0052879
bombshellmovie,1.1071336,0.8465826,0.61970806,1.2992723,0.29931685,0.57171434,0.9877194,1.314635,0.72713053,0.5914664
booksmart,0.0,0.0,0.0,0.0,0.0,0.0,3.2931423,0.0,0.5840395,0.0
breakthroughmovie,0.57808405,0.41593206,1.2470167,1.0801415,0.0,0.87285936,1.1795781,2.1430776,0.5924769,0.46693707
brianbanksmovie,1.4020888,0.70315194,1.4570405,1.1622871,0.0,1.4985095,1.3407108,2.2407072,1.3969488,1.0599203
brightburnmovie,1.5910512,1.4092104,0.78827524,1.4285676,0.021980442,0.9973635,1.4027176,1.7227985,0.9606425,1.0156641
brittanyrunsmov,0.5540613,0.5602134,0.5301312,0.4375731,0.071608044,0.70184755,0.5361978,0.8963039,0.57978743,0.62649035
captainmarvelofficial,0.8785344,0.68776256,0.81544244,0.86804634,0.08888571,1.0166243,0.82491535,1.449633,0.9036,0.9815079
captivestatemovie,0.9958974,0.86907697,1.143903,1.0746166,0.0011729598,1.0548967,0.6771476,0.91633034,0.442785,1.0458527
catsmovie,0.3486579,0.77039146,1.1021546,0.8172459,0.26490036,0.9084003,0.6797748,2.278092,1.1841695,0.93168044
charliesangels,0.8009151,1.1239903,0.0,1.700159,0.24722943,0.08666284,1.1484027,1.3017983,1.0292876,1.0725125
childsplaymovie,0.39877793,0.10681093,2.644924,1.24315,1.2755804,0.38069743,0.0,2.9525194,0.0,0.0
clarathefilm,0.0,0.0,2.023607,0.0024333298,1.5709667,1.0879242,0.0,3.1225433,0.21189457,0.0
coldpursuitmovie,1.3659766,0.9945713,0.7798661,1.1592261,0.0,1.1127639,0.9413753,1.3830518,0.9362029,0.92175174
countdown,1.7205418,0.8402269,0.9933213,1.9660044,0.17941196,0.69930935,0.539331,1.5988336,0.64243984,1.0313458
currentwarmovie,1.7383982,1.2898867,1.112854,1.4927678,0.0,1.1160568,1.1921847,1.6894275,1.0438526,1.1130093
darkwatersmovie,1.5598004,0.9845389,1.7786793,1.2360369,0.0,1.4418133,0.809519,1.766101,0.44762802,1.0497762
