movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.6870206,0.4692734,0.0,0.9951528,0.7982199,1.0450445,0.24022731,0.92012614,0.38637775,0.87086487,0.6750623,0.7439316,0.7474911,1.2869186,1.152352,0.57650506,0.12033189,0.27478316,0.5139304,0.67392725,0.51119983,0.98010075,0.92890257,0.0,1.0679429
47metersdown,0.39887112,0.67197764,0.0,1.2166299,0.59145087,1.4018048,0.27496397,0.9209116,0.4622157,1.402873,0.87066126,0.5500417,0.6092467,0.8849647,0.7607396,0.5958951,0.28493512,0.70657814,0.33698428,0.823842,0.31698257,0.7756612,1.0537945,0.0,1.2099458
abeautifuldaymovie,0.7213498,0.46294463,0.0,0.984198,0.530579,1.0795089,0.13468108,0.8743693,0.29687667,0.7679115,0.53091633,0.7260965,0.38102996,0.9809277,0.76034904,0.27602658,0.0,0.09887734,0.35496232,0.6449713,0.47178268,0.5935962,0.73383635,0.0,0.98024464
abominablemovie,0.58823395,0.8244157,0.0,1.2355171,0.30419642,1.660007,0.20020452,1.0906729,0.7923597,1.3373002,0.90382606,0.30683076,1.4836422,0.96699166,1.5179403,0.5098982,0.008793354,0.7819376,0.5129924,1.3503257,0.5436311,0.7652976,1.229427,0.0,1.1242006
adastramovie,0.4658044,0.36122483,0.0,0.9197796,0.6489628,0.80826426,0.17766751,0.6513911,0.2793013,0.8110691,0.3735732,0.61835927,0.24456695,0.86372375,0.65177447,0.4153307,0.23587598,0.38599688,0.17370242,0.5477862,0.32226926,0.6390208,0.72278124,0.0,0.9771126
adogsjourneymovie,1.4963723,0.7778267,0.0,2.180661,1.3769798,2.0309927,0.20796102,1.4009321,0.9231712,0.8238282,1.5971962,1.2118307,2.0907252,1.7634052,1.2592839,1.3605256,0.16707481,0.2650306,1.1091746,1.132672,0.79123914,1.6089303,1.3975159,0.0,1.7270117
aftermathmovie,0.65703857,0.2867158,0.0,0.76373833,0.51192474,0.9162809,0.020330109,0.781182,0.44859806,0.5273825,0.46213955,0.53288025,0.6160477,0.78682625,0.71928793,0.5116297,0.11515844,0.3460176,0.5289927,0.60433155,0.34621218,0.47844023,0.6979094,0.0,0.84891975
aftermovie,0.71326154,0.40160412,0.0,1.1568439,0.69175225,1.252663,0.14340559,0.7160984,0.4425606,0.56254596,0.5699955,0.55757976,0.9755296,1.3347775,1.0525056,0.33631742,0.0,0.0,0.38357234,0.605946,0.7346858,0.7734587,0.82718533,0.0,1.0433363
ahiddenlifefilm,0.41821188,0.26642883,0.0,0.49138436,0.3649676,0.56714356,0.109573975,0.44931194,0.21776032,0.41988707,0.33693317,0.3225133,0.39205495,0.53530544,0.4914226,0.26699674,0.12053573,0.16854061,0.23781171,0.40942326,0.26904634,0.39866775,0.44243187,0.0,0.5269452
alitamovie,0.7158411,0.33544117,0.0,1.1277695,1.0076954,0.9223776,0.16107798,0.8690104,0.19882125,1.0620881,0.5551007,0.6480738,0.6445485,1.2684666,1.0158848,0.63252693,0.13682884,0.35304916,0.49011508,0.9665737,0.5731169,0.9768818,0.8653643,0.0,1.2389159
angelhasfallen,1.0734147,0.82010645,0.0,1.3310733,1.12077,1.3098885,0.057458278,1.203954,0.2733284,0.8407374,0.36219,0.5448693,0.77558887,1.3231478,0.9894583,0.38913915,0.03770727,0.3704058,0.5356145,0.9047446,0.466424,0.80510795,0.9211753,0.0,1.4682627
angrybirdsmovie,1.1862735,0.6419047,0.0,1.571779,0.8946941,2.5289674,0.11410537,1.2759885,0.69911283,1.2119606,1.3607876,0.94916606,1.7552074,2.0765257,1.6207906,0.77129537,0.23389725,0.12324752,1.1084005,1.9889799,1.1950322,1.1668689,1.36216,0.0,1.6653286
annabellemovie,1.2137525,1.062786,0.0,1.8034465,1.0047445,2.0086815,0.6418133,1.2770456,0.29636958,1.4993348,0.882384,0.60996324,1.3620409,1.8747268,1.702902,0.7613895,0.2540593,0.77108634,0.7588536,1.5168731,0.7127248,1.1146628,1.6815051,0.3164396,1.8119342
annamovie,0.69775003,0.32614034,0.0,1.1762769,0.53693086,1.1316943,0.28307527,1.1228249,0.24836516,0.7769138,0.56754845,0.5341026,0.6592479,1.3473908,1.0421388,0.51575696,0.04387127,0.510174,0.4376763,0.8357813,0.45452914,0.75795686,1.105726,0.0,1.2324821
apollo11movie,0.6719623,0.3405574,0.0,0.5840599,0.5736309,0.62661403,0.18100987,0.6550782,0.27448797,0.5294482,0.48467675,0.3259478,0.4341603,0.6243303,0.54653883,0.4801333,0.27187705,0.21837957,0.4730215,0.46210077,0.2555893,0.44639897,0.56512034,0.0,0.7268311
arcticdogsmovie,0.7377297,0.44024706,0.0,0.88740736,0.7156547,0.9198858,0.0,0.9100816,0.4019826,0.86939305,0.7161716,0.74331623,0.56898236,1.0883536,0.74362725,0.37089282,0.2795923,0.2809825,0.3605227,0.47234133,0.30400848,0.819401,0.7436851,0.0,0.8907552
arcticmovie,0.66919434,0.24938965,0.0,0.82827544,0.54378533,0.6078102,0.101430416,0.55869675,0.26250958,0.5650933,0.41807002,0.44370022,0.38771036,0.9216248,0.8749988,0.47899196,0.19904661,0.02585134,0.35745153,0.7091256,0.4288632,0.67581695,0.6029933,0.0,0.69029766
artofracingmovie,0.6701023,0.32530504,0.0,1.1357678,0.78530777,0.89776546,0.0,0.85035276,0.37507415,0.77378106,0.27197838,0.78839695,0.4369014,1.4515587,0.89970136,0.6962992,0.1679481,0.3954094,0.33778203,0.7828124,0.42180103,0.9055976,0.9876314,0.08353245,1.2760999
avengers,0.5072339,0.46206337,0.0,0.5056644,0.6157121,0.57926387,0.26254943,0.5555725,0.069647126,0.5523855,0.35825995,0.41517615,0.46076533,1.0885878,0.7965962,0.4414547,0.297176,0.14032549,0.41851377,0.5324501,0.3211795,0.7852368,0.7353255,0.0,0.85028374
