movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.8470097,0.81213605,1.416694,1.9904664,1.5193924
47metersdown,1.3364649,1.8203602,1.6470734,1.3930824,1.4286715
abeautifuldaymovie,1.4505484,0.71747845,1.5745794,1.4088786,1.3821125
abominablemovie,2.0530984,0.9033802,2.3230677,2.106318,1.7477692
adastramovie,1.5039234,0.5679289,1.194459,1.248544,1.0108243
adogsjourneymovie,2.7375748,0.9893555,2.0982387,2.9498174,2.6847205
aftermathmovie,1.31637,0.7474911,1.3513972,1.363063,1.2509317
aftermovie,1.3073182,1.0753717,1.1843934,1.7727561,1.2474616
ahiddenlifefilm,0.828552,0.4632075,0.75846183,0.8349377,0.7738208
alitamovie,1.6779523,1.1156248,1.1154295,1.5578893,1.3604714
angelhasfallen,1.8228948,0.8016089,1.6058307,2.25978,1.9877764
angrybirdsmovie,1.9970047,0.6341846,2.4012709,3.0371864,2.2402318
annabellemovie,2.5055375,1.0881413,2.1196506,2.4059093,1.9869742
annamovie,1.8344688,0.86119133,1.51436,1.7179902,1.6287335
apollo11movie,0.9217614,0.6695378,0.92965233,1.0528413,1.0162687
arcticdogsmovie,1.1852539,0.8841262,1.1753355,1.3166071,1.3283787
arcticmovie,0.9496639,0.48110345,0.7762378,1.0750825,0.85336006
artofracingmovie,1.6468232,0.71836597,1.4760827,1.7459307,1.5590216
avengers,1.1431248,0.6949624,0.9427441,1.29888,1.0071859
beachbummovie,1.0964935,0.6604543,1.1433991,1.172226,1.1593124
bernadettefilm,1.5931585,0.78879195,1.4649013,1.6121703,1.7305151
blackandbluemovie,2.7113707,1.0912306,2.5397985,3.1875515,2.867947
blackchristmas,1.7163239,0.88230526,1.3402164,1.6957728,1.7197425
blindedbythelightmovie,1.1691418,0.69365114,1.1340578,1.1987656,1.1726493
bombshellmovie,1.4260149,0.6167705,1.1858526,1.5614815,1.2805092
booksmart,0.28336108,0.0,0.5810403,0.7771058,0.5073896
breakthroughmovie,2.202404,1.5294747,1.6845031,2.647504,2.356963
brianbanksmovie,1.9236307,1.204702,1.8964385,2.0393825,1.5883727
brightburnmovie,1.9237695,0.9646414,1.8259482,1.8959875,1.6767462
brittanyrunsmov,0.90872145,0.44849026,0.83443743,0.839452,0.6765915
captainmarvelofficial,1.7439218,0.7494584,1.1616141,1.359659,1.2432922
captivestatemovie,1.5549254,1.058111,1.8191158,1.7502316,1.6913117
catsmovie,1.788245,1.1896256,1.5580646,1.82923,2.475972
charliesangels,2.54892,0.81169605,1.7418706,2.4418507,2.3776846
childsplaymovie,1.5710564,0.24644291,1.1780901,2.5260484,1.7810258
clarathefilm,0.49756753,0.18900922,0.13956326,1.4012,1.3898648
coldpursuitmovie,1.2584462,0.7889193,1.0030993,1.1292373,0.97670823
countdown,2.5749185,1.0024018,1.7507083,2.1897845,1.7129579
currentwarmovie,1.8178144,0.7509196,2.0308723,1.900348,1.9657918
darkwatersmovie,2.2605407,1.0442809,2.2639349,2.5902886,2.3403397
detectivepikachumovie,1.9465544,0.89828795,1.9218093,1.646947,2.0628223
disneyaladdin,2.4018173,0.99296737,1.9831065,2.4114368,2.1072524
disneyfrozen,2.2137587,0.7945303,1.6280067,1.8759496,1.8344896
disneymaleficent,1.870759,0.92194825,1.4506562,1.8784223,1.475497
doctorsleepmovie,1.6353459,0.99902993,1.617508,2.0437896,1.7508031
dolemiteismyname,2.6131759,1.244523,2.1147263,2.568752,2.1876466
dontletgomovie,1.9854953,0.90457976,1.6250745,2.141587,2.2034786
doramovie,1.8057444,0.90732265,1.7760491,1.8075913,1.4105275
downtonabbey_official,2.1609104,1.0492831,1.8957527,2.852907,2.8828614
dumbo,1.6037104,0.8058567,1.2578068,1.5903786,1.2763244
escaperoom,1.955333,0.9321467,2.0151515,1.9290006,1.6848289
everybodyknowsmovie,1.330734,0.8290284,1.2152295,1.4056573,1.4085765
fastandfuriousmovie,2.838487,1.0485845,1.9593183,2.9135206,2.4954243
fightingwmyfam,2.1581523,1.1589199,2.5369952,2.130421,1.6138222
fivefeetapartfilm,3.0029838,0.6609014,2.0421968,2.823211,2.1528807
fordvferrari,0.94205004,0.3903083,0.97157264,0.9409971,0.8498414
freaksthefilm,1.0047886,0.5257723,1.0389707,1.1132711,1.1724255
geminimanmovie,2.0253475,0.9838078,2.071823,2.0962386,2.0831192
glassmovie,2.0701423,1.0865121,1.5616468,1.8860009,1.7042196
gloriabellmovie,1.8186412,0.9100099,1.5270758,1.5405542,1.576724
godzillamovie,1.8760278,0.8735645,1.3825867,1.550672,1.7133765
goldfinchmovie,2.086961,1.0313126,2.0767493,2.2156513,1.6549809
goodboysmovie,1.6139991,1.2238955,1.6230197,2.484617,2.0221987
goodliarmovie,2.55109,1.1667817,1.9652184,2.069551,1.9165918
gretafilm,1.9328437,1.4328115,1.7063696,1.9085922,1.9901744
halathemovie,2.1712523,0.9363725,2.0178022,2.5021107,2.3233445
happydeathdaymovie,0.7125702,0.3714195,0.57282716,0.6726601,0.5574586
harrietfilm,1.46,1.0128502,1.5663183,1.7443222,2.0564559
hellboymovie,1.4488647,0.6125781,1.2852938,1.5950288,1.3512462
hersmellmovie,1.8132529,0.3451009,1.6115083,1.9170991,2.044739
highlifemovie,1.5029087,0.7573616,1.2741966,1.351613,1.2865049
highstrungmovie,0.0,0.004138157,0.0,0.28896528,0.65007204
honeyboymovie,1.4657407,0.086218596,1.5803591,1.7738944,1.7477747
hotelmumbaifilm,1.6160631,0.8840024,1.643296,1.6165816,1.4280878
httydragon,1.9781199,0.5450981,1.2431858,2.545121,2.0230625
hustlemovie,1.0946741,0.6991064,1.0609806,1.2899349,0.953637
hustlersmovie,1.1464412,0.0,0.0,1.4127908,0.92104816
isntitromantic,1.5532618,0.62479484,1.576856,1.8346983,1.7110996
itmovieofficial,1.8718474,0.9522533,1.4371222,1.6946334,1.5953219
jayandsilentbob,1.9539039,1.0512191,2.1731336,2.943186,2.3383799
johnwickmovie,2.4380918,0.7365453,2.3588722,2.9066432,2.8434505
jojorabbitmovie,1.9277759,1.0421212,2.365786,2.324807,2.3080957
jokermovie,1.4911768,0.7578397,1.1637576,1.321345,1.4452858
judythefilm,1.1851363,0.8532613,1.2319512,1.9339515,1.3739192
jumanjimovie,3.1140468,1.0013961,2.8689818,3.0588183,1.7997891
justmercyfilm,0.9236614,0.4726134,0.8145859,1.0181003,0.9041934
knivesout,1.9155233,1.0810817,1.85647,1.992948,1.8385069
lalloronamovie,1.6444063,0.8494498,1.4499013,1.7726429,1.4329795
lastblackmansf,2.5139444,1.6693041,2.2054176,2.1551657,1.9262202
lastchristmasthemovie,1.131294,0.8729078,1.0911852,1.0473034,0.9070144
latenightmovie,2.2694294,0.9714549,2.2260528,2.5934262,1.816875
lighthousemovie,1.5029087,0.7573616,1.2741966,1.351613,1.2865049
lionking,2.7845643,1.4282833,1.557481,2.8186822,2.0860603
littlethemovie,1.7011428,1.3814701,1.8877909,1.603795,1.427311
littlewomenmovie,2.3408973,1.5928737,2.17075,2.1400983,1.8504765
littlewoodsfilm,1.9542115,0.95156205,1.6924847,2.294402,2.1075718
longshotmovie,1.5600009,1.0591145,1.5227329,2.1622615,1.9059485
lordsofchaosmovie,1.5532682,0.7393044,1.2641621,1.3098352,1.1286328
lucyintheskyfilm,1.3379705,0.76268256,1.2824855,1.4748206,1.3605446
mamovie2019,2.6965442,0.71683073,2.1702712,2.3463798,2.5192218
