movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.3341024,0.62121993,0.8730056,0.29817227,0.80729645,0.7637687,0.0,0.3652181,0.9073728,0.473425,0.5042973,0.76149184,0.0,0.69950116,0.8232492,0.2522784,0.6845118,0.8138163,1.0013916,0.6797549,1.0116199,0.46400526,0.0,0.4658416,0.4726236,0.380311,0.0,0.7516335,0.30455846,0.098165736,0.7381569,0.7124784,0.6305632,0.14129165,0.0,0.4281084,0.88328993,0.79284394,0.757043,0.6729792
47metersdown,0.5415995,0.7642235,0.88732237,0.46797466,1.0181851,0.5525168,0.0,0.36972326,0.69015974,0.6569872,0.737257,0.55951226,0.0,0.66496575,0.76042473,0.27072668,0.4543574,0.4678503,1.4621407,0.52059823,1.1345211,0.35608837,0.09972695,0.37859243,0.8248491,0.9090334,0.0,0.7802957,0.3220961,0.59193933,0.71865994,0.7931888,0.66441584,0.07708262,0.0,0.52645797,1.4224476,0.8580303,1.205727,0.74014455
abeautifuldaymovie,0.4405706,0.4562606,0.82241035,0.4688292,0.66259336,0.65858895,0.0,0.4847869,0.6858899,0.47285405,0.53973794,0.5397001,0.0,0.3930362,0.7066581,0.51684314,0.5841048,0.66414094,0.9583902,0.8443676,0.7930787,0.3490053,0.0,0.5230665,0.43967256,0.36760086,0.0,0.7435071,0.4473374,0.3733732,0.56998754,0.49669716,0.6900769,0.2562053,0.0,0.4353351,0.76129496,0.67577446,0.64007515,0.5860756
abominablemovie,0.60720235,0.5601403,0.7991953,0.5379234,0.7892776,0.87138903,0.0,0.40144017,1.3274424,0.65251285,0.15195832,1.0886647,0.0,0.40047294,1.0699334,0.5603707,0.92422146,0.58399403,1.2757566,1.0289353,0.91119576,0.24680288,0.0,0.26445234,0.5922215,1.0536023,0.0,0.68503606,0.29952866,0.16272034,0.4525035,0.58327144,0.8013547,0.2206443,0.0,0.46028852,1.2938744,0.5223507,0.7943785,1.0709296
adastramovie,0.40244657,0.4444644,0.6270468,0.22761555,0.4070776,0.3526675,0.0,0.3561709,0.5375167,0.22767073,0.38881066,0.25153404,0.0,0.4585538,0.58555424,0.35685098,0.2534466,0.5148654,0.66282123,0.3665844,0.66752815,0.22077708,0.0,0.43737584,0.41771874,0.35627916,0.0,0.34857717,0.30383652,0.08505044,0.3233865,0.35470757,0.48738295,0.11664778,0.0,0.1374564,0.686028,0.2315243,0.5492029,0.49722806
adogsjourneymovie,0.21686901,1.2596956,1.3156587,0.597921,1.4448707,1.1904268,0.0,0.41989356,1.1303517,0.8286857,0.9941225,1.4284207,0.0,1.140015,1.3293945,0.0,0.89855313,1.3209385,1.9956367,1.3643936,1.7447057,0.79827607,0.0,0.4882043,1.3932074,0.6583909,0.0,0.66391623,1.1961771,0.800681,1.4086856,1.1749067,1.0826356,0.2543845,0.0,0.28493944,1.5761148,0.8307126,1.3767503,0.88474065
aftermathmovie,0.24205725,0.2797522,0.61342686,0.3592568,0.519694,0.51184374,0.0,0.29829758,0.47363052,0.27545583,0.3887987,0.4967718,0.0,0.39676112,0.40919864,0.41221273,0.61237615,0.40329456,0.7749149,0.46519312,0.7236994,0.27257752,0.0,0.4820078,0.25676426,0.40769958,0.0,0.4106892,0.3423521,0.23067006,0.58203006,0.49177667,0.427591,0.24699983,0.0,0.3855948,0.8136246,0.5788311,0.62559897,0.33320278
aftermovie,0.40839916,0.3692994,0.51028705,0.4850893,0.7139908,0.5139495,0.0,0.37989637,0.64773256,0.3868622,0.46483856,0.58591926,0.0,0.27349007,0.56180584,0.41081536,0.5076777,0.5053294,0.9808939,0.69781935,0.79845583,0.2981328,0.0,0.41947043,0.3889882,0.40322,0.0,0.6092346,0.3667778,0.2365352,0.6146467,0.4911494,0.68273336,0.18529621,0.0,0.38760597,0.8480452,0.54601234,0.5151893,0.31483895
ahiddenlifefilm,0.21304531,0.25541696,0.36184102,0.16736749,0.33342642,0.3127314,0.0,0.21832839,0.35694692,0.20330384,0.27384797,0.30613875,0.0,0.29066133,0.35217726,0.21109338,0.33929348,0.3270273,0.50996816,0.33783126,0.41339922,0.16012222,0.0,0.26462132,0.28386524,0.24194598,0.0,0.33381236,0.21029282,0.11963853,0.3109033,0.2827796,0.27711436,0.111168645,0.0,0.18806855,0.43774194,0.3387663,0.34458414,0.30235964
alitamovie,0.34312248,0.3933287,0.47799653,0.52991354,0.82445395,0.6507527,0.0,0.5215947,0.5154189,0.20612448,0.49967015,0.41054565,0.0,0.6004286,0.37563446,0.3460536,0.34782034,0.30884176,1.1120188,0.60267586,0.7272428,0.28786078,0.0,0.4087423,0.538599,0.42444447,0.0,0.5202746,0.6573506,0.14881107,0.4358585,0.28862554,0.8776549,0.053061526,0.0,0.25267828,0.88985467,0.48875073,0.51967496,0.32819575
