movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.73679584,0.33121315,0.49281776,0.40245113,0.0,0.33690012,0.3206184,0.62107456,0.57862175,0.5126287,0.31087607,0.45933342,0.8452235,0.35563296,0.6327053,0.7211697,0.6407107,0.34063816,0.5519777,0.57574373,0.73823917,0.14675836,0.1353152,0.44808942,0.5704382,0.0,0.545911,0.5837525,0.82548815,0.46157575,0.7233643,0.70952296,0.8741891,0.88860935,0.0
47metersdown,0.64913654,0.2641078,0.5629947,0.6354151,0.0,0.24345405,0.37372825,1.0708357,0.523773,0.5911646,0.4068355,0.7556606,0.7804253,0.2296734,0.765089,1.0134507,0.79161155,0.27711934,0.6413231,0.50208265,1.01501,0.18648082,0.11085966,0.6503738,0.6157973,0.0,0.7702246,0.87484014,1.054502,0.54621905,0.67861015,0.68719584,1.0393206,0.97692007,0.09871845
abeautifuldaymovie,0.44060418,0.41966096,0.39037418,0.49033132,0.0,0.30011958,0.121466346,0.5007587,0.5379408,0.54703003,0.35117018,0.3208881,0.6372724,0.5940532,0.64860326,0.6779262,0.4567382,0.45328608,0.4981746,0.45831278,0.64434355,0.073553935,0.0,0.58810234,0.2880415,0.0,0.26324922,0.56529176,0.81469804,0.6554676,0.4672038,0.38813254,0.7965021,0.660662,0.0
abominablemovie,0.6654327,0.2258588,0.79594815,0.23409589,0.13724382,0.3454274,0.3886041,0.79033035,0.94437015,0.89773077,0.0,0.10811956,1.0409135,0.62016654,0.9267467,0.58888406,0.66350317,0.48593545,0.82206637,1.080795,0.69377226,0.0,0.0,0.21559453,0.48248655,0.0,0.6133076,0.76027846,0.4494893,0.7387581,0.93068105,0.9879079,0.78312844,1.0624342,0.0
adastramovie,0.48995882,0.45263863,0.53451645,0.43204898,0.0,0.1559175,0.1700503,0.59474266,0.5290593,0.399216,0.27450296,0.40514034,0.71675503,0.33500597,0.6482334,0.7414633,0.46865466,0.31557107,0.44605827,0.46675202,0.6922351,0.0,0.07619183,0.43111604,0.43791714,0.0,0.42339155,0.7388581,0.46258038,0.5047188,0.35024512,0.5971187,0.7576605,0.57744056,0.0
adogsjourneymovie,0.7909614,0.9237427,1.3336421,0.55796593,0.0,0.70599633,0.22355884,1.0988476,1.2956585,0.5065243,0.03777506,0.39925724,1.5755482,0.7698756,0.98793286,0.8937509,0.7049155,0.88038206,0.654092,0.26738924,1.0769086,0.19038403,0.016170848,0.9177674,0.7150205,0.0,0.76423544,1.0874151,0.9464002,0.43670577,1.29336,1.2262907,0.7577294,1.7240467,0.2666751
aftermathmovie,0.40378088,0.40199512,0.29765224,0.60360515,0.0,0.36932707,0.09716738,0.4027965,0.48387772,0.2866934,0.23535159,0.19757321,0.554924,0.4926247,0.66746086,0.6114691,0.4127505,0.55950856,0.29416943,0.39976048,0.6689119,0.07624333,0.0,0.48197138,0.15369743,0.0,0.2651799,0.7168828,0.687972,0.44921616,0.37269896,0.4837551,0.6311764,0.549235,0.0
aftermovie,0.508624,0.50837165,0.3349015,0.6086575,0.0,0.4412582,0.025124753,0.65364224,0.6022532,0.39437318,0.31237185,0.484083,0.72115993,0.3211147,0.6398437,0.6738707,0.4528828,0.5372703,0.2577771,0.19818754,0.7837976,0.23408942,0.015472501,0.5358283,0.53368723,0.0,0.31026122,0.5272789,1.0694286,0.6066643,0.51355106,0.5754672,0.680474,0.93573546,0.0
ahiddenlifefilm,0.29202285,0.2486495,0.29889396,0.29505938,0.0,0.19616844,0.11296927,0.34038445,0.3089483,0.30466506,0.16233246,0.19465652,0.42094097,0.28244984,0.34893197,0.40062845,0.3130714,0.26618496,0.25428665,0.23869222,0.39405406,0.10900299,0.0,0.2744132,0.22733304,0.0,0.27115992,0.3678591,0.40482175,0.2809494,0.32679844,0.33273253,0.4365461,0.440819,0.0
alitamovie,0.48604453,0.39845392,0.8099708,0.515835,0.0,0.3895319,0.09918781,1.0123527,0.7452363,0.59397995,0.4897616,0.570656,0.8953201,0.38450423,0.63606125,1.0636911,0.9116149,0.25211567,0.39447334,0.3477678,1.061252,0.0302651,0.0,0.7748885,0.405063,0.0,0.8652682,0.66537845,1.0977616,0.6015363,0.72479177,0.9570257,0.68999356,0.9427873,0.0
angelhasfallen,0.87570375,0.28502572,0.675292,0.73571706,0.0,0.13373804,0.27813825,0.77113307,0.5120634,0.72498566,0.26903728,0.60841763,1.2379342,0.45144787,0.9286082,0.9863489,0.7549982,0.31939805,0.41212937,0.52854174,1.0073045,0.10214141,0.0,0.20483673,0.52110183,0.0,0.9379285,0.91647804,0.9142034,0.5832432,0.9769764,0.9792108,1.0956337,1.3253253,0.0
angrybirdsmovie,0.7020999,1.2124562,0.8369206,0.727949,0.0,0.40278584,0.03992743,0.8559586,0.42150342,1.0075428,0.0989707,0.09216952,1.2362288,1.0648296,0.58137417,1.3774916,1.1756463,1.0928738,0.55100685,0.8318056,0.73111266,0.19110835,0.0,0.95353776,0.36861318,0.0,0.5938571,1.4867876,0.6441283,0.58176404,0.7779799,1.0176985,1.5483011,1.4881413,0.0
annabellemovie,0.50905466,0.30633456,0.7082379,0.73859155,0.0,0.39462036,0.4779942,1.0885928,0.9427775,0.71760184,0.08700275,0.35627988,0.9784149,0.900131,0.7580566,0.93289506,0.89512444,1.0183794,0.84270275,0.70417345,0.9291459,0.26501077,0.0,0.56351703,0.57183355,0.0,0.7185327,1.0745115,0.9656319,0.61173844,1.0170007,1.1528525,1.3293426,1.1727512,0.14520621
annamovie,0.4817614,0.53226066,0.6905338,0.5725621,0.0,0.4258752,0.2308639,0.6978862,0.5899265,0.5892667,0.1892201,0.44246578,0.89182353,0.46062264,0.66396767,0.7072077,0.6951183,0.35951596,0.47572303,0.51855636,0.70795596,0.10304426,0.041937955,0.4823741,0.3298454,0.0,0.6097738,0.86553144,0.6595005,0.5100508,0.66377074,0.7099998,0.9875179,0.9109762,0.0
apollo11movie,0.25342423,0.17718914,0.37431175,0.15297215,0.0,0.31223565,0.13628751,0.26163223,0.33032024,0.24454471,0.21322334,0.13950399,0.4171568,0.3282621,0.27906442,0.2622162,0.4371276,0.2547495,0.31158102,0.30411857,0.4761288,0.12543611,0.0,0.32002345,0.22126961,0.0,0.3281172,0.32913065,0.4320922,0.22372061,0.41275167,0.4344316,0.3175504,0.43012893,0.0
arcticdogsmovie,0.6048863,0.31060365,0.4790752,0.6442621,0.0,0.4186895,0.3651526,0.66935813,0.64735794,0.43770614,0.25835952,0.328809,0.6607663,0.40862674,0.7116884,0.84088486,0.6990099,0.3250818,0.38573134,0.49844718,0.74054784,0.0538086,0.0,0.41759726,0.2841278,0.0,0.59989655,0.62870467,0.68172544,0.57521695,0.55332154,0.70764345,0.9409721,0.99061275,0.0
arcticmovie,0.26572287,0.32823184,0.46928182,0.34138566,0.0,0.13614148,0.14581183,0.47287568,0.37008092,0.44209945,0.14045995,0.07763011,0.44966006,0.3424809,0.2813292,0.558537,0.38648966,0.36496896,0.32807788,0.08537483,0.39940172,0.102491155,0.0,0.26600105,0.2816222,0.0,0.5198236,0.32714632,0.42958272,0.21978894,0.34173435,0.5222039,0.6901536,0.62836736,0.0
artofracingmovie,0.5728333,0.6248109,0.9925809,0.48984173,0.0,0.37531132,0.20720726,0.83536845,0.7866236,0.5743208,0.45242345,0.30074742,0.926044,0.2750283,0.8370387,0.6670815,0.7280872,0.39269772,0.5112789,0.37900618,0.8923412,0.07136598,0.25449502,0.6774923,0.6063338,0.0,0.55133224,0.7049186,0.9717302,0.6546323,0.37305164,0.687889,0.89908457,1.0185792,0.0
avengers,0.4198791,0.39471036,0.45404434,0.48417437,0.0,0.3403889,0.1348529,0.6060514,0.3977149,0.37578812,0.23284331,0.19108397,0.44924387,0.2994796,0.48784405,0.5007283,0.33076972,0.31591246,0.35717395,0.3694819,0.64768964,0.0,0.07893443,0.35873106,0.19351539,0.0,0.5323765,0.5273472,0.72342676,0.53385204,0.35903323,0.38998684,0.56700265,0.8687781,0.0
beachbummovie,0.44456485,0.2668104,0.2116665,0.33364084,0.0,0.26177314,0.21738902,0.40666285,0.43406436,0.3408816,0.3353022,0.39640605,0.5469317,0.39866045,0.45081502,0.51602334,0.45563105,0.3918116,0.4355578,0.57649153,0.6375137,0.106565535,0.15417005,0.5499718,0.42887533,0.0,0.38278535,0.5050995,0.6143869,0.18373817,0.6112265,0.47913706,0.51565975,0.5524107,0.023291659
bernadettefilm,0.6110399,0.31020612,0.5155196,0.55974424,0.0,0.19830441,0.2961857,0.52825457,0.61207867,0.36451682,0.33981192,0.19746768,0.73416,0.7180711,0.60874504,0.8046326,0.37864852,0.57667255,0.55835545,0.16359705,0.6811283,0.35240343,0.0,0.48392758,0.30306634,0.0,0.5469019,0.6917683,0.67087996,0.39419705,0.49753106,0.6353855,0.95397556,0.7124638,0.09582889
blackandbluemovie,0.50581336,0.7055139,0.70806766,0.86212516,0.0,0.7029592,0.17592514,1.2848611,1.1969808,0.91440827,0.5973805,0.7939622,1.126681,0.8217406,1.0649697,1.3945246,0.63339233,0.7591704,0.9035607,0.7221295,1.2713187,0.049254347,0.0,1.326408,0.4065425,0.0,0.8734741,0.70430076,1.7952926,0.9116358,1.3085127,0.9979868,1.1942868,1.7197511,0.0
blackchristmas,0.41706175,0.4741721,0.54865545,0.42092067,0.0,0.32406682,0.20771638,0.74155754,0.45943624,0.6840971,0.2310842,0.34579456,0.80356413,0.546227,0.32410556,0.8221286,0.61419547,0.4257141,0.4564288,0.20758116,0.5641584,0.3481948,0.0,0.39129862,0.29394177,0.0,0.57694614,0.5294169,0.6562156,0.41544995,0.5351215,0.51027584,0.83091116,0.85451925,0.0
blindedbythelightmovie,0.3940519,0.391875,0.32226136,0.32089803,0.0,0.3477314,0.14427005,0.388502,0.4660995,0.28495625,0.13313779,0.32270867,0.52982926,0.32133275,0.4796778,0.5863868,0.38135752,0.24108618,0.31282017,0.34447822,0.4530267,0.07284225,0.038205646,0.33020136,0.16507293,0.0,0.1760336,0.5483048,0.38600928,0.3019378,0.42982394,0.33573964,0.61111706,0.4426636,0.017197628
bombshellmovie,0.25375307,0.49519375,0.5972872,0.28788,0.0,0.09700428,0.26856846,0.49189496,0.20012821,0.21250063,0.19036135,0.4043745,0.55575347,0.20817608,0.36280954,0.7656951,0.6085496,0.14057952,0.259447,0.2959271,0.76087683,0.046099,0.040432002,0.3353669,0.24231982,0.0,0.48444164,0.73037183,0.4827752,0.6530759,0.2583083,0.45201173,0.91356146,0.7931627,0.0
booksmart,0.113529176,0.12462393,0.08225206,0.13571894,0.027806085,0.0,0.025918707,0.052202508,0.14848123,0.1272222,0.10586833,0.09151902,0.19242692,0.14437209,0.07428129,0.21234365,0.0957958,0.0,0.05517497,0.039880052,0.17285162,0.0119061805,0.0,0.16481993,0.03302088,0.0,0.13773672,0.0,0.15353674,0.112847924,0.012499567,0.12178315,0.18189111,0.18247728,0.0
breakthroughmovie,0.63704485,1.0460159,1.3018229,0.84508765,0.0,0.5661663,0.0,1.1979399,1.1478833,0.70029515,0.4366839,0.09525907,1.0472434,0.6133096,1.068975,1.3275673,0.97678113,0.7861284,0.43650457,0.25883797,1.0860982,0.13635315,0.050208014,0.78908455,0.43045476,0.0,1.0856408,0.9917557,1.4244937,0.43322864,0.8417712,0.910711,1.203576,1.7727778,0.15219264
brianbanksmovie,0.92639333,0.7601166,0.7935211,0.79308593,0.0,0.40622818,0.30060813,0.9815831,0.7251831,1.010352,0.34451947,0.2765052,0.8644443,0.64390624,0.59424907,1.1256198,0.8524746,0.6747732,0.74621636,0.27439892,0.6820316,0.42004588,0.0,0.44302726,0.64055777,0.0,0.808488,0.9859395,0.85940224,0.14730594,0.6233265,0.69286966,1.2831576,1.0989642,0.15485986
brightburnmovie,0.5429052,0.44835633,0.48264506,0.59181654,0.0,0.49168777,0.08687033,0.48333105,0.8170332,0.39547953,0.33314258,0.35086933,0.8273142,0.71845335,0.7431345,0.9323115,0.55591,0.5120001,0.52346015,0.5638281,0.84594864,0.01928917,0.0,0.6835156,0.117066994,0.0,0.384425,0.6260078,0.96518445,0.7259344,0.7508878,0.68579984,0.75626194,0.8863223,0.0
brittanyrunsmov,0.22891113,0.37016127,0.26856837,0.3281435,0.066248566,0.24939805,0.07906246,0.34423378,0.32194543,0.12594181,0.25970644,0.23715648,0.44965222,0.26589286,0.32411152,0.266169,0.10959588,0.37663534,0.29680827,0.16055214,0.51917654,0.16525142,0.023618372,0.291108,0.21960968,0.0,0.15862626,0.3966959,0.37860394,0.23827195,0.3523811,0.24636737,0.25305694,0.47184122,0.0
