movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.54261535,0.95945346,0.0,0.9561589,0.88773924,0.9960602,0.4410339,0.4825893,0.5921623,0.8639072,1.1389371,0.64720243,0.47849536,0.72640127,0.82745266,0.7346651,0.48445392,0.383298,1.0557777,0.47168443,0.017066114,0.43780166,0.0,0.0,0.63616747,0.88420373,0.8441076,0.56646824,0.0,0.50439566,0.35312238,0.0,0.90190744,0.574545,0.9232743,0.59151363,0.7486614,0.5872252,0.7974264,0.55500764,0.5472977,0.9356344,0.75978863,0.54726124,1.0046808
47metersdown,0.4061842,0.6582628,0.0,0.59165454,0.346842,0.39455003,0.4457138,0.6487493,0.38828948,0.4115131,0.84881,0.13425866,0.55337435,0.58566236,0.8301695,0.40663815,0.47508773,0.27685863,0.66730934,0.12061609,0.0,0.18129474,0.0,0.0,0.08823647,0.70359385,0.6760407,0.45712352,0.0,0.39385903,0.20124474,0.0,0.5909031,0.7363882,0.85651106,0.5278113,0.4363349,0.46715242,0.74085134,0.4598057,0.72285956,0.69151247,0.51941586,0.5832247,0.68238854
abeautifuldaymovie,0.4695979,0.90219176,0.0,0.80839264,0.8872503,0.7906225,0.3700593,0.34853292,0.6489186,0.6497474,0.6999493,0.523244,0.5838106,0.7576545,0.85025615,0.46939087,0.2645956,0.32012305,0.7517129,0.46216398,0.18448696,0.37263978,0.0,0.0,0.4982546,0.86908627,0.78937274,0.5226319,0.0,0.5428052,0.35815665,0.0,0.8783583,0.35556868,0.8104785,0.930366,0.6234822,0.69355804,0.78991556,0.2383722,0.4904367,0.61722046,0.67326355,0.499777,0.8457913
abominablemovie,0.5956354,0.5865602,0.0,0.80865437,0.61154264,0.30783063,0.36821833,0.4652624,0.3328255,0.0062326305,0.54477656,0.0,0.32181272,0.4557408,0.98653686,0.26326397,0.27136138,0.34462717,0.74923784,0.19201478,0.0,0.2839325,0.0,0.0,0.22688729,0.5351552,0.62074715,0.32416248,0.0,0.4741665,0.7076263,0.0,0.65291774,0.65600425,0.8227557,0.5573778,0.50609624,0.2407445,0.6598542,0.38731515,0.6587559,0.41222224,0.68393946,0.62500936,0.39054272
adastramovie,0.2561732,0.78138965,0.0,0.68854016,0.7768018,0.91804653,0.30247745,0.30332875,0.57649344,0.6681611,0.76587296,0.52536726,0.76794064,0.8460281,1.0172979,0.51129305,0.35596052,0.30285698,0.84368914,0.31795567,0.115261905,0.48035994,0.0,0.0,0.46679068,0.8934176,0.58274436,0.442574,0.0,0.8678125,0.40292495,0.0,0.6154423,0.48477712,0.8519169,0.6980505,0.4584311,0.49153212,0.7698384,0.336578,0.48444352,0.684084,0.7858448,0.58505505,0.86190313
adogsjourneymovie,0.14953241,0.72046334,0.0,0.70914316,0.7576632,0.12031264,0.26919594,0.4317605,0.09001145,0.4382335,0.6366159,0.5981305,0.069228396,0.6353708,0.08839558,0.26230818,0.3262252,0.25767735,0.938454,0.5017387,0.0,0.19794427,0.0,0.0,0.4270485,0.31088555,0.7275927,0.5803373,0.0,0.14772858,0.5405864,0.0,0.61214864,0.12637907,0.63831437,0.0058281943,0.4972777,0.40510675,0.5033922,0.39769146,0.5295342,0.53120786,0.46931323,0.29430223,0.51579994
aftermathmovie,0.3305158,0.6795604,0.0,0.8049775,0.55865127,0.8415332,0.27938592,0.524692,0.37585062,0.68267965,0.8398694,0.3003732,0.4551879,0.5226013,0.8646054,0.6239413,0.47871047,0.42593014,0.9558873,0.29921448,0.0,0.4478775,0.0,0.0,0.49736404,0.9334974,0.7001301,0.39399335,0.0,0.64169997,0.4520425,0.0,0.7640755,0.6597491,0.7947061,0.61764646,0.61896586,0.3909191,0.6134673,0.49158293,0.5011136,0.7379403,0.8063891,0.6900081,0.988997
aftermovie,0.26083967,0.8995719,0.0,0.9675014,0.89824605,0.99580896,0.6072866,0.49408847,0.3830711,0.58989555,0.8685207,0.57692534,0.5577455,0.86216855,0.89100724,0.60799843,0.409807,0.22901326,0.81323487,0.59964746,0.25841877,0.5032387,0.0,0.0,0.71687454,0.9815321,0.9456934,0.5101072,0.0,0.65791005,0.45489383,0.0,0.68883103,0.49281144,0.7872244,0.7929485,0.68876016,0.39248654,0.630187,0.4345649,0.49596182,0.784051,0.97185254,0.67967707,0.8410235
ahiddenlifefilm,0.2831541,0.5253472,0.0,0.5840625,0.50914955,0.6131086,0.21336992,0.33544785,0.2860797,0.41161203,0.4703548,0.29392534,0.3530123,0.44242662,0.51565015,0.35892165,0.26593536,0.23399337,0.5851912,0.28728926,0.0,0.35158834,0.0,0.0,0.3681086,0.56946456,0.47299242,0.35261172,0.0,0.4362805,0.27678353,0.0,0.51640904,0.37245044,0.5050816,0.5111437,0.4251607,0.3233575,0.4638157,0.35302025,0.36701146,0.4597072,0.5067771,0.37296438,0.60044515
alitamovie,0.35352346,0.5654033,0.0,0.60231483,0.86024415,0.5970331,0.45163286,0.45290136,0.13564114,0.4126645,0.5973998,0.6588867,0.39934623,0.76414454,0.5647529,0.17143358,0.30629894,0.15424699,0.5120667,0.48829505,0.0,0.26346537,0.0,0.0,0.23928693,0.73342085,0.6008049,0.5037883,0.0,0.22811022,0.30447322,0.0,0.6738293,0.4764496,0.5772949,0.21857369,0.64932287,0.19293082,0.5348129,0.23038998,0.49466693,0.6675391,0.47530732,0.32839143,0.5043353
