movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,2.2588036,1.7609968,1.9569039,1.7498593,2.01219
47metersdown,2.0116735,1.8310732,1.3033619,1.5104823,1.6032355
abeautifuldaymovie,1.6929306,1.5480822,1.9512147,1.2786388,1.4306196
abominablemovie,1.8008051,1.8154753,1.1012391,1.5320829,1.3406255
adastramovie,2.0243382,1.4698806,1.6633666,1.5690324,1.3738346
adogsjourneymovie,1.6813844,2.3266165,1.159103,0.34349996,0.80742586
aftermathmovie,2.104723,1.4974905,1.5157202,1.4529479,1.520831
aftermovie,2.3114073,1.579406,1.9252565,1.8352852,1.7472645
ahiddenlifefilm,1.1530694,0.87921447,1.0218327,0.8679057,0.8920478
alitamovie,1.6309949,1.2862118,0.6312368,1.6141158,0.8010505
angelhasfallen,2.276028,1.5689356,2.1052408,1.704744,1.1688088
angrybirdsmovie,0.9215755,1.8454388,1.3332953,0.7898932,0.8810555
annabellemovie,2.1025472,1.9396508,2.4147475,1.4163507,1.581838
annamovie,2.1347837,1.6571431,1.8603001,1.7345022,1.6426771
apollo11movie,1.6451459,1.1350502,1.2818425,1.3617105,1.3760908
arcticdogsmovie,1.7944334,1.5122141,1.6695186,1.1136692,1.3638841
arcticmovie,0.9492404,0.86642534,1.3217957,0.7177499,0.9309448
artofracingmovie,2.1077871,1.6031115,2.1070879,1.6160845,1.469267
avengers,1.1850355,1.1271347,1.2385349,0.98087114,1.0239149
beachbummovie,1.7798613,1.1675366,1.2140262,1.7423192,1.3186184
bernadettefilm,2.4479156,1.8073453,1.6446517,1.7524562,1.9521577
blackandbluemovie,1.6877439,1.794897,1.479535,1.4465392,1.3741753
blackchristmas,1.8473599,1.6192732,1.9633934,1.5434637,1.5032842
blindedbythelightmovie,1.5659162,1.2661967,1.1752863,1.0298611,1.0015538
bombshellmovie,1.0035205,1.2715594,0.89512014,0.81998086,0.9209281
booksmart,0.4212231,0.7897257,0.111987725,0.6937958,0.0
breakthroughmovie,1.1203762,1.2208786,2.2570968,1.1366141,0.7768734
brianbanksmovie,1.7408861,1.8670824,2.124549,1.2428001,2.0147657
brightburnmovie,1.7841454,1.8862648,2.3165984,1.451663,1.5533333
brittanyrunsmov,0.8713895,0.71501315,0.50376827,0.7819034,0.68856233
captainmarvelofficial,1.5291965,1.5478221,1.636525,1.1142441,1.1000396
captivestatemovie,1.4319581,1.4265528,1.3687652,1.1963935,1.1413548
catsmovie,1.3399782,1.5596794,2.6712363,1.0313054,0.5694833
charliesangels,0.81168073,1.6290312,2.2561653,0.6620408,0.7085817
childsplaymovie,0.024392545,1.1457185,1.9081517,0.488423,1.4206963
clarathefilm,0.05770944,1.3107041,1.011425,0.5725796,1.2331026
coldpursuitmovie,1.5967984,1.2572479,1.6554996,1.1329436,1.1902922
countdown,1.4064884,1.8273227,1.7680389,1.1273408,2.1671305
currentwarmovie,2.3320236,1.9525384,1.9717727,1.4381558,1.6684681
darkwatersmovie,2.4255161,2.2977548,1.8806839,1.381702,1.2756997
detectivepikachumovie,2.3395982,1.3043987,2.0336459,1.6424751,1.2882967
disneyaladdin,2.5463712,1.8823208,2.3563006,1.8233057,1.4611992
disneyfrozen,1.2733902,1.0154359,1.5677513,1.3730114,1.1389347
disneymaleficent,2.387392,1.7351693,2.1760223,1.9031652,1.8426591
doctorsleepmovie,2.191151,1.5554079,2.1893976,1.5085579,1.5067087
dolemiteismyname,2.0160425,1.3724333,1.3042547,1.91214,1.1054101
dontletgomovie,2.1443956,1.9410305,2.2792091,1.7367553,1.7136258
doramovie,2.332001,1.7269266,1.7956393,1.4685006,1.5605688
downtonabbey_official,1.9979991,2.157801,1.1651242,1.4463516,1.220429
dumbo,2.0317755,1.4296983,1.9785717,1.6571367,1.5652841
escaperoom,1.7933359,1.8873516,2.3929367,1.5338184,1.5002713
everybodyknowsmovie,1.6909008,1.4026887,1.2896035,1.2871172,1.2308996
fastandfuriousmovie,1.4081894,1.8622653,1.4342974,1.3916776,0.8487205
fightingwmyfam,1.4940495,1.8018202,2.2060385,1.1977179,0.44321412
fivefeetapartfilm,1.1215137,1.3091049,1.1486923,1.6520196,1.136199
fordvferrari,1.5183227,0.7697005,1.0940462,1.2861867,0.9985358
freaksthefilm,0.73488414,0.9302938,0.97525966,0.58709544,0.7449937
geminimanmovie,2.435383,2.070578,1.807343,1.6358671,1.5461395
glassmovie,2.3753061,2.0952873,2.1204243,1.2944818,1.5734783
gloriabellmovie,2.4529839,1.848414,1.9689925,1.7835875,1.6648446
godzillamovie,1.7605761,1.0800773,1.6310323,1.2270002,0.97999233
goldfinchmovie,2.167894,2.1946723,1.7023417,1.3553349,1.5672525
goodboysmovie,2.2756186,1.6879306,2.4030058,1.2489456,1.4209349
goodliarmovie,2.477346,1.8311707,2.4007385,1.4840993,1.2410386
gretafilm,2.4125335,1.8753499,1.918454,1.9039382,1.2474521
halathemovie,2.151171,1.6625701,1.2629304,1.3481685,0.6589961
happydeathdaymovie,0.32914662,0.60261536,0.88125026,0.2533984,0.6145938
harrietfilm,2.365733,1.7309291,1.6869203,1.7558714,1.7698482
hellboymovie,2.2731264,1.3317306,1.6896014,1.9592583,1.3108492
hersmellmovie,1.2582085,1.5954298,1.1754595,0.82250077,1.3400947
highlifemovie,2.051876,1.5993292,1.7248468,1.4613603,1.4599625
highstrungmovie,0.0,0.72799927,0.0,0.0,0.0
honeyboymovie,1.5234742,0.7565339,1.4084147,1.3698702,1.0340769
hotelmumbaifilm,1.9648477,1.6402711,1.7111963,1.396913,1.6883827
httydragon,1.2514187,1.1697373,1.2860465,1.506733,1.1069204
hustlemovie,1.293263,1.1967639,0.96704847,1.0640738,0.9648195
hustlersmovie,0.0,1.8216428,0.33541745,0.76243234,0.6207502
isntitromantic,2.2444377,1.6984248,1.8508326,1.63655,1.0801898
itmovieofficial,2.2392476,1.7574586,1.332869,1.5571911,1.529915
jayandsilentbob,2.3056026,1.659394,1.1646079,0.7926878,0.8991992
johnwickmovie,1.6994778,1.6632622,2.5140488,1.55306,1.2613025
jojorabbitmovie,2.6191316,2.2676873,1.7733331,1.4693414,1.6682543
jokermovie,2.2202573,1.5168643,2.06137,1.3733392,1.2587274
judythefilm,1.8080323,1.2672017,1.9172181,1.2684348,1.9937814
jumanjimovie,0.8250015,2.0681274,1.7940246,1.0824436,0.91844606
justmercyfilm,1.1530393,0.83576477,0.72840023,1.2099323,0.77268404
knivesout,1.9780462,1.904219,1.0532329,1.1468437,1.6218083
lalloronamovie,2.2129357,1.7633343,1.9973785,1.5505658,1.5504324
lastblackmansf,2.3462634,1.8055421,1.117878,2.0226111,1.3561186
lastchristmasthemovie,1.6584557,1.2404678,1.5641372,1.2819196,1.1410196
latenightmovie,2.3150046,2.1991742,1.4161915,1.3455825,1.3174045
lighthousemovie,2.051876,1.5993292,1.7248468,1.4613603,1.4599625
lionking,1.734297,1.4546129,2.305605,1.0041956,0.96335876
littlethemovie,2.383844,1.839969,1.8690255,1.2947036,1.1661087
littlewomenmovie,2.0198967,1.9954251,2.787203,1.4273573,1.190644
littlewoodsfilm,2.2776327,1.7255379,1.7894169,2.003297,1.5868831
longshotmovie,2.39193,1.7658554,1.7413245,1.6064061,1.4828638
lordsofchaosmovie,1.9099714,1.6319166,2.1803706,1.5077922,1.5108322
lucyintheskyfilm,2.354658,1.6654613,1.705148,1.4223613,1.4271014
mamovie2019,1.0009212,1.5297625,2.2839541,1.4624804,1.1313146
marriagestory,2.0210383,1.5772383,2.3372588,1.4930505,1.2453189
meettheaddams,1.8355173,1.8271655,1.3564364,1.4330955,1.1151431
meninblack,1.1232108,1.767092,2.3508244,0.6397615,0.7796177
midsommarmovie,2.7838852,2.248996,2.328279,1.8090241,1.4568433
midwaymovie,1.7416254,1.6054704,1.4819711,1.9714863,1.2707531
missbalamovie,2.0257263,2.3097022,2.7404883,1.6526291,1.6503813
missinglinkfilm,1.6723019,1.3151947,1.4793442,1.2560517,1.4149084
motherlessbklyn,1.9204229,1.6158808,2.8884084,1.0291606,0.9956296
onceinhollywood,1.4740753,1.9262811,1.5503304,1.1622366,1.0127249
onthebasisofsex,1.6537001,1.9476236,1.1525671,0.48553473,1.213137
overcomermovie,1.814122,1.360062,1.7287184,1.3078098,1.290498
peanutbutterfalcon,0.0,0.8188861,0.23643851,0.25385368,0.0
petsematarymovie,2.5112996,1.9755691,2.341526,1.748839,1.6515821
piercingmovie,0.3662978,0.9092013,0.8080302,0.4172144,1.1036847
playingwithfire,2.4725616,2.2847412,1.4636217,1.4795392,1.2497402
playmobilthemovie,2.346988,1.8069451,2.082118,1.779141,1.7778711
pomsmovie,1.8074455,1.4148135,1.5148815,1.375858,1.5597227
queenandslim,1.3161738,1.3186249,1.5894345,1.0228437,1.2869005
rambomovie,1.7767249,1.4571922,1.6886349,1.2809433,1.3846806
readyornotfilm,2.3707964,1.6845579,1.5532893,1.7247183,1.8176935
richardjewellfilm,2.0869825,1.7114811,1.9724475,1.3223226,0.96281356
rocketmanmovie,2.2186668,1.707485,1.9670533,1.5497766,1.5644913
scarystoriesmovie,2.096629,1.5930157,1.7934711,1.7320511,1.490601
secretlifeofpets,1.8279073,2.2198303,0.5641889,0.7856291,0.7032479
serenityfilm,2.2128687,1.7799472,1.9723686,1.6265861,1.6183946
shaftmovie,2.2696822,1.720173,2.4772563,1.3214285,1.6250243
shazammovie,2.4803271,1.7933257,1.682432,1.6682857,1.5232952
spidermanmovie,0.8994154,1.804486,2.0759203,1.0170624,0.8254433
spiesindisguise,2.2522948,1.8561808,1.8964053,1.5332028,1.3947064
starwars,0.52078265,1.068882,1.3228898,0.6754611,0.11844709
stormboymovie,2.3264966,1.5090541,1.844587,1.5171875,1.7126436
stubermovie,1.2454009,0.9323278,0.92199266,1.2765478,0.85368145
taosdfilm,1.2000734,1.116893,1.4972938,0.7361461,1.0873866
teenspiritmov,0.6780975,1.2399379,2.366944,0.5833042,0.87280047
terminator,2.3769155,2.0749915,1.8143781,1.8399963,1.5141217
theaeronautsmov,1.1162398,0.7561502,0.7994397,0.8667474,0.81536555
thebestofenemies,1.8841686,1.911298,1.8817507,1.6007167,1.8682637
thedeaddontdie,1.9736215,1.8656354,1.7032778,1.4552903,1.9351573
thefarewell,2.2862966,1.9694368,1.7972567,1.620452,1.6779324
thehighwaymen,1.1721926,1.005107,1.2817099,0.86369985,0.9863854
thehummingbirdprojectfilm,1.1530694,0.87921447,1.0218327,0.8679057,0.8920478
