movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.6383361,0.8473464,0.3506471,0.74807847,0.5263553,0.34258524,0.6262228,0.6697894,0.73006284,0.68525,0.45303422,0.74066496,0.73298377,0.8379136,0.11868167,0.59256566,0.30220935,0.74566394,0.28045106,0.6555012,0.5944525,0.41800845,0.85117495,0.2172975,0.91898215,0.0,0.65443015,0.0,0.5690356,0.4266696,0.0,0.5031774,0.0,0.37237185,0.18773796,0.3295814,0.27418262,0.31550243,0.31713185,0.9217935
47metersdown,0.6995686,1.0281862,0.20336765,0.94526255,0.8297139,0.37467414,0.5377176,0.92527926,0.6632287,0.6768925,0.50556666,0.8647505,0.44228315,0.76685196,0.28633732,0.5738062,0.49837786,0.7872866,0.32494068,0.9802056,0.7327033,0.3158848,0.7947781,0.06375738,0.65254444,0.0,0.46029407,0.0,0.6178475,0.4423507,0.0,0.2118165,0.0,0.6891512,0.4509029,0.55799085,0.47650498,0.47046584,0.29330525,1.0960948
abeautifuldaymovie,0.50104225,0.8910987,0.25586998,0.62340695,0.27605957,0.20994069,0.5260268,0.8020578,0.5667501,0.7164175,0.412305,0.69843984,0.709338,0.64765847,0.4010404,0.6294398,0.27647913,0.77716196,0.20328966,0.41461492,0.33695433,0.25997743,0.62264717,0.31905693,0.80374885,0.0,0.4125226,0.0,0.6646148,0.31631786,0.0,0.48430717,0.0,0.37167332,0.3982571,0.32848316,0.0,0.50874513,0.47757483,0.7028698
abominablemovie,0.6822495,0.9829949,0.35849124,0.6426409,0.6231158,0.6911663,0.48877215,1.1353619,0.57738924,0.61688846,0.52346957,0.5808797,1.0378752,1.0732247,0.53548914,0.95168316,0.51013684,0.8239189,0.07516828,0.9285944,0.9697287,0.5448969,0.5633606,0.122122526,0.9840693,0.0,0.6585736,0.0,0.8458416,0.9579793,0.0,0.39388913,0.0,1.1085014,0.37897557,0.30669227,0.2823656,0.5771958,0.6091154,0.8750965
adastramovie,0.4613052,0.59861726,0.34759128,0.47779828,0.36841735,0.3953536,0.5806531,0.62215734,0.4677348,0.57470024,0.3275752,0.53762096,0.55423063,0.62627906,0.2643362,0.63174534,0.30899522,0.554999,0.26546133,0.67123216,0.53895295,0.29134527,0.5427833,0.40952617,0.7025452,0.0,0.5142468,0.0,0.44294137,0.24903472,0.0,0.3273761,0.0,0.6244988,0.17983034,0.3177963,0.12912723,0.49470267,0.4977205,0.5694272
adogsjourneymovie,0.5286558,1.5558265,0.4093346,1.1151972,0.34367913,0.19674884,0.41489264,1.2990607,0.941841,1.7403452,0.841314,1.3447503,1.5057664,1.7499869,0.68644387,0.73229134,0.42078272,0.98323464,0.3809259,0.7576766,0.54363865,0.48249108,1.4943781,0.28404108,0.6147432,0.0,1.2560737,0.0,1.1125728,0.5033508,0.0,0.989426,0.0,1.2131338,0.6332327,0.1536449,0.3027922,1.1508057,0.58480924,1.4680243
aftermathmovie,0.48344898,0.5459236,0.28207582,0.431315,0.49738774,0.2563776,0.17159685,0.6178484,0.3764633,0.5462962,0.42000157,0.62135994,0.6179892,0.675201,0.2590388,0.33676142,0.21475588,0.58789027,0.2061013,0.3334415,0.4310906,0.17169788,0.4610601,0.15518185,0.5451507,0.0,0.38128412,0.0,0.70921546,0.45112506,0.0,0.29820907,0.0,0.4505086,0.13112658,0.22466868,0.1365416,0.35814995,0.27357692,0.6908372
aftermovie,0.68072385,0.82441485,0.2420567,0.39719248,0.37498897,0.21499944,0.5452038,0.7266161,0.62458277,0.7063887,0.367392,0.90495765,0.6896367,0.7395724,0.30512145,0.77183896,0.4127177,0.7660832,0.26540804,0.6324647,0.5962367,0.27426857,0.7407793,0.2195107,0.6869684,0.0,0.25756386,0.0,0.7076907,0.4784515,0.0,0.40317333,0.0,0.5290635,0.35211778,0.39621696,0.031069264,0.35786396,0.5201112,0.7685103
ahiddenlifefilm,0.31610322,0.41361398,0.174571,0.32497954,0.21290155,0.15414375,0.24594158,0.41117334,0.29526368,0.3655139,0.22416964,0.3413229,0.3419904,0.40483555,0.17473213,0.29160577,0.18608275,0.3774798,0.11239252,0.30467048,0.29522246,0.20240629,0.3271586,0.12715745,0.4118044,0.0,0.21825024,0.0,0.3603721,0.27846783,0.0,0.21164875,0.0,0.28019962,0.15655184,0.17101856,0.08772524,0.25798067,0.21904315,0.43850031
alitamovie,0.66942126,0.7676759,0.59830993,0.87156385,0.5470381,0.37108883,0.5989446,0.7867219,0.8767257,0.9106048,0.40820765,0.80017036,0.4437545,1.0246302,0.0702908,0.82545674,0.6512419,0.8609606,0.15033445,1.0851299,0.7865313,0.93499815,0.92344564,0.3172949,0.8235892,0.0,0.514736,0.0,0.7170349,0.41585883,0.0,0.40239397,0.0,0.78316295,0.6255977,0.47599503,0.39060503,0.5310158,0.4760501,1.1298486
angelhasfallen,0.6593759,0.9565683,0.23944747,0.8353128,0.43712637,0.38311374,0.5685053,0.7979422,0.6208734,0.71750844,0.4936757,0.6846068,0.71209586,0.93402785,0.37001646,0.7371956,0.38109988,1.0236037,0.23309694,0.42790696,0.4907996,0.6238989,0.8885212,0.22627653,0.6502224,0.0,0.3690321,0.0,0.6928448,0.4542186,0.0,0.4740364,0.0,0.3714171,0.31914493,0.3707599,0.0,0.39929006,0.41282147,1.1787932
angrybirdsmovie,0.79653627,1.4903224,0.12498421,1.4872465,0.21251695,0.22640042,1.1196578,1.0236118,1.2369617,1.5816433,0.5266051,1.0645771,0.7923651,1.7575074,0.632533,0.89469486,0.33378345,1.5164661,0.08547355,0.8091264,0.2173941,0.2882464,0.9041298,0.037255958,0.96036726,0.0,0.85860103,0.0,1.1855547,0.31773168,0.0,0.9720846,0.0,0.60959125,0.23790674,0.57007325,0.04307639,0.6865724,0.71317863,1.4096948
annabellemovie,1.1667976,1.2744851,0.31036818,0.6409079,0.8613101,0.3885407,0.7519653,1.4572505,0.8747837,1.0816927,0.66548383,1.0871092,1.1905017,1.3262745,0.5575655,0.7417136,0.6242607,1.2706041,0.14554779,0.8565569,1.003162,0.6039622,0.70464474,0.30198526,1.4969386,0.0,0.8494955,0.0,1.3837614,0.8286795,0.0,0.85718495,0.0,0.6384117,0.45458218,0.3755851,0.12852561,0.76565087,0.70389557,1.4263196
annamovie,0.46028405,0.9076935,0.3292886,0.7659501,0.41843563,0.41504222,0.4140238,0.8603991,0.59672654,0.72535247,0.38200307,0.66837823,0.59156257,0.8097733,0.35847348,0.45021176,0.18394452,0.7872144,0.09649759,0.6745187,0.70651317,0.43995765,0.55279666,0.3535251,0.8334855,0.0,0.3961132,0.0,0.81228006,0.72503984,0.0,0.4036626,0.0,0.5909021,0.33265007,0.23537621,0.25558227,0.48241088,0.2703003,0.7698307
apollo11movie,0.37945646,0.4572087,0.22112751,0.3584218,0.22836679,0.23400065,0.3020342,0.36008388,0.25865424,0.40170515,0.30497116,0.24139059,0.5468992,0.5485787,0.25998026,0.4087963,0.32860377,0.39513972,0.20633762,0.40373427,0.45693532,0.17993909,0.49339464,0.33317903,0.66813296,0.0,0.3699174,0.0,0.49938288,0.36421198,0.0,0.09659763,0.0,0.39039743,0.3827096,0.15556501,0.08113394,0.34757516,0.2898127,0.4890924
arcticdogsmovie,0.567981,0.7695691,0.18344286,0.48586157,0.24997498,0.11038101,0.29494068,0.51732266,0.4766206,0.6183942,0.27720472,0.4834456,0.51641613,0.81554866,0.33814362,0.41247156,0.36157185,0.62288916,0.10941071,0.58790004,0.6645849,0.20842296,0.6747213,0.08683148,0.65334576,0.0,0.28637546,0.0,0.57785803,0.51666677,0.0,0.25578097,0.0,0.49052465,0.16914523,0.35782674,0.14762205,0.4853528,0.34392008,0.7557066
arcticmovie,0.318282,0.6137467,0.16406536,0.53079754,0.216888,0.0962638,0.32786325,0.44889474,0.39803144,0.30882278,0.23107146,0.5180493,0.3988483,0.4892607,0.17853318,0.52985716,0.20523545,0.4551747,0.14173885,0.47649094,0.30606273,0.17033982,0.40385422,0.12880294,0.49491018,0.0,0.28001767,0.0,0.45733997,0.33782282,0.0,0.3003686,0.0,0.4465923,0.30971906,0.28970245,0.18885702,0.34399605,0.4373907,0.66649354
