movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.9491955,0.0,1.5329386,1.4237968,0.0,1.0661683,0.5809943,1.6359274,1.2657503,1.1283131,0.8768446,1.6311864,1.2479069,0.6008107,1.3412454
47metersdown,1.09945,0.0,1.5668637,0.91302186,0.0,0.45614132,0.9689972,1.332622,1.0277545,0.8758777,0.8738088,1.2653726,1.7183168,1.1765604,1.3603582
abeautifuldaymovie,1.5686435,0.0,0.9947516,1.2485456,0.0,0.9230666,0.6156484,1.2560929,1.1225017,1.0636042,0.5532825,1.3317044,1.1198549,0.6017507,1.0369515
abominablemovie,1.6320903,0.0,0.642419,0.9376466,0.0,1.080546,0.66826665,0.87416136,1.1579607,0.9887916,0.18042868,1.7562158,0.95631593,0.36003673,1.144561
adastramovie,1.4779829,0.0,0.9220021,1.1284344,0.0,0.88918483,0.8032079,0.71998334,1.04731,1.096213,0.5361133,1.2853292,1.127895,0.61961704,1.1986685
adogsjourneymovie,1.6652786,0.0,0.43547153,0.9000291,0.0,0.8402301,0.31438133,0.83711016,1.1363741,0.4619323,0.32167017,1.7461485,0.83173144,0.18511754,1.039201
aftermathmovie,1.4400166,0.0,1.1663469,1.1004007,0.0,0.79627514,0.56030923,1.2844381,0.93184274,0.9497869,0.61725664,1.3337203,1.1861093,0.7089105,1.0909859
aftermovie,1.6357374,0.0,1.4353362,1.3840227,0.0,0.873018,0.5011751,1.4389716,1.2374305,1.202159,0.8079257,1.3658321,1.2590947,0.54604465,1.2666395
ahiddenlifefilm,0.90790737,0.0,0.75886995,0.7264064,0.0,0.55648875,0.3231346,0.7626718,0.60998386,0.64160806,0.43940008,0.8382574,0.72833836,0.40428835,0.7093825
alitamovie,1.2316582,0.0,0.28891814,0.7544998,0.0,0.5721562,0.51493055,0.6192595,1.112165,0.7379905,0.3060072,1.2656015,0.9682934,0.27395746,1.1168847
angelhasfallen,1.7690488,0.0,1.1193955,1.2965055,0.0,1.3064895,0.6998579,1.3621323,0.9982755,1.2726852,0.79003733,1.2988598,1.2544644,0.55416733,1.1717584
angrybirdsmovie,1.5008485,0.0,0.058008365,0.6911374,0.0,0.6218159,0.0,1.006762,1.3844562,0.48433793,0.41660494,1.2448138,0.78720033,0.43312526,1.025558
annabellemovie,2.0214286,0.0,1.3003148,1.2734205,0.0,1.2814221,0.58864325,1.6417983,1.6272733,0.9081669,0.9431713,1.8736249,0.89803743,0.5725856,1.560247
annamovie,1.6314343,0.0,0.962181,1.1977274,0.0,0.923702,0.5784455,1.3798743,1.3668035,1.0793135,0.6333546,1.4750999,1.3561611,0.6098843,1.311064
apollo11movie,1.300177,0.0,1.1109937,0.8868209,0.0,0.76897776,0.4985108,1.1818742,0.8639919,0.7510347,0.66520786,1.0718917,0.6958019,0.5164703,1.1109505
arcticdogsmovie,1.1621598,0.0,0.9031151,0.96494675,0.0,0.6653429,0.5777504,0.9891064,0.840382,0.7957073,0.37290952,1.098716,0.97453314,0.7798637,0.81754947
arcticmovie,0.9016535,0.0,0.52458316,0.73922783,0.0,0.577522,0.45227113,0.6780169,0.69519216,0.7147342,0.43044138,0.7195194,0.89231575,0.3923377,0.68795466
artofracingmovie,1.9095731,0.0,1.1794472,1.2162708,0.0,1.0693572,0.8257088,1.2766167,1.1735018,1.1795553,0.6380652,1.6672953,1.2433167,0.83586353,1.4836309
