movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.5294997,0.6826919,0.8777577,0.4134542,0.0,0.76266724,0.4709554,0.8359959,0.7260667,0.3043147,0.45566088,0.81002635,0.6855068,0.0,0.7513574,0.90260226,0.7545447,0.62482214,0.0,1.0314034,0.5463985,0.45692804,0.0,0.8740463,0.93726605,0.0,0.593546,0.89354163,0.009862518,0.73343533,0.87767804,0.74306834,0.0,0.0,0.58379936
47metersdown,0.43408203,1.1040318,1.133243,0.55385673,0.0,0.9952402,0.5157576,0.6972449,0.76317567,0.29479548,0.66492075,0.93451667,0.8086133,0.0,0.36590195,0.8957823,1.0244411,0.5257076,0.0,0.7091409,0.78540224,0.92867035,0.0,0.77348423,0.48858985,0.0,0.511147,0.8992559,0.0,0.6815438,0.63829577,1.0235281,0.0,0.0,0.43967336
abeautifuldaymovie,0.6178675,0.3810722,0.7708869,0.31449974,0.0,0.7148411,0.33311027,0.45493472,0.85860246,0.258639,0.35356936,0.72807753,0.59600353,0.0,0.512236,0.8083095,0.5191416,0.68058574,0.0,0.8922999,0.61494106,0.4195116,0.0,0.55216634,0.555725,0.0,0.6602429,0.7880933,0.0,0.73091716,0.9015701,0.50052905,0.0,0.0,0.6381677
abominablemovie,0.12978816,0.6490976,0.83633703,0.15094249,0.0,0.9631676,0.8865113,0.7005453,0.97879404,0.4500047,0.6527115,1.1921151,0.58555484,0.0,0.9365733,1.1054981,0.5394366,0.9818126,0.0,1.2712024,0.39381155,0.5805476,0.0,1.0137534,1.2368574,0.0,0.97945106,0.8216046,0.0,0.9537113,0.8123218,0.6946848,0.0,0.0,0.74113744
adastramovie,0.43585786,0.294585,0.7500022,0.31139717,0.0,0.6762864,0.5317304,0.6858349,0.63381773,0.21762608,0.44853473,0.72976977,0.6760675,0.0,0.5216262,0.75478584,0.48787588,0.59863305,0.0,1.0454493,0.47182637,0.5137665,0.0,0.5717311,0.61921,0.0,0.65694165,0.5451768,0.0,0.5244751,0.68228614,0.4495247,0.0,0.0,0.48134395
adogsjourneymovie,0.58910024,0.25778356,1.2377616,0.3426673,0.0,0.8488998,0.7875971,0.6476094,1.3051183,0.6879052,0.42254102,1.2743759,0.8564708,0.0,1.258009,1.271743,0.54042274,1.0624403,0.0,1.679481,0.7739414,0.9164537,0.0,1.2234733,1.6016967,0.0,1.008624,0.6780404,0.051188525,1.235842,1.3039759,0.9054695,0.0,0.0,0.8016719
aftermathmovie,0.42886278,0.38850126,0.60349077,0.27599448,0.0,0.46456096,0.39867935,0.47369897,0.5197888,0.3062671,0.43403974,0.7017343,0.4720812,0.0,0.48242596,0.60448647,0.34078822,0.4746731,0.0,0.66891986,0.35540116,0.5228603,0.0,0.5143434,0.68253714,0.0,0.5814207,0.5736601,0.08042864,0.5261779,0.63385653,0.41168398,0.0,0.0,0.4870679
aftermovie,0.38248727,0.6413711,0.66034424,0.09279594,0.0,0.8464739,0.5534674,0.5980744,0.7432535,0.21399233,0.5863889,0.89995295,0.6688107,0.0,0.59347105,0.8538063,0.6038542,0.5679492,0.0,0.81922555,0.5428881,0.58157355,0.0,0.97203094,0.78787583,0.0,0.5171152,0.6174314,0.0,0.6301649,0.65094364,0.67825675,0.0,0.0,0.63106316
ahiddenlifefilm,0.26335797,0.32152826,0.41463044,0.20439509,0.0,0.41252732,0.2904043,0.35538417,0.40987322,0.16293904,0.28366286,0.42932332,0.36970744,0.0,0.3305633,0.39802277,0.34170076,0.36791274,0.0,0.45519152,0.29287082,0.31522688,0.0,0.38378,0.42045623,0.0,0.36515036,0.42046726,0.0,0.3883746,0.4316151,0.32289803,0.0,0.0,0.300253
alitamovie,0.6924081,0.7104302,0.8770751,0.1360193,0.0,0.9202808,0.23164827,0.7323944,0.62397444,0.37286994,0.68263626,0.70057666,0.8313379,0.0,0.5390609,0.99695706,0.4726374,0.48219797,0.0,0.81405234,0.90852666,0.6027451,0.0,0.60113627,0.5294804,0.0034843646,0.8030011,0.4775922,0.0,0.5926277,0.7800284,0.76599383,0.0,0.0,0.26011446
