uid,sid
290,65
290,4
290,100
290,125
290,101
290,18
290,75
290,55
290,6
290,36
290,114
290,19
290,77
290,58
290,38
291,43
291,11
291,44
291,70
291,45
291,37
291,62
291,21
291,79
291,40
293,31
293,41
293,137
293,24
293,150
293,11
293,69
293,138
293,65
293,60
293,45
293,126
293,72
293,20
293,62
293,104
293,40
294,10
294,41
294,106
294,11
294,35
294,144
294,155
294,125
294,46
294,19
294,62
294,63
294,134
294,21
294,22
294,30
294,107
294,40
295,80
295,87
295,12
295,52
295,110
295,74
295,89
295,133
295,48
295,116
295,50
296,0
296,94
296,139
296,60
296,46
296,27
296,116
296,49
296,22
296,141
296,79
297,65
297,89
297,56
297,76
297,116
297,21
297,77
297,22
297,159
297,40
299,0
299,87
299,32
299,59
299,74
299,115
299,53
299,16
299,83
299,72
299,89
299,66
299,77
299,49
299,29
299,64
300,128
300,32
300,25
300,60
300,14
300,17
300,50
300,79
300,107
300,40
300,64
301,0
301,41
301,43
301,2
301,25
301,109
301,44
301,96
301,47
301,122
302,31
302,142
302,35
302,139
302,61
302,122
302,66
302,62
302,21
302,22
302,40
302,23
303,90
303,82
303,91
303,32
303,51
303,1
303,2
303,110
303,60
303,44
303,14
303,96
303,6
303,47
303,48
303,76
303,108
304,80
304,10
304,32
304,51
304,44
304,47
304,120
304,63
304,143
304,141
304,23
304,64
305,41
305,82
305,106
