movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,0.0,0.8185051,1.5815288,1.20492,1.9198791
47metersdown,0.0,1.2994657,1.177175,1.5161929,2.1120422
abeautifuldaymovie,0.0,0.87268656,1.4207867,1.3103223,1.6112446
abominablemovie,0.0,1.0426645,1.7203485,1.7066336,3.1541646
adastramovie,0.0,1.2113211,1.3729432,1.0987086,1.8854641
adogsjourneymovie,0.0,1.5347302,1.9177141,1.8843052,4.4521546
aftermathmovie,0.0,0.7554657,1.3335111,1.082319,1.4923956
aftermovie,0.0,0.7902516,1.4577245,1.1646786,1.6274118
ahiddenlifefilm,0.0,0.55870473,0.7269892,0.6586981,0.90947366
alitamovie,0.0,1.5047376,1.3122178,1.6807728,2.6464682
angelhasfallen,0.0,0.862239,2.0653636,1.6547961,2.3331623
angrybirdsmovie,0.0,1.7560804,3.4854355,2.5883012,5.1069155
annabellemovie,0.0,1.4995941,2.1253784,2.056176,3.061666
annamovie,0.0,1.2514534,1.3237218,1.0508927,1.9891899
apollo11movie,0.0,0.86647415,1.1448746,0.90357697,1.3665956
arcticdogsmovie,0.0,0.9950649,1.1792389,1.1756864,1.5326527
arcticmovie,0.0,0.6759642,1.2479134,1.0468397,1.3329802
artofracingmovie,0.0,1.3718474,1.432177,1.1981394,2.1745136
avengers,0.0,0.43240303,1.2770894,0.9184523,1.56868
beachbummovie,0.0,1.2214531,2.0202122,1.3749456,2.3105702
bernadettefilm,0.0,1.0559267,1.3984606,1.1866705,1.9617748
blackandbluemovie,0.0,1.0245159,3.0426407,2.3203,3.855332
blackchristmas,0.0,0.9449481,1.3877058,1.3495593,1.8995298
blindedbythelightmovie,0.0,0.643744,1.0367548,0.90902394,1.2119055
bombshellmovie,0.0,0.6275003,2.1571503,1.2512703,2.655674
booksmart,0.0,1.7300041,14.499262,7.7345533,14.204101
breakthroughmovie,0.0,1.7625911,2.929007,2.154052,3.822031
brianbanksmovie,0.0,1.1133733,1.6484172,1.5102415,2.1512403
brightburnmovie,0.0,1.1905762,1.9105355,1.634829,2.296873
brittanyrunsmov,0.0,0.87886286,0.8906519,0.9679102,1.3584888
captainmarvelofficial,0.0,0.77184343,1.4664257,1.2467818,2.0815997
captivestatemovie,0.0,0.8939494,1.5553228,1.5595572,1.9424001
catsmovie,0.0,1.4490548,2.704341,3.0016367,3.845922
charliesangels,0.0,1.4337975,4.193604,2.511263,4.195801
childsplaymovie,0.0,2.8310447,3.6416488,4.805336,7.748905
clarathefilm,0.0,3.170897,4.419703,5.345481,9.989774
coldpursuitmovie,0.0,0.8182707,1.1191188,1.0009497,1.5674363
countdown,0.0,1.3044176,2.4041634,2.5383143,2.9741676
currentwarmovie,0.0,0.9349874,1.4794855,1.5092723,2.0066774
darkwatersmovie,0.0,1.1323435,1.6864338,1.6855221,2.5646164
detectivepikachumovie,0.0,0.8933791,1.576762,1.3715131,2.4883456
disneyaladdin,0.0,0.9277397,2.0283337,1.7130315,2.46145
disneyfrozen,0.0,1.3466009,2.5849495,2.172341,4.5046844
disneymaleficent,0.0,0.83652645,1.6494514,1.2973263,2.18738
doctorsleepmovie,0.0,0.8061331,1.4050171,1.2463224,1.4999852
dolemiteismyname,0.0,1.0912952,2.5236473,1.7781069,3.19138
dontletgomovie,0.0,1.1847955,1.4732308,1.5495079,2.1473541
doramovie,0.0,0.82541394,1.7178373,1.5353439,1.818988
downtonabbey_official,0.0,1.3303357,2.366397,2.2723734,3.718894
dumbo,0.0,0.73379153,1.3832426,1.1807151,1.8563735
escaperoom,0.0,1.2737035,1.767506,1.7587643,2.2665784
everybodyknowsmovie,0.0,0.67452544,1.0813863,1.0669875,1.4499393
fastandfuriousmovie,0.0,1.1739116,3.432693,2.4404156,4.640978
fightingwmyfam,0.0,1.1058615,2.2515826,2.4652858,3.3994904
fivefeetapartfilm,0.0,1.5110298,3.111236,3.7468052,3.7709851
fordvferrari,0.0,1.2050947,1.2549224,1.0193851,1.7773063
freaksthefilm,0.0,0.9489557,1.5075642,1.4433091,2.0834277
geminimanmovie,0.0,1.1855012,1.5311606,1.3845992,2.0620947
glassmovie,0.0,0.82742393,1.578547,1.5875814,2.1589859
gloriabellmovie,0.0,1.0583498,1.3138008,1.2659702,1.9967502
godzillamovie,0.0,0.83896536,1.4561996,0.89842695,1.8741753
goldfinchmovie,0.0,0.6846178,1.8728874,1.3901737,2.2227395
goodboysmovie,0.0,0.6575494,2.214172,1.7763407,2.2106683
goodliarmovie,0.0,1.3234698,1.5805628,1.6067328,2.8093204
gretafilm,0.0,0.8606777,1.7339785,1.5958607,2.2228208
halathemovie,0.0,0.67304736,2.9677367,2.2932038,2.5388615
happydeathdaymovie,0.0,0.6187277,0.65487695,0.71247846,0.78334224
harrietfilm,0.0,1.1038661,1.7317563,1.5373726,2.1862686
hellboymovie,0.0,0.96685237,1.4306947,1.0334425,2.0000033
hersmellmovie,0.0,0.43315503,2.878337,2.983205,3.7277834
highlifemovie,0.0,0.90999496,1.2610731,1.1079973,1.6894116
highstrungmovie,0.0,7.0063252,13.028025,9.504508,24.40565
honeyboymovie,0.0,2.2612474,2.576293,2.4112232,4.4292507
hotelmumbaifilm,0.0,0.85978556,1.2250363,1.2783318,1.8414953
httydragon,0.0,1.8741673,2.8484678,3.0863245,5.715643
hustlemovie,0.0,0.9017124,2.7462077,1.4660401,2.7207437
hustlersmovie,0.0,3.3067553,6.174553,4.493618,11.218121
isntitromantic,0.0,1.1485581,1.6959664,1.4053967,2.094766
itmovieofficial,0.0,0.8410273,1.7324556,1.4352748,2.4869123
jayandsilentbob,0.0,1.2133071,2.5938663,2.8500955,3.6771665
johnwickmovie,0.0,1.2987632,2.1015468,1.7768979,3.3799732
jojorabbitmovie,0.0,1.1202146,2.3333936,1.977355,3.2045484
jokermovie,0.0,0.8819102,1.2300948,1.2243466,1.7167679
