movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.0,0.91866946,0.42484206,0.69223434,1.1640795,1.0182904,1.5086395,0.0,1.182221,1.2042671,1.2189598,0.0,1.0532708,0.6878286,0.5293751,0.7060504,0.0,0.0,0.0,0.824405
47metersdown,0.0,0.98937804,0.72989297,0.66446054,1.6771656,1.431076,1.3472205,0.0,1.1200409,1.6036508,1.4376721,0.0,1.6531318,1.3910204,0.49311,0.7772809,0.0,0.0,0.0,0.9269208
abeautifuldaymovie,0.0,0.5797743,0.7606244,0.6931569,1.1802804,1.0030565,1.329375,0.0,0.8615426,1.2148088,1.3221892,0.0,1.0760415,0.8081045,0.5210035,1.0187775,0.0,0.0,0.0,0.49698225
abominablemovie,0.0,0.92685175,1.0952389,1.1185058,2.0063517,2.0961647,1.6668451,0.0,1.5039271,2.0363402,1.9140987,0.0,1.3128757,1.7802864,0.6264546,1.3228081,0.0,0.0,0.0,0.95475554
adastramovie,0.0,0.6040437,0.43509135,0.7591118,1.1597819,0.9835302,1.1698248,0.0,1.0128416,1.0912336,1.2852172,0.0,1.0829048,0.8013311,0.64639235,0.7438096,0.0,0.0,0.0,0.77174157
adogsjourneymovie,0.0,1.5316705,1.8100431,1.1566703,2.4432237,2.1818097,2.6715026,0.0,1.805982,2.2166314,2.2096696,0.0,2.2387695,1.5313588,1.2872167,1.4674441,0.0,0.0,0.0,0.97771037
aftermathmovie,0.0,0.5789827,0.53850985,0.7232427,0.9718261,0.83173513,1.0510634,0.0,0.82891154,0.99565846,1.056593,0.0,0.6885228,0.75369257,0.52504796,0.6226289,0.0,0.0,0.0,0.56540465
aftermovie,0.0,0.6023173,0.36326778,0.598903,1.2686012,0.9842199,1.160927,0.0,0.9700105,0.97272176,1.0846771,0.0,0.9580512,0.74959254,0.4516874,0.8087137,0.0,0.0,0.0,0.54802775
ahiddenlifefilm,0.0,0.37145132,0.33552703,0.43910035,0.60858846,0.52818584,0.6975595,0.0,0.5141964,0.6546799,0.6255774,0.0,0.5469808,0.44450796,0.34753674,0.40140808,0.0,0.0,0.0,0.3916323
alitamovie,0.0,0.73252225,0.51803464,0.87817717,1.1695304,1.0208987,1.1566917,0.0,1.0458052,1.0974836,1.0578858,0.0,1.1002293,0.97397834,0.42804295,0.661049,0.0,0.0,0.0,0.61301863
angelhasfallen,0.0,1.0370396,0.79125094,1.0101632,1.708495,1.3028204,2.0309613,0.0,1.4036288,1.3323616,1.5845394,0.0,1.3507702,0.8603555,0.7229185,1.2896352,0.0,0.0,0.0,0.7739604
angrybirdsmovie,0.0,0.7648565,1.4894361,0.90030473,2.7547662,2.6219213,3.195896,0.0,1.9824617,2.258595,3.1710014,0.0,2.2224402,2.4272134,0.7575466,2.437269,0.0,0.0,0.0,1.5967582
annabellemovie,0.0,1.1806296,0.6940836,1.4565936,1.9729214,1.8370339,1.8115097,0.0,1.7308873,2.1036243,1.8745214,0.0,1.3609023,1.505734,0.5987437,1.1345795,0.0,0.0,0.0,0.7391093
annamovie,0.0,0.49998617,0.64931417,0.67170334,0.9644338,1.0447874,1.0956986,0.0,0.71476185,1.3305064,1.3017197,0.0,0.7942425,0.88668853,0.6624695,0.5152854,0.0,0.0,0.0,0.8411428
apollo11movie,0.0,0.5620884,0.49322712,0.5220545,0.9868485,0.9725454,0.98953396,0.0,0.71716505,1.098041,0.96503097,0.0,0.7756144,0.7828743,0.5261935,0.5523584,0.0,0.0,0.0,0.5687736
arcticdogsmovie,0.0,0.57227445,0.6063558,0.47831175,1.0389669,0.9154393,0.89762104,0.0,0.7689442,0.90405446,1.0288417,0.0,0.918458,0.9528212,0.4432549,0.7276652,0.0,0.0,0.0,0.714439
arcticmovie,0.0,0.47479296,0.4983098,0.5758192,0.9092972,0.72560704,0.93324643,0.0,0.6918043,0.8746997,1.0331941,0.0,0.8231276,0.6988654,0.2965148,0.63495344,0.0,0.0,0.0,0.5663074
artofracingmovie,0.0,0.5835234,0.4379217,0.85801977,1.4493872,1.0819753,1.5763121,0.0,1.1758319,1.2197883,1.427917,0.0,1.189798,0.91975355,0.72946024,0.7934961,0.0,0.0,0.0,0.895468
avengers,0.0,0.68366647,0.48650113,0.63350564,1.0946784,0.9123082,1.396457,0.0,1.0013179,1.1582181,1.0428541,0.0,0.9433005,0.46712908,0.38024718,0.6029465,0.0,0.0,0.0,0.6729314
beachbummovie,0.0,0.7256758,0.66241944,0.5639398,1.3256786,1.250281,1.1822542,0.0,0.8578433,1.1804497,1.3566943,0.0,0.9592849,0.96131647,0.84577906,0.9971895,0.0,0.0,0.0,0.6422848
bernadettefilm,0.0,0.8464684,0.5595177,0.7427121,1.2094569,1.112661,1.6500901,0.0,0.99455315,1.5139935,1.0551549,0.0,1.038468,0.91348135,0.40770882,0.6655279,0.0,0.0,0.0,0.48853105
blackandbluemovie,0.0,1.1105729,0.996665,0.8065805,2.3840888,2.0140076,2.1213484,0.0,1.6762207,1.6242636,1.9397117,0.0,1.8835948,1.6401771,1.0912036,1.837206,0.0,0.0,0.0,0.99809444
