movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,0.0,0.0,1.6281198,1.5274423,0.0
47metersdown,0.0,0.0,3.309163,1.2218376,0.0
abeautifuldaymovie,0.0,0.0,2.4862468,1.1200842,0.0
abominablemovie,0.0,0.0,4.293853,1.6423715,0.0
adastramovie,0.0,0.0,2.3502655,0.8207519,0.0
adogsjourneymovie,0.0,0.0,5.288933,1.3086439,0.0
aftermathmovie,0.0,0.0,1.8852483,1.005811,0.0
aftermovie,0.0,0.0,2.5336218,0.9941938,0.0
ahiddenlifefilm,0.0,0.0,1.1390963,0.66383076,0.0
alitamovie,0.0,0.0,2.955121,1.2421608,0.0
angelhasfallen,0.0,0.0,3.3539805,1.3990364,0.0
angrybirdsmovie,0.0,0.0,6.700053,2.4148629,0.0
annabellemovie,0.0,0.0,3.6536298,2.006784,0.0
annamovie,0.0,0.0,2.177715,1.4064069,0.0
apollo11movie,0.0,0.0,1.7223182,0.9039142,0.0
arcticdogsmovie,0.0,0.0,2.1922624,1.0492508,0.0
arcticmovie,0.0,0.0,1.5501993,1.0009061,0.0
artofracingmovie,0.0,0.0,2.980466,1.0637853,0.0
avengers,0.0,0.0,1.4682353,1.5622894,0.0
beachbummovie,0.0,0.0,2.934051,1.3918028,0.0
bernadettefilm,0.0,0.0,2.7192726,1.4700905,0.0
blackandbluemovie,0.0,0.0,5.0748253,1.2399179,0.0
blackchristmas,0.0,0.0,2.271919,1.0249772,0.0
blindedbythelightmovie,0.0,0.0,1.6286267,0.8773736,0.0
bombshellmovie,0.0,0.0,2.4677315,1.6192797,0.0
booksmart,0.0,0.0,12.810326,13.031434,0.0
breakthroughmovie,0.0,0.0,6.1236935,1.3179445,0.0
brianbanksmovie,0.0,0.0,3.0085185,1.4774936,0.0
brightburnmovie,0.0,0.0,3.0181444,1.1406635,0.0
brittanyrunsmov,0.0,0.0,1.3382272,1.0962031,0.0
captainmarvelofficial,0.0,0.0,2.2319317,1.6745057,0.0
captivestatemovie,0.0,0.0,3.1443272,1.2206472,0.0
catsmovie,0.0,0.0,4.7680044,1.911725,0.0
charliesangels,0.0,0.0,5.462324,2.8010018,0.0
childsplaymovie,0.0,0.0,9.849228,2.127801,0.0
clarathefilm,0.0,0.0,12.359313,3.0729952,0.0
coldpursuitmovie,0.0,0.0,1.8822135,1.0125527,0.0
countdown,0.0,0.0,3.5666063,1.2434883,0.0
currentwarmovie,0.0,0.0,2.7360532,1.2486578,0.0
darkwatersmovie,0.0,0.0,4.3626347,1.5615293,0.0
detectivepikachumovie,0.0,0.0,3.189038,1.5406833,0.0
disneyaladdin,0.0,0.0,3.075983,1.8973101,0.0
disneyfrozen,0.0,0.0,5.353039,2.2311249,0.0
disneymaleficent,0.0,0.0,2.76564,1.6413722,0.0
doctorsleepmovie,0.0,0.0,2.0449252,0.96389353,0.0
dolemiteismyname,0.0,0.0,4.788707,1.0509194,0.0
dontletgomovie,0.0,0.0,2.606428,1.0916349,0.0
doramovie,0.0,0.0,2.4800246,1.1604302,0.0
downtonabbey_official,0.0,0.0,5.1926756,1.2039306,0.0
dumbo,0.0,0.0,2.3611174,1.3323528,0.0
escaperoom,0.0,0.0,3.0296628,1.2111163,0.0
everybodyknowsmovie,0.0,0.0,1.841084,0.9363781,0.0
fastandfuriousmovie,0.0,0.0,4.380048,1.335923,0.0
