movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.1538733,1.0976167,1.1048068,0.0,0.8975961,0.94244987,0.54782575,1.122064,0.9072651,0.8007465
47metersdown,1.1745602,0.85615003,1.4105067,0.0,1.3801501,1.3719765,0.5036868,1.784275,1.2540665,0.7806982
abeautifuldaymovie,1.2928853,0.9121781,1.3029265,0.0,0.9272987,1.1793271,0.54999,1.073218,1.3034264,0.94322455
abominablemovie,2.2289255,1.5810349,1.9351498,0.0,1.7524401,1.8514907,1.1277179,1.9817065,1.4978454,0.84942913
adastramovie,0.85860467,0.9188427,1.0264952,0.0,0.90265197,1.2413169,0.5745086,1.3719673,1.4844458,0.6386741
adogsjourneymovie,2.3457267,3.0715783,2.262065,0.0,2.3125863,2.139641,1.4678413,2.5563512,2.0379934,1.5918782
aftermathmovie,0.8597866,0.93574774,0.90396816,0.0,0.6956908,0.9004075,0.5943066,0.88791114,0.96760684,0.697339
aftermovie,0.7742332,0.96903145,1.18902,0.0,1.0425227,1.1335084,0.61516017,1.3852191,1.3315471,0.7333819
ahiddenlifefilm,0.5417776,0.5398143,0.655162,0.0,0.50854576,0.63374513,0.3563465,0.65030676,0.6101629,0.4939978
alitamovie,1.1736465,1.2416577,1.2005458,0.0,1.2885869,1.394929,0.75368744,1.6361216,1.5154356,0.5638642
angelhasfallen,1.5532033,1.1471257,1.4927876,0.0,1.4376082,1.3343655,1.097659,1.6493506,1.598749,0.8164864
angrybirdsmovie,3.488417,2.7804983,2.8957472,0.0,2.0215836,2.2577565,1.7172465,2.802801,3.3557541,1.9102958
annabellemovie,1.5147151,1.7254205,1.6491936,0.0,1.6017303,2.0518324,1.1121403,2.011699,1.7191583,1.1274495
annamovie,0.90016484,0.87787336,0.9687977,0.0,0.6472366,1.1433758,0.70756924,1.0168347,1.1820455,0.85813063
apollo11movie,0.74072635,0.8603608,1.1072327,0.0,0.82838094,0.9908137,0.6848432,1.055437,1.1453363,0.6551089
arcticdogsmovie,0.9814824,1.059252,1.090026,0.0,0.7906589,0.99700385,0.48137838,1.1076038,0.9527074,0.50735116
arcticmovie,0.6882682,0.833003,0.8118119,0.0,0.7247693,0.8667038,0.43882102,0.7719248,0.8044439,0.56369555
artofracingmovie,1.1793206,1.1150736,1.2303805,0.0,1.0702972,1.2915131,0.7208126,1.4576583,1.410971,0.60048026
avengers,0.9461874,0.77485675,1.0374075,0.0,0.86003476,0.94775015,0.5412402,0.9650692,1.0309118,0.52246416
beachbummovie,1.4055656,1.1116412,1.7329097,0.0,1.3965217,1.5255333,0.9986515,1.3617399,1.4312316,1.1144115
bernadettefilm,1.0705279,0.93440896,1.2832625,0.0,1.2971414,1.6724503,1.0031825,1.3177389,1.0816616,0.8026126
blackandbluemovie,2.2302833,2.2227209,2.750321,0.0,2.1382773,2.4345176,1.4878567,2.801755,1.9893922,1.5003334
blackchristmas,1.1386594,1.2250215,1.2199948,0.0,1.0619887,1.1538707,0.6901007,1.1496708,1.0981761,0.73266494
blindedbythelightmovie,0.77139145,0.7723676,0.9732924,0.0,0.673503,1.1169326,0.33710852,0.9572503,0.90059376,0.8006874
bombshellmovie,1.210347,0.8363615,1.4589063,0.0,1.1115128,1.3500644,0.4526828,1.4530194,1.3490701,0.70770246
