movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.0634471,1.4151211,0.96627355,0.713264,0.0,0.8953359,0.49606162,0.74900234,1.2743682,0.6913384,0.9330555,0.6179569,1.0222945,1.0468283,1.2222481
47metersdown,1.420972,2.0208638,1.650607,1.3169639,0.0,1.0554316,1.1949611,1.4503603,1.9864686,0.7865529,1.0890458,0.5525555,1.1908814,1.5726413,1.3365085
abeautifuldaymovie,0.8414335,1.4286273,1.2837608,0.5767072,0.0,0.99299276,0.5470352,0.7029015,1.1869915,0.83699715,1.0235533,0.45692074,0.867364,1.2733616,1.1996772
abominablemovie,1.1819378,2.236449,2.098259,0.9467408,0.0,1.5266134,0.77789694,0.9380651,2.1068633,0.809393,1.3598964,0.89169794,1.1731361,2.052224,1.9488544
adastramovie,0.8965689,1.4085078,1.3076454,0.7378287,0.0,1.0289267,0.64891815,0.3070742,1.385642,0.7957527,0.68059504,0.61850893,0.9143161,1.0784618,1.2424165
adogsjourneymovie,1.6582541,2.8281956,3.2056544,1.729731,0.0,1.9432286,1.4676037,1.5072327,3.0542414,1.2447968,1.8582872,0.7097843,1.9757854,2.066265,2.8748102
aftermathmovie,0.81534487,1.2066414,1.171846,0.6563948,0.0,0.8099465,0.45117876,0.50074285,0.9283016,0.6665568,0.7154075,0.5262264,0.7506462,0.8476987,1.0344379
aftermovie,0.9596942,1.4750593,1.1024306,0.6479502,0.0,0.9457438,0.7881221,0.6453234,0.89215744,0.75342983,0.844723,0.62995493,0.7254265,0.990024,1.0391557
ahiddenlifefilm,0.5159835,0.71837384,0.64035624,0.35455853,0.0,0.44973272,0.30566013,0.35601905,0.61721814,0.4169398,0.425968,0.32605326,0.44934595,0.55275875,0.6334129
alitamovie,1.0050073,2.0949225,1.7877584,0.8857262,0.0,1.6186084,0.7011187,0.6373475,1.634961,0.8852473,0.9763211,1.2364166,0.9119328,1.4919771,1.5485479
angelhasfallen,1.2515597,2.2905104,1.5146444,0.81088805,0.0,1.3800982,0.69843835,0.8254006,1.7089329,1.265803,1.0029836,0.9244371,1.3370318,1.4582641,1.6357405
angrybirdsmovie,1.7704593,4.441376,3.5638783,1.1402029,0.0,2.7218275,1.4553645,1.3871493,3.3286593,2.0386899,2.0740848,1.8828083,2.233487,2.9311268,2.591093
annabellemovie,1.3374945,2.422191,1.8833188,1.1868188,0.0,1.5124955,0.8767186,1.2615659,2.3864474,0.8990937,1.3004061,0.9032249,1.6261365,1.664527,2.2319655
annamovie,0.9117942,1.3850384,1.4102427,0.6666823,0.0,0.7369968,0.75235945,0.5914361,1.2998749,0.50690275,0.8421984,0.5401454,1.0008588,1.0586565,1.2083728
apollo11movie,0.8244844,0.98678017,1.0523968,0.51576823,0.0,0.7283356,0.51043016,0.5456686,0.9671664,0.69991136,0.69621277,0.50439996,0.5958535,0.8355285,0.84434706
arcticdogsmovie,0.7253992,1.1713316,1.1914468,0.77565366,0.0,0.8765766,0.499321,0.8506913,1.0986686,0.6843221,0.8099668,0.5060916,0.63729256,1.0580474,0.8888876
arcticmovie,0.57505286,1.0358847,1.0681839,0.48162824,0.0,0.669368,0.44483832,0.5796932,1.0765154,0.66813475,0.81582034,0.47710827,0.72842,1.1316806,0.96018565
artofracingmovie,1.1410023,1.4649901,1.6101512,0.59593326,0.0,1.2828777,0.7545821,0.3427371,1.6051577,1.0365694,0.98760474,0.909603,0.8535223,1.493685,1.3866022
