movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.5695193,0.49033466,0.6813626,0.37600657,0.67816055,1.009732,0.4525145,0.8350788,0.6058487,0.7521323,0.46205908,0.59291226,0.5788048,0.29330894,0.0,0.6019865,0.0,0.60276407,0.6629071,0.030389272,0.0,0.0,0.884458,0.0,0.739413,0.6758661,0.5513891,0.66754115,0.7499573,0.53322613,0.4510066,0.62010586,0.0,0.76062495,0.3118478,0.78354305,0.62024206,0.45687255,0.5267458,0.5455025,0.51477337,0.8111331,0.0,0.77331656,0.0
47metersdown,0.6632566,0.9849999,0.87792003,0.7540165,1.0001587,1.4654276,0.6635187,1.2481786,0.9582394,1.2092569,0.70652026,0.8847023,0.9676724,0.28413942,0.0,0.7436219,0.0,0.7584559,0.77337587,0.0,0.0,0.0,1.5750855,0.0,1.0701009,1.201631,0.9305688,1.0741497,1.019826,0.942014,0.70659244,1.0369928,0.0,1.0976048,0.48489016,0.91285956,0.9976671,0.33607608,0.9355867,1.0064298,0.74850637,0.9952195,0.0,0.63470346,0.0
abeautifuldaymovie,0.57679975,0.6587609,0.6146142,0.5953274,0.7529951,0.826533,0.6717377,0.9133981,0.5957792,0.7541287,0.74823266,0.7544712,0.53767705,0.42387775,0.0,0.47906876,0.0,0.66646725,0.49173808,0.008691125,0.0,0.0,1.081506,0.0,0.71458423,0.53630686,0.86752987,0.59535384,0.67279863,0.7043949,0.64692724,0.71669936,0.0,0.6827033,0.37982187,0.5532384,0.6100548,0.1712455,0.51250833,0.6199073,0.6125883,0.39717513,0.0,0.5624273,0.0
abominablemovie,0.80226564,1.056948,0.83638805,0.86041474,1.312142,1.5632203,1.0167933,1.3477821,0.68086386,1.1710255,0.80508065,1.2457021,1.0837976,0.4962169,0.0,0.7383236,0.0,0.6764615,0.593897,0.10068581,0.0,0.0,1.4471129,0.0,0.94280154,0.9815476,1.1072568,1.1905077,1.169482,0.8474192,1.1519612,0.8363845,0.0,1.221225,0.5687086,1.1852103,0.7615418,0.75339925,0.85409635,0.72430533,0.83183134,1.0800583,0.0,0.6579239,0.0
adastramovie,0.48100942,0.5157851,0.71344084,0.54226303,0.55835646,0.83629775,0.57930565,0.85053426,0.6576218,0.7532703,0.45993435,0.7011513,0.5972519,0.25660303,0.020887546,0.5157324,0.0,0.36191916,0.6496587,0.0,0.0,0.0,0.9877258,0.0,0.8380255,0.7230085,0.74380904,0.43905956,0.7687458,0.8002005,0.40681088,0.6449595,0.0,0.64066344,0.2855432,0.4373086,0.51122904,0.57693267,0.56589985,0.5941159,0.73019415,0.6715501,0.0,0.5079592,0.0
adogsjourneymovie,1.556315,1.342909,1.6836894,1.4814507,2.0485687,2.179872,1.4957206,2.1134918,1.1617858,1.6330411,0.7796269,1.7429292,0.718178,1.1831335,0.0,0.91435516,0.0,0.83823943,1.6036825,0.0,0.0,0.0,2.3024578,0.0,1.8086381,1.717383,1.4613394,1.5023056,1.5626429,2.0742488,0.9571934,1.1138343,0.0,2.0007243,0.92524594,1.5728519,1.9280068,1.572302,0.81195045,1.2555795,1.2397643,1.7682993,0.0,0.99772626,0.0
aftermathmovie,0.39538532,0.4821404,0.47641325,0.39580414,0.41266346,0.6952651,0.2889951,0.5296805,0.4646018,0.48964125,0.298728,0.4703481,0.39728603,0.15212634,0.124312356,0.45424545,0.0,0.40392536,0.4189495,0.0,0.0,0.0,0.838666,0.0,0.3930534,0.55689555,0.582555,0.4390411,0.53205335,0.5490726,0.2893215,0.63837206,0.0,0.39193404,0.24557425,0.34538263,0.5648288,0.32359937,0.33815476,0.38173515,0.36474684,0.43813863,0.0,0.39534366,0.0
aftermovie,0.8246211,0.6553678,0.5815811,0.7137295,0.51957244,0.92607635,0.5716981,0.7973242,0.6109195,0.76390785,0.23428442,0.47035894,0.60857093,0.20240875,0.0,0.86733645,0.0,0.53797525,0.6216208,0.0,0.0,0.0,1.0574362,0.10414608,0.87937444,0.57652366,0.5182944,0.77012545,0.74714893,0.83987015,0.28362715,0.84026396,0.0,0.8464066,0.23164165,0.56951004,0.7065352,0.30618948,0.7049883,0.55925167,0.5727909,0.5486275,0.0,0.620599,0.0
ahiddenlifefilm,0.27974114,0.32078135,0.3085935,0.27174553,0.3210038,0.43591377,0.26312366,0.41630575,0.29885533,0.36105427,0.21983382,0.32392144,0.26654887,0.1342413,0.0,0.27033526,0.0,0.25920537,0.29085428,0.0,0.0,0.0,0.46485257,0.0,0.34929577,0.3091789,0.340987,0.30743027,0.3679577,0.36809647,0.25660595,0.35482895,0.0,0.3570673,0.15992483,0.28728956,0.30930948,0.19149792,0.25575617,0.27352333,0.2972299,0.32656834,0.0,0.2895237,0.0
alitamovie,0.9546929,0.47530496,1.2090135,1.0173491,0.8788861,1.2782266,1.0312052,1.4290336,0.774956,1.3306661,0.74385995,0.9824265,1.167202,0.61569613,0.1463396,0.8665813,0.0,0.56547433,0.97141135,0.0,0.0,0.0,1.5697166,0.0,1.1917952,1.0776242,0.8671922,1.0913246,1.184989,1.2309495,1.1625041,0.9673791,0.0,0.96111274,0.3981893,0.6598871,1.0551907,0.52427036,0.8642251,1.1779625,0.62804025,1.2076576,0.0,0.8779808,0.0
