movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.2438183,1.4544718,1.1861571,1.8351367,1.4091725
47metersdown,1.8712677,1.9653043,1.4681698,2.3108876,1.9119828
abeautifuldaymovie,1.3084897,1.5227839,0.9391649,1.4671578,1.3283069
abominablemovie,2.0883033,2.0739417,1.4588635,2.7256444,2.785412
adastramovie,1.518316,1.5594186,0.9823685,1.5989892,1.1939788
adogsjourneymovie,2.0554156,2.1503317,1.9032098,3.3061922,3.184317
aftermathmovie,1.2862549,1.2296381,0.87378925,1.4217689,1.3385007
aftermovie,1.3946935,1.2621554,1.0791391,1.5582061,1.3809896
ahiddenlifefilm,0.7623806,0.73164636,0.595352,0.8891666,0.7205597
alitamovie,1.5285317,1.9679856,1.0284094,1.8569964,1.3255222
angelhasfallen,1.6784884,1.5445939,1.4394443,2.2525387,1.5126308
angrybirdsmovie,2.6373978,3.8582141,2.4595556,5.0815353,4.254442
annabellemovie,2.214581,2.0357454,1.5841954,2.9532983,2.7208924
annamovie,1.1967164,1.2046459,1.1944897,1.7197891,1.4369056
apollo11movie,1.1001196,0.9709687,0.90483683,1.372559,1.0340964
arcticdogsmovie,0.7965496,1.290458,0.9013957,1.3937563,1.2113645
arcticmovie,0.9865602,1.2722577,0.72718394,1.3610498,0.87417203
artofracingmovie,1.7170652,1.7483734,1.2362658,1.6766343,1.2516595
avengers,1.2771435,1.3593152,1.0692139,1.6056877,1.2276856
beachbummovie,1.6070927,1.5904045,1.2428232,2.3371782,1.5177795
bernadettefilm,1.4790668,1.4683589,1.1687284,2.1072366,1.7012312
blackandbluemovie,2.1456685,2.794405,1.5760217,3.5049992,2.5253525
blackchristmas,1.1473233,1.2778164,1.0263505,1.7518494,1.4349468
blindedbythelightmovie,0.99945754,0.9707838,0.8575669,1.2590297,1.0218115
bombshellmovie,1.6295854,1.7914938,0.88204,2.0906188,1.9781706
booksmart,10.7087,12.440666,6.6720295,14.592683,11.8501005
breakthroughmovie,2.9694867,3.502905,2.1633568,2.998876,2.240991
brianbanksmovie,1.6526272,1.7550057,1.1285766,2.357282,1.5767238
brightburnmovie,1.5231744,1.7274109,1.1689835,2.1957266,1.9034597
brittanyrunsmov,0.8682868,1.0663068,0.87022275,1.2912571,1.278815
captainmarvelofficial,1.4748684,1.8207039,1.2656239,2.2630625,1.6513888
captivestatemovie,1.3658674,1.8285056,1.4470532,2.073529,1.938424
catsmovie,1.7484303,2.5558636,1.8815193,3.0132368,2.5420206
charliesangels,3.1173482,4.1036615,2.6053033,4.430932,3.0316527
childsplaymovie,5.062127,5.8127055,3.3726363,6.640639,5.6810803
clarathefilm,5.7714887,7.7044997,3.6539145,8.229107,6.988798
coldpursuitmovie,1.1452222,1.164497,0.82128364,1.3770592,1.1712018
countdown,1.7868841,2.3724847,1.3577877,2.6296027,2.0561066
currentwarmovie,1.2412109,1.3529459,1.187263,2.059812,1.4186766
darkwatersmovie,1.7465105,2.2802365,1.4533786,2.6894133,2.109748
detectivepikachumovie,1.4046313,1.4911966,1.4091161,2.3540707,2.0588698
disneyaladdin,1.8971263,2.334308,1.5268618,2.3883634,1.8963273
disneyfrozen,2.3148556,3.5334907,2.0426269,3.7279534,2.93633
