movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.7243653,0.6236726,1.0014642,0.71733886,0.7668708,1.1995957,1.2656511,0.0,0.95950454,0.82915133,0.48731935,0.0,1.0400289,0.22961295,1.0182136,0.75729823,0.7674883,0.68319404,0.98019457,0.66518915
47metersdown,1.1722587,0.99197817,0.9903173,1.6932539,1.1368679,1.4764265,1.7307091,0.0,1.3143407,1.1481456,0.6264767,0.0,1.6172016,0.24808992,1.2095828,0.8254401,1.0220114,0.7142781,1.0443331,0.8627544
abeautifuldaymovie,0.80753237,0.73955035,0.9295267,0.7789967,0.88432187,1.074602,1.0572248,0.0,1.2934209,0.887824,0.63525903,0.0,1.3082473,0.17700915,0.8157296,0.5502455,1.0375645,0.7431603,1.1933687,0.58708495
abominablemovie,1.5182159,0.49179053,1.8069923,1.4053853,1.2770566,1.5864805,2.4321866,0.0,1.7894613,1.4417893,1.0728941,0.0,1.7820952,0.0,1.1579201,1.1501887,1.6419193,1.882918,1.6549884,1.1675954
adastramovie,0.78320354,0.76059675,0.86330175,0.978396,0.7462308,1.0528531,0.99274576,0.0,0.7752271,0.4606984,0.496444,0.0,1.1744621,0.13303167,0.6470613,0.5442183,0.9416067,0.58985066,0.6568743,0.43892062
adogsjourneymovie,1.7827673,1.195229,1.9400735,1.5361837,1.8518649,2.5047622,2.2151575,0.0,1.8241869,1.4479537,0.597967,0.0,3.1235814,0.5558758,2.1499028,0.8414229,2.482204,1.417476,2.0464535,1.2832514
aftermathmovie,0.79528874,0.48451144,0.7679861,0.8528814,0.7970603,0.79309195,0.8109829,0.0,0.80518854,0.6150573,0.46912646,0.0,0.746791,0.1197456,0.6482141,0.45404783,0.8354107,0.49115628,0.82961994,0.6260811
aftermovie,0.8224532,0.63810503,0.7179529,0.9588252,0.77221787,1.1487135,1.1031134,0.0,0.9962575,0.7268937,0.5267325,0.0,1.0376159,0.2903754,0.7299798,0.58979374,0.9267567,0.5686331,0.8863903,0.45258445
ahiddenlifefilm,0.4525392,0.3783397,0.4875424,0.47071034,0.491684,0.58034796,0.639079,0.0,0.53564787,0.44244608,0.3052371,0.0,0.6080948,0.08670337,0.44806194,0.34140506,0.50936556,0.36229712,0.5133344,0.34292883
alitamovie,1.1141388,1.1045638,1.4799491,1.3030307,1.1491213,1.4679455,1.5439131,0.0,1.4056906,0.65298325,0.7589266,0.18083191,1.899909,0.29067275,1.0467753,0.65278625,1.2293832,0.8882574,1.2971504,0.30552983
angelhasfallen,1.1351091,0.8625716,0.97002614,0.8220186,0.9329208,1.2050775,0.97214097,0.0,1.1037302,0.9202125,0.39740056,0.0,1.5751379,0.37980983,1.1883008,0.5620373,1.3300533,0.9522752,1.2184283,0.95651937
angrybirdsmovie,2.7710474,1.1996069,3.073335,2.1924818,2.2306283,2.5914629,3.237514,0.0,2.461642,2.1951747,0.89099604,0.0,3.191607,0.587836,2.4321456,1.7055769,2.6665375,2.6817973,3.1390398,1.8212627
annabellemovie,1.9474458,0.48920292,1.9189537,1.2670897,1.1403681,1.8738745,2.1073232,0.0,1.2081624,1.3484292,0.812905,0.0,2.0474548,0.020253006,1.4213675,1.0977535,1.7269466,1.162836,1.5885504,1.0109432
annamovie,0.9934733,0.6732079,0.8758071,0.7790629,0.7297017,0.9388765,1.1192024,0.0,1.0451931,0.71765757,0.70116365,0.0,0.9782908,0.038161505,0.8286444,0.45731673,0.8200827,0.4825614,1.1114545,0.60941035
apollo11movie,0.7945881,0.60705113,0.7262504,0.6996552,0.6489673,1.0524492,0.8012149,0.0,0.76220876,0.7246516,0.2952498,0.0,0.9782274,0.090475716,0.53068805,0.49305883,0.65262437,0.54221743,0.707305,0.5649451
arcticdogsmovie,0.8426115,0.7133961,0.861316,0.5110099,0.71736896,1.0244687,1.0637707,0.0,0.9410479,0.778123,0.49441552,0.0,1.0112492,0.19201404,0.6013368,0.73547465,0.6502091,0.45659134,0.9836859,0.5636356
arcticmovie,0.8290503,0.37487262,0.7885013,0.80564207,0.71318525,0.7794687,0.947694,0.0,0.7861267,0.42234093,0.6108116,0.0,0.8663235,0.17071825,0.5965164,0.6508762,0.8783207,0.47747207,0.74240303,0.50682056
artofracingmovie,1.0338696,0.7159605,1.1190566,1.0635544,0.8269142,1.0372317,1.3584903,0.0,1.1470004,0.45922616,0.57792777,0.0,1.2120079,0.27240977,0.599655,0.6656898,1.232753,0.8687524,0.70082873,0.5071566
avengers,0.853931,0.43933493,0.90670407,0.8786465,0.802982,0.8922041,1.0738411,0.0,0.9389737,0.6310077,0.5294598,0.0,1.0610814,0.07858282,0.9425778,0.6234881,0.9622143,0.6209595,0.87242603,0.7252868
beachbummovie,1.1478789,0.7971127,1.113622,0.9707944,0.6866976,1.488672,1.0209384,0.0,1.2795342,0.6307224,0.6701251,0.0,1.4403152,0.40096924,0.5482384,0.88821733,0.8828677,0.65451145,1.1134547,0.6745932
bernadettefilm,0.93399733,0.6235204,1.0601153,0.9491916,0.7780168,1.0194961,1.5422053,0.0,1.0533305,0.84889287,0.5279952,0.0,1.3305937,0.33897752,0.8644084,0.47327384,1.1478842,0.7757405,0.7880832,0.5106734
blackandbluemovie,1.485072,0.5677805,2.258748,1.2405403,1.2539332,1.674427,2.375954,0.0,2.144416,1.3166734,1.3580598,0.0,2.0739477,0.3369247,1.1381336,1.2997475,1.9889702,1.5930437,1.7275037,1.1094813
