movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.79749274,0.44370335,0.99206305,0.6506287,1.1090759,0.92869234,0.41310364,0.9422442,0.0,0.6129033,0.63888764,0.34047717,0.6017388,0.40862644,1.1596925,0.83629036,0.59689784,0.7990536,0.96437144,0.6610664,0.8241923,0.0,0.72289693,0.16256121,0.7896761
47metersdown,0.70553577,0.6711466,1.2695502,0.6029399,1.0151498,1.5504504,0.51931894,0.62588197,0.0,0.32080784,0.44975832,0.1377925,0.7122269,0.8734281,1.2322975,1.0907803,0.5653925,0.9078783,0.92375124,0.660831,0.95825475,0.0,0.82585365,0.24513304,0.7687839
abeautifuldaymovie,0.68023086,0.5948764,0.91893846,0.961386,1.1110088,0.67087495,0.38354105,0.9039068,0.0,0.6931583,0.436749,0.61249435,0.38375613,0.61211157,1.1411828,0.889694,0.6899555,0.9325191,1.2268915,0.8337966,0.7075645,0.0,0.7472529,0.26275095,0.7225386
abominablemovie,0.89655685,0.42291617,1.524296,0.9560064,1.5300379,1.214076,0.59866124,1.34482,0.0,1.2836952,0.8475629,0.30990845,0.9468752,0.7798496,1.7890682,1.7097173,0.6582403,1.6386147,1.791018,1.33347,1.1476479,0.0,1.3387482,0.21166204,0.85474455
adastramovie,0.83285606,0.5085282,0.8166655,0.7976725,0.88677555,0.70633006,0.5313019,0.83433026,0.0,0.45909923,0.48821312,0.3948025,0.450154,0.51612306,1.1746775,0.66168195,0.58726954,0.78332096,0.9252157,0.6144655,0.61519223,0.0,0.7136554,0.4518262,0.7831537
adogsjourneymovie,0.85321045,1.1155403,2.4576063,1.0062888,2.6156778,1.7588636,1.2517992,2.7011175,0.0,1.600547,0.86310136,1.1903791,1.3360237,1.3091091,2.3867624,2.7042665,0.98678625,2.2846346,2.9063332,1.9432691,1.0650723,0.0,1.6767825,0.52171284,1.612441
aftermathmovie,0.54290646,0.4167188,0.86328256,0.51940775,0.7278539,0.6471696,0.4275705,0.74964255,0.0,0.48027614,0.39959997,0.25341383,0.4417265,0.5782966,0.7955584,0.66068375,0.33846676,0.80939794,0.8470795,0.5351,0.51212627,0.0,0.6076479,0.13160153,0.58662283
aftermovie,0.66106254,0.46871072,0.95975024,0.623316,0.96553755,0.7235155,0.37356645,0.8259802,0.0,0.4414539,0.33836538,0.28658757,0.34035084,0.51096886,0.93230426,0.841747,0.64553404,0.8020147,0.7761985,0.69317484,0.64195526,0.0,0.73673457,0.2735601,0.67827857
ahiddenlifefilm,0.36107194,0.30911267,0.5310693,0.3523373,0.5009627,0.48118263,0.290312,0.4573242,0.0,0.35194823,0.2861548,0.21543151,0.26417002,0.35253143,0.54543316,0.45858118,0.30328673,0.4574085,0.51249325,0.3740769,0.34592876,0.0,0.38788056,0.08961717,0.38935465
alitamovie,0.7103986,0.52176607,1.1933502,0.8500098,1.2413094,1.2307732,0.6363713,1.1269624,0.0,0.5245828,0.9741911,0.51322407,0.54616326,0.43869713,1.7120209,1.1594867,0.7453203,1.1187346,1.7581701,0.7802143,0.73479974,0.0,0.93966895,0.39184728,0.6515867
angelhasfallen,0.97483355,0.82901716,1.3864195,0.83993447,1.1606969,1.0249556,0.5510602,0.8668724,0.0,0.9410614,0.59205085,0.43134993,0.6156735,0.92134947,1.1517153,1.0007017,0.2571549,1.1147932,1.2256204,0.706177,0.804756,0.0,0.65961456,0.29671353,0.777028
angrybirdsmovie,1.7882252,1.470446,2.5008526,1.7580998,2.4105597,1.729188,0.66507846,3.018533,0.0,1.8056895,1.6203204,1.0241108,1.1934108,1.2597888,2.6332076,2.2488456,1.8223997,2.1920753,2.4603295,2.2871323,1.6364863,0.0,1.545613,0.73415303,1.7933464
annabellemovie,0.8938361,0.87225306,1.5573595,0.9526388,1.3520868,1.4068087,0.74813634,1.5158411,0.0,0.77326113,0.57509106,0.5494111,0.4060227,1.0528449,1.6231725,1.1575788,1.0766685,1.5110794,1.8288317,1.3638834,0.8157116,0.0,1.590156,0.31778803,0.87141424
annamovie,0.66250175,0.6451661,1.1072127,0.5235149,0.86728954,1.0923898,0.44426215,0.8999866,0.0,0.43923017,0.6729173,0.5625731,0.49292952,0.52383083,0.930573,0.9840416,0.53323936,0.7114491,1.0307964,0.5258374,0.5457226,0.0,0.61148506,0.18678539,0.70350754
apollo11movie,0.5448745,0.41493055,0.68249744,0.56691384,0.7203161,0.5317812,0.3586796,0.6020198,0.0,0.36091098,0.34159502,0.42345947,0.20846593,0.44211194,0.7016302,0.67505294,0.5157726,0.6797592,0.7822701,0.6243043,0.39864308,0.0,0.38262072,0.2291385,0.46631342
arcticdogsmovie,0.52260447,0.53181314,0.8450343,0.60306233,0.7404653,0.89041424,0.42199808,0.7316801,0.0,0.44365087,0.40646636,0.45504066,0.42244065,0.40941805,0.938011,0.8103414,0.30295962,0.52996457,0.71136105,0.42403176,0.6517834,0.0,0.3988235,0.123254895,0.5563509
arcticmovie,0.48481986,0.4767886,0.7192365,0.5046364,0.7226566,0.5720125,0.45676592,0.53358096,0.0,0.6781114,0.36971843,0.14844647,0.29201466,0.50455713,0.7856708,0.4862109,0.423461,0.73350865,0.71156144,0.53137004,0.57142985,0.0,0.67753315,0.2655379,0.61194086
artofracingmovie,0.7154822,0.5168291,0.9989029,0.7345661,0.9724124,1.168771,0.7450112,0.9921117,0.0,0.57103026,0.5702364,0.4339692,0.59210974,0.5694049,1.2383909,1.0062472,0.5880436,0.7329322,1.1683499,1.0217744,0.41027695,0.0,0.72303057,0.19653843,1.006748
avengers,0.6043643,0.5283095,0.9582527,0.63444847,1.0333164,0.8190818,0.46842897,0.7379597,0.0,0.72301364,0.47665557,0.21509117,0.37129667,0.62370974,1.0115575,0.7983043,0.72842944,0.8520402,0.9641092,0.9742917,0.49706635,0.0,0.6683741,0.05445134,0.9397863
beachbummovie,0.6632618,0.66726923,1.104626,0.88875866,0.8864862,0.8518641,0.46698034,1.1100441,0.0,0.5594831,0.31552026,0.584933,0.50842327,0.62898046,1.2697525,0.9172706,0.6865088,0.89517105,1.0931423,0.7369591,0.7501818,0.0,0.5372434,0.5130324,0.5851154
bernadettefilm,0.7627328,0.55633277,1.09292,0.5277068,0.9367545,0.8969704,0.3692555,0.673769,0.0,0.552516,0.637611,0.3581356,0.6129545,0.5531532,0.97097665,1.0802479,0.4085292,0.9728728,0.84808064,0.6331364,0.57076544,0.0,0.6809247,0.25096887,0.5950089
blackandbluemovie,1.4023263,1.1333822,2.0968027,1.8289562,1.9121609,1.5879341,0.8856771,1.7401233,0.0,1.493131,1.2298902,0.5326338,0.8780958,1.3662479,2.2952902,1.8425934,0.9007,2.1430395,1.9777052,1.212585,1.5544837,0.0,1.529401,0.8481664,1.3685685
blackchristmas,0.47143552,0.35021758,0.8567367,0.54310703,0.8157486,0.86945724,0.37836158,1.0259429,0.0,0.63274246,0.57315433,0.5622572,0.71057916,0.47403714,1.0339664,0.91705465,0.34546992,0.6540432,0.84928346,0.42341417,0.6060665,0.0,0.6831981,0.21233612,0.5958835
