movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.9557288,0.0,0.0,2.5451016,1.2951382
47metersdown,2.559998,0.0,0.0,3.2220907,2.1646044
abeautifuldaymovie,1.6696234,0.0,0.0,2.3143888,1.4762403
abominablemovie,2.6358318,0.0,0.0,3.817248,1.8870721
adastramovie,1.7689502,0.123669505,0.0,2.2532845,1.5652659
adogsjourneymovie,3.3251338,0.0,0.0,4.379282,1.7086238
aftermathmovie,1.6081632,0.0,0.0,2.0190022,1.0812382
aftermovie,1.8514823,0.0,0.0,2.4101832,1.3419682
ahiddenlifefilm,0.95217204,0.0,0.0,1.1795759,0.7412402
alitamovie,1.9508072,0.0,0.0,3.1268137,2.0834405
angelhasfallen,2.553434,0.0,0.0,3.413403,1.8762951
angrybirdsmovie,4.0856752,0.0,0.0,6.1340847,2.681851
annabellemovie,2.8760984,0.0,0.0,4.009893,2.2154891
annamovie,1.8010378,0.0,0.0,2.5063512,1.2105874
apollo11movie,1.5427715,0.0,0.0,1.8948249,1.1138915
arcticdogsmovie,1.5682828,0.0,0.0,1.8829485,1.2917072
arcticmovie,1.1958165,0.0,0.0,1.4356929,0.7972803
artofracingmovie,1.8583837,0.0,0.0,2.562201,2.0302598
avengers,2.0072258,0.051101655,0.0,2.4427483,1.1387146
beachbummovie,2.468012,0.03751094,0.0,3.3652432,1.6856829
bernadettefilm,2.452853,0.0,0.0,2.814719,1.4910319
blackandbluemovie,3.2138753,0.0,0.0,4.8992443,2.9820702
blackchristmas,2.1029737,0.0,0.0,2.3174896,1.1722708
blindedbythelightmovie,1.5962849,0.0,0.0,1.8916087,1.0105371
bombshellmovie,2.3560345,0.08945863,0.0,3.3048487,1.7819232
booksmart,15.475902,1.7978173,0.0,19.657574,10.016323
breakthroughmovie,3.798237,0.11662386,0.0,5.3302927,2.6295342
brianbanksmovie,2.202569,0.0,0.0,2.6038291,1.4674476
brightburnmovie,2.005925,0.0,0.0,2.713659,1.805208
brittanyrunsmov,1.266576,0.0,0.0,1.7388844,0.9655106
captainmarvelofficial,1.8937249,0.0,0.0,3.0229583,1.5601325
captivestatemovie,2.131161,0.0,0.0,2.6523914,1.51141
catsmovie,4.091661,0.0,0.0,5.1164303,2.324267
charliesangels,4.5894117,0.0,0.0,6.2689157,3.239039
childsplaymovie,7.021813,0.0,0.0,9.011309,3.8184674
clarathefilm,8.692526,0.0,0.0,12.16482,5.2564445
coldpursuitmovie,1.3888586,0.0,0.0,1.8939863,1.1855669
countdown,2.9779267,0.0,0.0,4.219981,2.0282357
currentwarmovie,2.179754,0.0,0.0,2.6092267,1.6179115
darkwatersmovie,2.4946575,0.0,0.0,3.714284,2.0574694
detectivepikachumovie,2.5038333,0.0,0.0,3.4987218,2.0360355
disneyaladdin,2.8875175,0.060503915,0.0,3.7548406,2.069418
disneyfrozen,4.456157,0.0,0.0,5.4713974,2.334049
disneymaleficent,2.67432,0.0,0.0,2.941189,1.6672024
doctorsleepmovie,1.6951766,0.0,0.0,2.3156197,1.3647585
dolemiteismyname,2.621693,0.0,0.0,3.9457436,1.8641376
dontletgomovie,2.5824444,0.0,0.0,2.7100973,1.3261112
doramovie,1.9944494,0.0,0.0,2.3449097,1.2503135
downtonabbey_official,3.5608368,0.111228466,0.0,4.474474,2.9954996
dumbo,2.1862493,0.0,0.0,2.6153488,1.3896413
escaperoom,2.0004408,0.0,0.0,2.8398,1.7762804
everybodyknowsmovie,1.3526202,0.0,0.0,1.7669666,1.0778767
fastandfuriousmovie,3.4167116,0.0,0.0,4.4868817,2.8845325
fightingwmyfam,2.9911926,0.0,0.0,4.424414,2.0162587
fivefeetapartfilm,4.3513675,0.0,0.0,6.558123,2.9341419
fordvferrari,1.7691842,0.010696847,0.0,2.3578877,1.324444
freaksthefilm,1.6774294,0.0,0.0,2.2761216,1.4078938
geminimanmovie,1.920874,0.06084144,0.0,2.821577,1.4226608
glassmovie,1.9244652,0.0,0.0,2.5040052,1.4658904
gloriabellmovie,1.9944974,0.0,0.0,2.412773,1.3173807
godzillamovie,1.8115654,0.0,0.0,2.5475163,1.416682
goldfinchmovie,2.3146489,0.0,0.0,3.2123985,1.7530932
goodboysmovie,2.6684852,0.0,0.0,3.3059454,1.9257971
goodliarmovie,2.6883545,0.0,0.0,3.5192754,1.7590309
gretafilm,1.9274864,0.0,0.0,2.6732523,1.5730337
halathemovie,2.9423695,0.0,0.0,3.7751164,1.974421
happydeathdaymovie,0.8944645,0.040667325,0.0,1.1138401,0.60812443
harrietfilm,1.9406834,0.0,0.0,2.5754852,1.5605359
hellboymovie,2.1161797,0.0,0.0,2.9165604,1.5385591
hersmellmovie,3.8739614,0.16980425,0.0,4.7947364,2.3221278
highlifemovie,1.7409726,0.0,0.0,2.0921621,1.1958869
highstrungmovie,25.98113,0.0,0.0,31.340408,13.081117
honeyboymovie,4.0962334,0.0,0.0,5.4984217,2.673627
hotelmumbaifilm,1.9011598,0.0,0.0,2.3512177,1.5227635
httydragon,5.455044,0.0,0.0,6.8707995,2.7811756
hustlemovie,2.7868407,0.08063358,0.0,3.3300622,1.6600133
hustlersmovie,10.723188,1.2040088,0.0,11.442394,5.6631966
isntitromantic,1.9976534,0.0,0.0,2.9978766,1.2865778
itmovieofficial,2.5488667,0.0,0.0,2.8302739,1.4465075
jayandsilentbob,3.9669955,0.0,0.0,4.9107113,2.5639372
johnwickmovie,3.4978628,0.0,0.0,4.4931574,2.2555304
jojorabbitmovie,3.1691747,0.0,0.0,3.845225,1.9599841
jokermovie,1.8246969,0.0,0.0,2.1803606,1.2727287
judythefilm,2.6624265,0.0,0.0,3.266227,1.4752004
jumanjimovie,4.255401,0.0,0.0,5.931196,2.8493536
justmercyfilm,1.329965,0.0,0.0,1.8079803,1.02293
knivesout,3.2284179,0.17561822,0.0,3.9340444,2.002825
lalloronamovie,1.7106599,0.0,0.0,2.1496782,1.4021487
lastblackmansf,3.782145,0.0,0.0,4.6222835,1.9636071
lastchristmasthemovie,1.4086876,0.0,0.0,1.7102127,0.9817457
latenightmovie,2.723443,0.003361538,0.0,3.9254284,2.0813103
lighthousemovie,1.7409726,0.0,0.0,2.0921621,1.1958869
lionking,3.9167,0.0,0.0,5.008746,1.9057574
littlethemovie,2.7476528,0.0,0.0,3.4972053,1.8378668
littlewomenmovie,2.6650894,0.0,0.0,4.03766,2.3164105
littlewoodsfilm,3.1143034,0.0,0.0,4.1178064,2.2658587
longshotmovie,2.3345487,0.0,0.0,3.2760375,1.8724843
lordsofchaosmovie,1.943717,0.0,0.0,2.4467783,1.2852403
lucyintheskyfilm,2.3710866,0.0,0.0,2.904704,1.9047815
mamovie2019,3.8486278,0.0,0.0,4.8552456,2.1395676
marriagestory,2.6373158,0.0,0.0,3.7573118,1.7650166
meettheaddams,2.849915,0.0,0.0,3.5801892,1.969498
meninblack,2.9166875,0.19295262,0.0,4.139819,2.39597
midsommarmovie,2.2722309,0.0,0.0,2.9188013,1.6593041
midwaymovie,2.9165514,0.0,0.0,3.932418,2.0346975
missbalamovie,2.3651476,0.0,0.0,3.328257,1.9046247
missinglinkfilm,1.3684303,0.0,0.0,1.7510257,1.0993699
motherlessbklyn,3.0708857,0.0,0.0,3.8505266,1.6326777
onceinhollywood,2.6255913,0.57461786,0.0,3.3180282,2.4451797
onthebasisofsex,3.8566597,0.0,0.0,4.47832,1.7516314
overcomermovie,1.3755988,0.0,0.0,1.8462596,1.0828677
peanutbutterfalcon,27.773962,0.010655608,0.0,38.41639,18.608557
petsematarymovie,2.375239,0.0,0.0,3.4809244,1.6984242
piercingmovie,11.188631,0.41629025,0.0,14.00793,6.607845
playingwithfire,3.0389023,0.0,0.0,4.299165,2.0559037
playmobilthemovie,2.5706136,0.0,0.0,3.9374785,2.0501175
pomsmovie,1.4851409,0.0,0.0,1.9787267,1.1415802
queenandslim,4.9842024,0.0,0.0,5.853299,2.2967358
rambomovie,1.476895,0.0,0.0,1.6797802,1.0817052
readyornotfilm,2.149218,0.0,0.0,2.5689075,1.2535902
richardjewellfilm,2.0948753,0.0,0.0,2.8970137,1.5477734
rocketmanmovie,2.3150518,0.0,0.0,2.7364798,1.3270235
scarystoriesmovie,1.769916,0.0,0.0,2.415119,1.2478188
secretlifeofpets,3.463609,0.0,0.0,4.5323277,1.6208811
serenityfilm,1.6523676,0.0,0.0,2.3947458,1.3912498
shaftmovie,2.1117494,0.0,0.0,2.6989913,1.5708784
shazammovie,2.365547,0.0,0.0,2.9324765,1.6331201
spidermanmovie,3.9248624,0.0,0.0,5.515171,2.9916284
spiesindisguise,2.8421376,0.37169603,0.0,4.060663,2.3631747
starwars,8.991858,0.0,0.0,12.131694,5.1322103
stormboymovie,1.8264662,0.0,0.0,2.4044719,1.2404177
stubermovie,1.8028055,0.0,0.0,2.4594114,1.4246389
taosdfilm,1.1100824,0.0,0.0,1.305661,0.8540209
teenspiritmov,4.588392,0.0,0.0,3.4783852,1.9373306
terminator,2.1384146,0.0,0.0,3.1571798,1.4279286
theaeronautsmov,1.1465594,0.0,0.0,1.309272,0.889811
thebestofenemies,2.0583694,0.0,0.0,3.0530932,1.4075042
thedeaddontdie,2.3346992,0.0,0.0,3.0258844,1.6365361
thefarewell,2.2104027,0.0,0.0,2.593708,1.4413956
thehighwaymen,2.0487876,0.0,0.0,2.8639078,1.7116657
thehummingbirdprojectfilm,0.95217204,0.0,0.0,1.1795759,0.7412402
theintrudermovie,2.457574,0.0,0.0,3.3774083,2.3116846
theirishmanfilm,3.1969056,0.0,0.0,4.2691336,1.8265905
thekitchenmovie,3.5001783,0.0,0.0,4.7199664,2.4244094
thelegomovie,3.0071507,0.0,0.0,4.1231856,1.9655291
themustangfilm,1.5482823,0.0,0.0,2.0431647,1.2391696
thenightingalefilm,2.797475,0.0,0.0,3.5807831,1.7742862
theprodigymovie,4.350508,0.0,0.0,5.494521,2.2950652
thesunisalsoastar,2.6377459,0.0,0.0,3.6442082,1.6500106
theupsidefilm,2.7382867,0.0,0.0,4.1956677,1.9162246
tolkienmovie,2.4421444,0.0,0.0,2.984524,1.3587732
toystory,2.3650851,0.0,0.0,3.1077633,1.665373
triplefrontier,1.8654484,0.0,0.0,2.6000533,1.7033887
uglydolls,4.5037823,0.0,0.0,5.3209167,1.7636312
uncutgems,3.0480533,0.0015486702,0.0,3.8286858,1.8035221
underthesilverlake,2.304256,0.0,0.0,2.8867695,1.4344242
usmovie,1.5773536,0.0,0.0,1.628931,1.1149007
wavesmovie,2.588207,0.0,0.0,3.1995487,1.8267671
whatmenwant,3.1604702,0.0,0.0,4.39091,2.0663102
wonderparkmovie,2.865178,0.0,0.0,4.0738764,2.0452888
wrinklestheclown,0.95217204,0.0,0.0,1.1795759,0.7412402
xmenmovies,5.686604,0.0,0.0,6.4565387,3.4830396
yardiefilm,1.372115,0.0,0.0,1.9689963,1.060027
yesterdaymovie,2.0680852,0.0,0.0,2.166691,1.2706035
zombieland,3.017769,0.0,0.0,4.561503,2.5304742
