movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.75099903,0.0,0.7608676,0.60237026,0.8542868,0.6587865,0.77912813,1.0530542,0.6264795,0.5868709,0.5546721,0.9698698,0.34548438,0.85057336,0.6612169,0.8405246,0.60988307,0.7387252,0.62315524,0.5402022,0.73935974,0.52710795,0.72215253,0.92501295,0.5504689
47metersdown,0.6397048,0.0,0.68918127,0.7255505,0.9575341,0.1253444,0.8836709,0.64801204,0.56812495,0.7452585,0.6246735,0.6538395,0.40514398,1.3698791,0.6484121,1.3067045,0.5827369,0.8777801,1.2663698,0.9861995,1.4125665,0.95028174,0.9840373,1.1867678,1.1843696
abeautifuldaymovie,0.75051075,0.0,0.7701392,0.9031901,0.7410215,0.8664512,0.9839493,1.2043205,0.5908227,0.85113835,0.5263995,0.8230519,0.6145812,1.0248547,0.7580296,0.7511962,0.39479795,0.7609832,0.7851655,0.49498087,0.81732213,0.53168935,0.7202779,1.0231434,0.6347202
abominablemovie,0.8724111,0.0,1.1440533,0.97210383,1.650845,1.0150106,1.4088086,1.8377678,1.303008,1.4876512,1.0519444,1.6418443,0.7798106,1.249123,1.2255986,1.3813692,0.7629888,1.1946148,0.89074695,0.44850424,1.5247025,1.0397147,1.1444939,1.2086357,0.5034409
adastramovie,0.6622636,0.0,0.5035395,0.5973742,0.9276835,0.6793741,0.7494003,1.3441736,0.7103716,0.9445871,0.71888626,1.0086799,0.37470722,0.750647,0.6949255,0.6623197,0.38114652,0.7417838,0.61883956,0.35689688,0.71409917,0.48832875,0.56480414,0.9841887,0.54267615
adogsjourneymovie,1.9563138,0.0,2.0179818,0.8152195,2.3839338,0.68831015,2.15439,2.1258473,1.1162353,1.9286212,1.5085385,1.0978895,1.109589,2.7477002,1.2136223,1.7614337,1.1652426,1.8358773,1.9246825,1.5290906,1.5341814,1.1612412,2.193341,2.9938414,1.8282341
aftermathmovie,0.60417795,0.0,0.4162451,0.64580387,0.75684595,0.6462049,0.71072763,0.779656,0.4414476,0.73783404,0.72144544,0.66811496,0.3350153,0.7931911,0.5925144,0.64278716,0.35800385,0.55334413,0.499808,0.42836308,0.4730179,0.3423035,0.6392042,0.7243535,0.58531713
aftermovie,0.71039104,0.0,0.50677633,0.7063603,0.7740578,0.6921436,0.58771193,1.0983932,0.5051983,0.90856546,0.57987344,0.8328525,0.5589786,0.65935415,0.64332604,0.54495156,0.49559665,0.7988335,0.8021021,0.47160643,0.5178588,0.5537414,0.58732873,1.0462317,0.8095988
ahiddenlifefilm,0.34997857,0.0,0.33627522,0.31464282,0.43421358,0.29495832,0.43895197,0.49512887,0.30447742,0.42550886,0.34276202,0.4269987,0.2567489,0.45791155,0.36625,0.4003268,0.26471516,0.41588837,0.37253264,0.27193317,0.3405463,0.28055885,0.37770057,0.5052734,0.36982995
alitamovie,0.95271665,0.14541851,0.75466317,0.8001401,1.3118248,0.58653116,0.852109,1.370838,0.71523577,0.99260116,0.6516007,1.0039958,0.47496253,1.4576762,1.0465393,0.8684963,0.40235773,1.1656132,1.018017,0.7619754,0.94812286,0.6208259,1.0433948,1.5039641,0.9447726
