movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.1949944,1.3868537,1.7663262,1.1009624,1.764172
47metersdown,1.2676709,1.2449803,2.0615299,0.9447558,1.9301488
abeautifuldaymovie,1.3912395,1.2806906,1.4738473,0.97701406,1.7409387
abominablemovie,1.6089575,1.83673,2.5603535,1.3375272,2.5041244
adastramovie,1.2226958,1.5324967,1.650307,1.1101619,1.530832
adogsjourneymovie,2.4732833,2.6749442,3.4942598,1.9170898,4.1280847
aftermathmovie,1.0294174,1.0602491,1.5110099,0.81464696,1.4238595
aftermovie,1.2907833,1.155533,1.4277233,0.95285845,1.6304221
ahiddenlifefilm,0.6576929,0.6672516,0.8717214,0.5366295,0.86553097
alitamovie,1.5635442,1.8329337,2.2482057,1.3856038,2.4283228
angelhasfallen,1.4038615,1.5927466,1.9623339,0.8661794,2.3817534
angrybirdsmovie,3.4926448,2.624742,4.062736,2.230884,4.6220818
annabellemovie,1.9599116,1.9976689,2.9882154,1.689888,2.8434741
annamovie,1.1962177,1.2577549,1.5074582,0.96955436,1.6840744
apollo11movie,0.9131026,1.1225704,1.4534643,0.78227544,1.434967
arcticdogsmovie,0.97206116,0.98699695,1.6008563,0.8174545,1.5211217
arcticmovie,0.82609034,0.91758245,1.216744,0.7982403,1.0210663
artofracingmovie,1.3767658,1.2660176,1.7137465,0.9920458,1.9745553
avengers,1.0546336,1.0850074,1.5061069,0.9287563,1.5301913
beachbummovie,1.3736717,1.5109137,2.1420171,1.2019366,2.3677733
bernadettefilm,1.3850718,1.7633027,2.1535118,1.2695351,1.795834
blackandbluemovie,2.8931375,2.6677473,3.1831903,2.1591206,4.126947
blackchristmas,1.1343428,1.2136961,1.7463388,0.99928266,1.988135
blindedbythelightmovie,1.0319058,1.1033268,1.4075795,0.817154,1.418264
bombshellmovie,1.2909775,1.2631762,1.6126689,1.0558367,1.5951848
booksmart,11.125089,8.935722,9.875821,7.453731,10.741999
breakthroughmovie,2.1793013,2.644733,3.670553,1.3573104,3.3015208
brianbanksmovie,1.3017685,1.6025192,2.0884588,1.416555,1.7066953
brightburnmovie,1.5394659,1.5085473,2.001135,1.2271031,2.0286045
brittanyrunsmov,1.3357553,0.9316524,1.1060076,0.7853536,1.4278563
captainmarvelofficial,1.301189,1.2576945,2.0094836,0.963358,1.8768872
captivestatemovie,1.250816,1.3690416,1.827319,1.060474,1.7501278
catsmovie,1.659898,2.2252092,3.054944,1.8655581,3.7128098
charliesangels,3.2970226,2.8135993,3.6239905,2.5120106,4.676342
childsplaymovie,3.8057568,5.15552,6.7345843,3.0441332,6.0401692
clarathefilm,5.2918696,5.740803,6.990498,3.0306082,9.007932
coldpursuitmovie,1.0625188,0.88448787,1.2315995,0.9032459,1.3669307
countdown,1.6672494,2.3557327,3.1199794,1.6503316,2.9364142
currentwarmovie,1.2497284,1.2004737,1.8725327,0.99557227,2.019244
darkwatersmovie,1.2533004,1.982052,3.03895,1.2349075,2.8702638
detectivepikachumovie,1.4252824,1.1283857,2.1592934,1.0693623,2.3472888
disneyaladdin,1.6842456,1.562645,2.119612,1.341022,2.4742126
disneyfrozen,1.7943108,2.2784817,3.3269448,1.2660503,3.6851258
disneymaleficent,1.6316501,1.3871057,1.752262,1.1790025,2.097931
doctorsleepmovie,1.0729303,1.2848858,1.4969618,1.1496662,1.7026159
dolemiteismyname,2.0586653,2.1588278,2.7136629,1.7571383,3.4087203
dontletgomovie,1.326596,1.5274533,1.9448,1.118879,2.27064
doramovie,1.3701705,1.0962062,1.7165781,0.94647455,1.9168694
downtonabbey_official,1.4212232,2.0804846,3.0738394,1.1304263,2.9853497
dumbo,1.2688701,1.0592941,1.5319433,0.9340065,1.7685584
escaperoom,1.6384506,1.5748552,2.1341913,1.1942719,2.3210213
everybodyknowsmovie,0.78196996,0.9594305,1.193462,0.7225907,1.1897053
fastandfuriousmovie,2.5699403,2.0470643,2.4741225,2.2816343,3.8084383
fightingwmyfam,2.098703,2.3303976,2.3342683,1.3970475,3.3808668
fivefeetapartfilm,2.7931066,2.420514,3.9638844,2.4030623,4.5713167
fordvferrari,1.3346597,1.4288145,1.8433759,0.8194054,1.8996722
freaksthefilm,1.445273,1.3936828,2.030259,0.8802405,2.019879
geminimanmovie,1.5497812,1.4955767,1.9160876,1.1306287,2.4182453
glassmovie,1.6019408,1.2782141,1.9302129,0.8585602,2.0257652
gloriabellmovie,1.2425592,1.4151078,1.8413653,1.1008606,2.0000262
godzillamovie,1.6016641,1.367099,2.0549314,1.2048707,2.2535853
goldfinchmovie,1.7327466,1.3372539,1.4465406,1.0959264,1.9749894
goodboysmovie,1.5653347,1.6145818,2.1652024,1.4886299,2.0964258
goodliarmovie,1.4041982,1.6667404,2.3598297,1.1241208,2.4306276
gretafilm,1.2393124,1.4858421,1.6448984,1.1480404,1.897083
halathemovie,1.8984097,2.318544,2.4489465,1.3020492,2.581657
happydeathdaymovie,0.5665354,0.9451794,1.1564054,0.42052302,1.1457394
harrietfilm,1.1540301,1.3673853,1.664635,0.8556095,1.8218648
