movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.0,1.2758032,1.1824478,0.79809964,1.6916084,0.5897063,1.442477,1.049488,0.8269379,0.8346784,1.0114155,0.87080985,1.0660343,0.7866255,1.0478891
47metersdown,0.0,1.4085481,1.8796413,1.3803059,2.0848522,0.9026509,0.68644,1.1272959,0.6096769,0.92553824,1.085795,0.8821751,0.94858956,0.9566641,1.1531489
abeautifuldaymovie,0.0,0.94754374,1.1473824,0.7222624,1.5201659,0.53585255,0.68282765,0.82421285,0.6572173,0.7721241,0.6956318,0.7032828,1.0042949,0.96258974,0.92589825
abominablemovie,0.0,1.568487,1.9292121,1.2086375,2.9150748,1.5119777,0.66068196,1.8732308,1.39003,1.0750853,1.7341202,1.1249082,1.4506706,1.4707259,1.2281476
adastramovie,0.0,1.0835183,1.1987754,0.70209956,1.563803,0.50400406,0.9881489,0.8131793,0.58620954,0.6029251,0.89235425,0.8061663,0.86762404,0.8862113,0.9811576
adogsjourneymovie,0.0,1.7883326,2.6612155,1.9708815,4.000779,1.5232893,1.3140187,2.2389443,1.1049807,1.7245703,1.6191798,1.5433713,2.0145943,1.3825413,1.7761424
aftermathmovie,0.0,0.69928163,1.0293456,0.6874038,1.4505734,0.63435227,0.79537547,0.8231666,0.7061784,0.7265937,0.7734562,0.6815833,0.84957933,0.6838083,0.79754233
aftermovie,0.0,0.9618514,1.0155423,0.74720395,1.4095213,0.5305261,1.1969811,0.7384793,0.58211714,0.6354787,0.8146918,0.9926556,1.0500289,0.5558021,0.6516474
ahiddenlifefilm,0.0,0.5360414,0.59274584,0.4235592,0.8232035,0.39857075,0.5843351,0.4715538,0.4384085,0.4223033,0.53851694,0.48284703,0.53403956,0.45362735,0.44438085
alitamovie,0.0,1.2628245,1.6316535,1.2042757,2.116734,0.70697665,1.1664044,0.70434165,0.53601295,1.0145669,0.9748133,1.147201,1.4919637,1.0971677,1.2196547
angelhasfallen,0.0,1.1715888,1.33012,1.1061772,2.047888,0.96133834,0.64405733,1.0139785,0.61902505,1.1070145,0.9445035,0.8964404,1.0085276,0.84851587,1.0545912
angrybirdsmovie,0.0,2.8798695,3.7381644,2.0502162,4.960069,0.9437111,3.0055964,2.4031718,1.7468367,1.792728,2.4046772,1.5690577,2.2898898,2.2140844,3.6241674
annabellemovie,0.0,1.3090526,2.0592585,1.1599607,2.8286905,1.2016326,0.9622858,1.5909913,1.1739691,0.9454112,1.3473461,1.4547831,1.7243489,1.1888964,1.3203833
annamovie,0.0,1.1619464,1.3610418,1.0934405,1.5475299,0.66445774,0.89998204,0.7852695,0.53081954,0.83376515,0.57066613,0.87690836,1.1114484,0.9010509,0.96063274
apollo11movie,0.0,0.902908,0.8442051,0.70971537,1.2982771,0.5836871,0.77531904,0.6278274,0.61685336,0.7731731,0.79000443,0.6859894,0.8544272,0.78012097,0.7208391
arcticdogsmovie,0.0,0.9973216,1.1303809,0.90463483,1.4991359,0.79326624,0.5193849,1.0146341,0.8416816,0.82797766,0.69622046,0.72624433,0.8811465,0.7610235,0.9048027
arcticmovie,0.0,0.62582296,0.99477124,0.3854429,1.1849849,0.56587446,0.61001986,0.7482541,0.46009088,0.5626509,0.7385929,0.40880048,0.73464173,0.5027434,0.7678642
artofracingmovie,0.0,1.0156739,1.3104693,0.9132987,2.1010056,0.9707478,1.024262,1.1828462,0.79938537,1.0078624,1.0571425,1.0368525,0.997056,0.9688535,0.9309494
avengers,0.0,0.91381174,1.2197757,0.6665169,1.5062184,0.5583733,1.0633839,0.93329656,0.71964025,0.6192513,0.7972802,0.596818,0.892489,0.5307367,0.92894304
beachbummovie,0.0,1.3758913,1.5268196,1.1194439,2.2324915,0.84713566,1.1116728,1.3299466,0.8485176,0.90262294,1.1417834,1.0426067,1.2330612,0.89830077,1.1781238
bernadettefilm,0.0,1.4710828,1.1475049,0.91848624,1.7236083,0.29410616,1.4269266,0.90797704,0.72758585,0.65113014,0.9222885,1.0029695,0.8518595,0.8909997,1.1905775
blackandbluemovie,0.0,1.6919352,2.5828688,1.8714898,3.9620404,1.4603196,1.9655944,1.9958109,1.1826305,1.317414,1.6386952,1.9814236,2.2722971,1.1563147,2.1129444
blackchristmas,0.0,0.90656185,1.3106586,0.8801948,1.9275732,0.74392647,1.0808566,0.9538755,0.7573538,0.6737269,0.9125254,0.86434513,1.0124103,0.7647041,1.0613351
blindedbythelightmovie,0.0,0.9991069,0.834782,0.5384151,1.1452394,0.460872,1.0137429,0.6223038,0.5285551,0.627276,0.87207156,0.65610635,0.7560144,0.72937953,0.5989203
bombshellmovie,0.0,1.0878634,1.1385952,0.98987806,2.1226013,1.1317998,1.063572,1.0750676,1.1114647,1.1819341,1.0796602,1.0282705,1.3379309,0.99383616,1.0091048
booksmart,0.0,7.5669227,11.324588,6.365539,13.473422,9.076503,4.4790683,9.532986,4.46583,7.348289,6.615354,4.244777,4.8972583,5.6930127,4.5090513
breakthroughmovie,0.0,1.7643931,2.8241518,1.9789264,3.6162505,1.6307007,1.762803,1.8937296,0.7833538,1.4084193,1.6501766,1.8818134,2.048638,1.4050196,1.9185569
brianbanksmovie,0.0,1.1462891,1.4808885,0.9134588,1.784753,0.9483909,0.98903316,1.4001808,0.5006936,0.8183702,1.0405284,0.50579834,0.74672407,0.74725544,0.98336214
brightburnmovie,0.0,1.2448108,1.4928813,0.9005116,1.9488735,0.71121395,1.2003235,1.1688507,0.5549143,0.79255885,0.99874103,0.9405587,1.1513091,0.7181423,1.0978383
brittanyrunsmov,0.0,0.7692717,0.88929623,0.87418103,1.5000906,0.60542583,0.906392,0.70522785,0.50980437,0.62946385,0.7523711,0.8664439,0.8033618,0.7572111,0.6694887
captainmarvelofficial,0.0,0.9300928,1.4545014,0.8871087,1.9418771,0.67031085,1.0433801,1.1674976,0.89267564,0.5375958,0.78040284,0.9240389,1.2434198,0.53551346,1.2318672
captivestatemovie,0.0,1.0950146,1.3327422,0.61538434,1.5328146,0.5657578,0.87032586,1.0701325,0.580299,0.73160064,1.0413544,0.5771736,0.7535338,1.0730448,0.9967788
catsmovie,0.0,2.461009,2.2469904,1.0329632,3.4711394,0.6271642,2.05443,1.7737164,1.502879,0.76012987,2.164139,1.5912194,1.8917199,1.5332662,2.388788
charliesangels,0.0,2.3920314,2.6033835,1.6065242,4.075609,0.80841094,2.3976383,1.7863377,1.3594804,1.5005661,2.1791322,1.3276302,2.0293617,2.0058722,3.241458
childsplaymovie,0.0,2.949635,4.6224084,2.6307094,6.91235,2.8493683,1.2799914,3.6916945,2.6846247,2.5599818,3.2477434,2.0238447,2.93954,2.8764815,3.489002
clarathefilm,0.0,3.9392965,6.478793,3.6244712,8.673615,2.9916189,2.833564,3.861904,3.0427873,3.4240465,3.3733115,2.562089,4.5259676,3.3456292,5.5268445
coldpursuitmovie,0.0,0.8097907,0.96427125,0.6765237,1.43527,0.6082392,0.86489326,0.828604,0.679693,0.6644014,0.75573903,0.83389086,0.84951484,0.6255498,0.6208915
countdown,0.0,1.4941255,1.7756419,0.88075423,2.2250013,1.3851677,1.6194592,1.4776555,1.1866757,1.2525352,1.3951464,1.3565929,1.8482714,0.9238628,1.4292635
currentwarmovie,0.0,0.87849605,1.2238815,0.99501145,1.8753551,0.85375637,1.2841564,1.1991316,0.7908647,0.8811535,0.9701301,0.97026724,1.2218663,0.6681832,0.8292595
darkwatersmovie,0.0,1.7488407,1.6925246,1.3051234,2.0151339,0.43140858,2.1186757,1.026363,0.51685846,1.1481683,1.0747597,0.97214776,1.4015905,1.1705364,1.5117524
detectivepikachumovie,0.0,1.3709176,2.0823872,1.0644033,2.4086924,0.8960292,1.348803,1.4207982,0.57879955,0.7220625,1.1574867,1.0775298,1.4591284,0.72899604,1.3404756
disneyaladdin,0.0,1.2818875,1.3778541,1.1836346,2.3083918,0.791056,1.499682,1.1581848,0.80500364,1.0312775,1.1801709,1.1087109,1.2955987,1.0747151,1.2365904
disneyfrozen,0.0,1.9042652,3.2181995,1.5954359,3.947639,1.7978833,1.2047281,2.5469637,1.5207597,1.2567384,1.8027114,1.3179942,1.9161333,1.093418,2.1237464
