movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.0,0.581046,0.8855251,0.70709574,0.41042995,0.41350967,0.0,0.54360646,0.2506347,0.69115114,0.86125815,0.6571848,0.5632751,0.66453546,0.44519195,0.9148936,1.0014485,1.1076592,0.65933275,0.4607448,0.5524604,0.9804045,0.37956524,0.8034561,0.36080003,0.0,0.38338378,0.8302265,0.352322,1.022378,0.6771341,0.43767992,0.65612406,0.86710894,0.50818014
47metersdown,0.0,0.7361231,1.4389304,1.0060307,0.73114413,0.53928,0.0,0.8870615,0.2745798,0.71885425,0.6101777,1.0095584,1.2690756,0.8109108,0.6063755,1.1830086,1.2103878,1.0905272,1.1375136,0.6157371,0.38518715,1.0247604,0.5732735,0.8614933,0.66078734,0.0,0.59251225,0.75160384,0.5004133,0.9317275,0.8576963,0.24320796,0.59509194,1.2943294,0.66015756
abeautifuldaymovie,0.0,0.43852645,0.7631193,0.7780156,0.5171196,0.40198383,0.0,0.37374297,0.11744817,0.52975523,0.52981365,0.54449946,0.7748066,0.56898665,0.5013624,0.840485,1.0340381,0.8908948,0.6427677,0.488349,0.47313926,0.70319974,0.5359049,0.71564025,0.5758987,0.0,0.40763792,0.708656,0.69626373,1.1256927,0.54776144,0.31458646,0.7008068,0.80076987,0.4409157
abominablemovie,0.0,0.86548,1.3544989,1.0752639,0.97231096,0.99754786,0.0,0.5659879,0.57084465,0.76368785,0.90288186,0.8716432,1.4539741,0.92775494,0.3974232,1.5916965,1.7366381,1.6193511,1.0829307,0.44974568,0.78436524,1.4459498,0.9230068,1.2692366,0.9013446,0.0,0.56395864,1.3268511,1.070596,1.5296786,1.1602682,0.40883884,1.3488046,1.7807952,0.76356006
adastramovie,0.0,0.5247213,0.855567,0.7937626,0.5094806,0.23037182,0.0,0.3839336,0.29856092,0.4632356,0.38439107,0.44121778,0.8902063,0.45372748,0.5667538,0.7849449,1.0279915,1.0044342,0.7397363,0.26314524,0.2815166,0.7561791,0.59621614,0.7044611,0.57117903,0.0,0.2528826,0.489581,0.5106412,1.1313037,0.6816354,0.20538628,0.5632161,0.7837426,0.38679928
adogsjourneymovie,0.0,0.9299219,2.6104414,1.5330998,1.129466,0.8119637,0.0,0.8357681,0.54183215,1.4779814,1.2052635,1.2388438,1.8413552,1.047376,0.67018753,1.6305531,2.3257055,2.7367625,1.4993024,0.999074,1.0038717,1.595616,0.65631646,1.8432693,1.1424309,0.0,1.0308627,0.94557816,1.4651071,1.980591,1.8116959,1.2617201,1.8195729,2.934485,1.9053031
aftermathmovie,0.0,0.56260365,0.6074986,0.4348858,0.4052443,0.3367661,0.0,0.28591022,0.23753771,0.41638082,0.34077907,0.5220182,0.7131123,0.41019797,0.23110022,0.73975146,0.7422173,0.83087367,0.71162057,0.3339058,0.45595053,0.5081917,0.39719683,0.49265403,0.4493022,0.0,0.37651148,0.523222,0.4268251,0.7443611,0.43605685,0.45588058,0.544807,0.6866322,0.44482166
aftermovie,0.0,0.47005194,0.8529156,0.78793967,0.2903536,0.47890663,0.0,0.4215409,0.35697842,0.6138374,0.53952426,0.71207017,0.94426066,0.5928675,0.42749915,0.7433424,0.9303126,1.0097362,0.86514884,0.5788664,0.2619044,0.7117958,0.47422266,0.7977394,0.510178,0.0,0.60991716,0.66428035,0.70551807,0.9814724,0.5742319,0.3952324,0.61917573,0.9575235,0.44402403
ahiddenlifefilm,0.0,0.30359226,0.43149066,0.36371893,0.2829965,0.19196424,0.0,0.2476326,0.12269942,0.32628837,0.2963763,0.37061435,0.44227052,0.30940616,0.23420459,0.4599127,0.5003318,0.5365652,0.38338155,0.22977102,0.24587974,0.3850037,0.26271537,0.3776939,0.28501087,0.0,0.24621522,0.36358,0.29977036,0.50784636,0.2972503,0.2233817,0.31953037,0.46091932,0.29941928
alitamovie,0.0,1.0413976,1.3909727,0.9799646,1.4837028,0.50064623,0.0,0.32414797,0.3834565,0.62217504,0.86765295,0.8225993,1.3728908,0.41267172,0.6170885,1.2847557,1.2919525,1.6304342,1.0891359,0.39106536,0.6897949,1.5141734,0.9831608,0.835201,0.7885956,0.0,0.3982314,0.78896636,0.64149797,1.6859602,0.9924383,0.82171947,1.0081991,1.6061625,1.1048138
