movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.95259947,0.0,0.90832704,0.639403,0.3945543,0.0,1.1989336,0.64388907,0.45866892,0.49341998,0.0,1.1938391,0.67994237,0.73913974,0.8486494,0.7181213,0.8390489,0.6425772,0.7010633,1.0034007,0.0,0.8973535,0.88233894,0.5172257,0.50203216
47metersdown,1.0498742,0.0,0.77044725,1.0069555,0.51578945,0.0,1.2701402,0.50730896,0.41934463,0.92911136,0.0,0.91279244,0.8273606,0.7467213,0.8691889,0.76663053,0.9146095,0.57690626,1.0581838,0.6054977,0.0,1.1049428,0.9616039,0.311507,0.69548255
abeautifuldaymovie,0.9800293,0.0,0.7529382,0.59549093,0.44516224,0.0,1.1195717,0.66499305,0.46676517,0.65926546,0.0,0.83291173,0.68821543,0.6642425,0.6694218,0.80308014,0.6391848,0.73941314,0.6616968,0.7482177,0.0,0.8151557,0.79645,0.6547119,0.50078297
abominablemovie,1.6426852,0.0,1.625349,0.98032695,0.9359298,0.0,1.8714595,0.7551862,0.76275665,0.8129291,0.0,1.6087943,0.9998431,1.2453537,1.1861297,0.8092042,1.375234,1.1511551,1.0125698,1.3903598,0.0,0.9725264,1.0873487,0.80398226,1.4242238
adastramovie,0.84681934,0.0,0.7723615,0.49028885,0.62554836,0.0,0.8250061,0.52963763,0.36092865,0.35444,0.0,0.98787194,0.6996221,0.65201163,0.56981707,0.63772917,0.72166455,0.78674036,0.632578,0.8619096,0.0,0.68850774,0.5751269,0.42305163,0.6495036
adogsjourneymovie,2.028677,0.0,1.0285072,0.8670152,0.8597402,0.0,1.7324725,0.8324638,0.4625715,0.86111563,0.0,1.9601675,1.1532094,1.6996005,1.8781669,1.1036961,1.543263,1.3706304,1.151106,1.7287563,0.0,1.6341246,1.502338,1.4474424,0.498815
aftermathmovie,0.65973824,0.0,0.6205793,0.54938024,0.3735806,0.0,0.81104255,0.45392284,0.42498186,0.5275035,0.0,0.79142153,0.5120387,0.45847595,0.5100765,0.53309166,0.48914388,0.46029586,0.5563788,0.7141465,0.0,0.5725723,0.5121058,0.47860295,0.43106645
aftermovie,1.0370557,0.0,0.6893777,0.6485103,0.6456134,0.0,1.1693777,0.7137074,0.51061165,0.64797044,0.0,0.84885424,0.51102334,0.54989845,0.5518342,0.6725122,0.5395758,0.7631504,0.6574631,0.7579244,0.0,0.687111,0.8113395,0.43264115,0.5762604
ahiddenlifefilm,0.46552426,0.0,0.38168862,0.38425744,0.28171533,0.0,0.5484667,0.30987749,0.28372043,0.32646394,0.0,0.4958386,0.3259978,0.29784352,0.37867612,0.38350874,0.37090707,0.3518417,0.37922716,0.42681795,0.0,0.38438183,0.34238103,0.27196655,0.33880234
alitamovie,0.9827031,0.0,0.9206475,0.8595552,0.5761451,0.0,1.0707748,0.39551663,0.71458733,0.5670006,0.0,1.0963745,0.42078975,0.519711,0.83349514,0.7939287,0.54335016,0.6589147,0.7603797,1.1107565,0.0,0.8890463,0.5940416,0.3798346,1.0086758
angelhasfallen,0.96128714,0.0,1.0356911,0.90151274,0.7110707,0.0,1.1808589,0.79115045,0.74738437,0.94317424,0.0,1.2580618,1.0161188,0.50571305,0.7583872,0.7609452,0.7797196,0.8716695,0.77188355,1.1928382,0.0,0.91525954,0.74193853,0.59018964,0.67016894
angrybirdsmovie,2.7321036,0.0,1.8986742,1.1899041,1.4841609,0.0,2.1642826,1.5091281,0.6176083,1.2110435,0.0,1.6842079,1.770574,2.4736004,2.2779307,1.8435446,2.0561087,1.3338586,1.5028785,1.4621294,0.0,2.2034955,1.7612705,2.174678,0.5148275
annabellemovie,1.339492,0.0,1.3306735,0.90549165,0.6479425,0.0,1.7366221,0.7247461,0.5526508,0.7804932,0.0,1.6396291,0.94825244,1.2711823,1.3435562,1.4217613,1.3578023,1.0224231,1.2720408,1.1003966,0.0,1.0327266,1.1169753,0.8885043,0.85516244
annamovie,1.1062381,0.0,0.66656417,0.7952089,0.5123843,0.0,1.2786751,0.6668526,0.51160616,0.6282877,0.0,1.0438209,0.6261564,0.5365537,0.5690135,0.77434814,0.6917492,0.6666802,0.7268355,0.85204226,0.0,0.77107203,0.6014404,0.51143944,0.83044493
apollo11movie,0.60699815,0.0,0.56418175,0.67570895,0.35811707,0.0,0.9047905,0.524343,0.4511523,0.37913704,0.0,0.77097505,0.49614087,0.466038,0.5976597,0.5304836,0.7350213,0.5448009,0.67652965,0.62402296,0.0,0.543051,0.69868076,0.28467768,0.66126364
arcticdogsmovie,0.76049745,0.0,0.5997314,0.95707864,0.40942845,0.0,0.86322975,0.41309032,0.4035999,0.55517024,0.0,0.9172812,0.60923177,0.48341054,0.85091174,0.664851,0.5252051,0.4975999,0.86495656,0.69449097,0.0,0.87589985,0.69083387,0.28000477,0.5926192
arcticmovie,0.6157287,0.0,0.5835071,0.48415023,0.44279385,0.0,0.81900084,0.21773463,0.22024475,0.48174703,0.0,0.6688438,0.3060477,0.48408794,0.5000222,0.45795056,0.6979986,0.59573317,0.60406536,0.6869568,0.0,0.54957926,0.4714461,0.44611752,0.57411796
artofracingmovie,0.84648615,0.0,0.76019245,0.7844646,0.46451804,0.0,1.0081666,0.6346301,0.51586264,0.43378347,0.0,0.98293394,0.7111611,0.7491003,0.7030635,0.5424128,0.8064967,0.6421691,0.82920754,0.7590561,0.0,0.66314006,0.7158025,0.2880178,0.92028576
avengers,0.88448817,0.0,0.6971451,0.6152481,0.46554002,0.0,1.0530325,0.5723068,0.5773762,0.4245986,0.0,0.8984214,0.47028834,0.47407612,0.84070206,0.7020551,0.5839633,0.66906846,0.49732333,0.86576366,0.0,0.7846425,0.761982,0.46121857,0.49501014
beachbummovie,0.9884274,0.0,0.8978505,1.2427999,0.6413272,0.0,1.3956844,0.64888704,0.55115986,0.6414543,0.0,1.2420694,0.756155,0.6783059,1.1282934,0.9549609,1.2323701,0.8597162,0.94475865,0.8799441,0.0,0.8996882,1.0967261,0.64783245,1.0130428
bernadettefilm,1.0804042,0.0,1.0001745,0.6183293,0.750871,0.0,1.3357506,0.92092943,0.5823737,0.7259375,0.0,1.4416549,0.64790344,0.6551197,0.6443608,0.95171183,0.55856687,0.71894974,0.8847552,1.117981,0.0,1.0524597,0.87705374,0.7542076,0.6170683
blackandbluemovie,1.7879915,0.0,1.4976585,1.4596219,0.85427064,0.0,2.615983,1.057623,0.8121198,1.1122206,0.0,1.7307755,1.2113116,1.3449192,1.3533765,1.6278039,1.4050518,1.7973053,1.572473,1.3200376,0.0,1.7543368,1.7674968,0.93036216,0.9198027
blackchristmas,0.93993264,0.0,0.6617099,0.7280444,0.5000312,0.0,0.8253331,0.47537163,0.553112,0.55706847,0.0,0.8926708,0.7970071,0.8124497,0.9662049,0.6933605,0.79152495,0.7105841,0.7463546,1.0483056,0.0,0.7006698,0.4840543,0.53378147,0.4520328
blindedbythelightmovie,0.73676777,0.0,0.52496153,0.4595105,0.38153735,0.0,0.717829,0.43819705,0.43445906,0.365904,0.0,0.64713055,0.64825785,0.42558402,0.6277623,0.5573466,0.5963694,0.4736675,0.5720278,0.6861691,0.0,0.57021403,0.49612042,0.51382285,0.43438876
bombshellmovie,1.1975205,0.0,0.8809107,0.68733597,0.7600552,0.0,1.2711368,0.46573174,0.429156,0.72510844,0.0,1.2393522,0.4319953,0.72178614,1.2465321,1.2596588,0.6979964,1.0037706,0.9528351,1.2144649,0.0,0.8080144,0.7645933,0.8819128,0.9453122
booksmart,6.709967,0.0,8.660851,4.384557,4.4508524,0.0,9.622462,2.8859558,3.1334789,4.281268,0.0,8.304856,4.6193056,5.079422,4.091077,4.9982367,3.9541626,5.9600244,5.026812,5.6606317,0.0,6.2752237,5.373456,2.861647,5.0574765
