movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.3975397,0.22950964,0.59620214,0.60532457,0.33397102,0.57137775,0.3218329,0.57362944,0.37147632,0.4221419,0.30577233,0.24749339,0.73269993,0.0,0.38252166,0.7209817,0.5814808,0.9731667,0.60620505,0.34453768,0.8459815,0.658358,0.8973369,0.42627275,0.26016742,0.86447173,0.21113747,0.59012926,0.47729424,0.7266348,0.47916207,0.24729152,0.60967505,0.40721598,0.6156329,0.424367,0.45693874,0.33298087,0.5083585,0.4665768
47metersdown,0.34639814,0.44002178,0.8288529,0.981709,0.48892373,1.0103447,0.66603684,0.8949497,0.40579087,0.65006423,0.38361204,0.5482223,0.7677693,0.0,1.0380712,0.95149696,1.1653646,1.5205699,0.36041218,0.68502533,1.0789434,0.57007515,0.88761944,0.72227424,0.5187939,1.3518425,0.18046251,1.3698952,0.6045987,0.5714299,0.8460747,0.679385,0.70889056,0.61025214,0.94611865,0.33820397,0.47043025,0.73717,0.7803839,0.65670574
abeautifuldaymovie,0.514241,0.54551303,0.50444555,0.74965286,0.518888,0.6001996,0.4942323,0.5320705,0.5981886,0.5019625,0.35421005,0.5206788,0.43895274,0.0,0.6584627,0.84875774,0.7148745,1.0868726,0.7137951,0.6923541,1.035888,0.31016958,0.7798553,0.35823965,0.5638232,0.73606515,0.24494562,0.7452754,0.4920773,0.66791064,0.6052094,0.3376219,0.70769316,0.42275217,0.58269566,0.4862408,0.5064036,0.4272612,0.48610222,0.3830482
abominablemovie,0.30174926,0.2686164,1.0906795,1.305342,0.9992554,1.2074395,0.96914726,1.0098718,0.81237984,0.6630295,0.6422099,0.7845412,1.5103282,0.0,1.3089626,1.7292343,1.1427011,1.7412744,0.94431615,0.9708279,1.8091396,1.6551313,2.0892134,0.80375886,1.0621064,1.906148,0.57858664,1.1944957,0.74377847,1.1108482,1.1491617,0.45861813,0.9751788,1.0964106,1.3007004,0.5804584,0.6931546,0.8870832,1.1546568,0.43264434
adastramovie,0.35757485,0.4000759,0.59867334,0.50506824,0.5757733,0.6352432,0.44348854,0.4616966,0.641219,0.56250584,0.3379261,0.3637769,0.64625007,0.0,0.65530926,0.5021922,0.8466661,0.9635444,0.70550084,0.5336033,0.8527026,0.6456512,0.99342984,0.3880034,0.4299761,0.87545514,0.20962733,0.71006787,0.36704773,0.44411898,0.6784877,0.4219482,0.5507971,0.68645865,0.59728426,0.34422788,0.41059357,0.38185087,0.4322706,0.42223424
adogsjourneymovie,0.23435676,0.7716377,1.5532893,1.2969744,0.4976063,1.4947096,0.6914659,1.1448448,0.9067263,1.6816555,0.5463169,0.23464447,1.4076514,0.0,0.6121418,1.6918458,1.6427271,1.7006483,0.9340099,0.94659644,0.9294695,1.2259992,2.4391782,0.76206577,0.9445991,1.8494705,0.5788877,1.3989657,0.31874067,1.2688986,1.7294568,0.9009108,0.50322837,1.5677543,0.83588135,0.3652387,0.8608421,0.7715343,0.8326971,0.89682233
aftermathmovie,0.20930342,0.1702424,0.51769817,0.4153529,0.34124264,0.6101939,0.4286024,0.45020872,0.26530665,0.4490698,0.26390478,0.3813223,0.53402,0.0,0.6020373,0.6166154,0.6644268,0.7492857,0.34731013,0.30349544,0.7558354,0.5198017,0.6388169,0.4279241,0.3269575,0.6294651,0.30373144,0.60686386,0.30725455,0.4071222,0.55080616,0.30486664,0.3903097,0.36246982,0.3624875,0.323993,0.27114937,0.33379826,0.412868,0.34584993
aftermovie,0.21059261,0.24410059,0.5209092,0.64644885,0.35237387,0.48084027,0.54355955,0.48658347,0.42730495,0.6499779,0.47894385,0.49818486,0.6886001,0.0,0.6026059,0.65819764,0.7633039,0.9672342,0.47731733,0.4271038,0.89021516,0.60369635,0.8314145,0.29083902,0.39951187,0.7619331,0.36675593,0.72736895,0.535188,0.5345068,0.6666091,0.30041677,0.55789346,0.5281253,0.5209662,0.27891907,0.5188218,0.47762743,0.44057107,0.6713716
ahiddenlifefilm,0.1879344,0.16055481,0.32918856,0.30846018,0.23149908,0.34085202,0.2585127,0.2890712,0.26986882,0.29175997,0.15428331,0.21230996,0.321169,0.0,0.28877404,0.38829434,0.33982286,0.46306866,0.29190552,0.29346368,0.47473782,0.28929013,0.43413523,0.2216082,0.25904217,0.4066524,0.16492972,0.38736278,0.23034868,0.3433106,0.3065258,0.18585289,0.27669084,0.3305532,0.2843492,0.21601215,0.2196364,0.21857269,0.23091644,0.24106762
alitamovie,0.4568982,0.37160143,1.1226321,0.65056986,0.89140755,0.9461912,0.6904044,0.7156732,0.7365754,0.9078393,0.20652428,0.35189712,0.7910003,0.0,0.87909704,1.0366588,1.0339333,1.5526783,0.78320295,0.8570574,1.3517414,1.2217838,1.286638,0.6756547,0.89599,1.309989,0.023619153,1.152364,0.38820493,0.8890323,0.88895637,0.58529425,0.601294,1.0076976,0.8067994,0.5620899,0.7248672,0.33789906,0.6321452,0.6814642
