movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.75594044,0.0,0.5453592,0.49214998,0.3991294,0.0,0.58757955,0.64451987,0.7696761,0.7230213,0.99822617,0.3151353,0.540756,0.4718658,0.52737683,0.4057701,0.5001202,0.0,0.8982603,0.0,0.0,0.0,0.660321,0.0,0.5598543,0.7859825,0.47592047,0.19709912,0.6235499,0.923356,0.39182085,0.39915618,0.50212085,0.0,0.0,0.4773166,0.4245093,0.5088911,0.0,0.44420025,0.7193477,0.79549265,0.46457773,0.49990445,0.46855557
47metersdown,0.7467523,0.0,0.47445393,1.2516629,0.749467,0.0,0.74399406,1.0186503,1.3768166,0.5530842,1.1561557,0.20128056,1.0606586,0.69867325,0.6280895,0.6119803,0.6809696,0.0,1.5093766,0.0,0.0,0.0,1.1080018,0.0,1.4349253,1.448358,0.51114637,0.4918304,1.3223913,1.6613218,1.231627,0.62142587,1.0232382,0.0,0.0,1.0126565,1.0193298,0.68357027,0.0,0.8837594,0.9710888,1.0353025,0.9706639,0.4856558,0.27414674
abeautifuldaymovie,0.67078143,0.0,0.5099902,0.52362525,0.5425906,0.0,0.45189407,0.4632964,0.9529089,0.76969445,1.0125468,0.48388243,0.3870551,0.2718418,0.70161253,0.5270401,0.3816735,0.0,0.68677825,0.0,0.0,0.0,0.6026323,0.0,0.78725296,0.83075184,0.29500636,0.3955258,0.9937185,0.9780464,1.0161215,0.4870454,0.70781654,0.0,0.0,0.6860243,0.6285872,0.4228997,0.0,0.524603,0.99410003,0.9505811,0.6573373,0.4545849,0.5560288
abominablemovie,1.1683036,0.0,0.9805618,0.75027055,0.91698337,0.0,1.5746258,0.7481126,2.1384814,0.9375704,1.9971964,0.25841314,0.9109054,1.3081872,0.7036659,0.8982769,1.249956,0.0,1.1959863,0.0,0.0,0.0,1.2492156,0.0,1.595483,1.361399,1.1998723,1.0731876,1.3388289,1.8689097,0.9733389,0.6563742,1.5111442,0.0,0.0,1.3181394,0.8089058,0.23743275,0.0,0.8220487,1.0377679,1.2680519,1.1601188,1.0919011,1.021996
adastramovie,0.6169929,0.0,0.3086974,0.62841785,0.41264176,0.0,0.555061,0.56422234,1.020222,0.6007703,1.0038536,0.27215806,0.7604645,0.5215108,0.6216762,0.29184023,0.8705063,0.0,0.6637985,0.0,0.0,0.0,0.6712314,0.0,0.8022122,0.97591895,0.46349978,0.49250513,0.7980232,0.8935879,0.6307654,0.44544002,0.48147708,0.0,0.0,0.52260685,0.35317048,0.42387035,0.0,0.5148532,0.8134038,0.72961307,0.73593795,0.349627,0.52244365
adogsjourneymovie,1.2145468,0.0,0.8953746,0.93696487,1.2605746,0.0,1.2263752,1.1480365,2.4857323,2.0054483,2.3137221,0.507506,1.4178085,1.4793764,1.4131452,0.66950095,1.7617807,0.0,1.872312,0.0,0.0,0.0,1.8512766,0.0,2.1058557,1.9566656,1.1453291,0.75362295,1.6975236,2.3148146,1.3634635,0.8120354,1.7563328,0.0,0.0,1.1713558,1.0009445,1.0416129,0.0,1.253065,1.9505314,1.6602124,1.433311,0.8910541,0.77308714
aftermathmovie,0.5707263,0.0,0.45902377,0.35280898,0.35595697,0.0,0.43525374,0.46313038,0.7672874,0.44659704,0.7150089,0.29936197,0.45110968,0.36146155,0.47375667,0.23705165,0.44966736,0.0,0.52416426,0.0,0.0,0.0,0.64916575,0.0,0.63844216,0.6824347,0.32604873,0.43290627,0.5719662,0.7497657,0.6452947,0.14860998,0.43505225,0.0,0.0,0.44550246,0.6128957,0.35162482,0.0,0.47980118,0.6738866,0.58381474,0.44472927,0.30688068,0.3772521
aftermovie,0.6587751,0.0,0.5703829,0.24436778,0.6621527,0.0,0.62206554,0.31036475,0.7954836,0.5873926,0.8405331,0.2829256,0.4730146,0.33830503,0.55100125,0.32744458,0.31857273,0.19717534,0.5332019,0.0,0.0,0.0,0.82457626,0.0,0.59269667,0.6947821,0.3519765,0.36474842,0.7120026,0.6946357,0.5554313,0.29573306,0.6650655,0.0,0.0,0.5688623,0.43744972,0.2727521,0.0,0.5352049,0.8288271,0.73904884,0.39527476,0.3336119,0.5205003
ahiddenlifefilm,0.3552619,0.0,0.29619092,0.2859798,0.24330902,0.0,0.31924078,0.311298,0.49315596,0.36641774,0.5172615,0.22980337,0.30081782,0.28925273,0.31943795,0.21710423,0.33157027,0.0,0.39259478,0.0,0.0,0.0,0.37844726,0.0,0.39416,0.4205741,0.26374102,0.24605256,0.41095072,0.47425917,0.35274962,0.19879565,0.32139388,0.0,0.0,0.33034536,0.2814826,0.22788846,0.0,0.30783206,0.41738075,0.3981194,0.3400135,0.2345916,0.24721518
alitamovie,0.48556626,0.0,0.85478187,0.5426744,0.42990392,0.0,0.7837324,0.6626187,1.2835149,0.714968,1.1963378,0.4989457,0.63162386,0.66127825,0.85742027,0.42361006,0.99357176,0.0,0.82030815,0.0,0.0,0.0,1.0070932,0.0,0.8531416,1.066981,0.4084377,0.59965074,0.9960846,0.98200446,0.9330462,0.36131176,0.53359103,0.0,0.0,0.5635778,0.42423517,0.6428415,0.0,0.34329304,0.88621473,0.78885514,0.8056856,0.721293,0.61029595
