movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.48755494,0.9597797,0.82648486,0.9753105,0.0,1.1922085,0.0,0.973149,0.54265195,0.0,0.6731645,0.38187858,0.561365,0.46325085,0.7962402,0.33354366,0.4838007,0.46520236,0.7832447,0.69895923,0.53840894,0.0,1.0126235,0.5119326,0.582047,0.84404635,0.8827597,0.636882,0.950622,0.5447105,0.8758068,0.0,0.0,0.5390078,0.7732979
47metersdown,0.5995486,1.5662994,1.1020021,0.7639771,0.0,1.0687604,0.0,1.2384629,0.5249638,0.0,0.7040694,0.62238634,0.62351537,0.7101525,1.1472851,0.791636,0.6661523,0.7543261,1.3323393,1.1117976,0.26736656,0.0,0.84132224,0.66890496,0.56654,1.2871027,1.0812083,0.7747341,0.7478726,0.5556163,1.1852272,0.0,0.0,0.05511675,1.0778838
abeautifuldaymovie,0.30341378,1.1057873,0.5790728,0.70528746,0.0,0.98841524,0.0,0.8393454,0.47128403,0.0,0.60120344,0.28556827,0.57322675,0.80434537,0.94358134,0.30832857,0.5761906,0.39249218,0.6745484,0.6461093,0.26997215,0.0,0.7668444,0.59577614,0.50930583,0.85421836,0.9207336,0.73089314,0.795712,0.67256963,0.93173367,0.0,0.0,0.47236583,0.6777319
abominablemovie,0.35241488,1.8058877,1.0501795,1.2361261,0.0,1.5976063,0.0,1.2210562,0.3773341,0.0,0.99033815,0.9043007,0.5411475,1.0679113,1.2290641,0.101155445,0.8680903,0.6042691,0.72924906,1.4447,0.3346391,0.0,1.3050861,0.8422778,1.2559202,1.0930653,1.5897257,1.3668761,1.3323703,0.44121382,1.1295648,0.0,0.0,0.22873648,0.7985498
adastramovie,0.5191168,1.1578228,0.66373056,0.6117539,0.0,1.0765897,0.0,0.8535285,0.39167583,0.0,0.57327604,0.6960562,0.66152275,0.7200471,0.7641211,0.32955825,0.7473608,0.42259234,0.796202,0.6910455,0.2243197,0.0,0.92804545,0.9966243,0.49537063,0.8926982,0.83159745,0.7634669,0.50125796,0.91727066,0.73276013,0.0,0.0,0.23709968,0.6354991
adogsjourneymovie,1.0508821,2.6023846,2.5928535,2.3803086,0.0,2.564588,0.0,1.6811246,0.9129192,0.0,1.8627276,1.1132767,0.7534253,1.0609951,2.5115478,0.94408065,0.7916105,0.89622444,1.8206798,2.3928757,0.517449,0.0,1.7354095,1.3991032,1.268345,2.500885,1.3628885,1.6481435,1.8861555,1.0774087,3.172504,0.0,0.0,1.5364069,2.4077463
aftermathmovie,0.17233343,0.9850773,0.605531,0.5775957,0.0,0.8111601,0.0,0.78071696,0.1497771,0.0,0.5534472,0.39946994,0.566936,0.453122,0.73471946,0.23908257,0.43052775,0.29203036,0.5834634,0.61689764,0.3898901,0.0,0.7091481,0.5679943,0.5425302,0.681879,0.5813328,0.50059277,0.6441049,0.46029416,0.72679585,0.0,0.0,0.2828582,0.40967774
aftermovie,0.14306074,0.87495506,0.6043543,0.71104115,0.0,1.0256525,0.0,0.8684864,0.4438862,0.0,0.54441136,0.6024375,0.54346967,0.4150115,0.71349925,0.25936526,0.41778368,0.26794866,0.5192587,0.5970906,0.42575294,0.0,0.76246905,0.64091176,0.45642808,0.59173244,0.75039816,0.6831686,0.7384185,0.5061755,0.7806162,0.0,0.0,0.40775654,0.7294481
ahiddenlifefilm,0.17827784,0.47663298,0.36906445,0.36379465,0.0,0.4781845,0.0,0.3961652,0.23578973,0.0,0.30860943,0.25073314,0.30272335,0.24391684,0.4080975,0.16380885,0.26792333,0.19380194,0.33898652,0.39100778,0.21202743,0.0,0.43078092,0.31899533,0.28757632,0.41802162,0.39687604,0.31318673,0.37406263,0.30040854,0.44747484,0.0,0.0,0.24318379,0.32503927
alitamovie,0.51383525,1.2327576,0.900598,0.85714376,0.0,1.2389367,0.0,0.8861381,0.88769865,0.0,0.9594209,0.68107194,0.6990587,0.7593048,1.3494756,0.523035,0.8325168,0.519638,0.9104436,0.8984231,0.09594021,0.0,1.252701,1.0244386,0.48999923,1.2055064,0.7252153,0.89207006,0.8413162,0.9009073,1.2055806,0.0,0.0,0.38062218,0.8608167
angelhasfallen,0.48703,1.2156227,0.9885871,0.8917553,0.0,1.4195354,0.0,1.2028161,0.59380335,0.0,0.660709,0.952481,0.72178984,0.6761898,1.2434803,0.3475786,0.6018663,0.38335374,0.87841576,1.07342,0.512528,0.0,1.121731,0.82337594,0.66499746,1.309362,1.1106133,0.42527667,0.9447827,0.91177267,1.0923487,0.0,0.0,0.65058035,0.94837904
angrybirdsmovie,1.51889,3.535957,2.8806841,2.327156,0.0,2.6740367,0.0,3.0280588,0.51711154,0.0,2.238768,1.3482652,2.2514741,2.104977,2.6253116,1.0229921,1.1414554,0.91138417,2.191841,2.395032,1.3462863,0.0,2.3481412,1.9877232,2.2557268,2.655082,1.8944621,1.9612237,2.18129,1.4977543,3.1494951,0.0,0.0,0.6836201,2.168138
annabellemovie,0.33580738,2.0409064,1.1733652,1.3011401,0.0,1.9215891,0.0,1.2026404,0.62905186,0.0,0.70831764,0.6854661,0.9131944,0.9836392,1.2578051,0.55751574,0.57225716,0.49401796,1.4255,1.1678758,0.553553,0.0,1.4494157,0.919175,0.9060931,1.3962595,1.4557731,0.9530812,1.733618,1.0585288,1.904971,0.0,0.0,0.67443854,1.3174798
annamovie,0.45236132,0.8669096,0.65683025,0.7668357,0.0,1.1408997,0.0,0.650668,0.46352643,0.0,0.6668987,0.36573768,0.5491975,0.3209601,0.7932031,0.20617475,0.4564951,0.53943336,0.79721165,0.90396005,0.52960706,0.0,1.0958076,0.6876068,0.5782825,0.73536104,0.8178951,0.46062523,0.72983634,0.7310985,1.0322524,0.0,0.0,0.47843367,0.8636963
apollo11movie,0.16802011,0.6597432,0.52608925,0.48324832,0.0,0.719506,0.0,0.5751443,0.40144068,0.0,0.2974428,0.3633403,0.32095817,0.33017457,0.63402706,0.15986028,0.28359556,0.27356872,0.5521497,0.6094953,0.19830197,0.0,0.49355522,0.41238287,0.40181208,0.5825531,0.50352824,0.26672915,0.5863382,0.34222925,0.6599387,0.0,0.0,0.26199767,0.41942364
arcticdogsmovie,0.4072973,0.8072619,0.7151909,0.5420156,0.0,0.79405224,0.0,0.86038876,0.43956864,0.0,0.64373237,0.21008003,0.5759965,0.53385115,1.0249093,0.27180767,0.36237717,0.41750526,0.8524726,0.7359662,0.2329289,0.0,0.8343858,0.61520004,0.61554456,0.6493141,0.8830737,0.4242457,0.6121114,0.7736655,1.0317848,0.0,0.0,0.22365028,0.7017696
arcticmovie,0.32696408,0.86524004,0.69476026,0.58066994,0.0,0.8769109,0.0,0.57023525,0.36886048,0.0,0.70388776,0.49710345,0.56804144,0.38468692,0.82041115,0.24462938,0.5286652,0.52128243,0.73361677,0.77989894,0.39882442,0.0,0.914569,0.5974647,0.6981394,0.7941532,0.69610155,0.50121063,0.52155,0.60065323,0.88404423,0.0,0.0,0.51799875,0.82963043
artofracingmovie,0.3593468,0.88171405,0.817538,0.73590195,0.0,1.1730615,0.0,1.0111451,0.34332347,0.0,0.8675842,0.6565065,0.4262545,0.7121772,0.8368979,0.2636993,0.75147593,0.3796797,0.736796,0.6164936,0.3659024,0.0,0.92451555,0.7776408,0.5618454,0.7354681,0.79482573,0.76549965,0.7967229,0.5945738,0.7487715,0.0,0.0,0.07870585,0.6579846
avengers,0.42578793,0.99732953,0.9390073,0.76846063,0.0,0.9977592,0.0,0.8146594,0.3714269,0.0,0.6551476,0.3320715,0.31206536,0.51111704,0.8629471,0.4047445,0.50000584,0.42478558,0.68145645,0.7230439,0.21975577,0.0,0.8439789,0.47669032,0.4993865,0.932852,0.653964,0.72930837,0.60832256,0.4731564,0.96422404,0.0,0.0,0.4397249,0.6384239
beachbummovie,0.49762273,1.2763612,0.8665163,0.73559976,0.0,1.078549,0.0,1.037348,0.6508963,0.0,0.45908123,0.49121776,0.6640368,0.5467748,0.9960439,0.2710247,0.5454106,0.54818374,0.8796388,0.7633852,0.3052125,0.0,0.80577904,0.59154445,0.86828184,0.8807878,0.93970525,0.5765496,1.08086,0.45752743,1.1967856,0.0,0.0,0.41109443,0.794792
bernadettefilm,0.46990484,1.0495594,0.8779872,1.1381781,0.0,1.3044082,0.0,0.9057029,0.5009653,0.0,1.0080231,0.54905534,0.5577667,0.53939307,1.0954949,0.40046614,0.8392889,0.43122014,0.89577276,1.0541832,0.54359066,0.0,1.0712149,0.72629666,0.5753056,0.9296672,1.0028265,1.0137845,1.1363214,0.68972725,1.2026451,0.0,0.0,0.51253814,0.9526839
blackandbluemovie,0.5467056,1.9237957,1.2430973,1.7670693,0.0,2.1852562,0.0,1.9543341,0.8240371,0.0,1.3773305,0.76594096,1.2197045,1.0268883,1.8696164,0.32687795,0.99214315,0.6692464,1.6714785,1.4371616,0.75435895,0.0,1.7203758,1.0573182,1.4939417,1.538062,1.8961078,1.2662908,2.0794523,1.2104082,2.0091474,0.0,0.0,0.54807526,1.3953006
blackchristmas,0.5955655,1.1558957,0.9730917,0.7878395,0.0,1.1100969,0.0,0.8715373,0.44901103,0.0,0.6361571,0.40278468,0.37812418,0.49332625,0.94117886,0.5343361,0.6373077,0.39384973,0.86182535,0.90841407,0.48912734,0.0,0.8607302,0.7254643,0.4700311,0.94943756,0.73096186,0.69139457,0.7765037,0.5188206,1.0491667,0.0,0.0,0.4697067,0.78802586
blindedbythelightmovie,0.32554543,0.65082026,0.60750467,0.51316667,0.0,0.65981853,0.0,0.62825733,0.40602472,0.0,0.40418673,0.40038767,0.3351498,0.31049544,0.65439844,0.37151015,0.44968438,0.39245114,0.4345885,0.6399396,0.24849197,0.0,0.63798904,0.45730293,0.2080984,0.68524116,0.51862913,0.6576308,0.57930475,0.3000158,0.6636589,0.0,0.0,0.44943586,0.46788865
bombshellmovie,0.42871788,1.8840811,0.94781417,1.1655344,0.0,1.5795537,0.0,1.4309101,0.85040337,0.0,0.6287247,0.5572161,0.7492425,1.0586165,1.1910061,0.62307984,0.7058935,0.5572706,0.8269663,0.9794735,0.5117562,0.0,1.2720764,0.8839286,0.5779426,1.3662294,0.9752206,0.88508314,1.0285308,0.85561144,1.6315795,0.0,0.0,0.75615704,1.0555667
booksmart,3.6701698,9.384169,4.9696465,4.622996,0.0,9.863851,0.0,6.4183936,3.7449005,0.0,4.6317945,3.9838026,5.162358,3.307664,6.7234836,1.0731702,3.6425376,1.9922874,7.1520615,6.4488783,2.9981544,0.0,6.8615317,4.9201307,5.134071,7.437756,6.2685018,4.7840242,5.5660453,4.9045286,7.427961,0.0,0.0,1.0014838,5.6948733
breakthroughmovie,0.65147907,1.8801827,0.9537512,1.3432274,0.0,1.7877723,0.0,1.3340876,0.44939443,0.0,1.1182338,0.73945487,1.0741552,0.8220697,1.4852822,0.5047949,1.1374354,0.9035674,1.6595503,1.2954956,0.6045042,0.0,1.7531893,1.4028903,1.0508691,1.8480003,1.3543801,0.9866205,0.8952688,1.2189398,1.5352315,0.0,0.0,0.10714525,1.3255479
