movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.0,0.0,0.69814867,0.6495663,0.78436697,0.94001335,0.72556126,1.0730304,1.0167178,0.5942916,0.6265766,0.7111715,0.65673363,0.6686096,0.77176714,0.73893774,0.6964721,0.25937778,0.8136403,0.95388293,1.0210216,0.3486673,0.63357216,0.26446915,0.56208557,0.73223937,1.3934853,0.64434975,0.95781773,0.76781243
47metersdown,0.05593148,0.0,1.0890546,1.0047553,0.46648264,1.1837001,0.71264136,1.4515188,0.91815794,0.99089754,0.7957142,0.8418884,0.9278203,0.7574046,0.5534759,0.8799635,0.7287587,0.49341664,0.7309938,1.1911722,1.4099965,0.45433283,0.47793755,0.36164582,0.690034,1.0282395,1.390231,0.81035805,1.2748257,1.2804071
abeautifuldaymovie,0.0,0.0,0.77291304,0.7914789,0.59512204,0.6861508,0.7953799,1.0293497,0.97924685,0.76762766,0.56942743,0.6923436,0.9105978,0.83308333,0.75748676,0.7338075,0.5891008,0.36364746,0.7968719,1.1096774,0.99666476,0.36995336,0.6017571,0.42982268,0.56593907,0.53142536,1.2829129,0.8317029,0.8608059,0.8138512
abominablemovie,0.0,0.0,1.3774985,1.1730942,1.1241244,1.3755693,1.2678337,1.7978244,1.3593309,0.96003467,1.4475894,1.3253362,1.415302,1.3909652,1.2115619,0.85531616,0.98505986,0.8273717,1.215767,1.5904549,1.952421,0.7638034,0.8815433,0.4654807,0.9879107,0.91180325,2.3557923,1.1682503,1.5165298,1.5318353
adastramovie,0.110781536,0.0,0.73320645,0.76520044,0.5469233,0.5869277,0.66951644,1.1052396,0.73795813,0.5043245,0.58591646,0.513395,1.0129131,0.82653123,0.65676534,0.50748765,0.70888525,0.28784472,0.68452823,0.9518556,0.88932884,0.43636587,0.51174915,0.41567004,0.6093098,0.5222952,1.1622943,0.69053185,0.6836979,0.6660542
adogsjourneymovie,0.0,0.0,1.3823442,1.5457873,1.4013833,2.026437,1.5942078,2.3520675,1.2166429,1.852946,1.5196017,1.3640028,1.4579277,1.8013345,1.6185318,1.3256834,1.2623947,0.39117908,1.4065154,2.6103826,1.8636619,0.44611654,0.71865076,0.98918855,0.87535465,1.7770649,2.5482328,1.5441363,1.3787751,0.67437243
aftermathmovie,0.0,0.0,0.7213048,0.7988239,0.49432406,0.680503,0.79176205,0.9095942,0.69335175,0.48266113,0.39151993,0.56951606,0.5042821,0.42044768,0.57829434,0.67536604,0.6330644,0.19650818,0.45148504,0.83137155,0.64755845,0.3752967,0.4553939,0.4074462,0.4026628,0.4282878,1.1281655,0.69065326,0.6910172,0.6344441
aftermovie,0.0,0.0,0.5808915,0.6173678,0.62209207,0.81396043,0.4965963,0.93259764,0.58197194,0.72826034,0.62365896,0.8325952,0.50659096,0.62096274,0.5146643,0.57704663,0.563638,0.49474254,0.46434253,0.93083584,0.8989788,0.19423927,0.4073766,0.4302752,0.66449183,0.84436125,1.0744421,0.5082811,0.6241283,0.5423131
ahiddenlifefilm,0.0,0.0,0.36680233,0.3693606,0.34815153,0.3930391,0.3715244,0.4944893,0.4008029,0.33947018,0.35097542,0.33041984,0.37282607,0.35960504,0.3608158,0.31343636,0.3223674,0.24631335,0.31661987,0.49188367,0.46225834,0.21972051,0.25633702,0.2622866,0.30783212,0.32198253,0.613353,0.37019208,0.40574417,0.37949213
alitamovie,0.0,0.0,0.7042443,1.1160396,0.9913434,0.9973855,0.75441813,1.5776197,1.1122903,0.78666586,0.9235836,0.43806067,0.76027393,0.7997851,1.1125339,1.122381,1.2273042,0.72896683,0.558726,1.1198043,0.9798557,0.8594575,0.5245228,0.7797772,0.9100203,0.8869435,1.3775535,1.1608894,0.97811514,1.0110886
