movie,feature_0,feature_1,feature_2,feature_3,feature_4
21bridgesmovie,1.7514548,1.8578844,0.99772865,2.1749845,0.8974903
47metersdown,1.8354055,2.3554788,1.0751781,3.1702788,1.5434396
abeautifuldaymovie,1.2611755,1.5718386,1.0416455,2.0570803,1.0327436
abominablemovie,2.3590686,3.2214198,1.3108563,4.0630503,1.5291786
adastramovie,1.3102671,1.8756771,1.0054705,2.3745475,0.9725259
adogsjourneymovie,2.8509147,3.9865901,1.15703,4.3759923,1.5818198
aftermathmovie,1.0440129,1.363883,0.78986645,1.8729243,0.797535
aftermovie,1.276083,1.4949665,1.0007764,2.2767432,1.0902946
ahiddenlifefilm,0.70396686,0.869773,0.5310412,1.0997928,0.577365
alitamovie,1.2173738,1.860008,1.3193592,2.1765904,1.5177253
angelhasfallen,1.6303,2.3771863,1.4272627,2.9760263,1.3616892
angrybirdsmovie,3.0527015,4.885002,2.7682142,5.050025,2.1882403
annabellemovie,2.1791825,2.818839,1.259401,3.6357613,1.6558661
annamovie,1.2565397,1.5809305,0.9571659,2.1996453,1.22515
apollo11movie,1.3329062,1.512722,0.7755652,1.6961378,0.84964025
arcticdogsmovie,1.0916344,1.4569576,0.8283016,1.8904839,0.88800526
arcticmovie,1.0635253,1.3002541,0.89248043,1.8487159,1.0163989
artofracingmovie,1.3202107,2.123433,0.92364305,2.5090926,1.3917924
avengers,1.3017232,1.4505869,1.1556438,1.663089,0.7013966
beachbummovie,2.070773,2.0389957,1.2905563,2.515007,1.1456293
bernadettefilm,1.5584989,2.2072804,1.1481531,2.3150675,1.1469843
blackandbluemovie,2.7491555,3.4854405,1.6680722,3.8357253,1.6592692
blackchristmas,1.2617762,1.8744489,0.8629247,2.2793367,1.0943578
blindedbythelightmovie,1.1160785,1.3048332,0.7592752,1.654809,0.9715203
bombshellmovie,1.6419958,2.1777737,1.5180619,3.0406153,1.4504281
booksmart,9.8336935,15.217146,6.085169,18.809458,6.6803184
breakthroughmovie,2.9752774,4.2818103,2.3735733,4.6579866,2.394105
brianbanksmovie,1.8265784,2.0706775,1.2137253,2.7660973,1.3728559
brightburnmovie,1.700878,2.203706,1.3989573,2.5638778,1.1652619
brittanyrunsmov,0.7051189,1.2429459,0.8515023,1.2255979,0.7535617
captainmarvelofficial,1.4184942,2.0825744,1.4842644,2.497068,1.0841838
captivestatemovie,1.3769033,1.6589011,0.97404695,2.3001745,0.9493287
catsmovie,3.4271572,3.4609807,1.7634488,5.101431,2.22281
charliesangels,3.3511145,5.2174177,2.9728599,4.8907027,2.5816052
childsplaymovie,4.8319745,7.4658327,3.0347738,9.683876,3.5418036
clarathefilm,5.032664,7.9399924,3.7234838,11.146422,4.492478
coldpursuitmovie,1.0995606,1.3707306,0.94580764,1.7611134,0.8489032
countdown,2.067122,2.837877,1.0401406,4.0374603,1.4343417
currentwarmovie,1.2698587,1.853848,1.0499712,2.4910526,0.9174262
darkwatersmovie,1.806967,2.5044386,1.0171986,3.6109602,1.586964
detectivepikachumovie,2.0388043,2.167648,0.86423486,3.4164538,1.7251139
disneyaladdin,2.0748422,2.516062,1.6617272,3.3044019,1.5804821
disneyfrozen,2.5327864,3.981145,2.5959394,4.765796,2.152649
disneymaleficent,1.6616915,2.1315567,1.2406425,2.6378288,1.2383406
doctorsleepmovie,1.3369634,1.7144873,1.0649812,1.989268,1.0129833
dolemiteismyname,2.3888474,2.2127974,1.4361748,3.6788688,1.3871112
dontletgomovie,1.5300347,2.1888266,0.8646066,2.7239654,1.169687
doramovie,1.2730209,1.7446753,1.0429491,2.4958024,0.9977056
downtonabbey_official,1.8065047,3.1108902,1.405739,4.053323,1.5365988
dumbo,1.4523627,1.832253,1.1706233,2.2841158,1.1493756
escaperoom,1.7783428,2.2381148,1.3629029,2.3141167,1.0355773
everybodyknowsmovie,0.91581833,1.1923552,0.5275803,1.5848825,0.7564319
fastandfuriousmovie,2.6733673,3.5083928,1.6868411,3.85191,1.9962794
fightingwmyfam,1.9160479,2.9236786,1.6544455,3.400011,1.4904909
fivefeetapartfilm,3.3469856,4.0924854,1.9916657,6.3548055,2.2770066
fordvferrari,1.3788085,1.8135561,1.0341649,1.92125,0.8626343
freaksthefilm,1.5021741,1.6774757,1.7460141,2.5453553,0.94666916
geminimanmovie,1.8688742,1.8749372,1.1548688,2.8083766,1.3165516
glassmovie,1.709445,1.9507444,1.0839018,2.6986084,1.2491221
gloriabellmovie,1.6027762,1.9365515,1.0687916,2.431391,1.1535256
godzillamovie,1.7456686,1.5984832,1.1632255,2.2875328,1.4334537
goldfinchmovie,1.8267286,2.1352665,1.0929372,3.0718842,1.5794455
goodboysmovie,1.8866049,2.1562781,1.281928,2.551181,1.2690142
goodliarmovie,1.9743656,2.4944913,1.2464294,3.6068244,1.8364424
gretafilm,1.4352684,1.9293917,0.9125444,2.6515431,1.4260681
halathemovie,1.9937307,3.000972,1.9115498,4.4716115,1.6783782
happydeathdaymovie,1.0283936,1.1741062,0.83353925,1.6050798,0.6897694
harrietfilm,1.3245434,1.6813074,0.7972269,2.4604385,1.224468
hellboymovie,1.4225329,1.775403,0.9653753,2.1680517,1.5452926
hersmellmovie,2.76112,3.4663193,2.6891408,5.027945,1.9739114
highlifemovie,1.2593645,1.5298381,0.86476845,2.0286,0.9548914
highstrungmovie,17.169706,19.12956,13.451668,26.012535,10.99912
honeyboymovie,2.9194312,4.110273,2.7186475,4.318685,1.3319823
hotelmumbaifilm,1.1505091,1.6099737,0.83112824,1.992044,1.0293387
httydragon,3.3540378,5.2833467,2.7905235,6.521937,2.5267837
hustlemovie,2.1894584,2.7434292,1.3452108,3.3413935,1.5702751
hustlersmovie,6.586098,10.070546,5.1935506,13.261471,4.0654035
isntitromantic,2.1217027,2.2378983,1.4908173,2.6512706,1.553379
itmovieofficial,1.6938897,2.1210995,1.0173928,2.5520566,1.0483131
jayandsilentbob,2.39083,3.3223295,1.732015,4.6420245,1.1323235
johnwickmovie,2.1313522,2.907249,1.6777565,3.8823295,1.7757995
jojorabbitmovie,2.1939285,2.939024,1.5489364,4.085014,1.7241366
jokermovie,1.4392827,1.6326431,0.8685874,2.1560078,1.191342
judythefilm,1.8089246,2.9779341,1.3306025,3.4049997,1.5916579
jumanjimovie,3.18749,4.2311697,1.9192135,5.080824,1.6760346
justmercyfilm,1.0661159,1.5958315,0.6891012,1.8474535,0.9114414
knivesout,1.9241022,2.877596,1.2805057,3.9909022,1.7070773
lalloronamovie,1.261528,1.8290408,0.9082159,1.9897188,1.0937783
lastblackmansf,2.3021333,2.8698347,1.5779408,4.600686,1.7004302
lastchristmasthemovie,1.100325,1.5096076,0.92887735,1.9096308,0.9386233
latenightmovie,2.2499743,2.7671177,1.5327411,3.3732324,1.5160747
lighthousemovie,1.2593645,1.5298381,0.86476845,2.0286,0.9548914
lionking,2.913083,3.7679074,2.188767,4.430855,2.5886111
littlethemovie,1.8189166,2.0483518,1.130992,2.957614,1.6981623
littlewomenmovie,2.2822387,2.9477592,1.8570489,3.007374,1.466451
littlewoodsfilm,2.2592833,2.5877461,1.39253,3.034294,1.3067964
longshotmovie,1.806104,2.5487251,1.5115494,2.6806307,1.8198597
lordsofchaosmovie,1.2408545,1.385013,1.1089664,1.8990663,1.0748593
lucyintheskyfilm,1.8278766,2.1132987,1.5139558,2.7243896,1.1499443
mamovie2019,2.6062803,4.388898,2.2364175,4.9624233,2.6002831
marriagestory,2.2523005,2.6729379,1.8844167,4.126683,1.8479747
meettheaddams,1.9834667,2.4566774,1.3259722,2.9859238,1.5161402
meninblack,3.189119,3.3950772,1.9598545,3.5873911,1.4800826
midsommarmovie,1.6505076,2.2183878,1.217027,2.747632,1.1870589
midwaymovie,1.5911161,2.382504,1.678889,3.0916867,2.0438292
missbalamovie,1.9127355,2.4302394,1.656732,2.5331948,1.0850806
missinglinkfilm,0.94693565,1.2928264,0.65417874,1.6494769,0.88794565
motherlessbklyn,2.3062396,3.1024811,1.3230505,3.9739003,2.0442283
onceinhollywood,2.2858903,2.763561,2.3422127,3.7588046,1.3155185
onthebasisofsex,1.7472723,2.7885368,1.1710944,4.281978,2.6672642
overcomermovie,1.1696084,1.5401459,0.8724094,1.8211824,0.8924152
peanutbutterfalcon,17.953701,26.471714,14.641782,31.481539,12.839033
petsematarymovie,1.9551243,2.3767166,1.1880232,2.8973994,1.1580172
piercingmovie,6.270948,11.008617,4.4483128,14.519509,4.984299
playingwithfire,2.3405094,2.582549,1.3195602,3.5181203,1.6615794
playmobilthemovie,2.1501267,2.637515,1.5075,3.1245785,1.5929623
pomsmovie,1.3454694,1.4782844,0.80397886,1.8315128,0.7974792
queenandslim,3.2926815,4.0806923,2.172842,5.735819,2.3985622
rambomovie,1.133531,1.4008709,0.88604844,1.7508192,0.9011368
readyornotfilm,1.2047163,1.7838023,1.1305287,2.2410052,1.0989534
richardjewellfilm,1.7724352,2.0639184,1.1254776,2.7584786,1.4955881
rocketmanmovie,1.4555006,2.0678494,1.0551965,2.6782978,1.2231083
scarystoriesmovie,1.296736,1.4876897,1.0845294,2.1999311,1.1158733
secretlifeofpets,2.774514,3.8532548,1.7692344,4.718753,2.0347357
serenityfilm,1.1584495,1.823125,0.70594805,2.1771164,1.0037165
shaftmovie,1.5035115,1.854533,1.3452797,2.4312701,1.3423274
shazammovie,1.6824683,2.6297214,0.89493734,2.5015535,1.2494943
spidermanmovie,3.0987234,3.821719,2.9085732,3.7924063,1.3568527
spiesindisguise,1.7790136,2.7868283,1.4591551,3.876298,1.6146835
starwars,5.5793796,9.170125,7.461079,10.810912,5.3950605
stormboymovie,1.3335435,1.8421834,0.91745883,2.24913,0.99498034
stubermovie,1.1971761,1.9451555,1.128877,2.298068,1.2895237
taosdfilm,0.92984235,1.2493334,0.8254641,1.6917008,0.9097367
teenspiritmov,2.326865,3.859491,1.7522702,4.9017777,2.4105887
terminator,1.8650769,1.9749535,1.3177074,2.7404726,1.3788291
theaeronautsmov,0.6099572,1.0590783,0.74325156,1.034782,0.59665626
thebestofenemies,1.8420153,2.5374942,1.3898572,2.8895059,0.9909243
thedeaddontdie,1.576318,1.961221,0.86759824,2.810427,1.2464861
thefarewell,1.5574834,1.892463,0.93881494,2.4636614,1.0141505
thehighwaymen,2.0005102,1.9542682,1.651657,2.9058719,1.4797617
thehummingbirdprojectfilm,0.70396686,0.869773,0.5310412,1.0997928,0.577365
theintrudermovie,2.0349488,2.4543698,1.7196815,2.371366,1.1465441
theirishmanfilm,2.5539331,3.013715,1.7271246,4.764433,1.906747
thekitchenmovie,2.7929285,3.3145678,1.9578072,4.428516,2.5826652
thelegomovie,2.2441592,2.7498085,1.4068964,3.5862873,2.1340816
themustangfilm,1.1729221,1.1855621,0.66554004,1.7853326,0.73850775
thenightingalefilm,1.1493605,2.1260872,1.1025254,3.4157975,1.7161015
theprodigymovie,2.8780854,4.399681,1.856566,5.7995796,2.441089
