movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
21bridgesmovie,0.17281154,0.0,0.0,0.7077571,0.0,0.9462687,0.75352365,0.4936148,0.54454786,0.6150461,0.55878294,0.0,1.0148818,0.0,0.39976445,0.97985,0.0,0.8685403,0.65922904,0.32477403,0.4152404,0.7077876,0.5161302,0.6677091,0.4834014,0.59374607,0.6723549,0.7525663,0.28123796,0.662747,1.009458,0.35904387,0.4990672,0.46474603,0.0,0.3885622,0.0,0.23349977,0.45589048,0.9042039,0.9417803,0.73197657,0.7355342,0.6601902,0.6696861
47metersdown,0.66179687,0.0,0.0,0.7257034,0.0,1.418434,0.74712837,0.30310863,0.8189824,0.7532163,0.65892106,0.0,1.0693228,0.0,0.6660419,1.0626132,0.0,1.1904117,0.9864992,0.5573706,0.90106106,0.60664517,0.5029594,0.5471612,0.97124565,0.85105485,0.6668645,0.97561955,0.2764258,0.9787636,0.98041224,0.56320137,1.1260892,0.6013454,0.0,0.65187633,0.0,0.31827676,0.5924595,1.4367415,1.3035563,1.1336948,1.2313875,0.9551138,0.72925913
abeautifuldaymovie,0.22604236,0.0,0.0,0.56725466,0.0,0.7983897,0.62021106,0.39697635,0.6434616,0.6049913,0.5253819,0.08742893,1.1116045,0.0,0.29797092,0.93055713,0.0,0.99462986,0.58078706,0.41593072,0.42033172,0.57928014,0.43625033,0.7566196,0.6689509,0.5863276,0.6164887,0.68122214,0.11487594,0.8774059,0.92970484,0.41785547,0.78263134,0.30709946,0.0,0.5439976,0.0,0.33877474,0.3414362,0.8896179,0.9730295,0.7617999,0.8473736,0.6560755,0.8594658
abominablemovie,0.6542445,0.0,0.0,0.9824689,0.0,1.4746338,0.8737149,0.30795884,1.0106837,0.96846604,1.1666155,0.0,1.5513666,0.0,0.3731609,1.4897935,0.0,1.8632394,0.6780994,0.8428984,0.7219156,1.1657724,0.8385409,1.4488175,1.0789235,1.0386511,1.045487,0.95986813,0.423853,1.1283724,1.4383912,0.6540984,1.0657963,1.0897704,0.0,0.6696527,0.0,0.17536798,0.8226151,1.6764318,1.1621366,1.3774766,1.5378042,1.225195,1.275938
adastramovie,0.19800429,0.0,0.0,0.75317544,0.0,0.7867312,0.66700476,0.28230757,0.5309143,0.45755047,0.6233227,0.0,1.0370951,0.0,0.35649738,0.9809541,0.0,0.9197912,0.6081632,0.43640205,0.39343125,0.6925376,0.6202185,0.74319583,0.66874725,0.74405473,0.49466616,0.55666524,0.27344793,0.7663884,0.78756595,0.23548496,0.5989572,0.28416848,0.0,0.4868757,0.0,0.4352517,0.47544807,0.82582057,0.76240134,0.5553678,0.7055174,0.61520743,0.60979235
adogsjourneymovie,0.5315986,0.0,0.0,1.0553666,0.0,2.533384,1.6539797,0.6123627,1.2953004,0.9912299,0.9969733,0.0,2.2525234,0.0,0.95322704,1.9863268,0.0,2.6444614,1.171954,1.2349627,1.8168612,1.6391124,0.968794,1.9221373,1.6252356,1.4598411,1.4544082,1.2850724,0.5461724,1.4508377,1.9250482,0.6598532,1.6896565,0.9630079,0.0,1.3289535,0.0,0.62962395,0.813106,2.0327718,1.7944446,1.7371858,2.1982327,1.2997037,1.7532065
aftermathmovie,0.29070836,0.0,0.0,0.397287,0.0,0.53974855,0.51394653,0.24774581,0.3832237,0.35032535,0.30089802,0.0,0.6403161,0.030333295,0.3614471,0.5409039,0.0,0.7038202,0.3372455,0.3011646,0.3813343,0.37767547,0.37357217,0.2765249,0.4851622,0.51343864,0.33147442,0.3532828,0.25655484,0.39543235,0.5703375,0.2904765,0.46475005,0.324689,0.0,0.36565417,0.0,0.3326239,0.38911378,0.5357585,0.6391113,0.39940676,0.5345421,0.4238547,0.48996723
aftermovie,0.2212362,0.0,0.0,0.44401097,0.0,0.7978421,0.6947094,0.24542497,0.65944314,0.40378636,0.5630039,0.0,0.9496524,0.0,0.20305613,0.9075638,0.0,0.9876275,0.6741163,0.55259997,0.37422436,0.6342022,0.59878945,0.57627875,0.61148185,0.4036977,0.56544894,0.51449245,0.21270925,0.7464217,0.6217711,0.41672143,0.4647659,0.47560072,0.0,0.5566699,0.0,0.41702774,0.24411091,0.7674527,0.76408654,0.61356646,0.7016628,0.62613195,0.6636688
ahiddenlifefilm,0.18007727,0.0,0.0,0.29466462,0.0,0.38583553,0.34466127,0.1768392,0.2728414,0.28078485,0.258136,0.0,0.4600922,0.0,0.20296988,0.41684628,0.0,0.46154687,0.2764712,0.20121478,0.2720117,0.32457313,0.29249245,0.3283787,0.31283134,0.32814518,0.26781315,0.29708958,0.18153566,0.3176576,0.42582825,0.17785358,0.30046237,0.21375445,0.0,0.2921482,0.0,0.19199267,0.20101,0.39679852,0.40414804,0.32742524,0.3973073,0.29744464,0.3198362
alitamovie,0.053871755,0.0,0.0,0.5636326,0.0,1.088226,0.65372276,0.35533965,0.4041823,0.40698248,0.8769616,0.06493676,1.5986922,0.08581956,0.55839616,1.515381,0.0,1.5658097,0.3984182,0.58266675,0.6129865,1.0210319,0.95351,0.9681117,0.83079255,0.9668528,0.7149771,0.7950457,0.33892703,0.87788033,0.9657044,0.39338613,0.9135007,0.27813682,0.0,0.4838364,0.0,0.39651558,0.7753779,1.0432938,0.91821104,0.91996557,1.0976828,1.1087866,1.0469397
