movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.6994592,0.73290056,0.43235376,0.52613074,0.8441378,0.3102135,0.911808,0.7275677,0.8331849,0.7776257,0.9496458,0.6457705,0.7807725,0.84270376,0.40049347,0.46314606,0.59326524,0.5093793,0.88301146,0.80534154,0.56748176,0.0,0.8420125,0.64305526,0.6710484
47metersdown,0.6613507,1.1737843,0.5513886,0.7340103,1.1046432,0.6479388,0.8099542,0.8890023,1.0851591,1.0718415,1.4852449,0.95879936,0.66902035,0.85452765,0.607538,0.3299606,0.565205,0.5255121,1.0615942,1.3253418,1.0389739,0.0,1.2070014,0.70270765,0.94702023
abeautifuldaymovie,0.72155863,0.7716795,0.4954615,0.78520876,0.8364299,0.5157237,0.6498772,0.83682585,0.858794,0.6127497,0.8871536,0.6734108,0.59176564,1.0570033,0.69795173,0.5168066,0.7662826,0.45934922,0.87396365,0.6651636,0.536718,0.0,1.0718037,0.655851,0.88371927
abominablemovie,1.5946821,1.1303859,0.78972083,1.2239299,1.1675273,0.6016693,0.50236744,1.1727561,0.9521708,0.97599703,1.6968043,1.2567595,0.6929027,1.347062,0.81791806,0.6683305,1.028546,0.4408518,1.3183508,0.636494,0.52161735,0.0,1.0340818,0.7748296,0.6966084
adastramovie,0.9061117,0.79766464,0.42111564,0.71676165,0.84445196,0.4550618,0.5637017,0.8770324,0.6379177,0.7181385,0.991075,0.61291826,0.7340969,1.094543,0.6065587,0.44530532,0.8383532,0.42667687,1.0170386,0.7052819,0.43571866,0.0,0.76649874,0.5963127,0.6757623
adogsjourneymovie,1.9263717,1.8778648,0.83197004,1.7206795,2.5702746,1.3670299,1.7165066,1.7010188,1.9482901,1.8856533,2.2495513,1.450932,1.665542,2.178912,0.97707653,0.9963038,1.6501641,0.9263376,2.506395,1.5490005,1.1746858,0.0,2.2767963,1.0855942,2.113499
aftermathmovie,0.62448126,0.41396147,0.5027017,0.36723125,0.7156146,0.26436496,0.479783,0.6116032,0.5891506,0.6223137,0.8221052,0.75777674,0.44032913,0.82186645,0.38571122,0.3264776,0.46787533,0.52639973,0.7998545,0.51227474,0.42379937,0.0,0.60290945,0.48709437,0.6558828
aftermovie,0.6743288,0.79593015,0.39383858,0.3868652,0.63842636,0.28056344,0.8711792,0.4072865,0.855855,0.7297938,1.068616,0.8979206,0.54661787,0.5862138,0.45243675,0.5073595,0.74467677,0.3538714,0.7092064,0.9042114,0.60846025,0.0,0.8741637,0.61153656,0.7113508
ahiddenlifefilm,0.4390364,0.39866573,0.30899495,0.3216877,0.494191,0.2562232,0.35391757,0.41440934,0.44223294,0.39712617,0.53479034,0.44552806,0.33126542,0.5208456,0.32351544,0.23220524,0.35678637,0.29940122,0.49387023,0.39834958,0.3524116,0.0,0.4599474,0.31453907,0.4368032
alitamovie,1.1692104,0.67147106,0.5406513,0.56071216,0.9352288,0.19616944,0.49079686,1.0230434,0.3287117,0.8090937,1.1993594,0.66562474,0.90015924,0.9435453,0.5749075,0.45258194,0.9869788,0.54877144,1.0060126,0.5703315,0.204644,0.0,0.43944183,0.5288068,0.33226147
angelhasfallen,1.1280794,0.6951183,0.5806865,0.9058139,1.0453978,0.43932396,0.5711274,0.9819426,0.9361852,0.76113963,1.0015606,0.8047374,0.73024195,1.2940487,1.1603318,0.55439943,0.85369354,0.6127241,1.1746686,0.61057144,0.61952555,0.0,1.1565782,0.9292812,0.9656598
angrybirdsmovie,2.3846405,1.5774763,1.6110797,1.7005893,2.7572181,1.7644795,1.247668,1.5255986,2.2075224,1.9063776,2.913969,2.2454572,0.5003156,2.2571383,0.99244016,1.2751365,1.7708749,0.90245116,2.3396308,1.206912,1.2504022,0.0,1.8720164,0.8742089,2.5894773
annabellemovie,1.1567546,0.71926606,0.8226281,0.8709356,1.3456112,0.669229,1.1622747,0.9817275,1.3956274,0.78283095,1.4969547,1.0124947,0.8959632,1.1952388,0.96084577,0.7085363,1.1437788,0.55142945,0.97847384,0.9950592,0.8790498,0.0,1.438825,0.94853735,1.386144
annamovie,0.95245147,0.55547476,0.7663797,0.83345366,1.0284067,0.49811557,0.57609504,0.75412023,0.74061507,0.8302599,1.0303713,0.7759893,0.47215638,0.990362,0.51717013,0.48023838,0.7066711,0.56409353,1.0611145,0.38861305,0.42042348,0.0,0.9765866,0.6991758,0.88376343
apollo11movie,0.6477796,0.5246548,0.4706764,0.47637957,0.7637336,0.2927844,0.4863105,0.66370356,0.5440766,0.5013503,0.74206614,0.60055816,0.50783706,0.71233845,0.47084802,0.19954258,0.4668088,0.36660042,0.67843956,0.5311502,0.47392175,0.0,0.6126878,0.40547955,0.58361363
arcticdogsmovie,0.5476663,0.773923,0.57656157,0.3835641,0.7136666,0.31241712,0.61262995,0.6452021,0.91199654,0.42618105,0.99652284,0.78816307,0.39887258,0.69905496,0.64057195,0.33655223,0.5676864,0.39131352,0.5074176,0.83561766,0.6811753,0.0,0.7820487,0.3520404,0.6881205
arcticmovie,0.6917207,0.66550416,0.4496658,0.4498344,0.8875652,0.38855448,0.63596994,0.6612011,0.7019436,0.67809445,0.74250066,0.63717526,0.47227222,0.55002034,0.4020183,0.33194873,0.3343795,0.47191596,0.76803565,0.56330717,0.4279788,0.0,0.5278677,0.31407535,0.54793227
artofracingmovie,0.8991987,0.80647236,0.40065083,0.66877276,0.835123,0.37382022,0.70149857,0.7246506,0.7691777,0.98623097,1.0999148,0.7606641,0.825796,0.9389065,0.44738936,0.45878243,0.9167715,0.5407914,1.1070642,0.70809215,0.48738536,0.0,0.7188765,0.69699836,0.6001628
avengers,0.5966691,0.60652536,0.4997196,0.32066107,0.9224782,0.25295314,0.8694664,0.60640717,0.85968286,0.76293933,0.8418165,0.741318,0.6576927,0.930126,0.30017146,0.38034463,0.44608307,0.54162055,0.8705818,0.71247566,0.6252933,0.0,0.74704444,0.5436177,0.7500422
beachbummovie,0.83043915,0.7742296,0.59225917,0.61495936,0.98271996,0.3597259,0.5199317,0.6179977,0.6529067,0.5673238,1.0513285,0.8762572,0.51929337,0.89910996,0.52425414,0.34273264,0.54668003,0.5431543,0.883662,0.58083856,0.834031,0.0,0.94177264,0.40701514,0.9103309
bernadettefilm,0.91600096,0.9135045,0.7069267,0.83133197,1.1505805,0.43977642,0.9149228,0.9096024,1.1179794,0.71303356,1.3213389,0.7527965,0.6535856,0.96339345,0.73749375,0.58641624,0.9610782,0.5906512,1.1341538,0.8928132,0.51415807,0.0,1.157014,0.8128705,1.0388513
blackandbluemovie,1.1382484,1.5014234,0.96127105,1.1326526,1.6835164,0.9767146,1.4650983,1.0308125,1.7890695,1.5396609,2.0150523,1.6413511,1.062408,1.6772541,1.1332303,0.6148753,1.3378427,1.0309322,1.7788386,1.8143371,1.7736535,0.0,2.1281416,1.2926296,1.8017683
blackchristmas,0.82265854,0.6025839,0.6816371,0.6299076,1.0544152,0.48336488,0.52806014,0.82183796,0.76555264,0.59364355,1.024541,0.75201786,0.46964476,0.97038007,0.65412194,0.2552059,0.63393056,0.50837016,0.82014716,0.68340564,0.47478607,0.0,0.9128039,0.5747357,0.92755944
blindedbythelightmovie,0.5884241,0.62181973,0.32847244,0.5776608,0.76226777,0.37966296,0.5609628,0.66161346,0.7525924,0.60366124,0.7486932,0.6049934,0.46336067,0.6661295,0.52904445,0.27526164,0.57038575,0.3806671,0.741145,0.6758019,0.49137026,0.0,0.6258904,0.63112074,0.6116902
bombshellmovie,0.8519596,0.7966502,0.7526442,0.38980532,0.8625717,0.7978923,0.6310231,0.4608285,0.7451033,0.8225453,0.92530984,0.8730558,0.22652191,0.92701316,0.62742615,0.3233007,0.41052315,0.4958764,0.8365632,0.83707845,0.72678757,0.0,0.6136661,0.5311791,0.7511857
