movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.6117073,0.0,0.8350501,0.9220769,1.0076699,0.5394219,1.3010203,0.8223781,1.0058489,0.93332756,0.5694177,0.31246644,0.24234515,0.0,0.40014,0.81537086,1.028727,0.0,0.59545875,0.4788556,0.0,1.0671346,0.5155365,0.5527933,0.98254734,0.91957384,0.9794799,0.2187275,0.48858312,0.0,0.874475,0.39562014,0.6481194,0.9171521,0.7152243
47metersdown,1.1059152,0.0,0.8865173,1.0008945,1.3350419,0.66292435,1.4117852,1.1569905,1.1235948,1.2100922,0.961392,0.47276354,0.3619095,0.0,0.71136814,0.8904549,1.2577075,0.0,0.3124606,0.644199,0.0,1.1938243,0.4345726,0.5881699,1.7399707,1.0990609,1.3297365,0.5905333,0.8756298,0.0,1.4575444,0.4971499,0.8044487,0.842251,0.92673117
abeautifuldaymovie,0.80122304,0.0,0.7809679,0.98725635,0.90684414,0.6064679,1.3062639,0.81295466,1.0799989,1.0734093,0.8611733,0.5464236,0.46294838,0.0,0.5234552,0.8333228,0.960707,0.0,0.33990496,0.43304127,0.0,1.0984436,0.508255,0.41591945,0.81742203,0.9926647,1.0103829,0.41428837,0.5685442,0.0,0.9835124,0.67493427,0.44457707,0.8447037,0.5740421
abominablemovie,0.95894647,0.0,1.2366956,1.014873,2.028329,0.77979565,1.6562966,1.1546977,1.4842409,1.3059976,0.8713719,0.8013734,0.7923908,0.0,0.6099473,1.1742432,1.390298,0.0,0.5277145,0.7331203,0.0,1.7257854,0.5721884,0.8770573,0.9571465,1.3491503,1.6776514,0.34564045,1.0374389,0.0,1.8888294,0.98619896,0.917207,1.2395847,0.86926043
adastramovie,0.7011559,0.0,0.6628935,0.61813265,0.7500802,0.5072029,0.80621797,0.76449966,0.65900636,0.7891604,0.39534378,0.5462812,0.3152119,0.0,0.46716386,0.56647545,0.73347855,0.0,0.43796033,0.26752186,0.0,0.80749834,0.41656193,0.47900093,0.81504667,0.6797859,0.88435125,0.3216692,0.5099902,0.0,0.72353476,0.54451144,0.47581783,0.5608424,0.56475985
adogsjourneymovie,1.6706052,0.0,1.2478806,1.7059327,2.1012218,0.9998551,2.6139765,2.047094,1.7737963,2.4768512,1.2418298,0.58776027,1.1071566,0.0,0.64047486,1.4309051,2.219787,0.0,1.1161816,1.1833249,0.0,1.9114363,0.9280943,0.95525646,2.564294,1.8360746,1.9738221,0.72702104,1.4051216,0.0,2.4680724,0.66841185,1.5635971,1.4605314,1.634636
aftermathmovie,0.5542984,0.0,0.5707208,0.7445165,0.72699094,0.60525477,1.0401549,0.63555014,0.7115712,0.8061479,0.4877408,0.30406004,0.29846802,0.0,0.31986785,0.59721863,0.7363842,0.0,0.31577218,0.35518032,0.0,0.6667868,0.47361395,0.46321195,0.6405515,0.60812443,0.72334725,0.27070764,0.5213546,0.0,0.65276927,0.3522513,0.4660624,0.56673735,0.3445149
aftermovie,0.5351969,0.0,0.70617145,0.78400356,0.7765274,0.46598557,0.94268894,0.64789253,0.7262389,0.7755767,0.6514636,0.38356334,0.27875158,0.0,0.33797055,0.5796902,0.6823096,0.0,0.28137156,0.3512174,0.0,0.8244846,0.4337525,0.42666814,0.77191275,0.71098864,0.8348779,0.33132505,0.48429978,0.0,0.6131324,0.4015502,0.35091463,0.6898144,0.4224534
ahiddenlifefilm,0.3724709,0.0,0.36010292,0.39092112,0.46812493,0.29420385,0.5050338,0.38317794,0.43306926,0.44228208,0.30504388,0.19342849,0.2017444,0.0,0.21585843,0.3574296,0.4648278,0.0,0.24415173,0.23265295,0.0,0.45877397,0.25649634,0.28133938,0.46885502,0.37154162,0.46147022,0.24128062,0.2802124,0.0,0.43822467,0.27215615,0.28860152,0.3616608,0.2959382
alitamovie,1.3256838,0.0,0.6982939,1.0940377,1.3571893,0.6529776,1.4784925,1.1808558,1.1618863,1.4032731,0.68406093,0.61074424,0.762498,0.0,0.6495763,1.0184973,1.5360075,0.0,0.5220813,0.62334967,0.026974246,1.0783614,0.67992055,0.93026763,1.1301354,0.99196315,1.388274,0.6457106,0.79341346,0.0,1.2219528,0.93751,0.84793955,0.7714125,0.8077411
