movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,0.8926473,1.1112854,0.0,1.6787479,1.0166633,1.3423848,1.0266633,0.9276906,0.9930299,0.72056985
47metersdown,1.1935935,1.3904217,0.0,1.7079775,0.98448145,1.5072416,1.0630145,0.6486685,0.5114958,0.9165919
abeautifuldaymovie,0.9600974,0.85995096,0.0,1.6671438,0.9853572,0.9432347,0.99511296,0.80371034,0.9169147,0.66659725
abominablemovie,1.510056,1.4930843,0.0,2.6579895,1.7249,1.7367736,1.1235031,1.5248879,1.4565998,1.2400194
adastramovie,0.78762734,1.1891112,0.0,1.3485215,0.85423774,1.3458487,0.77018845,0.9740071,1.0433916,0.77272415
adogsjourneymovie,2.4296067,2.3409548,0.0,3.5491288,2.760056,3.1240177,2.3351789,2.310851,2.2369664,0.8711127
aftermathmovie,0.77374905,1.0111448,0.0,1.1385713,0.9759588,1.0133084,0.764621,0.68620926,0.7470976,0.47062913
aftermovie,0.5684617,1.2156162,0.0,1.3779807,0.9180786,1.2111317,0.8621402,0.7974597,1.0148962,0.7356982
ahiddenlifefilm,0.46499765,0.6115515,0.0,0.73416454,0.5599029,0.63966084,0.46155885,0.51871663,0.52172107,0.42312974
alitamovie,0.8380209,1.5367917,0.0,1.8643537,0.9138574,1.2722336,0.6967043,1.0398648,1.0265101,0.93901813
angelhasfallen,1.206047,1.5009749,0.0,2.2767031,1.0854481,1.6396074,1.3250488,1.4162371,1.3589599,1.0466204
angrybirdsmovie,1.9740187,3.4597242,0.0,4.394113,2.5525723,2.588675,2.568959,2.1006613,1.7032443,0.87861145
annabellemovie,1.368288,1.2239804,0.0,2.371812,1.3238612,1.4197869,1.0477855,1.2247912,1.3876877,1.0855204
annamovie,0.7532591,1.2425174,0.0,1.4027458,0.92506486,0.98552644,0.7292427,0.5773482,0.65813285,0.595539
apollo11movie,0.7290511,0.8964196,0.0,1.0290933,0.7174649,0.9421489,0.61023134,0.95248836,0.8375743,0.6951983
arcticdogsmovie,0.85558516,0.97626495,0.0,1.2109742,0.78615505,0.8885056,0.5343461,0.7464497,0.7045385,0.7145746
arcticmovie,0.7868845,1.1069283,0.0,1.3228898,1.0049582,1.0385357,0.87567735,0.7589048,0.98792076,0.6267134
artofracingmovie,1.0078702,1.1593237,0.0,1.2440672,0.97114116,1.255896,0.8146287,1.1591568,0.95224404,0.68579197
avengers,0.89665806,1.0258805,0.0,1.2923515,0.9604696,1.1225322,0.9388895,0.7734151,0.66034013,0.5361972
beachbummovie,1.231168,1.5927103,0.0,1.7069442,1.4412638,1.3527231,1.0737846,0.8354068,1.093474,0.56779516
bernadettefilm,1.1634041,1.3396381,0.0,1.6129161,1.2913718,1.4066663,1.0834551,0.8904466,1.0460578,0.65964484
blackandbluemovie,1.4696988,1.8819219,0.0,3.1120048,1.6433787,1.3819687,1.5187355,1.5440255,1.8763828,1.1508
blackchristmas,0.99299175,1.1078057,0.0,1.3526976,0.9618019,1.1084312,0.7123647,0.92449343,1.035072,0.70033205
blindedbythelightmovie,0.67208606,0.8503572,0.0,1.2399285,0.7286952,0.9242234,0.636593,0.8241556,0.82145435,0.6635183
bombshellmovie,1.3016491,1.3227353,0.0,1.673911,1.325174,1.6422665,0.94048953,1.3837453,1.1862969,1.0272568
booksmart,8.737195,6.7671895,0.0,12.384345,8.106822,9.627851,4.4880977,8.629078,7.041952,5.5001707
breakthroughmovie,1.5430247,2.085304,0.0,3.513979,1.6090236,2.1678915,1.7330275,1.9087087,1.9938086,1.2353405
brianbanksmovie,0.9827437,1.5981784,0.0,1.7907032,1.2843324,1.1352593,1.3303987,0.83618915,1.1103013,0.69807386
brightburnmovie,1.0251546,1.2631664,0.0,2.0693758,1.173723,1.0944772,1.0701114,1.0795735,1.2058021,0.7776822
brittanyrunsmov,0.79104245,1.2492274,0.0,1.1761627,0.7182498,1.0860164,0.67181957,0.9747486,0.74552107,0.75171864
captainmarvelofficial,0.98461545,1.3436126,0.0,1.4605851,1.1320919,1.463662,1.1065403,0.9799844,0.97341067,0.62920773
captivestatemovie,1.1670687,0.99668163,0.0,1.7639287,1.2723019,1.1567585,1.1174436,1.1298795,1.1891769,0.66597307
catsmovie,1.5026366,2.2998025,0.0,3.157957,2.1001673,1.9415772,1.5673823,1.3075713,1.4925163,1.3578444
charliesangels,2.067786,3.2434816,0.0,4.4235272,2.718851,2.3147533,2.1858344,2.0489516,2.2985175,1.58063
childsplaymovie,2.779773,3.7609522,0.0,6.081499,3.4347944,3.608895,2.7266955,3.8632817,3.2899215,2.8410008
clarathefilm,3.9807787,4.5958714,0.0,8.196316,5.0381436,5.932411,4.4085574,4.4206114,4.5685368,2.8596377
coldpursuitmovie,0.7448517,0.8864451,0.0,1.3143271,0.8761527,0.9009043,0.82075703,0.7577597,0.7027041,0.61473656
countdown,1.0388628,1.6681507,0.0,2.8632627,1.4290147,1.8736013,1.4001287,1.5897771,1.5268495,1.059438
currentwarmovie,0.9586553,1.4625026,0.0,1.3506618,0.9236747,1.5305325,0.9722791,1.026941,1.0554732,0.7637787
darkwatersmovie,1.3370296,1.7372004,0.0,2.3229072,1.5027087,1.6568081,1.261477,1.2429057,1.1525198,1.0475917
detectivepikachumovie,0.8028786,1.7501303,0.0,1.7314218,1.0379689,1.4727548,0.83091825,1.2304149,1.1581839,1.0338491
disneyaladdin,1.1391023,2.079631,0.0,2.3368864,1.3467826,1.5073795,1.2920506,1.3463237,1.2771268,1.0087361
disneyfrozen,1.8007853,2.7115228,0.0,2.9225948,1.9602023,2.6102853,2.4739501,1.8162354,1.4000229,0.8015748
disneymaleficent,1.0435529,1.4956946,0.0,1.7808352,1.1922457,1.1642545,1.0118121,1.2931856,1.0983617,0.871156
doctorsleepmovie,0.8098683,1.0652779,0.0,1.4342198,0.96085113,1.151967,0.70760864,1.0585935,1.0387795,0.7901056
dolemiteismyname,1.2042899,1.9032737,0.0,2.6427183,1.6144265,1.1435354,1.06659,1.1620721,1.313748,0.46367517
dontletgomovie,1.1551212,1.1935751,0.0,1.5274739,1.049517,1.2278006,0.7576278,1.0119648,1.1777902,0.76741993
doramovie,0.85287637,1.2452469,0.0,1.5837842,0.93411165,1.4317232,1.0310237,0.9582227,0.7899236,0.66626513
downtonabbey_official,1.8055304,1.8697119,0.0,2.5730634,1.6015687,2.3812897,1.4421288,1.559533,1.6564851,1.2044448
dumbo,0.7960402,1.3237172,0.0,1.5064226,1.0629915,1.1474916,0.9246075,1.1804227,1.0697377,0.77751374
escaperoom,1.0856272,1.3907667,0.0,1.9962722,1.3707043,0.96878886,1.1663934,0.7062726,1.1610507,0.6074637
everybodyknowsmovie,0.66959006,0.8716815,0.0,1.3097433,0.79778624,0.86283576,0.6669893,0.82340646,0.73961097,0.62926733
fastandfuriousmovie,1.7342465,2.1041012,0.0,2.5298266,1.6929908,1.8478038,1.305713,1.8733416,1.5276319,1.313044
fightingwmyfam,1.5164486,1.755812,0.0,2.3155556,1.5617843,2.2554226,1.5400803,1.8934456,1.1968794,1.22136
fivefeetapartfilm,2.173512,3.1298559,0.0,4.2608366,2.7929163,2.31991,1.6434888,1.7551764,2.033906,1.6559772
fordvferrari,0.87362653,1.2857603,0.0,1.4099791,0.94807523,1.2670443,0.7947718,1.1230544,0.94844353,0.6559566
freaksthefilm,0.7945928,0.9406565,0.0,1.5395426,0.74488217,1.2561005,0.8461523,1.0096519,0.9344417,0.626462
geminimanmovie,1.0989677,1.4784534,0.0,2.0565312,1.0337666,1.1930943,1.0842379,0.99993515,0.9555191,0.8365097
glassmovie,0.954246,1.3264055,0.0,1.5310267,1.277081,1.4522357,1.1333014,0.8305695,1.1691984,0.7702645
gloriabellmovie,0.7465794,1.206124,0.0,1.6627544,1.0733277,0.958133,0.99301237,0.939593,1.04431,0.8112314
godzillamovie,1.0105093,1.0605061,0.0,1.3191302,1.1521164,1.5184304,1.1900933,0.8374977,1.1143763,0.625877
goldfinchmovie,1.2328014,1.3051707,0.0,1.8371469,1.5145593,1.6056328,1.1921647,1.0432801,1.1343646,0.70924973
goodboysmovie,0.9133303,1.1277224,0.0,2.0877888,0.98950285,1.240269,0.8503207,1.4776468,1.3057159,1.2063226
goodliarmovie,1.0475532,1.6596156,0.0,2.2793198,1.3509377,1.3650041,1.2820572,0.9876479,1.1963418,0.9728788
gretafilm,0.90520054,1.2444361,0.0,2.0389118,1.2456024,1.1381059,0.8461491,1.3492584,1.0034388,0.87989855
halathemovie,1.2511994,2.3689299,0.0,2.7687776,1.1911132,2.0827885,1.7480237,1.2038763,1.0523067,0.9525691
happydeathdaymovie,0.7064924,0.8326458,0.0,1.0372932,0.74476177,0.6776953,0.47206953,0.5465845,0.61989665,0.58682144
