movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.9494746,1.2456404,0.69217736,0.67062885,0.9735097,1.3883598,0.79486656,0.9589112,0.42447725,0.82047313,0.5714881,0.79065603,0.63544303,0.69107896,0.4731952
47metersdown,1.2544067,1.3414334,0.5275654,1.2357253,1.1668069,1.5782273,1.3144927,0.7680483,0.8002359,1.0505306,0.5545316,0.82370746,0.8205413,0.53881514,1.2413374
abeautifuldaymovie,0.71224993,1.1301696,0.9632576,0.5727123,0.811401,1.0679936,0.766978,0.9126977,0.55945355,0.84098905,0.6814384,0.788987,0.78889364,0.7412557,0.6490181
abominablemovie,1.261415,1.525007,0.9342478,1.1427144,1.3819761,1.8986692,0.83958685,1.1794617,0.7408549,1.1182323,0.70729697,0.9570393,0.9951756,0.5118102,0.95295686
adastramovie,1.1321347,1.0979147,0.60440755,0.76005566,0.8103005,1.1429052,1.0483029,0.9218475,0.5111935,0.9502713,0.41137722,0.8792752,0.6491858,0.65973264,0.5576415
adogsjourneymovie,1.6734152,2.1734216,2.0684075,1.3815736,1.8377286,2.8881316,1.8257658,2.8715606,1.1693258,2.2196684,1.2093865,2.1354463,1.2706046,1.3523886,1.2461926
aftermathmovie,0.6655336,0.93366873,0.661154,0.6385363,0.6421887,0.9279258,0.7105204,0.8047597,0.38112202,0.7142102,0.4206751,0.6618034,0.53363365,0.5868981,0.55892426
aftermovie,0.8167099,1.0536884,0.70840967,0.68796015,0.8062709,0.9308996,0.6159222,0.53817,0.64148927,0.7993365,0.60664105,0.6242197,0.69719446,0.6360536,0.60110486
ahiddenlifefilm,0.5009661,0.60897124,0.4120077,0.39955118,0.46670997,0.5929343,0.4609623,0.50595355,0.3309873,0.45415697,0.34366542,0.4752093,0.41722554,0.3855083,0.40287662
alitamovie,1.0597129,1.4260793,0.76222175,0.95406204,1.4665042,1.6275183,0.86801285,1.1550422,0.56005013,1.0278674,0.6610012,1.0856433,1.1814778,0.79293174,0.7720316
angelhasfallen,1.0873418,1.636085,0.8214173,0.8420582,0.91514766,1.7051768,0.9613942,1.1157198,0.5897126,0.96572906,0.7036065,0.92762667,0.9540138,0.70470566,0.6088284
angrybirdsmovie,2.9204175,2.966217,1.2443697,2.7867396,3.046252,2.7160847,1.4831383,2.5216038,1.2645735,3.3431711,0.92832756,2.1159678,1.3574133,1.9388856,1.7578461
annabellemovie,1.8942122,1.9902917,0.8917264,1.0751462,1.8015827,2.1654441,1.8494687,1.6103283,0.8193096,1.5313028,0.8621445,1.697387,0.8845428,0.8892416,1.2458763
annamovie,0.5792953,0.97905314,0.9161895,0.61636,0.8944739,1.1087993,0.7050647,0.9707155,0.49682721,0.78920245,0.7678927,0.6723208,0.7391153,0.6991181,0.63795274
apollo11movie,0.76074845,0.9394562,0.616631,0.43937674,0.7322841,0.81437564,0.7772932,0.68733853,0.43517378,0.59982914,0.51163363,0.68333524,0.42820656,0.52798057,0.63494307
arcticdogsmovie,0.71625835,0.9344698,0.5042503,0.89178395,0.9288525,1.0030613,0.3981551,0.7537827,0.34599778,0.6876353,0.32799873,0.6618411,0.39220685,0.6178845,0.5569279
arcticmovie,0.7798713,0.8177469,0.5653817,0.714147,0.75462097,0.97480506,0.49311143,0.6853563,0.5540718,0.6408822,0.48512164,0.59703094,0.67908967,0.5853218,0.33462584
artofracingmovie,1.1797786,1.4645516,0.8465761,0.8226641,1.0372744,1.2858278,0.9567337,0.9844014,0.6992646,1.1124618,0.6061599,1.130184,0.6757224,0.6802099,0.8973807
avengers,1.0585563,1.036801,0.63663036,0.67641824,0.961776,1.1613694,0.7821381,1.0012516,0.61328834,0.8167242,0.38239086,0.73238313,0.58810854,0.78052914,0.32888678
beachbummovie,1.2087638,1.4585022,0.63103086,0.72523654,1.1528348,1.3767905,0.75284433,1.0887533,0.7066916,1.0758214,0.6693718,1.2529553,0.4419437,0.67569023,0.82541907
