movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
21bridgesmovie,0.8472334,0.6479024,0.7655158,0.6612797,0.69223636,0.9224927,0.7476328,0.74436975,0.6293212,0.0,0.7288884,0.46719494,0.5764051,0.91228026,0.7875758,0.8742763,0.75629866,0.45876268,0.8205504,0.8910755,0.7629779,0.57207966,1.0145887,0.4607153,0.45948258
47metersdown,0.9331149,0.6746699,1.2485781,0.8515904,0.5538657,1.0201503,0.860521,0.96109957,0.8070607,0.0,0.84461886,0.80655,0.688254,0.8556541,1.0626117,1.1485369,1.3227941,0.62749064,0.96860695,1.2699424,1.0988406,0.5529658,1.2464833,0.5859894,0.6575004
abeautifuldaymovie,0.9366156,0.65874547,1.0222913,0.46821254,0.6252127,0.774997,0.8111242,0.8087971,0.69467217,0.0,0.5298439,0.6404137,0.7463493,0.87197846,0.80916446,0.9124476,0.77545875,0.56456625,0.9407779,0.881806,0.7998438,0.78009015,0.8833162,0.52942485,0.45002055
abominablemovie,1.4947132,1.274191,1.5865825,2.0197883,1.1160282,1.1462495,1.7630144,1.5727907,0.949541,0.0,0.8586542,1.1438669,0.613969,1.1588296,0.84435093,0.9615845,1.3992106,0.59154487,1.1680413,1.6245351,0.74523234,1.1621683,1.3464801,1.0568807,0.8249706
adastramovie,0.8183502,0.6338375,0.71867293,0.6760175,0.49664894,0.62969553,0.86184615,0.7386693,0.864843,0.0,0.530159,0.5459981,0.60669535,0.76992464,0.7552933,0.8001142,0.68086,0.43760172,0.5864588,0.85041916,0.65560526,0.5844377,0.8525355,0.35112673,0.47315708
adogsjourneymovie,1.6739827,1.3012992,2.107235,1.5473819,0.71808565,1.0472748,2.1618664,1.581386,1.7194892,0.0,0.6245063,1.0996552,1.1338192,1.3999444,1.0734541,1.3688741,1.6558213,1.205014,1.422196,2.1588147,1.0146515,1.2099477,1.3064526,0.51452893,0.60740495
aftermathmovie,0.648836,0.47630975,0.5423994,0.46971092,0.39047003,0.65751475,0.5494372,0.55084175,0.6111206,0.0,0.5327627,0.4377198,0.40435833,0.6143465,0.6223891,0.5548757,0.6951418,0.54287213,0.5726835,0.68153584,0.5754864,0.55283093,0.88243043,0.3026421,0.34409776
aftermovie,0.65236986,0.6351401,0.6764128,0.731662,0.51059085,0.79065895,0.73262525,0.8745216,0.78858674,0.0,0.45786718,0.4768045,0.3618221,0.71154535,0.7414696,0.6644158,0.67505556,0.40036014,0.56076753,0.88046634,0.6711529,0.667483,0.7578888,0.20462987,0.4696162
ahiddenlifefilm,0.4310181,0.34572586,0.43301433,0.39267018,0.2885978,0.36463103,0.3835958,0.40364435,0.37483907,0.0,0.3000475,0.29576132,0.25212744,0.4011688,0.37147024,0.39574313,0.39349112,0.2587935,0.35952446,0.4530002,0.34729132,0.31641912,0.47489783,0.18978319,0.24282658
alitamovie,1.400426,0.92569506,1.4033568,0.90550375,0.7793204,0.7031374,1.1758989,1.1319317,1.084288,0.0,0.84220123,0.72407186,0.86704403,1.2103789,0.81309235,1.0820951,0.9591014,0.3279397,1.0233476,1.2797838,1.1102614,0.98011506,1.2898124,0.504721,0.61995286
angelhasfallen,1.2844647,0.88726413,1.0996612,1.0829227,0.9104536,1.0176457,1.1477364,1.1991824,0.9517341,0.0,1.1017178,0.6745391,0.8302761,0.9012051,1.0426472,1.1104234,0.96498394,0.4549377,0.9132225,1.3453752,1.0049351,0.7545227,1.1405367,0.53283745,0.8104758
angrybirdsmovie,2.4232519,1.4150801,2.5216467,1.9233564,1.798923,1.4318238,2.1667867,2.2777526,2.128847,0.0,1.0600233,1.8787594,1.2269267,1.4161758,1.5489645,1.6280448,2.4095333,1.0313822,1.7525357,2.6301494,1.8148347,1.3460753,1.9745183,0.42640948,0.5613003
annabellemovie,1.6378424,1.3058858,1.6940142,1.4175905,0.8833914,1.5325282,1.2841151,1.2757586,1.1983352,0.0,0.942436,0.939015,0.80469596,1.4491285,1.0521046,0.93831974,1.1753882,0.73638,1.5537319,1.8932627,1.2182344,1.1754603,1.6755965,0.75588024,0.7811531
annamovie,0.83759546,0.6926254,0.8630096,0.9220113,0.50506514,0.6103401,0.79272276,0.8675677,0.8249202,0.0,0.5016565,0.47835812,0.5210292,0.8022651,0.6343548,0.720959,0.8568045,0.39111415,0.73991895,0.8181244,0.49058992,0.7071799,1.1678817,0.36291915,0.5707384
apollo11movie,0.5624069,0.603199,0.6162187,0.52333474,0.3562778,0.55273926,0.51442456,0.45743144,0.6196628,0.0,0.33097488,0.33299625,0.38999906,0.5723207,0.5674905,0.54567397,0.6026926,0.41836813,0.5304385,0.60541874,0.31698295,0.3194517,0.6401868,0.5487798,0.26880375
arcticdogsmovie,0.8543954,0.4763225,1.0619178,0.6602428,0.4617766,0.7623446,0.691589,0.84606653,0.6680749,0.0,0.5628615,0.7767663,0.5454054,0.7175703,0.79508233,0.8434809,1.0577551,0.7152113,0.6085936,0.8127993,0.61019695,0.6222118,1.0148357,0.3947224,0.58067274
arcticmovie,0.5994605,0.60898113,0.7561644,0.65459704,0.3885246,0.59810996,0.6919393,0.83303505,0.742502,0.0,0.5988179,0.51182026,0.34979254,0.5816951,0.68311894,0.7093756,0.5848916,0.4196322,0.48038232,0.8560399,0.6717372,0.48005038,0.85217613,0.22028562,0.3545647
