movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.538068,0.6660117,0.5205606,0.68888247,0.70933187,0.57430357,0.14359488,0.43713963,0.24564724,0.49258968,0.0,0.56384313,0.94466144,0.5901356,0.35366756,0.5035607,0.81634355,0.41547775,0.32305628,0.35447302,0.16915002,0.53896224,0.43422794,0.5859171,0.85122776,0.41807616,0.323246,0.38555372,0.35092783,0.5562809,0.64946324,0.487512,0.73507696,0.0,0.6244543,0.76579595,0.0,0.56857866,0.60471135,0.0,0.16751924,0.5793713,0.51721036,0.7053082,0.31494462,0.43084034,0.58040273,0.65938264,0.0,0.0
47metersdown,0.81306857,1.033265,0.54857063,0.75357467,0.8924963,0.9980285,0.38072696,0.40280914,0.60249937,0.5216913,0.0,0.9041075,0.8743599,0.650327,0.36748475,0.58007336,0.93924874,0.29906544,0.35309687,0.2351402,0.33518618,0.6916137,0.40462023,0.77437174,1.0490341,0.6414965,0.46899444,1.0280393,0.62507415,0.63968515,0.8373602,0.7010034,0.6554105,0.0,0.6936969,0.59913063,0.0,0.5732081,0.9109319,0.0,0.45856538,0.6628459,0.24240457,0.9052687,0.4836372,0.62447387,0.693224,0.99914736,0.0,0.0
abeautifuldaymovie,0.539225,0.77267677,0.70906067,0.6799788,0.8740307,0.6930268,0.15889873,0.40651748,0.2972514,0.48656544,0.0,0.69089603,0.8309391,0.53817403,0.30602345,0.53038734,0.893807,0.16108683,0.17842457,0.15954417,0.2612158,0.6488528,0.5393832,0.7363909,0.8361984,0.4762131,0.44213352,0.68886125,0.38588944,0.69544315,0.5792364,0.33731914,0.67216694,0.0,0.540748,0.743701,0.0,0.36761576,0.6837188,0.0,0.2869394,0.47721386,0.51954067,0.867973,0.49402788,0.67426085,0.46436134,0.60362,0.0,0.0
abominablemovie,1.1363096,1.4801822,1.0898706,1.1100214,1.4634551,1.0952291,0.98732245,0.8426024,1.0336004,0.65289575,0.0,1.0555288,1.4466379,0.91952807,0.9393071,0.90983874,1.6366407,0.6776822,0.7445988,0.50432676,0.50462615,0.6621365,0.5189137,1.3022499,1.4972919,0.79158586,0.57657576,1.5525289,0.85192573,0.8719148,1.2817782,0.76195735,1.0917587,0.0,1.0121208,0.8975878,0.0,1.0363376,1.5211824,0.0,0.5060072,0.6963772,0.86644244,1.6278414,0.7338114,0.9649063,1.61425,1.6048667,0.0,0.0
adastramovie,0.73984784,0.7575123,0.42793974,0.7244929,0.7990822,0.65107447,0.2729066,0.5243424,0.15008837,0.70151967,0.0,0.658853,0.7244836,0.48683977,0.24415801,0.5932403,1.0586652,0.40105674,0.47539762,0.39878333,0.33449134,0.5479243,0.47588724,0.66094416,0.9106498,0.5006082,0.19308482,0.56223154,0.48563692,0.6480588,0.7165396,0.46466756,0.58185446,0.0,0.51820296,0.77627337,0.0,0.75655013,0.76952446,0.0,0.33751616,0.53611416,0.60695046,0.77757037,0.33875704,0.40722036,0.90118426,0.8653599,0.0,0.0
adogsjourneymovie,1.4105936,1.7141714,1.2895713,1.451657,1.5247438,1.43454,0.76918626,1.1357728,0.54073596,1.3810405,0.0,1.2820877,2.1875496,1.336714,1.1701431,1.1490297,1.7343769,0.8881269,0.30317673,0.89081097,0.39715797,1.6010451,0.6011979,1.8883486,2.0679166,1.0722576,1.1197644,1.6220055,0.818238,0.93634295,1.6093861,1.3136973,1.3074701,0.0,1.6190436,1.7008845,0.0,1.1064949,1.6014111,0.0,0.5045607,1.3359225,1.6638798,2.039849,0.77052015,1.1841742,1.8005862,1.5637658,0.0,0.0
aftermathmovie,0.48332047,0.63720155,0.49573705,0.67782193,0.60709095,0.53466296,0.3302237,0.3438931,0.35724145,0.42253458,0.0,0.6853116,0.7120288,0.60973376,0.3110303,0.54428786,0.7352252,0.36371395,0.2637429,0.2451134,0.21402663,0.50625956,0.55640477,0.6163878,0.6633296,0.468097,0.22611636,0.5675808,0.4028199,0.49465072,0.6385396,0.44493508,0.6782497,0.0,0.44373292,0.56433606,0.0,0.5304415,0.7695552,0.0,0.2747611,0.40534663,0.3687486,0.6882606,0.33703193,0.4765054,0.45498922,0.48561296,0.0,0.0
aftermovie,0.6299776,0.6205045,0.36560455,0.7558658,0.7547441,0.57138664,0.24219511,0.2452579,0.31656417,0.4885303,0.0,0.57072675,0.8815157,0.5987344,0.39025065,0.33624896,0.85465914,0.48301417,0.39428452,0.26776034,0.28516918,0.48998073,0.5482507,0.6102146,0.83407795,0.4151692,0.39246213,0.51496136,0.38831094,0.6144058,0.61377555,0.58965707,0.5627175,0.0,0.73557675,0.77200186,0.0,0.5448867,0.6269092,0.0,0.4514104,0.64788604,0.56777716,0.8766063,0.3506849,0.49975,0.8847645,0.7081983,0.0,0.0
ahiddenlifefilm,0.27808744,0.36383578,0.29568815,0.34597337,0.3652922,0.3400606,0.16551664,0.23380291,0.19118752,0.24129167,0.0,0.29419345,0.44455385,0.299249,0.18762882,0.26735145,0.425404,0.2090997,0.18053617,0.18958566,0.12098614,0.26843795,0.2423698,0.34448513,0.40325624,0.2554928,0.20909628,0.32753152,0.22782104,0.3017489,0.33816308,0.26304853,0.32430884,0.0,0.2678241,0.3066724,0.0,0.2753586,0.35651255,0.0,0.19711083,0.26595208,0.2903134,0.38266832,0.20820262,0.23394161,0.33795115,0.33962697,0.0,0.0
alitamovie,0.49836406,1.0286424,0.6516337,0.7844873,0.74776804,0.6968151,0.16848984,0.57671213,0.2845904,0.60986066,0.0,0.59440887,0.89975786,0.51273036,0.18522817,0.89708126,1.2831854,0.62862045,0.3567323,0.5479518,0.30250785,0.37579095,0.95516366,0.45612356,0.6229807,0.46310017,0.4033102,0.5296886,0.7186531,0.84614444,0.784084,0.55349785,0.7997416,0.0,0.3262057,0.5645429,0.0,0.55713195,0.6935275,0.0,0.48079476,0.5265868,0.48132926,0.7401246,0.41567233,0.51581204,1.0667286,0.78418034,0.0,0.0
