movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.66591036,0.640009,0.7669006,0.4931419,0.7925956,0.0,0.72402126,0.37804145,0.6016095,0.36401847,0.6836997,0.6512998,0.5902118,0.5832154,0.5271188,0.68563265,0.0,0.44153506,0.49058366,0.6758269,0.54399246,0.77300006,1.0713482,0.84846026,0.0,0.0,0.49023524,0.7766712,0.0,0.0
47metersdown,0.76535547,0.96198356,1.276662,0.81645983,1.2585818,0.0,0.9399751,0.5103962,1.2673023,0.29829177,0.9316841,1.2530519,0.66544443,0.8954204,0.24985835,0.59990656,0.0,0.3226933,0.5297204,0.85042876,0.9293504,1.2650614,1.8649261,1.1698631,0.0,0.0,0.88095754,0.674664,0.0,0.0
abeautifuldaymovie,0.77878207,0.5825633,1.1581643,0.40095675,0.85690933,0.0,0.7894426,0.33924586,0.53367627,0.373564,0.7019255,0.6885513,0.48498374,0.66618145,0.6327049,0.8867669,0.0,0.56729174,0.56534743,0.601796,0.7162674,0.8134372,1.3459505,1.0711504,0.0,0.0,0.6317901,0.70925653,0.0,0.0
abominablemovie,1.0217438,1.0673438,1.6100086,0.7781999,1.5569605,0.0,1.3455704,0.6134818,1.3498806,0.35558757,1.3417604,0.981623,0.65515316,1.3148657,0.81609213,0.56504047,0.0,0.4594047,1.2006077,1.0211456,1.2276206,1.6416802,2.2606213,1.6247007,0.0,0.0,0.77663076,1.05785,0.0,0.0
adastramovie,0.8251916,0.7971842,1.0679828,0.5316532,1.1154271,0.0,0.7860744,0.45600712,0.933403,0.42355123,0.8785701,0.7094492,0.5108206,0.80155474,0.5743858,0.6131486,0.0,0.3134187,0.6656915,0.7413969,0.72334516,0.9135086,1.4714041,0.9835561,0.0,0.0,0.67429614,0.4810025,0.0,0.0
adogsjourneymovie,1.4214764,1.5138445,1.7477694,1.29474,1.9017053,0.0,1.4086345,0.9905137,1.6735376,0.6369547,1.4043965,1.3253685,1.3158195,1.9341441,0.8180714,1.0697421,0.0,0.7524864,1.1573025,1.1646457,1.2083228,1.6360159,2.4191284,2.6714559,0.0,0.0,0.67817914,1.3065811,0.0,0.0
aftermathmovie,0.61488026,0.6501207,0.5726494,0.2585096,0.6702505,0.0,0.51792294,0.4672935,0.59875274,0.43228838,0.49820745,0.5212748,0.29584044,0.74169666,0.2915166,0.561447,0.0,0.31208628,0.43914482,0.41896662,0.51162446,0.6471248,0.9814637,0.6422177,0.0,0.0,0.40557563,0.5582502,0.0,0.0
aftermovie,0.6472493,0.59638846,0.48514783,0.29324985,0.80309445,0.0,0.39386827,0.4323337,0.72126776,0.39319363,0.6276784,0.39218643,0.39797193,0.72324425,0.41085193,0.66474634,0.0,0.43596658,0.2880039,0.353117,0.5675185,0.67840147,1.1263697,0.65587014,0.0,0.0,0.5439962,0.65693605,0.0,0.0
ahiddenlifefilm,0.40582502,0.36777806,0.42739928,0.24830751,0.4767077,0.0,0.37104642,0.24134895,0.390294,0.23799267,0.3631671,0.3354094,0.25292373,0.42323172,0.2634622,0.37660387,0.0,0.23422119,0.29970545,0.28658596,0.35145423,0.4027023,0.6114472,0.45414835,0.0,0.0,0.33476394,0.33887437,0.0,0.0
alitamovie,0.96094704,0.6669783,1.145339,0.55991197,1.08336,0.0,0.9135176,0.40408272,0.8933129,0.46494153,0.475686,0.89396024,0.6051936,0.8591009,0.35580245,0.45710713,0.0,0.5252516,0.5876746,0.6797528,0.75880504,0.9244158,1.1395942,1.2361975,0.0,0.0,0.5779478,0.56331277,0.0,0.0
