movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.2838447,1.1426585,0.78040695,1.7080749,1.5973812,1.2967439,0.7478256,1.0558889,1.4795016,1.4776567
47metersdown,1.8604764,1.3838214,1.795492,2.4920275,1.5068817,1.7011064,0.67744815,1.4264344,1.842392,1.6277816
abeautifuldaymovie,1.1933693,1.2453359,0.9509846,1.8473138,1.3728485,1.2370802,0.8959685,1.1585886,1.4141022,1.2604295
abominablemovie,2.243446,1.8551844,1.7716303,3.149298,1.8876684,2.20666,1.0757529,1.6730808,1.979792,2.2157025
adastramovie,1.4121916,1.2561877,0.969927,1.5176132,1.5131228,0.88176656,0.7069924,1.0727901,1.0256935,1.0414237
adogsjourneymovie,3.5728977,2.6053052,2.2716675,4.390588,2.486462,2.9806511,2.0333009,2.217936,3.1813622,2.6959803
aftermathmovie,1.2311761,1.0083909,0.84353805,1.2697539,1.3127248,0.80183125,0.7994859,1.2431885,1.0801823,0.9772644
aftermovie,1.4070383,1.0370265,0.87435055,1.8276083,1.2829349,1.2462677,0.7723379,1.2219735,1.2204492,1.3102858
ahiddenlifefilm,0.70305026,0.6550051,0.5736613,0.82441866,0.74355483,0.61270607,0.43404502,0.60647726,0.69962907,0.6756018
alitamovie,1.9051191,1.4481423,1.6661689,2.0292158,1.7760575,1.7060496,0.8576995,1.4192836,1.7850391,1.7726687
angelhasfallen,1.6798508,1.3227147,1.0545368,2.0966318,1.5604496,1.9503535,0.93955994,1.3212245,1.497447,1.6102481
angrybirdsmovie,2.5724704,2.3935993,2.5590634,4.0289664,3.692605,3.2472477,1.6852065,1.7669392,3.861256,3.20166
annabellemovie,2.0079122,2.355726,1.5864651,2.8233287,2.0832882,2.1143227,1.1606297,1.5933344,2.214826,2.189604
annamovie,1.4249103,0.92333806,1.0306048,1.7242062,1.5279149,1.3286366,0.88208634,1.1788547,1.4806392,1.424842
apollo11movie,1.139417,0.9927213,0.95068634,1.2377423,1.1600975,0.9954683,0.5983208,1.0416868,0.9977313,1.1063755
arcticdogsmovie,1.4435467,1.138667,1.0148927,1.4997684,1.1928804,1.3113537,0.6209696,1.0698563,1.3971621,1.1816909
arcticmovie,1.1592106,0.9998393,0.8618323,1.2180814,1.029307,0.81239486,0.61365247,0.87086046,0.98889554,0.9625184
artofracingmovie,1.7115008,1.1588892,1.3156314,1.867671,1.6395504,1.2267289,0.77417564,1.4289126,1.3176386,1.2735368
avengers,1.0649644,0.97206676,0.70826834,1.3028294,1.1947117,1.1349424,0.4658644,0.8255009,1.3268795,1.3468986
beachbummovie,2.0078373,1.1164037,1.2609502,2.084764,1.9748434,1.469778,0.9919909,1.7336217,1.5827845,1.4164497
bernadettefilm,1.6882704,1.2553816,0.9288697,1.7722187,1.5578809,1.1284769,1.1503651,1.4832466,1.4790443,1.2818474
blackandbluemovie,2.7250652,1.8096802,1.4534444,3.5191362,2.789014,2.5890357,1.5986788,2.1661563,2.9213057,2.3530405
blackchristmas,1.4626454,1.1676021,0.91055346,1.7051657,1.1296141,1.1390264,0.8835596,1.165997,1.2575691,1.0389367
blindedbythelightmovie,1.2019736,1.1016207,0.7591518,1.3442779,1.1752495,0.91081387,0.7664341,1.044476,0.92006814,0.9777491
bombshellmovie,1.8124816,1.0054525,1.4744289,2.3180492,1.7024468,1.9390609,0.7504629,1.1753697,1.844866,1.8558922
booksmart,10.948549,9.506626,10.12523,15.963023,10.052025,12.679434,5.1306906,7.736264,11.878213,9.828379
breakthroughmovie,2.9494584,2.3008604,2.965753,3.9949448,3.5445511,2.676922,1.8603628,2.6504722,2.7039142,2.5341082
brianbanksmovie,1.8272862,1.321828,1.2885,2.1440961,1.6423502,1.2711412,0.99555844,1.1454525,1.5807706,1.4307181
brightburnmovie,1.632445,1.3807409,1.0716851,2.0902803,1.6243613,1.5864996,0.94907945,1.3441728,1.8376669,1.5403582
brittanyrunsmov,0.9764189,0.9714786,0.9667735,1.1579093,1.3302407,1.1058481,0.65531486,0.99977976,1.1423479,1.0189897
captainmarvelofficial,1.4113277,1.281018,1.033062,1.8013693,1.2117659,1.4733931,0.85820067,1.115949,1.4032706,1.548119
captivestatemovie,1.0409257,1.5724295,0.94619703,1.5787133,1.354882,1.2298039,0.69822234,1.2065825,1.2335721,1.1380837
catsmovie,2.9358723,2.5223036,1.979271,4.0135555,2.1781056,2.7080216,1.6099526,2.3240252,2.9846802,2.6266472
charliesangels,3.2216892,2.672003,2.2239916,4.049778,3.9030163,3.3391423,1.610141,3.0200014,3.7607815,3.1650302
childsplaymovie,5.7097335,4.4344664,4.0562115,6.4964266,5.049224,5.0769567,3.1073873,5.015215,5.720944,5.6563153
clarathefilm,8.0077505,3.9326217,4.2471633,7.2990227,6.7058325,5.6617317,4.15664,5.855231,6.466833,6.13867
coldpursuitmovie,1.132897,0.84721494,0.67334574,1.2548281,1.1167347,0.89507717,0.6735651,0.91069025,0.9970433,0.85378766
countdown,2.076558,1.976089,1.1188378,2.8254452,2.6107912,2.2635524,1.287685,1.6574103,2.5437007,2.2647297
currentwarmovie,1.5570835,1.4824374,1.4951121,1.7230374,1.4244964,1.2868474,0.7675162,1.2506654,1.1756043,1.4849123
darkwatersmovie,1.7656044,2.3538122,1.5506773,2.9774854,2.3137782,1.3857999,1.030717,1.5869176,2.0614655,1.8135943
detectivepikachumovie,1.8586795,1.2194134,1.4044887,2.5048597,1.5421456,1.8716593,1.6277972,1.3795506,1.9522297,1.9567093
disneyaladdin,1.6965451,1.4914137,1.320514,2.5058308,1.6286178,1.726211,0.88557434,1.5713118,1.9365177,1.8228375
disneyfrozen,2.9461546,2.5754933,2.6693478,4.1931815,2.14258,2.9991937,1.353317,2.7459416,3.1865845,3.133721
disneymaleficent,1.4082862,1.2092124,1.147202,2.060253,1.2706794,1.4306521,0.64468163,1.1706034,1.3694222,1.690533
doctorsleepmovie,1.4639941,1.1007373,1.0821565,1.6577085,1.2944734,1.4617572,0.82477474,1.3748568,1.4443575,1.1602551
dolemiteismyname,2.0012088,1.5222117,1.2421169,2.5943365,1.9278821,2.2513642,1.4332453,1.4281995,1.9161171,2.3690693
dontletgomovie,1.5998937,1.3462774,1.0458649,2.072261,1.3731233,1.3151575,1.0521244,1.4042141,1.4888682,1.1675348
doramovie,1.1490259,1.4514416,1.2978601,1.9680519,1.494274,1.2613763,0.7052194,0.8103712,1.6113516,1.3912306
downtonabbey_official,2.3676033,2.7037053,1.5108068,3.2604966,2.8006115,1.6626209,1.9811083,2.3182554,2.8232324,2.2260783
dumbo,1.1786675,1.1306534,0.9183074,1.664895,1.1280004,1.043599,0.5791842,0.99004376,1.248224,1.2974309
escaperoom,1.5724916,1.5318431,1.1204737,2.1207342,1.9595798,1.4621913,0.8691778,1.3051146,1.8950928,1.4352564
everybodyknowsmovie,0.96005213,1.1429526,0.69727683,1.229695,1.1168543,0.84763515,0.66304016,0.868566,1.0548352,0.9491539
fastandfuriousmovie,2.93408,2.1997304,2.0235145,3.2667286,2.1147788,2.4103026,1.3407384,2.5701115,2.7598677,2.3308854
fightingwmyfam,2.6639552,2.1275527,1.500432,2.6889415,2.6010473,2.3658495,1.4712933,2.3998225,2.5694041,2.2968247
fivefeetapartfilm,2.6670027,3.1847625,2.627415,4.172554,3.2197802,3.306252,1.907101,2.159329,3.341218,3.3207452
fordvferrari,1.5318841,1.0198503,1.1472529,1.7696884,1.7312279,1.1527672,0.82292867,1.123555,1.1630208,1.3511101
freaksthefilm,1.7010454,1.2165045,1.2595545,2.0622385,1.5597454,1.4959397,1.2052355,1.5354317,1.4722571,1.2659414
geminimanmovie,1.5660136,1.4018294,1.2854955,2.0819526,1.6159025,1.7596773,0.92607653,1.5081985,1.8833408,1.6160187
glassmovie,1.5941528,1.1782432,1.0053679,1.6563272,1.507835,1.4727852,0.92433906,1.4812369,1.2335857,1.4615666
gloriabellmovie,1.2734683,1.2895312,1.1580867,1.8296409,1.4969004,1.5499705,0.73723054,0.95847416,1.4886962,1.302377
godzillamovie,1.5752058,0.9902506,1.0123044,2.0216968,1.3304216,1.4910702,0.91532815,1.159254,1.3981526,1.3743602
goldfinchmovie,1.9840461,1.1959814,1.2733247,2.0160775,1.6646799,1.6418766,1.0207683,1.4645065,1.7442304,1.7803433
goodboysmovie,2.4339793,1.5960284,1.3365419,2.463494,1.7360309,1.8333408,1.1326215,1.8135071,1.7242918,1.735694
goodliarmovie,2.2816133,1.4529,1.579612,2.8509426,1.9041275,1.9620831,1.2441777,1.6938952,1.9106729,2.2011642
gretafilm,1.4920778,1.6939187,0.9053181,1.9813371,1.5898279,1.3587077,0.9895646,0.9866604,1.7559798,1.5493257
halathemovie,2.6062188,2.3355448,2.0457435,3.2719774,2.8436663,2.325826,1.3453538,2.3209724,2.834933,2.4574313
happydeathdaymovie,1.0419205,0.86885154,0.7365509,1.3262122,0.836646,0.9547298,0.6628784,0.6722156,1.2803984,0.85279274
harrietfilm,1.3894234,1.6348406,1.0034992,1.7242639,1.4962153,1.1348062,1.0642614,1.3204184,1.2762871,1.0932319
hellboymovie,1.5180712,1.0086703,1.1049197,1.6427957,1.1560374,1.3222386,0.6945995,1.1526303,1.1598432,1.3443943
hersmellmovie,3.6057026,1.8629037,2.3202305,3.6406002,2.97832,3.6419895,1.5106264,3.3460999,3.030641,3.151442
highlifemovie,1.0697894,1.0242773,0.9440538,1.4765077,1.2125382,1.1310663,0.65261275,0.8806215,1.146419,1.0435455
highstrungmovie,15.652465,9.514962,11.953144,21.655233,12.194674,16.162775,9.166842,11.67558,16.13807,15.665685
honeyboymovie,3.1056213,2.288967,2.200315,3.958374,4.3954344,2.983857,1.8204093,2.1785264,3.1778219,3.263603
hotelmumbaifilm,1.3929783,1.1922917,1.0678252,1.5094031,1.0434457,1.0889615,0.84432846,1.0196602,1.329562,1.1189107
httydragon,3.7013528,2.2421978,2.2276373,4.883989,3.479903,3.8278453,2.0733047,2.943956,3.826778,3.4015887
hustlemovie,2.19187,2.104271,1.6046187,2.9908483,2.3408077,1.7453092,1.2268206,1.8974031,2.1653242,1.8610272
hustlersmovie,8.324904,5.7260375,4.1831956,10.333616,8.42659,8.379697,4.3944464,6.995151,8.284243,8.262268
isntitromantic,1.8045769,1.3297193,1.212906,2.5730836,1.5877459,1.4018886,1.4165618,1.7959071,1.7068254,1.7133205
itmovieofficial,1.7984328,1.1896384,1.2384233,2.131213,1.5177438,1.5788406,0.9406334,1.7642777,1.4050294,1.522371
jayandsilentbob,2.130153,2.6516662,2.1725678,3.459022,2.5079317,2.3691478,1.0617852,1.5107191,2.4186902,2.1753972
johnwickmovie,2.4148762,1.6178615,2.0489843,3.2970114,2.145287,2.8540063,1.2825578,2.4209642,2.1500945,2.2865398
jojorabbitmovie,2.854314,2.7756076,1.5726266,3.1281805,2.8108113,1.7563556,1.475595,2.5520768,2.1984885,2.3981347
jokermovie,1.5243556,1.054731,1.1609619,1.8399882,1.2943375,1.3585633,0.8779851,1.0969862,1.2458097,1.3652072
judythefilm,2.2403028,1.1020894,0.9651108,2.17045,1.9056025,1.733868,1.3228358,1.7271488,2.139501,1.8076314
jumanjimovie,2.9304268,3.4033957,2.204601,3.9162588,3.214522,2.9066494,1.4482237,2.1973438,3.4926102,3.0838304
