movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.0,0.6394315,0.5528023,0.71639144,1.0138204,0.99576455,0.5114654,1.0359889,0.37319353,0.6284894,0.605899,0.0,0.49527377,0.5923052,0.6908454,0.621319,0.48566514,0.0,0.4954234,0.6595481,0.6869247,0.0,0.9676457,1.0000544,0.96777725,0.0,0.43179333,0.631223,0.63331366,0.0
47metersdown,0.0,0.24838111,0.54675525,0.83485806,1.2132963,0.6154859,0.7750426,1.2378019,0.68011904,0.73818743,0.52456707,0.0,0.343433,0.50590354,0.8243826,0.92321956,0.42872936,0.0,0.6967129,0.80193204,0.74692416,0.0,0.7906313,1.19658,1.1117425,0.0,0.6783489,0.46013007,0.9663016,0.0
abeautifuldaymovie,0.0,0.5112614,0.64248383,0.6564784,1.0785376,0.82835335,0.49838647,1.158646,0.3303512,0.5803605,0.45800573,0.0,0.60655594,0.3915718,0.76655227,0.7508775,0.3377255,0.0,0.547446,0.6653626,0.6343273,0.0,0.85296404,0.8311141,0.9324085,0.0,0.49999827,0.6987211,0.69706684,0.0
abominablemovie,0.0,0.42373657,0.7962575,1.0176483,1.9396839,1.3872422,0.7794056,1.414531,0.33324838,1.2692508,0.8413617,0.0,0.91958,0.93730265,0.86449605,0.6206442,0.6190391,0.0,1.0761628,1.5228902,1.0350373,0.0,1.1687841,1.1662146,1.2566237,0.0,1.1008832,0.9423788,1.3579782,0.0
adastramovie,0.0,0.47011888,0.6062262,0.5632815,1.0929642,0.9194461,0.44324315,1.0519884,0.3654573,0.7148284,0.5113369,0.0,0.41698018,0.7289704,0.5608248,0.5746466,0.3785469,0.0,0.6109399,0.7399448,0.86122584,0.0,0.7956653,0.77642643,0.67329687,0.0,0.4416948,0.5191375,0.72901016,0.0
adogsjourneymovie,0.0,1.493955,1.242174,1.0866506,1.9446148,1.5771736,0.56994975,2.096559,0.535392,1.532904,1.1621182,0.0,0.91137767,1.4110308,1.3167051,1.140588,0.5467066,0.0,1.3394195,1.5221828,1.454748,0.0,1.6142021,1.9414655,1.7602725,0.0,0.8526656,1.1646543,1.0172276,0.0
aftermathmovie,0.0,0.3524663,0.47073364,0.59578377,1.0025905,0.7603864,0.41419646,0.99181855,0.3882765,0.78142333,0.5222705,0.0,0.32739377,0.671795,0.6868029,0.53834516,0.5017974,0.0,0.55094755,0.58450365,0.6423427,0.0,0.7118639,0.81904894,0.7545626,0.0,0.4947811,0.47738692,0.5675054,0.0
aftermovie,0.0,0.530012,0.41170293,0.65009826,1.1560956,0.6375155,0.44146797,1.0182177,0.2990872,0.6277049,0.43729,0.0,0.4719809,0.7121597,0.56279886,0.38715342,0.4425097,0.0,0.537013,0.78438973,0.55790216,0.0,0.8292524,0.80372506,0.7190029,0.0,0.38927546,0.5598147,0.7475563,0.0
ahiddenlifefilm,0.0,0.3177768,0.35797158,0.38646618,0.6373873,0.4880897,0.2747265,0.5832373,0.2417587,0.40688068,0.31896114,0.0,0.292179,0.3631421,0.39590406,0.35837224,0.28252384,0.0,0.35152438,0.39202517,0.3828799,0.0,0.5012561,0.5016382,0.4651019,0.0,0.3098422,0.3136103,0.3489008,0.0
alitamovie,0.0,0.77535224,0.541932,1.145957,1.7497898,1.3879585,0.3525849,1.4064184,0.7306765,0.84939724,0.4312794,0.0,0.5194302,1.3120406,0.72438335,0.8939484,0.4029563,0.0,0.695896,0.8317374,1.0279154,0.0,1.6016226,1.2233878,1.4126799,0.0,0.2737999,0.5817449,0.88177973,0.0
