movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.3243651,1.181204,1.1843338,0.0,1.4461371,0.6636288,0.0,1.3687334,1.0330607,1.1872635
47metersdown,1.5871235,1.889502,1.2960328,0.0,1.9623293,0.8447754,0.0,1.3015972,1.3684937,1.2864907
abeautifuldaymovie,1.5732824,1.413536,1.0930023,0.0,1.2588795,0.8006683,0.0,1.5387158,1.1545143,1.2657388
abominablemovie,2.3454158,2.1969116,1.7099435,0.0,2.7440455,1.3350296,0.0,2.271725,2.0247307,0.9557657
adastramovie,1.328173,1.4547609,1.1017898,0.0,1.3218461,0.97966504,0.0,1.5606084,1.0727657,0.8358807
adogsjourneymovie,2.74992,3.5782082,2.6336932,0.0,3.1508155,1.6017522,0.0,2.7917528,2.668978,1.438504
aftermathmovie,0.9832601,0.9204812,0.9618114,0.0,1.1469761,0.6703354,0.0,1.1207048,0.86543655,0.8840254
aftermovie,0.97805786,1.2968895,1.1730304,0.0,1.5819423,0.9309967,0.0,1.5520921,1.1713212,0.8730942
ahiddenlifefilm,0.63934356,0.7269801,0.6375061,0.0,0.71406054,0.45302692,0.0,0.74844927,0.69419134,0.5485741
alitamovie,1.402984,1.8583832,1.1512839,0.0,1.2940047,1.0921729,0.0,1.7561729,1.4401658,0.8497456
angelhasfallen,2.1694853,1.9037526,1.7157401,0.0,2.2160275,1.0070074,0.0,2.3610544,1.6766042,1.8369935
angrybirdsmovie,4.233142,4.653274,3.4127266,0.0,3.7642083,2.1968708,0.0,4.147429,3.2848754,2.4125638
annabellemovie,2.231161,2.1982577,1.8129939,0.0,2.7545466,1.492402,0.0,2.300965,2.0122607,1.8711587
annamovie,1.0706859,1.1635593,1.0933759,0.0,1.2079945,0.88183105,0.0,1.1890657,0.99156797,0.9343126
apollo11movie,0.962758,1.0345508,0.9984268,0.0,1.1976732,0.58540964,0.0,1.303515,1.0763208,0.92644036
arcticdogsmovie,1.0692672,1.2776598,1.0748518,0.0,1.378515,0.6889325,0.0,1.2577349,1.2284085,1.1130705
arcticmovie,0.9900912,1.1125764,0.9060042,0.0,1.2884823,0.5323369,0.0,1.0409268,0.9032619,0.87970227
artofracingmovie,1.3954518,1.5079441,1.3331643,0.0,1.5105792,1.1222153,0.0,1.7640715,1.2700983,1.0294293
avengers,1.2380323,1.2211155,1.1171324,0.0,1.4323071,0.7752644,0.0,1.5140753,1.100512,1.0588496
beachbummovie,1.453695,1.6679714,1.4369067,0.0,1.8062142,0.8814899,0.0,1.8628519,1.4124749,1.3718828
bernadettefilm,1.3497384,1.461387,1.4180926,0.0,2.0697887,1.1124016,0.0,1.6240336,1.4773508,1.3337282
blackandbluemovie,2.712678,2.9872103,1.9539698,0.0,2.3041115,1.3605735,0.0,2.6438336,2.47043,2.2436254
blackchristmas,1.3672179,1.6406976,1.277314,0.0,1.6023302,0.7912474,0.0,1.498922,1.4784759,1.0954111
blindedbythelightmovie,0.90272266,0.9522592,0.9917572,0.0,1.2669135,0.5628972,0.0,1.1381652,1.0159613,0.79380167
bombshellmovie,1.8191581,1.2959942,1.2434994,0.0,1.6050036,0.99472535,0.0,2.068146,1.3131014,1.0290161
booksmart,12.429303,10.648286,7.336993,0.0,11.138324,7.70585,0.0,10.204849,7.833991,7.0986595
breakthroughmovie,2.8432717,3.4847806,2.2336533,0.0,3.306171,1.9054794,0.0,3.2389507,2.418956,2.0656903
brianbanksmovie,1.492443,1.592165,1.5129935,0.0,1.8230233,1.0019479,0.0,1.8733593,1.5887308,1.3335238
brightburnmovie,1.7587179,2.0139108,1.4452128,0.0,1.7033547,0.96065277,0.0,1.7544997,1.555808,1.5399412
brittanyrunsmov,0.98465174,1.4008783,0.85108954,0.0,0.94000995,0.7516988,0.0,1.0978976,1.0237392,0.7444167
captainmarvelofficial,1.6668277,1.5702395,1.5850405,0.0,1.6428021,1.1081712,0.0,1.8532722,1.3880993,0.9963426
captivestatemovie,1.2864672,1.561309,1.1820155,0.0,1.2483414,0.9499931,0.0,1.4887588,1.0931778,0.6114748
catsmovie,2.8437884,2.7341824,1.9640833,0.0,3.0976763,1.3550032,0.0,2.0610125,1.9449466,2.2757068
charliesangels,3.321076,3.9403994,2.556248,0.0,2.8940718,1.791146,0.0,2.8417678,2.2965715,2.4476209
childsplaymovie,5.559895,6.415732,3.3364382,0.0,4.6470413,2.5731208,0.0,4.405771,3.9382358,3.5103881
clarathefilm,6.492752,6.612854,2.8716617,0.0,6.932578,3.2945201,0.0,5.525218,4.6659646,3.1881967
coldpursuitmovie,0.9857583,1.0273517,0.9773407,0.0,1.2887914,0.7222942,0.0,1.2751988,1.0277503,0.7717315
countdown,2.268777,2.4617074,1.7341594,0.0,2.471506,1.2781594,0.0,2.1386485,1.8274055,1.9252019
currentwarmovie,1.7777722,1.7293726,1.2282882,0.0,1.6737291,0.95105034,0.0,1.6132351,1.3298784,1.2910445
darkwatersmovie,2.1208768,2.3303573,1.5920475,0.0,2.1617122,1.5390872,0.0,2.1633341,1.6841456,1.2681425
detectivepikachumovie,2.024137,1.6019284,1.8305607,0.0,2.040276,1.2582545,0.0,2.2961826,1.6145372,1.6846803
disneyaladdin,1.8268234,1.6749043,1.6825926,0.0,1.9283819,0.92778945,0.0,2.1175632,1.4326273,1.3689836
disneyfrozen,2.956019,2.719517,2.7120812,0.0,3.830055,1.8465884,0.0,3.7292125,2.3306615,1.9019986
disneymaleficent,1.513993,1.6180784,1.3293432,0.0,1.9811828,1.0375324,0.0,1.8182522,1.3440187,1.0726126
doctorsleepmovie,1.305713,1.3387244,1.0545073,0.0,1.2251759,0.75292164,0.0,1.4803758,1.2267566,0.944885
dolemiteismyname,2.1050487,2.0967956,1.4896964,0.0,2.2307074,1.256503,0.0,2.3536808,1.7792102,1.6148734
