movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.53882354,1.0840864,0.35760725,0.88614887,0.6659416,0.7524891,0.74618423,0.96363664,0.5438367,0.71799105,0.4988938,0.7057719,1.0541224,0.6812247,0.0,0.71886885,0.9164995,0.9588713,0.0,0.0,0.0,0.62851304,0.703439,0.8055631,0.86489975,1.0551184,0.0,1.2244332,0.7378324,0.0
47metersdown,1.2525976,1.2032921,0.3819747,1.286952,1.1077851,1.2992485,0.4834591,1.2957942,0.5121458,1.2959129,0.69259167,1.4993736,0.94216585,0.80187887,0.0,0.9738877,1.0501524,1.2327825,0.0,0.0,0.0,0.65365404,1.388038,0.61395144,0.84679466,0.9353403,0.0,1.2667446,1.1018294,0.0
abeautifuldaymovie,0.5404498,0.9708823,0.6310472,1.0476695,0.70593673,1.1666067,0.8815659,1.1545006,0.5591788,0.67445374,0.5109654,0.87597966,0.9634746,0.62432545,0.0,0.9668706,0.8789388,0.99302757,0.0,0.0,0.0,0.6159321,0.7509207,0.33482125,0.72158194,0.8526503,0.0,0.9386289,0.9523138,0.0
abominablemovie,0.9900757,1.5297843,0.37170804,1.48738,0.7878001,1.309761,1.0353692,2.0223567,0.8793776,1.1054507,1.2686921,1.5267975,1.5370104,1.1572803,0.0,1.461087,1.2708488,1.3401357,0.0,0.0,0.0,0.8439292,1.3217626,0.98912466,0.9392097,1.6359533,0.0,1.7647009,1.0241882,0.0
adastramovie,0.5770472,1.1029406,0.33081985,1.1343517,0.7114205,0.95839214,1.1298621,1.1216446,0.44203773,0.642206,0.6035891,0.6744419,1.042888,0.75912994,0.0,0.56911236,0.8433974,0.8741126,0.0,0.0,0.0,0.65152735,0.8568525,0.51551056,0.79718536,0.9879925,0.0,1.042899,0.93740004,0.0
adogsjourneymovie,1.0174129,1.9794334,0.68108916,1.8682351,1.2016007,1.2421768,1.8725778,2.3878715,0.869316,1.035849,1.0601225,1.9318858,2.1610055,0.8184295,0.0,1.5276701,1.7002186,1.9877203,0.0,0.0,0.0,0.9774457,1.8502545,1.3492367,1.519893,1.7089391,0.0,2.3304079,1.5028785,0.0
aftermathmovie,0.31000426,0.7630975,0.32228506,0.54925704,0.5079627,0.6332771,0.5847443,0.89382416,0.39118695,0.49233216,0.39834324,0.55931515,0.8666194,0.4651518,0.0,0.617175,0.5539026,0.78269523,0.0,0.0,0.0,0.40742972,0.54256535,0.5003562,0.64733124,0.719995,0.0,0.7462562,0.47848827,0.0
aftermovie,0.4717088,0.867279,0.48052984,0.86769664,0.73353356,0.67350703,0.79067135,1.0115757,0.5138706,0.5558303,0.4220809,0.58293563,0.9710977,0.7854828,0.0,0.6948438,0.81339765,0.67576444,0.0,0.0,0.0,0.5850756,0.6539179,0.45078862,0.693701,0.82334805,0.0,1.149614,0.67702425,0.0
ahiddenlifefilm,0.2870056,0.51299417,0.2665965,0.430225,0.37513357,0.40480378,0.41867444,0.56539255,0.29211783,0.36183533,0.3162892,0.44789067,0.52666515,0.3394002,0.0,0.3930145,0.40761882,0.44063473,0.0,0.0,0.0,0.27919295,0.41212222,0.30818227,0.40503404,0.45883653,0.0,0.50177956,0.38634747,0.0
alitamovie,0.71590686,1.4470837,0.5065402,1.2240292,0.9382116,0.8970078,1.4279084,1.7464237,0.39108536,0.72556645,0.9935172,0.96784407,1.3455553,0.95515007,0.0,0.5152362,1.2614143,0.9646114,0.0,0.0,0.0,0.68168306,1.1322757,0.68302464,0.76460177,0.9827603,0.0,1.4014581,1.2794827,0.0
