movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.9492225,0.7096402,0.0,0.5723196,0.5904708,0.7839196,1.1337947,0.8261942,0.78369725,0.9539713,1.0877837,1.1695304,0.0,0.83673954,0.71222544,0.5048591,0.0,0.6368028,0.0,1.0018992
47metersdown,1.4073,1.1492984,0.0,0.7194949,0.5703871,1.0398196,1.4398526,0.76019996,1.6447641,1.4608946,1.8649398,1.336793,0.0,1.1870631,0.85788274,0.6801551,0.0,0.80001557,0.0,1.3352317
abeautifuldaymovie,1.2854785,0.5676483,0.0,0.7138903,0.62328905,0.707245,1.2245924,0.9450708,0.8780678,0.7169887,1.3844198,1.4115119,0.0,0.90104365,0.5249268,0.6693042,0.0,0.5422119,0.0,1.1581473
abominablemovie,1.9953928,1.4767429,0.0,0.98095024,1.1287701,1.3467696,1.9341217,1.2181449,2.1077037,1.1582911,1.4798738,1.9038365,0.0,1.3869367,1.2699172,1.2064717,0.0,1.0512664,0.0,1.9125228
adastramovie,0.9913061,0.61085105,0.0,0.7873887,0.6220798,0.781579,0.9866135,0.7471872,0.978324,0.7607654,0.9891418,1.0452693,0.0,0.6736626,0.57200897,0.6478211,0.0,0.4781767,0.0,1.1949865
adogsjourneymovie,2.1463578,1.2102659,0.0,1.5955222,1.1417576,1.7918801,2.4488935,1.6677955,1.9242898,1.9624493,3.251654,2.9679222,0.0,2.4315815,0.7696433,1.6476796,0.0,1.0394353,0.0,2.6193185
aftermathmovie,0.90858847,0.5261132,0.0,0.47972414,0.47894448,0.61050546,0.8400144,0.5164189,0.75017285,0.6847699,0.9290998,0.8448476,0.0,0.54727584,0.5215779,0.5147876,0.0,0.58824253,0.0,0.7325577
aftermovie,0.9922212,0.69333357,0.0,0.6789306,0.66081256,0.5363301,1.2351764,0.83788687,1.2112615,1.0109363,1.3827751,0.8106784,0.0,0.7859557,0.4514586,0.4510191,0.0,0.69922906,0.0,1.0854373
ahiddenlifefilm,0.5355324,0.3648316,0.0,0.33560598,0.33530524,0.41891363,0.56827915,0.44097593,0.475478,0.4465971,0.6078455,0.5956167,0.0,0.45602646,0.30987158,0.30893403,0.0,0.31297523,0.0,0.5350588
alitamovie,1.3940197,0.83590996,0.0,0.9028792,0.52671164,0.86740947,1.1734666,0.7940992,0.9676413,1.1595883,1.488422,1.0067222,0.0,0.9600648,0.80390406,0.7665887,0.0,0.15078571,0.0,1.3829787
angelhasfallen,1.49858,0.8947773,0.0,0.7222447,0.9488137,1.234298,1.4121132,1.0456045,1.1653736,1.1016982,1.7420692,1.903001,0.0,1.3971931,0.71431804,0.8226612,0.0,1.0054511,0.0,1.4679638
angrybirdsmovie,2.3647084,1.4890666,0.0,2.785252,1.27099,2.332652,3.7395878,2.5363328,2.1792977,1.6152234,2.9944754,3.678116,0.0,2.3401992,1.2429996,2.053638,0.0,1.1504483,0.0,2.5177042
annabellemovie,1.6255305,1.215313,0.0,0.9399693,0.8699122,1.0180378,2.0504663,1.1588469,2.0199597,1.398377,1.9282917,1.5255134,0.0,1.5479444,1.0118183,0.9726073,0.0,0.98806906,0.0,1.8421428
annamovie,1.0338758,0.5855156,0.0,0.74849373,0.29856455,0.6563958,1.102281,0.9036847,0.78200513,0.83835447,0.95878094,1.1813321,0.0,0.6201406,0.5232955,0.5935686,0.0,0.581609,0.0,0.91977
apollo11movie,0.8364802,0.36529836,0.0,0.412172,0.58267313,0.48777083,0.91325885,0.46316275,0.69151276,0.6938698,0.8649059,0.892526,0.0,0.7573819,0.43101192,0.4359321,0.0,0.38359016,0.0,0.7510618
arcticdogsmovie,0.9675746,0.86640096,0.0,0.5795691,0.5683364,0.960052,1.0631516,0.6446236,0.79688096,0.77755886,1.0595541,1.054583,0.0,0.718116,0.7757292,0.5595299,0.0,0.4449329,0.0,0.85821277
arcticmovie,0.8871911,0.5965431,0.0,0.40707475,0.39237696,0.678205,0.82722586,0.6634829,0.58607817,0.73647785,0.8343615,0.8196349,0.0,0.75268626,0.48421308,0.4010189,0.0,0.5245058,0.0,0.7132515
artofracingmovie,1.2014549,0.5896725,0.0,0.5535601,0.6730894,0.85897744,1.1923032,0.5942251,0.9415789,1.1586282,1.3980902,1.1343269,0.0,1.0713598,0.8624307,0.6145032,0.0,0.632177,0.0,1.0803213
avengers,0.97044194,0.683195,0.0,0.5624578,0.6671389,0.6517308,1.0038755,0.7782603,0.6740848,0.7870633,1.31132,0.99559844,0.0,0.8616018,0.4367525,0.47316563,0.0,0.3440201,0.0,1.095992
beachbummovie,1.5145836,0.5721151,0.0,0.8996324,0.7494396,0.8358979,1.4788119,0.9541572,1.2252809,1.1905053,1.589359,1.428195,0.0,0.98919934,0.60822725,0.9790146,0.0,0.68970126,0.0,1.0696466
bernadettefilm,1.2671986,0.644701,0.0,0.5223121,0.5187626,0.89741826,0.91009796,1.0217223,0.94350344,0.8526557,1.6538295,1.2758843,0.0,0.87951756,0.4990325,0.6462886,0.0,0.7439456,0.0,1.2554477
blackandbluemovie,2.2045162,1.2863063,0.0,2.032095,0.98221093,1.5373539,2.914755,2.0156603,2.662251,2.0134945,2.6929398,2.8042812,0.0,1.6753972,1.5287514,1.5841455,0.0,1.1059119,0.0,2.0477746
blackchristmas,1.1914173,0.9445223,0.0,0.81141543,0.46367604,0.95368457,1.2182657,1.1108606,1.3358097,1.06215,1.4362445,1.2833583,0.0,0.8082815,0.5614766,0.5058991,0.0,0.7108001,0.0,1.2169664
blindedbythelightmovie,0.84871,0.4197383,0.0,0.47243044,0.45490003,0.6410767,0.812099,0.6313541,0.7583687,0.6218349,0.84014666,0.72247744,0.0,0.8158664,0.43860278,0.2993729,0.0,0.505937,0.0,0.7405184
bombshellmovie,1.8199906,1.0365409,0.0,0.7012961,0.78661954,1.0966163,1.3306615,0.9929161,1.457426,1.3386765,1.7228613,1.5795366,0.0,1.1910064,0.85842204,0.60144985,0.0,0.8977633,0.0,1.5204053
booksmart,8.694145,4.173807,0.0,5.5680456,5.050736,7.370157,7.0876503,5.2115417,7.0942407,7.5430584,10.93056,7.3510466,0.0,5.4182587,4.1041765,3.3369982,0.0,3.2293422,0.0,7.757767
breakthroughmovie,2.5305927,1.40585,0.0,1.5564115,1.2369686,1.2489299,2.3773968,1.3989482,2.5779364,1.6418943,2.3426304,2.3236663,0.0,1.6062611,0.9972936,1.1405027,0.0,1.2103761,0.0,2.5397131
brianbanksmovie,1.2264576,0.603863,0.0,0.60954297,0.50055957,1.0498222,1.2934003,1.0431123,0.8526921,1.090493,1.2794038,1.5343987,0.0,0.9797001,0.6671747,0.82601684,0.0,0.83052737,0.0,1.285898
