movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,1.1718125,0.75603676,0.86594886,1.0040791,1.0442857,0.85290277,0.6421303,0.9779763,0.9227341,0.7128535,0.9469268,0.69346476,0.8102264,0.8013022,1.245832
47metersdown,1.6216321,0.88844055,1.03849,0.98551834,0.7525156,1.1259124,0.8543625,0.97209203,1.2345632,1.0189632,0.900148,0.5277881,0.80503714,0.7802285,1.2699176
abeautifuldaymovie,1.3646344,0.77596927,0.81072634,1.1978302,0.85187185,1.0948548,0.90331626,0.9440867,0.9975145,0.8710482,0.7246312,0.7508114,0.7346196,0.96444696,1.1422672
abominablemovie,2.507743,1.019798,1.4596422,1.9601753,1.7509323,1.6150081,1.1263669,1.7020006,1.3428693,1.545565,1.3278533,1.2086035,1.301886,0.9816155,1.8037027
adastramovie,1.3219543,0.53136724,0.95474446,0.9357949,1.0242608,1.1980989,0.91596293,0.87464285,0.7392429,0.9870399,0.82817715,0.6584316,0.7799993,0.9913965,1.2327956
adogsjourneymovie,3.23298,1.0943749,2.1705961,2.285821,2.5866883,2.3070867,1.9139819,2.0811937,1.579534,1.5650809,1.6578668,1.6674137,1.4539763,1.9343103,2.346093
aftermathmovie,1.0541605,0.50173575,0.627362,0.7294875,0.70449674,0.7975989,0.66560125,0.5374737,0.4455627,0.6798084,0.730179,0.68049175,0.6213199,0.64739615,0.8930625
aftermovie,1.4137203,0.7131285,0.84390754,0.819495,1.0946212,0.9050313,0.7443497,0.85727775,1.0495328,0.7798693,0.736526,0.5890969,0.8457654,0.91366524,1.2545094
ahiddenlifefilm,0.70659554,0.36659288,0.45048976,0.49372122,0.5007576,0.43831745,0.39119995,0.44988647,0.46062195,0.46519613,0.43753755,0.38008696,0.408682,0.4257654,0.5912444
alitamovie,1.6948508,0.4977037,1.1105236,1.2963923,1.0929769,1.263958,0.9706263,1.3670522,1.1439837,0.7565707,0.96084565,0.73359555,0.77853215,1.0982285,1.4874866
angelhasfallen,2.2057953,0.8953044,1.2496123,0.9980444,1.1895978,1.3662839,0.7278857,0.84017324,0.9352315,1.176848,0.9441603,0.8809928,0.84242576,0.75923276,1.5775312
angrybirdsmovie,3.980053,1.9976312,2.867623,2.9091887,1.9680673,2.6218615,2.1965344,2.9433367,2.0274823,2.8178895,2.5787416,1.4754822,1.94002,1.4351326,3.3234386
annabellemovie,2.3585851,0.9436528,1.7162496,1.5434644,1.6617242,1.2810647,1.1438031,1.7295839,1.7795697,1.5257765,1.2802987,1.2709802,1.0633718,1.4525464,2.1416287
annamovie,1.3072335,0.49298385,0.7906326,0.7590491,1.2319237,0.85252506,0.51119876,0.921353,0.9948451,0.70743835,0.84910685,0.5593778,0.9346808,0.8459833,1.1489805
apollo11movie,1.0210845,0.73682284,0.738811,0.800161,0.80852103,0.76750344,0.6901287,0.6841608,0.77465034,0.5984726,0.6343242,0.66901064,0.65009075,0.6160558,1.0437996
arcticdogsmovie,1.2812461,0.73872215,0.80196875,0.7783232,0.8507704,0.77988946,0.7701598,0.922137,0.7415241,1.0020796,0.8911993,0.6152529,0.69055575,0.74577296,0.99786705
arcticmovie,0.9051156,0.5453001,0.59562135,0.7409277,0.7062803,0.48530442,0.46127114,0.7864615,0.7373608,0.50461924,0.57145965,0.48403943,0.3866049,0.67710656,0.9232986
artofracingmovie,1.4812337,0.8838852,1.2218623,1.1472539,1.033901,1.277446,1.0313169,1.3562859,1.095778,1.0945098,1.1031346,0.9460047,1.0172716,0.86091703,1.1248376
avengers,1.0327023,0.43603948,0.94467956,0.915369,0.84966075,0.5391339,0.48944694,0.72289276,0.4606195,0.6293838,0.6208574,0.7538435,0.4400496,0.7014153,0.9154707
beachbummovie,1.5108544,0.8767149,0.86316013,1.3114991,1.2187711,0.9038314,0.8761801,0.8965745,1.1528492,0.7013603,0.80667275,0.71045893,0.85362405,0.8330303,1.4509413
bernadettefilm,1.5398074,0.85570943,1.0099648,1.1816616,0.98444146,0.94838357,0.82977915,1.0038891,1.0726932,0.7812348,0.9090788,0.84983,1.0537043,0.7003221,1.3870763
blackandbluemovie,2.5983057,1.5086238,1.5514706,2.1535504,2.0926049,1.6684015,1.712952,2.127446,2.266411,1.5311694,1.3997566,1.1462713,1.7485102,2.2348788,2.535284
blackchristmas,1.5767055,0.64145744,0.9249877,1.0210623,1.1229117,0.9260078,0.6207698,0.8750777,0.864238,0.86980903,0.85219866,0.6882462,0.5790885,0.9322995,1.1899151
blindedbythelightmovie,1.0227978,0.5776728,0.68675286,0.58437246,0.6497246,0.6332458,0.45120335,0.66109514,0.5333782,0.56886905,0.6489863,0.5709113,0.6284805,0.46789432,0.66072357
bombshellmovie,1.7447214,0.6428952,0.7860151,1.4779191,1.102232,1.1920128,0.7493997,1.1821591,1.0379516,0.96620196,1.0965834,0.76170105,1.0026718,1.1060759,1.5213536
booksmart,10.687527,4.696566,7.365519,5.4839244,8.415407,6.036976,3.7029064,7.2432103,6.9059854,5.698549,4.4711285,3.7070625,3.7396271,7.2533817,9.136416
breakthroughmovie,3.0974164,1.6332653,1.9742156,2.077144,1.7640511,2.6726856,2.1016054,1.8826762,1.1487849,2.0043025,2.0126917,1.528161,1.1670622,1.8224238,2.3926215
brianbanksmovie,1.362402,0.9933921,0.97598654,1.0935009,1.3389083,0.8218425,0.8633554,1.208449,0.76766634,0.9933126,0.99880797,1.1487193,0.7697596,1.2619364,1.4630458
brightburnmovie,1.586244,0.7538166,1.3073897,1.3045832,1.0980014,0.9490204,1.015086,1.3096586,1.0353502,0.9894518,0.917189,0.9068626,1.0833142,1.0906271,1.4500197
brittanyrunsmov,1.0635184,0.75410706,0.8201884,0.8841771,0.7585603,0.6224577,0.6965847,0.8992057,0.6471097,0.7782328,0.617056,0.6460429,0.6256828,0.47825474,0.9025925
captainmarvelofficial,1.6844996,0.63923526,0.9572838,1.1485991,0.85806733,0.6561661,0.52666533,0.97129047,0.8512184,1.074857,0.8219623,0.74619406,0.7725767,0.96579695,1.117061
captivestatemovie,1.4832932,0.5982652,1.100586,1.1840389,0.85053164,1.0144441,0.91545546,1.1638752,0.96931714,0.74271977,0.6867515,0.6232452,0.69492584,0.69836366,1.3637345
catsmovie,2.7116892,1.439177,2.144231,1.7631195,1.8974801,1.8482785,1.1916904,2.1669862,1.892139,2.1788507,1.3532065,1.2734473,1.4650885,1.6755781,1.6223729
charliesangels,3.2134247,1.9151537,2.7391875,2.9517307,2.3773274,1.9161761,2.1516378,2.9495928,2.2396178,2.4595892,2.026266,1.5796702,2.4182398,2.1784618,3.0268292
childsplaymovie,6.373521,1.9693036,2.5846713,4.261151,3.6250398,3.4555745,2.0494452,3.3579457,3.5060542,2.2644968,3.3417804,2.2946212,2.5919394,2.4912014,5.1241083
clarathefilm,7.155216,2.0398479,3.4052296,5.3722754,5.188336,3.5892317,3.0952842,4.623415,4.103639,2.5181334,4.625697,4.0195427,4.1588683,2.6052794,6.2542253
