movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34
21bridgesmovie,0.7435849,0.0,0.6454888,0.53389645,0.0,0.67150533,0.64952964,0.0,0.4892902,0.59439284,0.36866,0.6941566,0.6272981,0.6249861,0.45875344,1.1057143,0.57447475,0.7014357,0.75281227,0.6231485,0.49865866,0.35668033,0.46313676,0.73010755,0.7275902,0.80531263,0.6610172,0.39022005,0.7838352,0.70682704,0.3436641,0.6118286,0.46740392,1.0041935,0.6068739
47metersdown,0.737831,0.0,0.7134632,0.19795436,0.0,0.7700882,1.0230275,0.0,0.40285587,0.8403225,0.35686752,1.1361198,0.46186417,0.6220909,0.63985395,0.83682734,0.84600395,0.5742986,1.1328936,0.88164175,0.32455742,0.6945096,0.83680165,0.9238056,0.643051,0.789047,0.81982654,0.7641657,0.90853596,0.90919733,0.33767155,0.44920298,0.5170569,1.4866163,0.86299574
abeautifuldaymovie,0.72678506,0.0,0.6070808,0.52669466,0.0,0.75818765,0.60483086,0.0,0.5741253,0.68531907,0.29553625,0.6130446,0.6407699,0.73198104,0.6125298,1.1932969,0.540451,0.7773993,0.9301572,0.5623194,0.6621198,0.30245727,0.5966407,0.607347,0.85220957,0.74688464,0.66636467,0.30458513,0.77218425,1.0535996,0.3619347,0.48433223,0.4164792,1.252617,0.61249256
abominablemovie,0.8766763,0.0,0.8503712,0.54404116,0.0,0.7076522,0.83112895,0.0,0.5063533,0.698784,0.44247067,0.7516833,0.7451013,1.0906048,0.6946106,1.4878678,0.5219958,0.9003587,1.3833127,0.83633864,0.84787774,0.6261859,0.9063536,0.6773789,0.888885,1.1335832,0.80580366,0.7288493,0.71768713,1.0888071,0.83490944,0.34738004,0.7959448,1.1007779,0.8424343
adastramovie,0.60863364,0.0,0.507728,0.62285084,0.0,0.64473045,0.40556112,0.0,0.46987614,0.7064942,0.29908353,0.628248,0.81230646,0.5803801,0.40182585,1.0025988,0.39418823,0.74805295,0.62798464,0.54773265,0.28453225,0.4100411,0.5284821,0.5459515,0.626977,0.52757514,0.50188303,0.3918419,0.89317334,0.70900023,0.46302626,0.34727672,0.5484669,1.0489972,0.6311712
adogsjourneymovie,1.3372008,0.0,1.6614382,1.5180997,0.0,1.4285568,1.3395743,0.0,0.29538357,1.3572135,1.2891033,2.196678,2.0381813,1.3742634,1.5733064,2.0179594,0.94128126,1.2529181,1.8488339,1.7040038,0.8548232,1.4679036,0.6170919,1.9739454,1.6709124,1.330787,0.96582395,1.7372171,1.6439421,2.1850345,1.087424,0.89295346,1.1118023,2.4270775,1.4068456
aftermathmovie,0.601249,0.0,0.4289737,0.5881606,0.0,0.65676534,0.4904631,0.0,0.3219598,0.5934755,0.25621623,0.4898552,0.600938,0.6004012,0.44924033,0.77651715,0.423257,0.6572182,0.6629852,0.57455313,0.4272282,0.33168507,0.5597508,0.48568925,0.47366956,0.53266495,0.5008718,0.4406004,0.5615925,0.7745069,0.5040739,0.29389068,0.32786655,0.80737597,0.4649704
aftermovie,0.5866122,0.0,0.5965616,0.50007313,0.0,0.71452403,0.5529891,0.0,0.3873826,0.50873786,0.3253761,0.47409767,0.60650706,0.6916417,0.43137813,0.9657785,0.4092448,0.6832366,0.72357047,0.42255005,0.3294569,0.3037927,0.50590235,0.6281444,0.64663506,0.6516071,0.525645,0.41262043,0.64746565,0.80319476,0.4028292,0.33443314,0.35992295,0.9011792,0.56113845
ahiddenlifefilm,0.34405446,0.0,0.3079276,0.31595686,0.0,0.40337926,0.3179549,0.0,0.23321238,0.3476557,0.2270576,0.33169284,0.3753032,0.3878996,0.30309635,0.5069669,0.251155,0.3457258,0.4425742,0.32063782,0.28020543,0.25374544,0.309514,0.37043184,0.37982872,0.36157775,0.31064498,0.25227636,0.3802203,0.47242823,0.2803538,0.24475831,0.2032254,0.5626933,0.33794892
alitamovie,0.91719556,0.0,0.68306565,0.68953836,0.0,0.58221126,0.6821597,0.0,0.672934,0.9062927,0.38233897,0.84651995,0.7520683,0.68865156,0.6115779,1.2274299,0.7830773,0.7213762,0.8259772,0.9372314,0.3374679,0.4156504,0.92799044,0.6074523,0.753407,0.81313396,0.78643435,0.5437439,1.123799,1.0882497,0.36373538,0.59384483,0.599132,1.6032174,0.8834966
