movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
21bridgesmovie,0.9938047,0.74681437,0.96179545,0.48824427,0.8864119,1.1048439,0.7186532,0.53956276,1.078828,0.9357954,0.9393639,0.9736879,0.7547666,1.2579894,0.77071005
47metersdown,0.83083516,0.24053964,0.93267334,0.9479976,0.82955885,1.1028228,0.53249013,0.8348375,1.0378728,0.3914112,1.4962051,0.6502064,0.6419417,1.3787582,0.8281415
abeautifuldaymovie,0.5550458,0.5562712,0.8250965,0.5789897,0.8872033,1.1842633,0.74579144,0.49516618,1.215054,0.82173616,1.108119,0.66459584,0.8864744,1.2513617,0.76886165
abominablemovie,1.2664235,1.5048155,1.5607786,0.4242167,1.463524,2.0614393,1.8674501,1.1953841,1.5423983,1.9929411,1.7479076,0.9950672,1.5221381,2.6320267,1.3066555
adastramovie,0.76847756,0.48886934,0.73178,0.85435486,0.9128357,0.8824937,0.5825978,0.4400284,0.96573436,0.673102,0.86799365,0.6769641,0.8752321,1.1386782,0.6666199
adogsjourneymovie,1.8363552,2.3255227,2.3024337,1.1026554,1.7282555,2.7313619,1.5902334,0.8438854,1.5447,1.4367203,2.2136712,1.3380402,1.8306692,2.638302,1.4094646
aftermathmovie,0.7073694,0.60521346,0.70601887,0.46960777,0.7749964,0.8979351,0.59727955,0.53137827,0.6433016,0.66117615,0.7872369,0.58344775,0.61242056,0.9871508,0.60372496
aftermovie,0.8034681,0.72608465,0.80019784,0.70186764,0.8919635,0.9144343,0.6236712,0.5602251,0.96991944,0.86859107,1.0841391,0.7080258,0.6977584,0.84307784,0.60781145
ahiddenlifefilm,0.4068152,0.39674044,0.47587284,0.3576309,0.46968907,0.5178911,0.36635867,0.3303436,0.5134975,0.4511364,0.52402437,0.40279907,0.46677703,0.6570575,0.4176548
alitamovie,0.840837,1.0609646,0.8422632,1.1364074,1.1729146,1.0822328,0.908414,0.5005108,1.396811,0.9862343,0.9088562,0.8476016,1.2434853,1.6123827,0.9910793
