movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.39831606,0.65899163,0.86345243,0.7201961,0.0,0.92617214,0.55244184,0.56344026,0.0,0.29706594,0.8718607,0.56696457,0.7438385,0.4533897,0.5318783,0.0,0.72928303,0.48660988,0.8351198,0.76551,0.54509354,0.5269601,0.80178386,0.60052377,0.93439704,0.80180925,0.50258845,0.78453445,0.61351264,0.48122948,0.5708564,0.691489,0.77601564,0.0,0.5432862,0.53889406,0.5564574,0.5872705,0.0,0.5141752
47metersdown,0.75342643,0.99822164,0.99054366,0.7172388,0.0,1.5657645,0.89255804,0.7411412,0.0,0.484067,1.2947227,0.7193635,0.3806262,1.055944,0.716505,0.0,1.1373514,0.5646519,1.0249898,1.1185774,1.1112459,0.4467394,1.2037731,0.81635416,1.3084323,0.757784,0.6816931,1.2462248,0.9292665,1.1721758,1.0151472,1.037409,1.1524136,0.0,1.0961845,1.0208833,0.9366349,1.0643125,0.0,0.56794
abeautifuldaymovie,0.27519232,1.0330423,0.96748,0.68963826,0.0,1.0984908,0.71222687,0.5081399,0.0,0.32229483,0.98961806,0.48708588,0.7149418,0.55441105,0.7658873,0.0,0.61108196,0.50141656,0.70118135,0.596441,0.48406523,0.5014059,0.9081928,0.4668949,0.86878157,0.69285196,0.6426652,0.6935959,0.60276556,0.6565328,0.62836593,0.84360594,0.80913913,0.0,0.50682014,0.8417976,0.7051155,0.89620733,0.0,0.39311117
abominablemovie,0.41149712,1.0329261,1.1502804,0.93859404,0.05524756,1.9567015,1.1805996,0.926849,0.0,0.49317762,1.5862932,0.7906718,1.0271949,0.9728877,1.2694119,0.0,1.4289002,0.8974114,1.3517997,0.7503346,1.065152,0.52485013,1.4426115,0.9920115,1.3228447,1.390959,0.98639774,1.2660455,1.155452,1.357951,1.3751309,1.4531314,1.1249905,0.0,0.9400373,0.83250064,1.1036386,1.4158113,0.0,0.71281385
adastramovie,0.17743555,0.6751082,0.77278394,0.65135604,0.0,1.0004394,0.53558296,0.33067578,0.0,0.15039848,0.68509245,0.50214374,0.5646089,0.29726848,0.51492894,0.0,0.62933093,0.49460548,0.52260685,0.33949485,0.65114284,0.58204895,0.90866786,0.4759963,0.6356169,0.65227205,0.5326649,0.59324634,0.55188584,0.53263694,0.5058073,0.5658207,0.52946776,0.0,0.28253782,0.6794131,0.69839424,0.6872354,0.0,0.32631058
adogsjourneymovie,0.72740245,1.7316804,1.7262843,0.89385754,0.0,2.7014604,1.7464689,1.5734608,0.0,1.0068281,2.2100945,1.1795436,1.7249541,0.6109265,1.279212,0.0,1.570487,1.441903,1.2324437,0.8825264,1.2805041,1.2515117,2.2961876,1.4405078,1.2198138,1.6516227,1.619236,1.3274654,1.660328,2.020427,1.544366,1.9866374,1.172795,0.03445351,1.162013,1.6315644,1.4052751,1.6695138,0.0,1.3177313
aftermathmovie,0.2156008,0.48492926,0.5029397,0.50962335,0.0,0.5530349,0.48515427,0.1779173,0.0,0.13147336,0.47418532,0.22293836,0.36100608,0.33854342,0.53822356,0.0,0.41389066,0.2964078,0.50484306,0.3893191,0.43571165,0.3549717,0.6378063,0.37398547,0.478624,0.48567045,0.45017743,0.50175,0.34025168,0.38505608,0.45033562,0.361081,0.47966477,0.047131047,0.28803322,0.65474784,0.5193894,0.4404413,0.0,0.2616109
aftermovie,0.34570113,0.7068132,0.71260893,0.58173174,0.0,0.8576304,0.5849542,0.46035308,0.0,0.31256798,0.7863424,0.28211823,0.47178566,0.49626127,0.38247776,0.0,0.56981504,0.34885675,0.5536793,0.4229946,0.6793829,0.51707554,0.8969699,0.51855856,0.85042286,0.57219267,0.4926345,0.596624,0.78704363,0.45549142,0.3735076,0.55226547,0.6834158,0.0,0.3179263,0.6089806,0.8276286,0.43675745,0.0,0.29099637
ahiddenlifefilm,0.1653075,0.3844894,0.38902715,0.31108558,0.0,0.47658813,0.3757701,0.25183237,0.0,0.17140973,0.40677017,0.20290548,0.31137705,0.24005388,0.30777487,0.0,0.3322825,0.22486882,0.36475286,0.2780178,0.3029688,0.2814996,0.4507676,0.28889275,0.35183796,0.3295436,0.3220593,0.34297526,0.35410333,0.3150521,0.27229634,0.34196106,0.34017107,0.0,0.23606524,0.4037405,0.35670948,0.3171786,0.0,0.24183904
alitamovie,0.4095413,0.71057,0.8715594,0.6950759,0.0,1.419041,1.0713841,0.5692207,0.0,0.22168607,0.8520484,0.3368904,0.6555875,0.7175554,0.5886378,0.0,0.78341573,0.45270625,0.9153153,0.66422504,0.78577274,0.6279854,1.1501983,0.59866834,1.0078503,0.6466851,0.5675817,0.9678266,0.94959456,0.5215526,0.76748496,0.70219976,0.7667049,0.14815342,0.64932334,0.7154687,1.0656092,0.8092433,0.0,0.45989883
