movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.6730734,0.51401454,0.3594063,0.74611926,0.5894439,0.34907597,0.75194716,0.678553,0.79626995,0.559536,0.5196017,0.43820107,0.66408503,0.8197913,0.98097086,0.51820225,0.74190307,0.5131364,0.68355536,0.0,0.0,1.0911628,0.5969646,0.33996332,0.2297665,1.2420099,0.36581194,0.4702236,0.44221172,0.0
47metersdown,0.77948517,0.5224508,0.6363295,0.77298826,0.77173746,0.4844696,0.6273761,0.94100887,0.8221468,0.7786804,0.69450516,0.8442491,0.84497625,1.0032566,1.3941749,0.853367,0.7211871,0.60067725,1.0923209,0.0,0.0,1.3514321,1.0545821,0.2986368,0.25281775,1.8861595,0.49870336,0.9693328,0.22139631,0.0
abeautifuldaymovie,0.7575332,0.36976326,0.53476566,0.64065975,0.5084257,0.41105658,0.73243487,0.8259511,0.8041303,0.3311095,0.28980014,0.8374032,0.6944229,0.83714366,0.8244047,0.49120542,0.64960825,0.4804323,0.8183552,0.0,0.0,0.9778602,0.53614783,0.46228784,0.2864506,1.312876,0.37467915,0.5436124,0.3938706,0.0
abominablemovie,0.9998008,0.73653096,1.0642546,0.6154326,1.2179672,0.68816173,1.3548084,1.41528,1.4398253,1.1960981,0.66879106,1.0262829,1.0887619,1.1527746,1.6940244,1.1792308,0.91778046,0.8707005,1.2958211,0.0,0.0,1.4107203,1.2481852,0.5059142,0.24094498,2.7540944,0.56642276,0.937173,0.48220965,0.0
adastramovie,0.49477786,0.56702524,0.58454764,0.54017854,0.6900655,0.21494244,0.7411649,0.6672975,0.74018097,0.61536425,0.4407978,0.7204927,0.5674654,0.734664,0.8154088,0.4795921,0.58843887,0.4633026,0.53448725,0.0,0.0,1.10803,0.53500843,0.34270036,0.38297766,1.2403632,0.5230485,0.6324128,0.164172,0.0
adogsjourneymovie,1.3522032,1.246644,0.81400293,1.2398356,1.7588073,1.028609,2.1038575,1.5176736,2.0577486,1.1323862,0.864985,1.0957401,1.7035344,1.6680796,2.0213525,1.4730003,1.3617202,0.7753764,1.3573873,0.0,0.0,2.6797228,1.4320294,0.86009914,0.10369475,3.331198,0.9938752,1.0534091,1.402563,0.0
aftermathmovie,0.494815,0.3286531,0.43566605,0.33293933,0.53040814,0.39808485,0.5670136,0.48321685,0.4538318,0.36402377,0.3007923,0.54195017,0.6051628,0.48382837,0.7789924,0.45703077,0.44619352,0.52563316,0.6717905,0.0,0.0,0.73725426,0.33708906,0.23423246,0.2877644,0.9282639,0.31997892,0.4264361,0.40471032,0.0
aftermovie,0.57726175,0.393587,0.37606066,0.65370923,0.32983693,0.33962825,1.1698442,0.73288757,0.7199017,0.57981205,0.22265989,0.6002891,0.57712847,0.63215,1.0429852,0.55966014,0.55728763,0.60475206,0.784642,0.0,0.0,0.78380716,0.57837826,0.33612138,0.37400043,1.2521565,0.442818,0.5355304,0.58808315,0.0
ahiddenlifefilm,0.30574033,0.25814122,0.29059866,0.31493002,0.32859063,0.21445937,0.39630863,0.3843822,0.44328797,0.23782322,0.21404108,0.37998146,0.32526264,0.3923678,0.46839362,0.29090703,0.35062835,0.28924686,0.3953551,0.0,0.0,0.4881693,0.29971364,0.24790034,0.21269357,0.6324727,0.23901972,0.29516733,0.20198756,0.0
alitamovie,0.66186893,0.485345,0.39188164,0.6144015,0.70011795,0.76153123,0.87935877,1.1600845,1.4021823,0.71153694,0.30263513,0.9412861,0.8585286,0.97906774,0.9476143,0.35557258,0.89404917,0.48246813,0.88893104,0.0,0.0,1.0260706,0.6209092,0.5158083,0.45832878,1.8876396,0.6255026,0.74922305,0.42173913,0.0
