movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.20236383,0.48575407,0.49098474,0.3628618,0.3156715,0.5659616,0.0,0.0,0.5335666,0.66770375,0.27827713,0.44853297,0.4774712,0.6674909,0.27690846,0.65155244,0.0,0.6375268,0.0,0.4181156,0.6560555,0.0,0.41703275,0.5400468,0.38103762,0.0,0.0,0.61091197,0.54517055,0.2756686,0.46587685,0.29575238,0.5999181,0.18585274,0.536046,0.23349784,0.46862257,0.46612242,0.49170876,0.565013,0.0,0.58509165,0.4354803,0.42972812,0.14563614,0.48434153,0.34719294,0.104927026,0.6466994,0.5554211,0.5170055,0.6064299,0.5913525,0.33112347,0.284653,0.0,0.5051448,0.5717414,0.0,0.6293349,0.45815176,0.0,0.67022747,0.50338703,0.019209718,0.6797854,0.0,0.4991106,0.50049585,0.3396457,0.4399594,0.030833192,0.36795065,0.58345413,0.6984988,0.0,0.42849967,0.50140387,0.18808009,0.47344676
47metersdown,0.12644012,0.67423916,0.36383158,0.41739035,0.41673115,0.5979796,0.0,0.0,0.5242038,0.6251652,0.20013642,0.4643361,0.5243685,0.6505316,0.45038083,0.6363605,0.0,0.8659272,0.0,0.41070035,0.8444044,0.0,0.84565425,0.4118477,0.4414716,0.0,0.0,0.85880184,0.8351798,0.6006651,0.35131672,0.44216186,0.9067921,0.34018803,0.7665991,0.079830565,0.66242576,0.3371178,0.62593037,0.5662759,0.0,0.5826883,0.51821667,0.6368802,0.20010932,0.325887,0.5125573,0.2662181,0.66574633,0.5699172,0.46875697,0.5895081,0.55017036,0.36664748,0.32667464,0.0,0.6166046,0.3091602,0.0,0.84899026,0.4907921,0.0,0.7753489,0.7565804,0.2094858,0.71058357,0.0,0.5200829,0.48482725,0.5923872,0.5510311,0.08683304,0.5372912,0.83482647,0.7640358,0.0,0.6097672,0.7056157,0.15801308,0.43804884
abeautifuldaymovie,0.17783041,0.4805525,0.43608624,0.3937914,0.29163507,0.60972786,0.0,0.0,0.3992895,0.4595417,0.14239311,0.37023094,0.6176217,0.58838314,0.23772062,0.6476556,0.0,0.6159064,0.0,0.3500302,0.5186997,0.0,0.47718456,0.31700397,0.31368336,0.0,0.0,0.6537263,0.44123712,0.3496847,0.49623436,0.28761438,0.81771207,0.07543068,0.48065594,0.089398764,0.4684725,0.34335908,0.43608767,0.62871414,0.0,0.40184712,0.50009006,0.38806304,0.032704245,0.3236119,0.5251268,0.22492038,0.55073136,0.5001564,0.4332955,0.5199028,0.43592137,0.24000344,0.26017085,0.0,0.46032616,0.3802905,0.0,0.47009015,0.45875037,0.0,0.5831565,0.3086644,0.22334002,0.6442429,0.0,0.41246167,0.41896167,0.30567417,0.30180883,0.021464024,0.46927708,0.4596183,0.7379706,0.0,0.5601001,0.46166497,0.20956168,0.2824427
abominablemovie,0.50800747,0.87857777,0.6877102,0.6874348,0.9470351,1.132349,0.0,0.0,0.6728404,1.0403591,0.41008386,0.49786028,1.2458066,1.0754461,0.4001661,0.85679525,0.0,0.9307926,0.0,0.7417544,1.158873,0.0,0.88296115,0.78600854,0.6887508,0.0,0.0,1.1462508,0.8886741,0.749181,0.5431404,0.839364,1.3361536,0.020372653,1.1258973,0.26928708,0.7417932,0.8194268,0.75988907,1.1147438,0.0,0.5672572,0.75606894,0.81523234,0.25917897,0.81323713,0.7836789,0.35596257,1.0228275,0.990527,1.1866758,0.94055384,0.90500295,0.4723133,0.4868979,0.0,0.85044247,0.8187784,0.0,1.1501875,0.8248336,0.0,0.9770049,0.5971106,0.12203949,0.8873309,0.0,0.8799944,0.73111904,0.50077915,0.83194506,0.06347336,0.8765478,1.0874139,1.5238504,0.0,0.985873,1.0420121,0.30794784,0.49432802
adastramovie,0.11252354,0.4402895,0.48444706,0.29112372,0.32616922,0.5805884,0.0,0.0,0.33614087,0.5457712,0.21008226,0.17915489,0.5815615,0.5562317,0.20996977,0.44484216,0.0,0.6054607,0.0,0.34462914,0.49551272,0.0,0.50364333,0.48318282,0.20695102,0.0,0.0,0.57594466,0.45459494,0.26903862,0.40422338,0.2440927,0.43248174,0.15443751,0.47426167,0.198815,0.47412583,0.38909987,0.34281006,0.51992667,0.0,0.37503713,0.46081406,0.3213603,0.17297365,0.21486883,0.36997372,0.1252953,0.43348184,0.45846877,0.6071947,0.4484461,0.64670444,0.3982713,0.28762153,0.0,0.42182365,0.4618478,0.0,0.46381164,0.43026912,0.0,0.5169429,0.50114435,0.008240044,0.50236315,0.0,0.4295201,0.345309,0.2910396,0.2528774,0.010516643,0.38500673,0.4478448,0.59981644,0.0,0.38892704,0.46673906,0.17985556,0.34585375
adogsjourneymovie,0.5590537,1.3744631,1.5062679,1.0755848,0.65193516,1.2999774,0.0,0.0,1.0880151,1.6161603,0.60980207,1.3606157,1.14874,1.6344146,0.5381534,1.3940161,0.0,1.591918,0.0,0.66151273,1.1055049,0.0,0.98499656,0.9775981,0.5089048,0.0,0.0,1.7431215,1.2325398,0.8207564,1.1141428,0.56078047,1.6160823,0.19638135,1.2798994,0.3648948,1.0799785,0.80230725,0.84358054,1.6136785,0.0,1.1458809,1.0503103,1.2486342,0.3371643,0.57833123,0.84314597,0.6385047,1.4153255,1.493452,0.81753474,1.132493,1.103164,0.9285435,0.2162827,0.0,1.1844672,0.6183789,0.0,1.3262917,0.85990816,0.0,1.2851288,0.88211733,0.19865257,1.4192626,0.0,0.6702734,1.2800753,0.7468424,0.94748074,0.044841677,1.2525995,1.4570565,1.7762547,0.0,1.1788179,1.1200961,0.5412499,0.6503061
aftermathmovie,0.17551291,0.38032445,0.38411802,0.3147893,0.1873968,0.41546783,0.0,0.0,0.27267748,0.47975734,0.23552084,0.17054689,0.3441509,0.4829701,0.07403521,0.54869795,0.0,0.45199746,0.0,0.2463749,0.3418687,0.0,0.39400956,0.24371922,0.27060887,0.0,0.0,0.47634703,0.35738447,0.18575703,0.45126554,0.26820424,0.520594,0.095954,0.44549236,0.103033744,0.35899046,0.26636797,0.38755676,0.4356075,0.0,0.2830003,0.42556703,0.30013812,0.031315573,0.27297693,0.40859413,0.16303773,0.2997159,0.4013234,0.3408162,0.33165362,0.44262335,0.16073895,0.09009534,0.0,0.35517988,0.34049,0.0,0.34314704,0.2763549,0.0,0.30541056,0.2895667,0.07703556,0.37783095,0.0,0.3942628,0.34708568,0.17639908,0.25510445,0.13109778,0.3987038,0.38832802,0.51855093,0.0,0.38675517,0.33283803,0.21217535,0.14817339
aftermovie,0.24341446,0.52617246,0.58246714,0.43344134,0.53556126,0.68072563,0.0,0.0,0.57948977,0.5740397,0.25313523,0.29872409,0.687341,0.66728,0.30140975,0.6483995,0.0,0.5683992,0.0,0.25810024,0.58497834,0.0,0.56420326,0.39307365,0.42224655,0.0,0.0,0.5964604,0.69447744,0.38538185,0.46648195,0.3216575,0.7061434,0.17926446,0.7640718,0.26632854,0.359547,0.3808709,0.43060148,0.6372882,0.0,0.2326853,0.38861507,0.41893736,0.08242493,0.4110096,0.4117394,0.25690407,0.5903041,0.5452051,0.5127246,0.39860716,0.5163497,0.479681,0.163425,0.0,0.4668702,0.3499308,0.0,0.58755296,0.55437094,0.0,0.5947584,0.56874543,0.17485034,0.5008098,0.0,0.48036358,0.4818932,0.24194776,0.4496862,0.018407648,0.32647473,0.7164225,0.7070753,0.0,0.60515565,0.4871531,0.27822414,0.42594063
ahiddenlifefilm,0.08518183,0.1871261,0.1789509,0.13567594,0.1383689,0.23651873,0.0,0.0,0.18360716,0.22842781,0.07636399,0.13690068,0.25742266,0.24818085,0.10136472,0.22422427,0.0,0.23941036,0.0,0.14212145,0.22626603,0.0,0.19796093,0.15633045,0.14825507,0.0,0.0,0.2612841,0.20715182,0.14464745,0.16847017,0.11302006,0.29820278,0.056830514,0.22478908,0.08687129,0.1658717,0.18027855,0.16640161,0.24002135,0.0,0.16136627,0.19564714,0.13866618,0.046300918,0.10911554,0.15028441,0.07366113,0.2338951,0.21638498,0.21918018,0.19894128,0.21456793,0.12939218,0.09437615,0.0,0.17668536,0.15425153,0.0,0.2273463,0.18722764,0.0,0.19675744,0.16998436,0.048618697,0.20274149,0.0,0.1972472,0.19911778,0.12471427,0.15263277,0.020649523,0.16947296,0.20854916,0.28859204,0.0,0.18836148,0.2040833,0.09112599,0.13876675
alitamovie,0.077088706,0.63192874,0.6847818,0.2590957,0.39150256,0.7280764,0.0,0.06772789,0.6155485,0.891311,0.36330357,0.61875683,0.82191277,0.9092951,0.36912522,0.8516176,0.0,1.0146258,0.0,0.5446018,0.69232035,0.0,0.8334604,0.6622429,0.37207237,0.0,0.0,1.2103909,0.901146,0.6643109,0.55773973,0.33025232,0.91921854,0.2878435,0.74929124,0.2284767,0.42651138,0.517722,0.64938694,0.8712539,0.0,0.55865914,0.6717634,0.54142016,0.115272805,0.18537103,0.58265835,0.32629967,0.7034155,0.82529175,0.8281271,0.7939667,1.0847348,0.68446684,0.21801144,0.0,0.72645485,0.54264766,0.0,0.81785846,0.70435935,0.0,0.85337025,0.76177806,0.1116748,0.74495196,0.0,0.7876316,0.6186146,0.22200501,0.35249743,0.0,0.48060888,0.74243474,0.7722564,0.0,0.5815995,1.0076455,0.23775813,0.72131985
