movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
21bridgesmovie,0.36668593,0.54787976,0.2862172,0.53364044,0.42188296,0.0,0.4366064,0.103721656,0.47568473,0.34318227,0.28843614,0.34679624,0.42809665,0.25377232,0.15479632,0.34919584,0.2817111,0.0,0.50075835,0.45941094,0.5489381,0.50476146,0.482597,0.32896453,0.518258,0.31304553,0.40789577,0.23957486,0.31374413,0.14559889,0.37789685,0.0,0.0,0.5494405,0.3918991,0.23629527,0.22272684,0.3781738,0.6387671,0.0,0.3309851,0.19818307,0.1449519,0.38051558,0.0,0.30758774,0.3013797,0.06764385,0.29874328,0.2894827,0.09956339,0.3854186,0.34433654,0.35946384,0.0,0.0,0.49962312,0.123157665,0.26989537,0.0,0.26664555,0.26441878,0.0,0.27056754,0.24626744,0.048042312,0.42628822,0.31381276,0.16706233,0.5354812,0.6835809,0.3975606,0.37779203,0.0,0.35989678,0.26789704,0.38628852,0.32211962,0.3555043,0.29718783,0.56414604,0.31968093,0.0,0.0,0.44015446,0.0,0.45624086,0.3775261,0.10550739,0.6178979,0.52629757,0.0,0.14418386,0.0,0.45848602,0.5280586,0.022217965,0.231723,0.3252637,0.51340723,0.17030579,0.085371405,0.1395588,0.33855715,0.3664411,0.25136572,0.31346336,0.33033246,0.0,0.56400746,0.33428577,0.32921192,0.5514723,0.4656536,0.3183495,0.0,0.32740045,0.43857703,0.1492257,0.13359746,0.31868878,0.08981035,0.051940057,0.14343873,0.10438511,0.27864295,0.44081405,0.0,0.4943982,0.37467903
47metersdown,0.5947393,0.5457198,0.41215545,0.36009115,0.63840425,0.10559069,0.5465192,0.019135382,0.3590071,0.32003304,0.34755898,0.5332539,0.38597628,0.41812336,0.30857456,0.4505525,0.21127963,0.0,0.6285326,0.262472,0.47881073,0.42956582,0.5493014,0.31452337,0.6448138,0.5581129,0.44208968,0.26627728,0.6182384,0.051578447,0.4741176,0.0,0.0,0.7956705,0.41083708,0.19386776,0.45809236,0.36016515,0.85301304,0.0,0.2643535,0.044529043,0.10659559,0.36732146,0.0,0.56158483,0.4390271,0.0,0.45125803,0.3215859,0.2314484,0.38245526,0.49268177,0.21021287,0.0,0.0,0.6529118,0.3976616,0.397206,0.007481768,0.49014443,0.49892133,0.0,0.12933551,0.39530274,0.05902733,0.5555386,0.58675444,0.43338248,0.66720486,0.64371526,0.3529589,0.3856348,0.0,0.5695358,0.40680966,0.19161882,0.5675314,0.522132,0.43161923,0.54084194,0.4001311,0.0,0.0,0.3216639,0.0,0.35510674,0.5140503,0.117308155,0.6297584,0.5799216,0.0,0.23741786,0.0,0.39859796,0.47989267,0.0,0.25246724,0.43615568,0.6277973,0.0,0.05901586,0.12762702,0.4606791,0.6789985,0.29805842,0.28486153,0.1788981,0.0,0.47537783,0.5426202,0.5276716,0.5800739,0.6528644,0.28354576,0.0,0.40249205,0.37209,0.0,0.27147993,0.24477318,0.0,0.059651036,0.30515656,0.23097844,0.22514847,0.37545428,0.0,0.625612,0.38912067
abeautifuldaymovie,0.15262645,0.5125716,0.39267117,0.27838314,0.34662682,0.049075622,0.34004173,0.07606221,0.21538314,0.21387097,0.27139202,0.3907356,0.33610857,0.21025185,0.17899357,0.38239884,0.28661126,0.0,0.39923966,0.31890473,0.33075854,0.5154582,0.3715789,0.1322449,0.53515625,0.4697369,0.35831258,0.2823776,0.38956326,0.277712,0.30370575,0.0,0.0,0.40949383,0.3758683,0.26606742,0.16657613,0.36833838,0.62478423,0.0,0.32896134,0.31831715,0.13162072,0.29272375,0.0,0.35997605,0.34185752,0.0,0.32272542,0.21841225,0.17423593,0.30686545,0.36370072,0.15626016,0.0,0.0,0.44300514,0.19474876,0.14328071,0.011547762,0.11679319,0.42412707,0.0,0.16189893,0.22182359,0.13324289,0.42483512,0.24770176,0.23992956,0.5502395,0.4877228,0.28640178,0.34431344,0.0,0.20259917,0.3232748,0.21155678,0.40121844,0.4862341,0.42122167,0.43583944,0.31179267,0.0,0.0,0.31594372,0.0,0.37739697,0.37412637,0.09548101,0.59890926,0.46445483,0.0,0.22310236,0.042663436,0.37263748,0.3314171,0.059712812,0.08058809,0.2826929,0.4798087,0.03341639,0.08394422,0.113869116,0.35791236,0.46060792,0.23215877,0.30782953,0.12979676,0.0,0.49087447,0.43308446,0.39830536,0.46691045,0.4455136,0.09218151,0.0,0.37204772,0.50042546,0.042786546,0.13352175,0.23098251,0.04750799,0.1788476,0.041080773,0.1344244,0.26807016,0.32848388,0.037340466,0.34723952,0.36160842
abominablemovie,0.664162,0.7995615,0.78685147,0.5278911,0.7139857,0.17299213,0.81533724,0.11924562,0.5524872,0.25186586,0.5544678,0.69099957,0.6374608,0.51609683,0.2361411,0.4948592,0.40659392,0.0,0.6413146,0.5625209,0.63831335,0.8994957,0.45108777,0.66612977,0.7442991,0.8103064,0.6709566,0.22019179,0.4830865,0.38058293,0.43203974,0.0,0.0,0.92357016,0.35341752,0.5364256,0.39471295,0.62020487,1.0151776,0.0,0.5727877,0.25160027,0.12342629,0.6003246,0.0,0.7124381,0.7341551,0.26231956,0.6833743,0.34746188,0.4448432,0.62983584,0.4749025,0.49417698,0.0,0.0,0.73823845,0.40146106,0.27936098,0.0,0.37811127,0.38196775,0.0,0.0,0.23628336,0.18236181,0.685128,0.2732377,0.38684255,0.81725705,1.0170536,0.68651366,0.6868387,0.0,0.63976675,0.554999,0.5302672,0.5256926,0.8591934,0.71371573,0.6117678,0.5438397,0.0,0.0,0.26446486,0.0,0.9189923,0.4652561,0.31666148,0.84334046,0.8382006,0.0,0.13810267,0.0,0.78743416,0.7321096,0.14260839,0.18713687,0.41731834,0.74795103,0.3238011,0.19577664,0.13953173,0.7629009,0.9050276,0.23382309,0.608313,0.1937712,0.0,1.0788634,0.6881173,0.65840816,0.72129726,1.123165,0.31298703,0.0,0.57039833,0.9121588,0.09021398,0.085844904,0.7169665,0.24594067,0.037257798,0.0,0.39195246,0.2900513,0.3706362,0.0,0.7573697,0.64086014
adastramovie,0.29640102,0.3818361,0.26523635,0.3767466,0.2747133,0.0,0.36675718,0.12162664,0.25771418,0.18093303,0.21934855,0.30167562,0.41364565,0.4027086,0.096971944,0.31338137,0.24929482,0.0,0.3010835,0.27364534,0.41465786,0.36737707,0.30560353,0.17692153,0.3741038,0.29196844,0.4836902,0.15986641,0.30875844,0.11662849,0.3345886,0.0,0.0,0.4615808,0.36749294,0.108888276,0.20235918,0.3748113,0.45252007,0.0,0.31211913,0.18510276,0.042364765,0.32183477,0.0,0.26339465,0.2404638,0.10252968,0.18565017,0.2932514,0.10823769,0.25702003,0.37424034,0.3511422,0.0,0.0,0.2957127,0.2556565,0.23613912,0.12230639,0.20743468,0.25705135,0.0,0.11137781,0.2633772,0.06892463,0.4332414,0.15736456,0.24395289,0.45859027,0.43295997,0.24831857,0.3156982,0.0,0.33381122,0.3048134,0.22678427,0.19403067,0.5424666,0.32452452,0.37493634,0.4495572,0.0,0.0,0.29147866,0.0,0.31535235,0.37209177,0.12400694,0.44837478,0.36701766,0.0,0.11147319,0.0,0.46972236,0.4951555,0.0,0.013695003,0.32985514,0.5283938,0.0,0.0728191,0.1624234,0.2761254,0.39514798,0.26667434,0.182743,0.13722359,0.0,0.43907374,0.37161183,0.19808552,0.3086262,0.4417975,0.13300017,0.0,0.37368393,0.34664539,0.0,0.2345838,0.43546155,0.0,0.16068916,0.14246532,0.32740754,0.21162714,0.27622578,0.0,0.17605583,0.36413231
adogsjourneymovie,0.43488112,1.0605054,0.5677236,0.9405992,0.5826927,0.0,1.1965699,0.0,0.6200494,0.13234347,0.4746877,0.60993356,1.1902217,0.64560163,0.34769243,0.7959792,0.3894373,0.0,0.95367694,0.67065877,1.0947609,0.6293395,0.5617112,0.79348534,0.9742476,0.90264654,0.9333801,0.40442583,1.0562189,0.37938377,0.9091542,0.0,0.0,1.2957311,0.6664104,0.45723954,0.72196954,0.8105374,1.3741865,0.0,0.7190376,0.34325936,0.0,0.867482,0.0,0.57131296,1.0285294,0.15694207,0.7499378,0.85989624,0.016142914,0.74563897,0.66054034,0.4039931,0.0,0.0,0.70529485,0.906731,0.5317568,0.0,0.53331155,0.77133036,0.0,0.4168755,0.6371904,0.30969474,0.9348018,0.55975705,0.36519182,0.92797947,0.8005987,0.8800064,0.9479926,0.0,0.84873104,0.68071663,0.76714593,0.902542,1.3899964,0.48254895,0.89268994,0.819409,0.0,0.0,0.7066057,0.0,1.1470369,0.9271699,0.082887724,1.0235348,1.2711548,0.0,0.736487,0.0,1.1030536,1.2158049,0.0,0.26688465,0.5498107,1.0283344,0.027200518,0.073188335,0.20237903,0.61864614,0.7691563,0.58308065,0.38750985,0.6464171,0.0,0.8288359,0.78239465,0.93447673,0.8822711,1.1130846,0.3647546,0.0,0.3365386,0.7385666,0.0,0.37791044,0.84696317,0.21816549,0.10128273,0.095702924,0.0,0.72196543,0.6186843,0.0,0.88965,0.804742
aftermathmovie,0.16837603,0.43731886,0.23176852,0.29342347,0.31741652,0.0,0.40145233,0.086488985,0.24389678,0.2477321,0.24276273,0.3175548,0.254094,0.21150321,0.08870323,0.19899464,0.18113926,0.0,0.3794175,0.24893509,0.3266182,0.3857643,0.29800245,0.28315926,0.3700646,0.40674296,0.3233615,0.106988326,0.15675388,0.108645245,0.22593087,0.0,0.0,0.43571907,0.26409817,0.030965723,0.14750533,0.21043298,0.32598972,0.0,0.25745675,0.11559191,0.09231333,0.26263034,0.0,0.31062427,0.301358,0.012724616,0.18736395,0.21298538,0.18457869,0.19102713,0.27372122,0.2205499,0.0,0.0,0.29277503,0.04219784,0.2653389,0.0,0.16325314,0.2129443,0.0,0.06953664,0.14817092,0.048546404,0.36299244,0.19731173,0.19236532,0.44265223,0.37061858,0.3152942,0.2876452,0.0,0.25759614,0.16215715,0.2518287,0.26032162,0.33312386,0.22039694,0.25255752,0.28682506,0.0,0.0,0.24829632,0.0,0.30992404,0.3232687,0.0984835,0.46901903,0.36767042,0.0,0.129472,0.0,0.3512417,0.29221648,0.013174916,0.114862725,0.22999123,0.39129233,0.12933432,0.11776483,0.038199764,0.25580552,0.27596694,0.23524243,0.20199768,0.17317182,0.0,0.41706192,0.37613648,0.28372923,0.3658347,0.37592122,0.17288774,0.0,0.36177406,0.47262305,0.051934086,0.17539535,0.22283652,0.011953465,0.123092316,0.18727498,0.20242587,0.2237877,0.19292158,0.0,0.22443838,0.3022124
aftermovie,0.20063503,0.42224768,0.33728492,0.4234962,0.40382305,0.0,0.5647424,0.20857298,0.43680456,0.19131657,0.30648,0.274694,0.47732884,0.25360394,0.25407693,0.43682343,0.37063983,0.0,0.395348,0.44538352,0.4431341,0.4298749,0.5202787,0.3593318,0.4231826,0.47331414,0.32586586,0.2688253,0.38620263,0.15715536,0.4257757,0.0,0.0,0.5300227,0.36611864,0.26583323,0.23246892,0.44696045,0.5875702,0.0,0.30750588,0.0114101395,0.07489082,0.29132786,0.0,0.36042356,0.29157993,0.04032419,0.34116158,0.2705624,0.17716861,0.17494921,0.49499258,0.28802618,0.0,0.0,0.40940937,0.18233195,0.28976047,0.02005589,0.38529015,0.34549356,0.0,0.19726071,0.34012714,0.0779688,0.44894943,0.20043077,0.32705426,0.5161328,0.5175198,0.24167188,0.42339694,0.0,0.42361078,0.306634,0.32817417,0.44222036,0.4308327,0.31970662,0.43243128,0.4580598,0.0,0.0,0.28036562,0.0,0.49520907,0.3904956,0.16704105,0.7216741,0.57718074,0.0,0.15172632,0.039161608,0.5123948,0.32279286,0.028886108,0.053162307,0.43447974,0.4708541,0.013085326,0.15066874,0.10340878,0.39189962,0.36091337,0.3233787,0.08954576,0.14836334,0.0,0.46817505,0.45777634,0.36048546,0.4929982,0.63960034,0.2027781,0.0,0.26547718,0.52721816,0.09398041,0.14726283,0.4091926,0.047949255,0.12047975,0.018460691,0.16230881,0.2632297,0.3513771,0.0,0.41566843,0.32535514
ahiddenlifefilm,0.117998675,0.18960062,0.15538102,0.16577931,0.17304847,0.0,0.20474765,0.05753011,0.167106,0.083652645,0.13802335,0.1564616,0.16088423,0.12691414,0.06440239,0.14213647,0.1066663,0.0,0.16142993,0.12235138,0.1785481,0.19087456,0.16923583,0.13841172,0.19912305,0.20030887,0.18755715,0.076045185,0.14987375,0.07574671,0.15245757,0.0,0.0,0.23068899,0.16433263,0.07102565,0.0955082,0.15870115,0.26238602,0.0,0.15819582,0.061387885,0.06308762,0.15360297,0.0,0.14770932,0.1533673,0.014412637,0.14400393,0.13827837,0.07311922,0.12889457,0.14515671,0.11004625,0.0,0.0,0.18868215,0.08891873,0.11620548,0.0,0.107957594,0.12572882,0.0,0.07272966,0.11238046,0.030448671,0.1866006,0.10169982,0.10919909,0.22587687,0.23079859,0.14553422,0.15354401,0.0,0.15205534,0.13009563,0.12591112,0.14870453,0.21521872,0.14191334,0.16822523,0.1714372,0.0,0.0,0.1255461,0.0,0.2000783,0.17847204,0.05369873,0.21784759,0.20427403,0.0,0.09808797,0.0,0.18856756,0.18972722,0.010941249,0.05641707,0.15083593,0.21774583,0.03143154,0.055141494,0.060381643,0.15068623,0.1879807,0.11613137,0.10862011,0.068685845,0.0,0.2141188,0.18982472,0.1471703,0.19768347,0.22873221,0.07918312,0.0,0.14462446,0.18582413,0.037684586,0.06779335,0.14107886,0.02541618,0.045234706,0.029033508,0.06993854,0.10921633,0.12686056,0.0,0.17551996,0.16918713
alitamovie,0.48270464,0.5909968,0.47315997,0.5368374,0.37512437,0.0,0.44398242,0.2550077,0.3100208,0.44813436,0.49070123,0.61108416,0.47073,0.23865399,0.2914871,0.323215,0.2749719,0.0,0.6435068,0.54321784,0.626221,0.60285753,0.5866059,0.59071046,0.78021085,0.67048514,0.6868428,0.22453898,0.48519474,0.3272042,0.49171478,0.0,0.0,0.481397,0.51398295,0.14201385,0.2867528,0.32678115,0.8248378,0.0,0.30150107,0.3485728,0.076800555,0.47448966,0.0,0.42308643,0.39147952,0.14143026,0.5390346,0.55184335,0.17566349,0.6390714,0.41748792,0.35179374,0.0,0.0,0.80328435,0.47218296,0.7456359,0.081580125,0.39902243,0.29740724,0.0,0.2426359,0.22493948,0.04083309,0.59224975,0.36494523,0.26981497,0.7440563,0.74686813,0.588096,0.6101671,0.0,0.48986304,0.4973676,0.29450458,0.5951191,0.76084894,0.2821717,0.5985248,0.864111,0.0,0.0,0.4078507,0.0,0.7294844,0.5786074,0.09798913,0.8357884,0.8032682,0.0,0.43875182,0.0,0.72413903,0.684212,0.0,0.2616709,0.5071854,0.7162511,0.06381896,0.0,0.35895506,0.4883467,0.6725492,0.728664,0.4913219,0.33998528,0.0,0.4829743,0.5420277,0.5475214,0.56997305,0.8605825,0.033287838,0.0,0.56342316,0.69872254,0.0,0.08302803,0.73330754,0.17513864,0.24293196,0.21083695,0.15122487,0.5733159,0.66231,0.16511005,0.32772073,0.70521605
